"Status","Year","Responsibility_level","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","South West Wales","60","60","21150","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Staffordshire CC","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Suffolk","50","50","20660","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Tyneside","150","130","21050","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Cumbria","320","280","20960","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Surrey","200","190","24250","24370"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Westminster","80","80","24420","24370"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Worcestershire","100","90","20950","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","York","100","100","21430","21050"
"In post","2021","AA/AO","Department for International Trade","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Westminster","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Bristol, City of","70","60","21750","21590"
"In post","2021","AA/AO","Department for Transport","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Derby","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Kent","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Sussex CC","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Leeds","70","70","21350","21590"
"In post","2021","AA/AO","Department for Transport","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Lewisham and Southwark","80","60","32640","32740"
"In post","2021","AA/AO","Department for Transport","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Medway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Nottingham","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","South Hampshire","60","50","25870","26590"
"In post","2021","AA/AO","Department for Transport","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Southampton","80","70","22230","21590"
"In post","2021","AA/AO","Department for Transport","Staffordshire CC","60","60","24040","23990"
"In post","2021","AA/AO","Department for Transport","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Swansea","4250","3610","20700","21590"
"In post","2021","AA/AO","Department for Transport","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Tyneside","140","130","21890","21590"
"In post","2021","AA/AO","Department for Transport","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Westminster","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Aberdeen City and Aberdeenshire","70","60","20760","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Angus and Dundee City","590","540","20930","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Barking & Dagenham and Havering","60","50","24610","25110"
"In post","2021","AA/AO","Department for Work and Pensions","Barnet","50","40","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","600","500","20790","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Berkshire","80","60","24110","24180"
"In post","2021","AA/AO","Department for Work and Pensions","Bexley and Greenwich","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Birmingham","550","460","20620","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Blackburn with Darwen","110","90","20880","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Blackpool","1710","1540","20870","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Bournemouth and Poole","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Bradford","350","300","20730","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Brent","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Bridgend and Neath Port Talbot","180","160","20950","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Brighton and Hove","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Work and Pensions","Bristol, City of","260","220","20920","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Bromley","40","30","[c]","[c]"
