"Status","Year","Function_of_post","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Declared non-disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Lambeth","90","90","42070","36330"
"In post","2022","Human Resources","Declared non-disabled","Lancaster and Wyre","110","100","25970","26510"
"In post","2022","Human Resources","Declared non-disabled","Leeds","250","240","40470","36010"
"In post","2022","Human Resources","Declared non-disabled","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Liverpool","140","130","33980","30130"
"In post","2022","Human Resources","Declared non-disabled","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Manchester","180","170","39050","33680"
"In post","2022","Human Resources","Declared non-disabled","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Mid Lancashire","50","40","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Milton Keynes","40","40","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Monmouthshire and Newport","170","160","36890","31970"
"In post","2022","Human Resources","Declared non-disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","North Hampshire","40","40","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","North Lanarkshire","110","100","29700","26820"
"In post","2022","Human Resources","Declared non-disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Norwich and East Norfolk","50","40","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Nottingham","300","280","38820","33790"
"In post","2022","Human Resources","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Portsmouth","60","60","32770","27570"
"In post","2022","Human Resources","Declared non-disabled","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Sefton","110","100","37010","33280"
"In post","2022","Human Resources","Declared non-disabled","Sheffield","150","140","39150","35310"
"In post","2022","Human Resources","Declared non-disabled","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","South Lanarkshire","50","50","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Southampton","30","30","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Staffordshire CC","50","50","37770","36050"
"In post","2022","Human Resources","Declared non-disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Suffolk CC","40","30","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Sunderland","30","30","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Swansea","200","190","32480","30730"
"In post","2022","Human Resources","Declared non-disabled","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Tower Hamlets","160","160","50880","46160"
"In post","2022","Human Resources","Declared non-disabled","Tyneside","540","510","31650","27570"
"In post","2022","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Wakefield","30","30","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Warrington","40","30","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Warwickshire CC","50","50","36430","31740"
"In post","2022","Human Resources","Declared non-disabled","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","West Sussex (South West)","60","50","32530","28920"
"In post","2022","Human Resources","Declared non-disabled","Westminster","1370","1330","47310","42450"
"In post","2022","Human Resources","Declared non-disabled","Wiltshire","130","120","35870","33300"
"In post","2022","Human Resources","Declared non-disabled","Wirral","50","40","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","York","70","60","40760","37300"
"In post","2022","Human Resources","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Glasgow City","40","40","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Tyneside","40","40","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Westminster","110","110","46920","43090"
"In post","2022","Human Resources","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","80","80","30860","28840"
"In post","2022","Human Resources","Unknown","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Birmingham","30","30","[c]","[c]"
"In post","2022","Human Resources","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","City of Edinburgh","40","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Falkirk","50","50","36040","38220"
"In post","2022","Human Resources","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Glasgow City","70","60","26500","22330"
"In post","2022","Human Resources","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Greater Manchester South West","70","60","32880","32000"
"In post","2022","Human Resources","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Lambeth","40","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Lancaster and Wyre","50","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Leeds","80","80","43350","38570"
"In post","2022","Human Resources","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Liverpool","50","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Manchester","40","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Monmouthshire and Newport","40","30","[c]","[c]"
"In post","2022","Human Resources","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Nottingham","70","70","33920","33080"
"In post","2022","Human Resources","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Tyneside","100","90","28030","25920"
"In post","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Westminster","300","290","41190","35590"
"In post","2022","Human Resources","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","York","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
