"Status","Year","Responsibility_level","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Heterosexual / straight","Aberdeen City and Aberdeenshire","250","230","25980","22220"
"In post","2021","AA/AO","Heterosexual / straight","Angus and Dundee City","630","580","21230","21010"
"In post","2021","AA/AO","Heterosexual / straight","Antrim and Newtownabbey","130","130","20750","20310"
"In post","2021","AA/AO","Heterosexual / straight","Ards and North Down","130","130","20890","20310"
"In post","2021","AA/AO","Heterosexual / straight","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Barking & Dagenham and Havering","80","70","23580","23210"
"In post","2021","AA/AO","Heterosexual / straight","Barnet","200","170","23780","23530"
"In post","2021","AA/AO","Heterosexual / straight","Barnsley, Doncaster and Rotherham","980","870","23010","21010"
"In post","2021","AA/AO","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","510","470","22820","21010"
"In post","2021","AA/AO","Heterosexual / straight","Bedford","190","180","26140","27850"
"In post","2021","AA/AO","Heterosexual / straight","Belfast","540","480","20780","21420"
"In post","2021","AA/AO","Heterosexual / straight","Berkshire","620","600","27420","25540"
"In post","2021","AA/AO","Heterosexual / straight","Bexley and Greenwich","530","510","28230","27240"
"In post","2021","AA/AO","Heterosexual / straight","Birmingham","2090","1900","21110","20140"
"In post","2021","AA/AO","Heterosexual / straight","Blackburn with Darwen","100","80","21130","21010"
"In post","2021","AA/AO","Heterosexual / straight","Blackpool","1130","1020","20870","21010"
"In post","2021","AA/AO","Heterosexual / straight","Bournemouth and Poole","150","130","20290","20100"
"In post","2021","AA/AO","Heterosexual / straight","Bradford","640","540","20420","20140"
"In post","2021","AA/AO","Heterosexual / straight","Breckland and South Norfolk","210","200","24230","23240"
"In post","2021","AA/AO","Heterosexual / straight","Brent","90","80","23650","23500"
"In post","2021","AA/AO","Heterosexual / straight","Bridgend and Neath Port Talbot","190","160","20440","21010"
"In post","2021","AA/AO","Heterosexual / straight","Brighton and Hove","90","80","20330","20650"
"In post","2021","AA/AO","Heterosexual / straight","Bristol, City of","830","760","21460","21010"
"In post","2021","AA/AO","Heterosexual / straight","Bromley","110","100","22360","22080"
"In post","2021","AA/AO","Heterosexual / straight","Buckinghamshire CC","410","390","24960","23030"
"In post","2021","AA/AO","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","40","30","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Calderdale and Kirklees","140","110","20580","21010"
"In post","2021","AA/AO","Heterosexual / straight","Cambridgeshire CC","750","690","25230","23240"
"In post","2021","AA/AO","Heterosexual / straight","Camden and City of London","530","500","23660","23270"
"In post","2021","AA/AO","Heterosexual / straight","Cardiff and Vale of Glamorgan","1990","1800","21470","21010"
"In post","2021","AA/AO","Heterosexual / straight","Causeway Coast and Glens","50","50","20470","20310"
"In post","2021","AA/AO","Heterosexual / straight","Central Bedfordshire","110","110","20780","20920"
"In post","2021","AA/AO","Heterosexual / straight","Central Hampshire","580","560","22790","20920"
"In post","2021","AA/AO","Heterosexual / straight","Central Valleys","230","210","21800","21010"
"In post","2021","AA/AO","Heterosexual / straight","Cheshire East","130","120","23510","21940"
"In post","2021","AA/AO","Heterosexual / straight","Cheshire West and Chester","120","120","20700","21010"
"In post","2021","AA/AO","Heterosexual / straight","Chorley and West Lancashire","430","400","25160","24590"
"In post","2021","AA/AO","Heterosexual / straight","City of Edinburgh","1220","1170","22330","21490"
"In post","2021","AA/AO","Heterosexual / straight","Clackmannanshire and Fife","240","220","21770","21010"
"In post","2021","AA/AO","Heterosexual / straight","Conwy and Denbighshire","110","100","22030","22160"
"In post","2021","AA/AO","Heterosexual / straight","Cornwall and Isles of Scilly","470","430","20830","21010"
"In post","2021","AA/AO","Heterosexual / straight","Coventry","180","150","20840","21010"
"In post","2021","AA/AO","Heterosexual / straight","Croydon","1200","1090","24590","25630"
"In post","2021","AA/AO","Heterosexual / straight","Darlington","70","60","20870","21000"
"In post","2021","AA/AO","Heterosexual / straight","Derby","280","240","21580","21010"
"In post","2021","AA/AO","Heterosexual / straight","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Devon CC","1220","1090","22190","21010"
"In post","2021","AA/AO","Heterosexual / straight","Dorset CC","670","630","23710","21710"
"In post","2021","AA/AO","Heterosexual / straight","Dudley","310","260","20760","21010"
"In post","2021","AA/AO","Heterosexual / straight","Dumfries and Galloway","80","70","23080","22220"
"In post","2021","AA/AO","Heterosexual / straight","Durham CC","2130","1870","22850","21430"
"In post","2021","AA/AO","Heterosexual / straight","Ealing","30","30","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","190","160","21680","21010"
"In post","2021","AA/AO","Heterosexual / straight","East Cumbria","220","200","21530","21050"
"In post","2021","AA/AO","Heterosexual / straight","East Derbyshire","80","60","20340","20720"
"In post","2021","AA/AO","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","900","850","26310","22220"
"In post","2021","AA/AO","Heterosexual / straight","East Kent","680","630","22370","21430"
"In post","2021","AA/AO","Heterosexual / straight","East Lancashire","100","80","20230","20850"
"In post","2021","AA/AO","Heterosexual / straight","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","East Merseyside","170","150","20720","20320"
"In post","2021","AA/AO","Heterosexual / straight","East Riding of Yorkshire","690","650","25040","24440"
"In post","2021","AA/AO","Heterosexual / straight","East Surrey","340","320","30400","33050"
"In post","2021","AA/AO","Heterosexual / straight","East Sussex CC","620","540","22410","21010"
"In post","2021","AA/AO","Heterosexual / straight","Enfield","40","30","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Essex Haven Gateway","230","220","25420","21430"
"In post","2021","AA/AO","Heterosexual / straight","Essex Thames Gateway","190","160","23370","24180"
"In post","2021","AA/AO","Heterosexual / straight","Falkirk","480","420","21460","21010"
"In post","2021","AA/AO","Heterosexual / straight","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Flintshire and Wrexham","620","590","22500","21550"
"In post","2021","AA/AO","Heterosexual / straight","Glasgow City","2280","2040","21060","21010"
"In post","2021","AA/AO","Heterosexual / straight","Gloucestershire","270","250","23120","21010"
"In post","2021","AA/AO","Heterosexual / straight","Greater Manchester North East","190","180","23020","21010"
"In post","2021","AA/AO","Heterosexual / straight","Greater Manchester North West","640","570","21520","21010"
"In post","2021","AA/AO","Heterosexual / straight","Greater Manchester South East","450","400","20900","21010"
"In post","2021","AA/AO","Heterosexual / straight","Greater Manchester South West","800","720","20510","20140"
"In post","2021","AA/AO","Heterosexual / straight","Gwent Valleys","220","180","21090","21010"
"In post","2021","AA/AO","Heterosexual / straight","Gwynedd","240","220","21220","21010"
"In post","2021","AA/AO","Heterosexual / straight","Hackney and Newham","380","340","24390","25110"
"In post","2021","AA/AO","Heterosexual / straight","Haringey and Islington","370","350","28150","25390"
"In post","2021","AA/AO","Heterosexual / straight","Harrow and Hillingdon","430","400","25110","25630"
"In post","2021","AA/AO","Heterosexual / straight","Hartlepool and Stockton-on-Tees","530","490","23370","21710"
"In post","2021","AA/AO","Heterosexual / straight","Heart of Essex","280","260","25320","24590"
"In post","2021","AA/AO","Heterosexual / straight","Herefordshire, County of","150","150","24930","20920"
"In post","2021","AA/AO","Heterosexual / straight","Hertfordshire","480","450","25180","24180"
"In post","2021","AA/AO","Heterosexual / straight","Hounslow and Richmond upon Thames","590","550","27040","25110"
"In post","2021","AA/AO","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","160","140","21640","21010"
"In post","2021","AA/AO","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","290","270","21120","20920"
"In post","2021","AA/AO","Heterosexual / straight","Isle of Anglesey","60","50","22090","21130"
"In post","2021","AA/AO","Heterosexual / straight","Isle of Wight","390","370","24150","23240"
"In post","2021","AA/AO","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","290","280","30230","30220"
"In post","2021","AA/AO","Heterosexual / straight","Kent Thames Gateway","610","570","27610","30300"
"In post","2021","AA/AO","Heterosexual / straight","Kingston upon Hull, City of","540","480","23280","21710"
"In post","2021","AA/AO","Heterosexual / straight","Lambeth","300","290","27580","25450"
"In post","2021","AA/AO","Heterosexual / straight","Lancaster and Wyre","330","310","22550","21030"
"In post","2021","AA/AO","Heterosexual / straight","Leeds","1550","1430","22070","21010"
"In post","2021","AA/AO","Heterosexual / straight","Leicester","720","630","21090","21010"
"In post","2021","AA/AO","Heterosexual / straight","Leicestershire CC and Rutland","660","620","23030","21550"
"In post","2021","AA/AO","Heterosexual / straight","Lewisham and Southwark","170","150","24320","25110"
"In post","2021","AA/AO","Heterosexual / straight","Lincolnshire","990","930","22160","21010"
"In post","2021","AA/AO","Heterosexual / straight","Lisburn and Castlereagh","170","160","21420","21670"
"In post","2021","AA/AO","Heterosexual / straight","Liverpool","2550","2280","21360","21430"
"In post","2021","AA/AO","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","50","40","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Luton","100","80","20270","20650"
"In post","2021","AA/AO","Heterosexual / straight","Manchester","1170","1080","21560","21000"
"In post","2021","AA/AO","Heterosexual / straight","Medway","430","400","25320","25110"
"In post","2021","AA/AO","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","90","80","22610","22450"
"In post","2021","AA/AO","Heterosexual / straight","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Mid Kent","250","230","24240","23240"
"In post","2021","AA/AO","Heterosexual / straight","Mid Lancashire","1630","1440","21450","21010"
"In post","2021","AA/AO","Heterosexual / straight","Milton Keynes","560","540","25070","24750"
"In post","2021","AA/AO","Heterosexual / straight","Monmouthshire and Newport","630","560","21200","21010"
"In post","2021","AA/AO","Heterosexual / straight","Na h-Eileanan Siar","80","70","21540","21010"
"In post","2021","AA/AO","Heterosexual / straight","Newry, Mourne and Down","50","50","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","North and North East Lincolnshire","180","150","20770","21010"
"In post","2021","AA/AO","Heterosexual / straight","North and West Norfolk","400","370","23840","21150"
"In post","2021","AA/AO","Heterosexual / straight","North Hampshire","230","220","21230","20920"
"In post","2021","AA/AO","Heterosexual / straight","North Lanarkshire","770","630","20830","20760"
"In post","2021","AA/AO","Heterosexual / straight","North Northamptonshire","130","100","21230","21010"
"In post","2021","AA/AO","Heterosexual / straight","North Nottinghamshire","270","260","23770","23240"
"In post","2021","AA/AO","Heterosexual / straight","North Yorkshire CC","600","570","22480","20920"
"In post","2021","AA/AO","Heterosexual / straight","Northumberland","70","60","20390","20920"
"In post","2021","AA/AO","Heterosexual / straight","Norwich and East Norfolk","430","390","22100","21010"
"In post","2021","AA/AO","Heterosexual / straight","Nottingham","1180","1080","21310","21010"
"In post","2021","AA/AO","Heterosexual / straight","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Overseas","40","40","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Oxfordshire","780","740","23660","21130"
"In post","2021","AA/AO","Heterosexual / straight","Perth and Kinross and Stirling","150","140","23200","22220"
"In post","2021","AA/AO","Heterosexual / straight","Peterborough","520","450","20890","21430"
"In post","2021","AA/AO","Heterosexual / straight","Plymouth","610","550","22490","21010"
"In post","2021","AA/AO","Heterosexual / straight","Portsmouth","820","750","22570","20920"
"In post","2021","AA/AO","Heterosexual / straight","Powys","170","160","21260","20920"
"In post","2021","AA/AO","Heterosexual / straight","Redbridge and Waltham Forest","200","180","23990","25110"
"In post","2021","AA/AO","Heterosexual / straight","Sandwell","40","30","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Scottish Borders","90","80","23610","24110"
"In post","2021","AA/AO","Heterosexual / straight","Sefton","1280","1110","20560","21010"
"In post","2021","AA/AO","Heterosexual / straight","Sheffield","1170","1030","20950","21430"
"In post","2021","AA/AO","Heterosexual / straight","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","Shropshire CC","320","300","23210","21580"
"In post","2021","AA/AO","Heterosexual / straight","Solihull","180","170","21150","21430"
"In post","2021","AA/AO","Heterosexual / straight","Somerset","380","350","20490","20920"
"In post","2021","AA/AO","Heterosexual / straight","South and West Derbyshire","230","210","23740","22160"
"In post","2021","AA/AO","Heterosexual / straight","South Ayrshire","50","40","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","South Hampshire","940","660","20110","19520"
"In post","2021","AA/AO","Heterosexual / straight","South Lanarkshire","580","480","20690","20140"
"In post","2021","AA/AO","Heterosexual / straight","South Nottinghamshire","240","220","23880","22080"
"In post","2021","AA/AO","Heterosexual / straight","South Teesside","290","260","20510","21010"
"In post","2021","AA/AO","Heterosexual / straight","South West Wales","350","320","21670","21050"
"In post","2021","AA/AO","Heterosexual / straight","Southampton","170","140","20700","21010"
"In post","2021","AA/AO","Heterosexual / straight","Southend-on-Sea","160","130","21640","21440"
"In post","2021","AA/AO","Heterosexual / straight","Staffordshire CC","1140","1080","23540","22080"
"In post","2021","AA/AO","Heterosexual / straight","Stoke-on-Trent","420","370","19590","18880"
"In post","2021","AA/AO","Heterosexual / straight","Suffolk","1110","1040","23080","21430"
"In post","2021","AA/AO","Heterosexual / straight","Sunderland","1430","1130","20790","21010"
"In post","2021","AA/AO","Heterosexual / straight","Swansea","2970","2600","21100","21590"
"In post","2021","AA/AO","Heterosexual / straight","Swindon","70","60","19800","19570"
"In post","2021","AA/AO","Heterosexual / straight","Telford and Wrekin","270","240","21690","21010"
"In post","2021","AA/AO","Heterosexual / straight","Thurrock","70","70","21860","21430"
"In post","2021","AA/AO","Heterosexual / straight","Torbay","80","70","20620","21010"
"In post","2021","AA/AO","Heterosexual / straight","Tower Hamlets","290","270","23540","23500"
"In post","2021","AA/AO","Heterosexual / straight","Tyneside","3460","3030","20700","21010"
"In post","2021","AA/AO","Heterosexual / straight","Unknown","160","140","22170","21010"
"In post","2021","AA/AO","Heterosexual / straight","Wakefield","480","440","25620","24920"
"In post","2021","AA/AO","Heterosexual / straight","Walsall","140","120","20600","21010"
"In post","2021","AA/AO","Heterosexual / straight","Wandsworth","340","330","30050","31550"
"In post","2021","AA/AO","Heterosexual / straight","Warrington","480","440","22920","21010"
"In post","2021","AA/AO","Heterosexual / straight","Warwickshire","350","310","20990","21010"
"In post","2021","AA/AO","Heterosexual / straight","West Cumbria","250","220","22740","21050"
"In post","2021","AA/AO","Heterosexual / straight","West Essex","70","60","21060","21430"
"In post","2021","AA/AO","Heterosexual / straight","West Kent","30","30","[c]","[c]"
"In post","2021","AA/AO","Heterosexual / straight","West Lothian","90","80","21960","21010"
"In post","2021","AA/AO","Heterosexual / straight","West Northamptonshire","340","310","21510","20100"
"In post","2021","AA/AO","Heterosexual / straight","West Surrey","520","490","24660","24370"
"In post","2021","AA/AO","Heterosexual / straight","West Sussex (North East)","120","100","22260","22360"
"In post","2021","AA/AO","Heterosexual / straight","West Sussex (South West)","200","180","21690","21010"
"In post","2021","AA/AO","Heterosexual / straight","Westminster","1710","1630","24420","24270"
"In post","2021","AA/AO","Heterosexual / straight","Wiltshire","940","900","22090","20920"
"In post","2021","AA/AO","Heterosexual / straight","Wirral","520","440","21020","21010"
"In post","2021","AA/AO","Heterosexual / straight","Wolverhampton","210","180","20240","20830"
"In post","2021","AA/AO","Heterosexual / straight","Worcestershire","720","680","23630","22850"
"In post","2021","AA/AO","Heterosexual / straight","York","340","310","21700","21050"
"In post","2021","AA/AO","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Angus and Dundee City","60","50","21050","21010"
"In post","2021","AA/AO","LGBO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Barnsley, Doncaster and Rotherham","60","60","23760","21010"
"In post","2021","AA/AO","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Belfast","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Berkshire","40","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Bexley and Greenwich","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Birmingham","100","100","21230","20140"
"In post","2021","AA/AO","LGBO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Blackpool","80","80","20940","21010"
"In post","2021","AA/AO","LGBO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Bradford","40","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Brent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Bristol, City of","50","50","22170","21270"
"In post","2021","AA/AO","LGBO","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Buckinghamshire CC","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Cardiff and Vale of Glamorgan","150","140","20780","20140"
"In post","2021","AA/AO","LGBO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Central Hampshire","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","City of Edinburgh","130","120","21880","21150"
"In post","2021","AA/AO","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Croydon","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Derby","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Devon CC","70","70","22550","21010"
"In post","2021","AA/AO","LGBO","Dorset CC","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Durham CC","100","90","23290","21550"
"In post","2021","AA/AO","LGBO","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Kent","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Riding of Yorkshire","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Surrey","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","East Sussex CC","60","50","22990","21010"
"In post","2021","AA/AO","LGBO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Flintshire and Wrexham","50","50","[c]","[c]"
"In post","2021","AA/AO","LGBO","Glasgow City","160","150","21060","21010"
"In post","2021","AA/AO","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Greater Manchester North West","40","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Greater Manchester South East","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Greater Manchester South West","90","90","20430","20140"
"In post","2021","AA/AO","LGBO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Hartlepool and Stockton-on-Tees","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Hounslow and Richmond upon Thames","40","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Kent Thames Gateway","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Kingston upon Hull, City of","40","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Leeds","120","110","21780","21010"
"In post","2021","AA/AO","LGBO","Leicester","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Lincolnshire","40","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Liverpool","110","100","21510","21430"
"In post","2021","AA/AO","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Luton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Manchester","100","100","21090","21010"
"In post","2021","AA/AO","LGBO","Medway","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Mid Lancashire","80","70","21630","21010"
"In post","2021","AA/AO","LGBO","Milton Keynes","50","50","[c]","[c]"
"In post","2021","AA/AO","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","North Lanarkshire","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Norwich and East Norfolk","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Nottingham","90","80","21770","21010"
"In post","2021","AA/AO","LGBO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Oxfordshire","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Plymouth","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","Portsmouth","30","30","[c]","[c]"
"In post","2021","AA/AO","LGBO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Sefton","40","40","[c]","[c]"
"In post","2021","AA/AO","LGBO","Sheffield","50","50","20990","21430"
"In post","2021","AA/AO","LGBO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","LGBO","Solihull","[c]","[c]","[c]","[c]"
