"Status","Year","Ethnicity","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","150","120","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","EO","60","40","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","EO","60","50","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Public Health England","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Asian","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Public Health England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Public Health England","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Asian","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Prison Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Serious Fraud Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Student Awards Agency for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","The National Archives","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Hydrographic Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Intellectual Property Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
