"Status","Year","Region_ITL3","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Gloucestershire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Unknown","Department for Work and Pensions","50","50","26360","27570"
"Leaver CS","2021","Greater Manchester North East","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Operational Delivery","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Unknown","Department for Work and Pensions","70","60","23320","21010"
"Leaver CS","2021","Greater Manchester North West","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Unknown","Department for Work and Pensions","60","50","23970","21010"
"Leaver CS","2021","Greater Manchester South West","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Operational Delivery","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Unknown","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Unknown","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Operational Delivery","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Operational Delivery","Home Office","40","30","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Operational Delivery","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Unknown","Department for Work and Pensions","30","20","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Unknown","HM Revenue and Customs","160","130","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Operational Delivery","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","Ministry of Justice","60","50","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Unknown","Department for Work and Pensions","50","50","27520","25110"
"Leaver CS","2021","Hertfordshire","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Unknown","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Operational Delivery","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Other","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
