"Status","Year","Parent_department","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Greater Manchester","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Inner London - East","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Inner London - West","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Northumberland and Tyne and Wear","40","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","EO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","Inner London - West","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Inner London - West","70","70","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Merseyside","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Inner London - West","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Merseyside","60","60","24630","24510"
"Leaver Dept.","2021","Home Office","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Outer London - South","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","Inner London - West","110","100","60030","57460"
"Leaver Dept.","2021","Home Office","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","Outer London - South","30","30","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Inner London - West","190","180","38560","38490"
"Leaver Dept.","2021","Home Office","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Outer London - South","60","60","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","23330","23520"
"Leaver Dept.","2021","Ministry of Defence","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","53410","53090"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","260","260","32740","32710"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Inner London - West","80","70","42190","45200"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Inner London - West","50","50","27430","27310"
