"Status","Year","Region_ITL1","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","South West (England)","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Operational Delivery","AA/AO","200","180","20680","20400"
"Leaver Dept.","2022","South West (England)","Operational Delivery","EO","130","120","25820","26400"
"Leaver Dept.","2022","South West (England)","Operational Delivery","G6/G7","100","100","56640","53050"
"Leaver Dept.","2022","South West (England)","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Operational Delivery","SEO/HEO","230","210","34270","34530"
"Leaver Dept.","2022","South West (England)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other","EO","50","50","24730","26670"
"Leaver Dept.","2022","South West (England)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Project Delivery","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Project Delivery","SEO/HEO","110","110","36560","37710"
"Leaver Dept.","2022","South West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Science and Engineering","AA/AO","60","60","20920","20010"
"Leaver Dept.","2022","South West (England)","Science and Engineering","EO","110","110","24390","24100"
"Leaver Dept.","2022","South West (England)","Science and Engineering","G6/G7","140","130","56770","51200"
"Leaver Dept.","2022","South West (England)","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Science and Engineering","SEO/HEO","310","290","34840","35610"
"Leaver Dept.","2022","South West (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","AA/AO","60","50","21250","21840"
"Leaver Dept.","2022","Unknown","Operational Delivery","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","80","60","58950","56340"
"Leaver Dept.","2022","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","220","210","32820","32000"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Digital, Data and Technology","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","Wales","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Operational Delivery","AA/AO","90","80","21060","21260"
"Leaver Dept.","2022","Wales","Operational Delivery","EO","140","140","26860","27570"
"Leaver Dept.","2022","Wales","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Operational Delivery","SEO/HEO","50","50","33470","31990"
"Leaver Dept.","2022","Wales","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","AA/AO","240","220","20580","20970"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","EO","330","310","26260","27570"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","G6/G7","50","50","55210","50400"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","SEO/HEO","140","140","33940","32250"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Science and Engineering","SEO/HEO","70","60","36720","36330"
"Leaver Dept.","2022","West Midlands (England)","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","SEO/HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","SEO/HEO","50","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","SEO/HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
