"Status","Year","Sexual_orientation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Cabinet Office","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Unknown","140","140","41870","35900"
"In post","2021","Heterosexual / straight","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","West Yorkshire","70","70","44490","39050"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Inner London - West","260","250","60720","50560"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Charity Commission","Inner London - West","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Charity Commission","Merseyside","170","160","32590","29160"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","Eastern Scotland","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","Inner London - East","640","610","60050","56360"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","80","70","35490","34500"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Devon","50","50","29260","22220"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","East Anglia","70","70","35660","34160"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","East Wales","1640","1530","35510","30660"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Eastern Scotland","50","50","26390","23490"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","40910","37700"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Greater Manchester","200","200","33950","34270"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Inner London - East","130","120","44030","43070"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Inner London - West","3640","3550","49840","53380"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Kent","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","80","70","49200","40200"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","110","100","32460","30950"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","West Central Scotland","70","60","31930","30950"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","West Midlands","360","340","36120","34280"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","West Yorkshire","100","90","34210","31640"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Inner London - West","1210","1180","49960","51730"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","Derbyshire and Nottinghamshire","230","220","41450","37100"
"In post","2021","Heterosexual / straight","Department for Education","East Anglia","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","44650","37270"
"In post","2021","Heterosexual / straight","Department for Education","Greater Manchester","820","800","40660","36780"
"In post","2021","Heterosexual / straight","Department for Education","Inner London - West","1660","1600","50450","53420"
"In post","2021","Heterosexual / straight","Department for Education","Northumberland and Tyne and Wear","50","50","40810","36960"
"In post","2021","Heterosexual / straight","Department for Education","Outer London - South","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","South Yorkshire","1030","980","40830","36960"
"In post","2021","Heterosexual / straight","Department for Education","Tees Valley and Durham","580","560","38000","36620"
"In post","2021","Heterosexual / straight","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","West Midlands","820","800","40780","36780"
"In post","2021","Heterosexual / straight","Department for Education","West Yorkshire","70","70","47050","49860"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","240","240","37830","35900"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Cheshire","190","190","38530","36520"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","60","60","33690","29180"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Cumbria","490","440","27060","24920"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","90","90","35110","31470"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Devon","360","330","30300","25910"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Dorset and Somerset","110","100","34150","30420"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Anglia","370","350","34830","30230"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Wales","90","80","31030","26130"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Eastern Scotland","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Essex","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","640","600","39420","36520"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","270","250","34570","30230"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Inner London - West","1630","1580","45300","39830"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Kent","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Lancashire","80","80","33780","29700"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","North Yorkshire","620","600","36140","31910"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","330","300","33250","29690"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Outer London - West and North West","60","60","33770","31690"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","100","100","32930","29610"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","620","590","36520","32560"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","West Midlands","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","150","140","27620","25100"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","West Yorkshire","60","60","40160","36970"
"In post","2021","Heterosexual / straight","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","90","90","46080","51970"
"In post","2021","Heterosexual / straight","Department for International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Inner London - West","1290","1270","45990","39440"
"In post","2021","Heterosexual / straight","Department for International Trade","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Overseas","90","90","57150","55650"
"In post","2021","Heterosexual / straight","Department for International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Bedfordshire and Hertfordshire","80","70","30080","29460"
"In post","2021","Heterosexual / straight","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Derbyshire and Nottinghamshire","260","250","35600","31860"
"In post","2021","Heterosexual / straight","Department for Transport","Devon","70","70","34400","31380"
"In post","2021","Heterosexual / straight","Department for Transport","Dorset and Somerset","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","East Anglia","120","110","29030","27680"
"In post","2021","Heterosexual / straight","Department for Transport","East Wales","100","90","31130","26780"
"In post","2021","Heterosexual / straight","Department for Transport","East Yorkshire and Northern Lincolnshire","80","80","34830","28120"
"In post","2021","Heterosexual / straight","Department for Transport","Eastern Scotland","80","70","30030","27680"
"In post","2021","Heterosexual / straight","Department for Transport","Essex","60","60","34150","26780"
"In post","2021","Heterosexual / straight","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","370","350","34670","31040"
"In post","2021","Heterosexual / straight","Department for Transport","Greater Manchester","90","90","27780","26780"
"In post","2021","Heterosexual / straight","Department for Transport","Hampshire and Isle of Wight","630","610","40130","33350"
"In post","2021","Heterosexual / straight","Department for Transport","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Highlands and Islands","60","50","32870","32480"
"In post","2021","Heterosexual / straight","Department for Transport","Inner London - East","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Inner London - West","1960","1920","50180","46710"
"In post","2021","Heterosexual / straight","Department for Transport","Kent","120","110","31560","30890"
"In post","2021","Heterosexual / straight","Department for Transport","Lancashire","70","60","28740","27680"
"In post","2021","Heterosexual / straight","Department for Transport","Leicestershire, Rutland and Northamptonshire","120","110","32480","27680"
"In post","2021","Heterosexual / straight","Department for Transport","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Merseyside","80","80","32560","27680"
"In post","2021","Heterosexual / straight","Department for Transport","North Eastern Scotland","60","60","32760","27680"
"In post","2021","Heterosexual / straight","Department for Transport","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Northern Ireland","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Northumberland and Tyne and Wear","180","160","28130","26700"
"In post","2021","Heterosexual / straight","Department for Transport","Outer London - East and North East","70","70","32930","30780"
"In post","2021","Heterosexual / straight","Department for Transport","Outer London - South","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Outer London - West and North West","80","80","32500","30780"
"In post","2021","Heterosexual / straight","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Shropshire and Staffordshire","110","100","29360","27680"
"In post","2021","Heterosexual / straight","Department for Transport","South Yorkshire","50","50","28930","27680"
"In post","2021","Heterosexual / straight","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","Surrey, East and West Sussex","180","160","33590","30730"
"In post","2021","Heterosexual / straight","Department for Transport","Tees Valley and Durham","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Transport","West Central Scotland","80","70","37210","29730"
"In post","2021","Heterosexual / straight","Department for Transport","West Midlands","120","120","31090","27810"
"In post","2021","Heterosexual / straight","Department for Transport","West Wales and The Valleys","4120","3730","27130","21590"
"In post","2021","Heterosexual / straight","Department for Transport","West Yorkshire","170","160","29830","26780"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Bedfordshire and Hertfordshire","790","730","29500","29290"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","790","730","28230","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Cheshire","670","610","25970","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Cornwall and Isles of Scilly","500","450","26030","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Cumbria","170","150","27220","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Derbyshire and Nottinghamshire","1720","1550","28730","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Devon","1330","1150","26140","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Dorset and Somerset","600","540","26630","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","East Anglia","1240","1110","27320","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","East Wales","1470","1350","27100","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","780","660","26060","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Eastern Scotland","2200","1970","25650","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Essex","1110","1020","29710","29290"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","1340","1190","27380","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Greater Manchester","3220","2960","27750","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Hampshire and Isle of Wight","940","820","27020","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","620","540","25810","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Highlands and Islands","340","310","25850","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Inner London - East","1820","1720","31060","31060"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Inner London - West","1700","1630","43000","36650"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Kent","1180","1120","29250","29290"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Lancashire","4800","4370","27570","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","1080","960","25660","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Lincolnshire","370","320","26620","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Merseyside","2920","2610","29310","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","North Eastern Scotland","250","230","42420","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","North Yorkshire","390","360","30520","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Northumberland and Tyne and Wear","4960","4430","28080","27570"
