"Status","Year","Sex","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","SEO/HEO","60","50","38130","38360"
"Leaver CS","2021","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","EO","40","30","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","SEO/HEO","70","70","39270","39910"
"Leaver CS","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","AA/AO","90","80","22300","22820"
"Leaver CS","2021","Female","Legal","EO","60","50","26450","26680"
"Leaver CS","2021","Female","Legal","G6/G7","130","110","59580","55610"
"Leaver CS","2021","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","SEO/HEO","100","80","40680","41470"
"Leaver CS","2021","Female","No function","AA/AO","2540","2230","20340","20100"
"Leaver CS","2021","Female","No function","EO","590","530","26030","26380"
"Leaver CS","2021","Female","No function","G6/G7","270","250","58670","55290"
"Leaver CS","2021","Female","No function","SCS","60","50","101630","98480"
"Leaver CS","2021","Female","No function","SEO/HEO","680","610","36130","34530"
"Leaver CS","2021","Female","No function","Unknown","490","420","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","EO","80","80","22940","23270"
"Leaver CS","2021","Female","Project Delivery","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","SEO/HEO","130","120","34410","33300"
"Leaver CS","2021","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","AA/AO","80","70","20330","20170"
"Leaver CS","2021","Female","Property","EO","60","50","26190","26000"
"Leaver CS","2021","Female","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","AA/AO","50","50","24670","20920"
"Leaver CS","2021","Female","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","AA/AO","3640","2840","21230","21010"
"Leaver CS","2021","Female","Unknown","EO","2400","1930","27820","27570"
"Leaver CS","2021","Female","Unknown","G6/G7","460","390","61150","59910"
"Leaver CS","2021","Female","Unknown","SCS","70","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","SEO/HEO","1300","1130","36260","35520"
"Leaver CS","2021","Female","Unknown","Unknown","250","230","[c]","[c]"
"Leaver CS","2021","Male","Analysis","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","Male","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Analysis","SEO/HEO","50","50","35230","34940"
"Leaver CS","2021","Male","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","SEO/HEO","60","60","38330","37640"
"Leaver CS","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","EO","50","50","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","G6/G7","90","80","59020","57870"
"Leaver CS","2021","Male","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data & Technology","SEO/HEO","110","100","37830","38000"
"Leaver CS","2021","Male","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","AA/AO","60","60","21770","21000"
"Leaver CS","2021","Male","Legal","EO","30","30","[c]","[c]"
"Leaver CS","2021","Male","Legal","G6/G7","120","100","58290","55610"
"Leaver CS","2021","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","SEO/HEO","60","50","40820","39100"
"Leaver CS","2021","Male","No function","AA/AO","2580","2380","20650","20170"
"Leaver CS","2021","Male","No function","EO","630","570","28280","26880"
"Leaver CS","2021","Male","No function","G6/G7","330","310","61660","58800"
"Leaver CS","2021","Male","No function","SCS","80","70","109850","104930"
"Leaver CS","2021","Male","No function","SEO/HEO","730","670","37690","36470"
"Leaver CS","2021","Male","No function","Unknown","170","150","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","EO","120","120","21920","20650"
"Leaver CS","2021","Male","Project Delivery","G6/G7","90","90","58310","55730"
"Leaver CS","2021","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","SEO/HEO","260","250","37380","37540"
"Leaver CS","2021","Male","Project Delivery","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Male","Property","AA/AO","100","100","21410","20810"
"Leaver CS","2021","Male","Property","EO","110","90","26690","25970"
"Leaver CS","2021","Male","Property","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Male","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","SEO/HEO","120","110","38410","37620"
"Leaver CS","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","AA/AO","270","260","27840","23540"
"Leaver CS","2021","Male","Security","EO","40","40","[c]","[c]"
"Leaver CS","2021","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","AA/AO","2070","1890","21220","21010"
"Leaver CS","2021","Male","Unknown","EO","1750","1560","28150","27570"
"Leaver CS","2021","Male","Unknown","G6/G7","540","460","62560","60380"
"Leaver CS","2021","Male","Unknown","SCS","100","70","93520","85850"
"Leaver CS","2021","Male","Unknown","SEO/HEO","1290","1140","37220","36610"
"Leaver CS","2021","Male","Unknown","Unknown","290","280","35520","32700"
"Leaver CS","2021","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","Female","Analysis","EO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Analysis","G6/G7","50","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Analysis","SEO/HEO","90","80","35440","36000"
"Leaver CS","2022","Female","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","EO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Commercial","G6/G7","70","60","64030","64500"
"Leaver CS","2022","Female","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","SEO/HEO","100","70","37390","36780"
"Leaver CS","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","EO","50","40","[c]","[c]"
"Leaver CS","2022","Female","Communications","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Female","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","SEO/HEO","130","120","37770","37510"
"Leaver CS","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","AA/AO","60","40","21810","21260"
"Leaver CS","2022","Female","Counter Fraud","EO","90","60","27850","27570"
"Leaver CS","2022","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Female","Debt","AA/AO","120","90","21340","21260"
"Leaver CS","2022","Female","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","EO","90","80","27340","26720"
"Leaver CS","2022","Female","Digital, Data & Technology","G6/G7","120","100","58050","54700"
"Leaver CS","2022","Female","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","SEO/HEO","180","150","36980","36730"
"Leaver CS","2022","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Female","Finance","EO","50","30","[c]","[c]"
"Leaver CS","2022","Female","Finance","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","SEO/HEO","110","80","38220","37790"
"Leaver CS","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","AA/AO","100","90","21470","21170"
"Leaver CS","2022","Female","Human Resources","EO","120","100","26640","27410"
"Leaver CS","2022","Female","Human Resources","G6/G7","70","60","59090","58220"
"Leaver CS","2022","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","SEO/HEO","160","140","37150","36790"
"Leaver CS","2022","Female","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","AA/AO","110","100","22100","22200"
"Leaver CS","2022","Female","Legal","EO","60","60","28060","27460"
"Leaver CS","2022","Female","Legal","G6/G7","190","170","59050","55610"
"Leaver CS","2022","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","SEO/HEO","70","70","40680","39480"
"Leaver CS","2022","Female","No function","AA/AO","5500","4750","21120","21260"
"Leaver CS","2022","Female","No function","EO","3710","3210","27720","27570"
"Leaver CS","2022","Female","No function","G6/G7","960","860","58490","54720"
"Leaver CS","2022","Female","No function","SCS","190","160","96710","93740"
"Leaver CS","2022","Female","No function","SEO/HEO","2130","1880","36540","36080"
"Leaver CS","2022","Female","No function","Unknown","1360","1200","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","EO","100","90","23900","23500"
"Leaver CS","2022","Female","Project Delivery","G6/G7","110","100","58960","57460"
"Leaver CS","2022","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","SEO/HEO","200","180","35250","34910"
"Leaver CS","2022","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","AA/AO","130","120","20960","21100"
"Leaver CS","2022","Female","Property","EO","40","30","[c]","[c]"
"Leaver CS","2022","Female","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","SEO/HEO","60","60","39650","40580"
"Leaver CS","2022","Female","Security","AA/AO","90","80","25920","22330"
"Leaver CS","2022","Female","Security","EO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","AA/AO","2990","2430","21720","21260"
"Leaver CS","2022","Female","Unknown","EO","1470","1240","27670","27570"
"Leaver CS","2022","Female","Unknown","G6/G7","330","270","63010","61560"
"Leaver CS","2022","Female","Unknown","SCS","60","50","[c]","[c]"
"Leaver CS","2022","Female","Unknown","SEO/HEO","1000","880","38260","37450"
"Leaver CS","2022","Female","Unknown","Unknown","90","40","[c]","[c]"
"Leaver CS","2022","Male","Analysis","AA/AO","70","70","21120","19610"
"Leaver CS","2022","Male","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Analysis","G6/G7","70","50","62690","58400"
"Leaver CS","2022","Male","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Analysis","SEO/HEO","140","130","36180","35700"
"Leaver CS","2022","Male","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","G6/G7","110","100","67610","65000"
"Leaver CS","2022","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","SEO/HEO","110","90","37600","37610"
"Leaver CS","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","SEO/HEO","80","80","39050","38000"
"Leaver CS","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","EO","70","50","27860","27570"
"Leaver CS","2022","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Male","Debt","AA/AO","80","70","21380","21260"
"Leaver CS","2022","Male","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","AA/AO","70","70","21030","21170"
"Leaver CS","2022","Male","Digital, Data & Technology","EO","140","130","27360","27130"
"Leaver CS","2022","Male","Digital, Data & Technology","G6/G7","280","270","59030","57810"
"Leaver CS","2022","Male","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","SEO/HEO","450","420","38400","37860"
"Leaver CS","2022","Male","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Finance","EO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Finance","G6/G7","60","50","58500","57560"
"Leaver CS","2022","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","SEO/HEO","110","90","39140","38070"
"Leaver CS","2022","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","EO","50","50","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","SEO/HEO","80","80","37820","36560"
"Leaver CS","2022","Male","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Male","Legal","EO","40","30","[c]","[c]"
"Leaver CS","2022","Male","Legal","G6/G7","150","140","58970","55610"
"Leaver CS","2022","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Male","No function","AA/AO","5000","4670","21390","21260"
"Leaver CS","2022","Male","No function","EO","2530","2350","28150","27570"
"Leaver CS","2022","Male","No function","G6/G7","820","750","59740","57480"
"Leaver CS","2022","Male","No function","SCS","180","160","96430","92100"
"Leaver CS","2022","Male","No function","SEO/HEO","1640","1500","37440","36420"
"Leaver CS","2022","Male","No function","Unknown","450","410","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","EO","140","130","22790","22730"
"Leaver CS","2022","Male","Project Delivery","G6/G7","150","140","60120","59410"
"Leaver CS","2022","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","SEO/HEO","400","380","36810","37400"
"Leaver CS","2022","Male","Project Delivery","Unknown","90","90","38750","39250"
"Leaver CS","2022","Male","Property","AA/AO","110","110","20980","20830"
"Leaver CS","2022","Male","Property","EO","60","50","25740","26030"
"Leaver CS","2022","Male","Property","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Male","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","SEO/HEO","130","120","38530","37550"
"Leaver CS","2022","Male","Security","AA/AO","440","420","29010","25680"
"Leaver CS","2022","Male","Security","EO","90","80","33780","29250"
"Leaver CS","2022","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","SEO/HEO","100","90","41060","37610"
"Leaver CS","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","AA/AO","2050","1880","21780","21260"
"Leaver CS","2022","Male","Unknown","EO","1410","1270","28120","27570"
"Leaver CS","2022","Male","Unknown","G6/G7","510","450","64450","62170"
"Leaver CS","2022","Male","Unknown","SCS","80","60","[c]","[c]"
"Leaver CS","2022","Male","Unknown","SEO/HEO","1200","1050","38650","37460"
"Leaver CS","2022","Male","Unknown","Unknown","270","230","36440","33570"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","SEO/HEO","70","70","34540","33800"
"Leaver Dept.","2021","Female","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","SEO/HEO","70","70","37050","36520"
"Leaver Dept.","2021","Female","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","G6/G7","40","30","[c]","[c]"
