"Status","Year","Region_ITL3","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Kent Thames Gateway","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","AA/AO","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","AA/AO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","AA/AO","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Lambeth","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Operational Delivery","50","50","40400","40120"
"Leaver CS","2021","Lambeth","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","AA/AO","Operational Delivery","160","140","19750","19830"
"Leaver CS","2021","Leeds","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","AA/AO","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","EO","Unknown","110","80","27220","27570"
"Leaver CS","2021","Leeds","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","G6/G7","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Leeds","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","SEO/HEO","Unknown","90","60","[c]","[c]"
"Leaver CS","2021","Leeds","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","AA/AO","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2021","Leicester","AA/AO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Leicester","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","AA/AO","Operational Delivery","90","80","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Operational Delivery","70","60","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Other","40","40","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","AA/AO","Operational Delivery","100","70","20810","21430"
"Leaver CS","2021","Liverpool","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","AA/AO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","EO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Liverpool","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","EO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Luton","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","AA/AO","Operational Delivery","100","90","20030","20320"
"Leaver CS","2021","Manchester","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","AA/AO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","EO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
