"Status","Year","Function_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Inner London - West","140","130","50310","50570"
"Leaver CS","2021","Legal","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
