"Status","Year","Parent_department","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Department for International Trade","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","EO","Department for International Trade","270","270","27530","26510"
"In post","2022","Department for International Trade","G6/G7","Department for International Trade","1160","1150","56450","53600"
"In post","2022","Department for International Trade","SCS","Department for International Trade","180","170","86550","76790"
"In post","2022","Department for International Trade","SEO/HEO","Department for International Trade","1240","1230","36340","38160"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","60","60","24930","23320"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Planning Inspectorate","150","140","21500","21520"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","340","330","27830","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Planning Inspectorate","90","90","26740","26050"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","1330","1300","56210","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Planning Inspectorate","400","360","56970","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS","Department for Levelling Up, Housing and Communities (excl. agencies)","180","170","85260","76960"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","1400","1370","35890","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Planning Inspectorate","160","150","36090","34860"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","AA/AO","Department for Transport (excl. agencies)","140","120","28830","29600"
"In post","2022","Department for Transport","AA/AO","Driver and Vehicle Licensing Agency","4140","3520","20920","21840"
"In post","2022","Department for Transport","AA/AO","Driver and Vehicle Standards Agency","1110","1030","24510","21840"
"In post","2022","Department for Transport","AA/AO","Maritime and Coastguard Agency","280","270","24790","26840"
"In post","2022","Department for Transport","AA/AO","Vehicle Certification Agency","50","40","[c]","[c]"
"In post","2022","Department for Transport","EO","Department for Transport (excl. agencies)","380","370","28560","29970"
"In post","2022","Department for Transport","EO","Driver and Vehicle Licensing Agency","940","890","26610","26470"
"In post","2022","Department for Transport","EO","Driver and Vehicle Standards Agency","2670","2500","28120","26780"
"In post","2022","Department for Transport","EO","Maritime and Coastguard Agency","230","230","28890","27130"
"In post","2022","Department for Transport","EO","Vehicle Certification Agency","40","40","[c]","[c]"
"In post","2022","Department for Transport","G6/G7","Department for Transport (excl. agencies)","1440","1410","59620","54760"
"In post","2022","Department for Transport","G6/G7","Driver and Vehicle Licensing Agency","290","280","63850","59870"
"In post","2022","Department for Transport","G6/G7","Driver and Vehicle Standards Agency","130","130","54680","52240"
"In post","2022","Department for Transport","G6/G7","Maritime and Coastguard Agency","170","160","59940","56900"
"In post","2022","Department for Transport","G6/G7","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SCS","Department for Transport (excl. agencies)","230","220","87600","79520"
"In post","2022","Department for Transport","SCS","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SCS","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SCS","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SCS","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","SEO/HEO","Department for Transport (excl. agencies)","1470","1450","38380","37660"
"In post","2022","Department for Transport","SEO/HEO","Driver and Vehicle Licensing Agency","980","950","37320","35680"
"In post","2022","Department for Transport","SEO/HEO","Driver and Vehicle Standards Agency","1000","980","35340","33350"
"In post","2022","Department for Transport","SEO/HEO","Maritime and Coastguard Agency","550","540","39860","38650"
"In post","2022","Department for Transport","SEO/HEO","Vehicle Certification Agency","100","90","40890","39360"
"In post","2022","Department for Work and Pensions","AA/AO","Department for Work and Pensions (excl. agencies)","29050","25040","21400","21260"
"In post","2022","Department for Work and Pensions","AA/AO","Health and Safety Executive","280","250","22190","22410"
"In post","2022","Department for Work and Pensions","EO","Department for Work and Pensions (excl. agencies)","47900","43290","28120","27570"
"In post","2022","Department for Work and Pensions","EO","Health and Safety Executive","490","470","27550","26410"
"In post","2022","Department for Work and Pensions","G6/G7","Department for Work and Pensions (excl. agencies)","3540","3420","56820","54070"
"In post","2022","Department for Work and Pensions","G6/G7","Health and Safety Executive","550","530","60680","57810"
"In post","2022","Department for Work and Pensions","SCS","Department for Work and Pensions (excl. agencies)","270","260","88020","79510"
"In post","2022","Department for Work and Pensions","SCS","Health and Safety Executive","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","SEO/HEO","Department for Work and Pensions (excl. agencies)","10700","10090","35070","34290"
"In post","2022","Department for Work and Pensions","SEO/HEO","Health and Safety Executive","1350","1280","44030","41020"
"In post","2022","Department of Health and Social Care","AA/AO","Department of Health and Social Care (excl. agencies)","50","50","22230","23170"
"In post","2022","Department of Health and Social Care","AA/AO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","AA/AO","UK Health Security Agency","750","640","21530","21820"
"In post","2022","Department of Health and Social Care","EO","Department of Health and Social Care (excl. agencies)","470","450","26730","27270"
"In post","2022","Department of Health and Social Care","EO","Medicines and Healthcare Products Regulatory Agency","160","150","27710","27400"
"In post","2022","Department of Health and Social Care","EO","UK Health Security Agency","930","860","26190","26880"
"In post","2022","Department of Health and Social Care","G6/G7","Department of Health and Social Care (excl. agencies)","1710","1640","57260","53360"
"In post","2022","Department of Health and Social Care","G6/G7","Medicines and Healthcare Products Regulatory Agency","400","390","60030","54470"
"In post","2022","Department of Health and Social Care","G6/G7","UK Health Security Agency","1730","1660","58480","54290"
"In post","2022","Department of Health and Social Care","SCS","Department of Health and Social Care (excl. agencies)","290","290","88090","78930"
"In post","2022","Department of Health and Social Care","SCS","Medicines and Healthcare Products Regulatory Agency","120","110","87350","84310"
"In post","2022","Department of Health and Social Care","SCS","UK Health Security Agency","400","370","105250","101360"
"In post","2022","Department of Health and Social Care","SEO/HEO","Department of Health and Social Care (excl. agencies)","1550","1510","36040","36820"
"In post","2022","Department of Health and Social Care","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","420","420","38090","40450"
"In post","2022","Department of Health and Social Care","SEO/HEO","UK Health Security Agency","2800","2630","36080","36330"
"In post","2022","Estyn","AA/AO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","G6/G7","Estyn","70","70","73860","75480"
"In post","2022","Estyn","SCS","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Food Standards Agency","430","410","27170","26750"
"In post","2022","Food Standards Agency","G6/G7","Food Standards Agency","260","250","55890","55300"
"In post","2022","Food Standards Agency","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Food Standards Agency","730","720","35720","37350"
"In post","2022","Foreign, Commonwealth and Development Office","AA/AO","FCDO Services","130","130","25210","23950"
"In post","2022","Foreign, Commonwealth and Development Office","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","370","350","26080","25000"
"In post","2022","Foreign, Commonwealth and Development Office","AA/AO","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","EO","FCDO Services","200","190","28450","28170"
"In post","2022","Foreign, Commonwealth and Development Office","EO","Foreign, Commonwealth and Development Office (excl. agencies)","630","620","30000","30430"
"In post","2022","Foreign, Commonwealth and Development Office","EO","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","G6/G7","FCDO Services","220","200","62540","60000"
"In post","2022","Foreign, Commonwealth and Development Office","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","3000","2930","59430","58030"
"In post","2022","Foreign, Commonwealth and Development Office","G6/G7","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","SCS","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","540","530","85860","77860"
"In post","2022","Foreign, Commonwealth and Development Office","SCS","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","SEO/HEO","FCDO Services","460","450","40730","40600"
"In post","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","2540","2510","37610","37560"
"In post","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","FCDO Services","70","70","21740","21600"
"In post","2022","HM Land Registry","AA/AO","HM Land Registry","1750","1640","22690","22600"
"In post","2022","HM Land Registry","EO","HM Land Registry","2360","2110","27470","27130"
"In post","2022","HM Land Registry","G6/G7","HM Land Registry","300","290","62080","60520"
"In post","2022","HM Land Registry","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","SEO/HEO","HM Land Registry","2200","1980","37330","33840"
"In post","2022","HM Revenue and Customs","AA/AO","HM Revenue and Customs (excl. agencies)","19450","16940","21680","21250"
"In post","2022","HM Revenue and Customs","AA/AO","Valuation Office Agency","850","780","22340","22010"
"In post","2022","HM Revenue and Customs","EO","HM Revenue and Customs (excl. agencies)","15750","14700","27420","26820"
"In post","2022","HM Revenue and Customs","EO","Valuation Office Agency","1010","940","27420","26950"
"In post","2022","HM Revenue and Customs","G6/G7","HM Revenue and Customs (excl. agencies)","8270","7990","59950","55230"
"In post","2022","HM Revenue and Customs","G6/G7","Valuation Office Agency","470","450","59680","57500"
"In post","2022","HM Revenue and Customs","SCS","HM Revenue and Customs (excl. agencies)","490","480","85850","79200"
"In post","2022","HM Revenue and Customs","SCS","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","SEO/HEO","HM Revenue and Customs (excl. agencies)","23550","22600","36400","33430"
"In post","2022","HM Revenue and Customs","SEO/HEO","Valuation Office Agency","1510","1420","38780","38250"
"In post","2022","HM Treasury","AA/AO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","AA/AO","HM Treasury (excl. agencies)","50","50","22400","22750"
"In post","2022","HM Treasury","AA/AO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","EO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","EO","HM Treasury (excl. agencies)","220","210","26720","26750"
"In post","2022","HM Treasury","EO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","EO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","EO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","G6/G7","Government Internal Audit Agency","170","160","57310","56450"
"In post","2022","HM Treasury","G6/G7","HM Treasury (excl. agencies)","920","890","58160","55840"
"In post","2022","HM Treasury","G6/G7","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","G6/G7","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","G6/G7","UK Debt Management Office","60","60","72010","68040"
"In post","2022","HM Treasury","SCS","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","SCS","HM Treasury (excl. agencies)","160","150","86320","78000"
"In post","2022","HM Treasury","SCS","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","SCS","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","SCS","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","SEO/HEO","Government Internal Audit Agency","240","230","40360","39980"
"In post","2022","HM Treasury","SEO/HEO","HM Treasury (excl. agencies)","770","760","34330","32320"
"In post","2022","HM Treasury","SEO/HEO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","SEO/HEO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","SEO/HEO","UK Debt Management Office","50","40","[c]","[c]"
"In post","2022","Home Office","AA/AO","Home Office","7370","6560","22200","21680"
"In post","2022","Home Office","EO","Home Office","14920","13810","26920","25690"
"In post","2022","Home Office","G6/G7","Home Office","3890","3800","60490","57680"
"In post","2022","Home Office","SCS","Home Office","310","300","89940","82550"
"In post","2022","Home Office","SEO/HEO","Home Office","9840","9540","36440","35200"
"In post","2022","Home Office","Unknown","Home Office","220","220","[c]","[c]"
"In post","2022","Ministry of Defence","AA/AO","Defence Electronics and Components Agency","100","100","20970","21770"
"In post","2022","Ministry of Defence","AA/AO","Defence Science and Technology Laboratory","190","180","20420","18330"
"In post","2022","Ministry of Defence","AA/AO","Ministry of Defence (excl. agencies)","14910","14310","23250","21170"
"In post","2022","Ministry of Defence","AA/AO","UK Hydrographic Office","100","100","20580","20420"
"In post","2022","Ministry of Defence","EO","Defence Electronics and Components Agency","250","240","29000","29470"
"In post","2022","Ministry of Defence","EO","Defence Equipment and Support","2360","2250","22520","21930"
"In post","2022","Ministry of Defence","EO","Defence Science and Technology Laboratory","290","270","24850","23490"
"In post","2022","Ministry of Defence","EO","Ministry of Defence (excl. agencies)","6970","6770","28660","26670"
"In post","2022","Ministry of Defence","EO","UK Hydrographic Office","230","220","27700","26740"
"In post","2022","Ministry of Defence","G6/G7","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","G6/G7","Defence Equipment and Support","1790","1740","56200","55000"
"In post","2022","Ministry of Defence","G6/G7","Defence Science and Technology Laboratory","1950","1860","52740","47760"
"In post","2022","Ministry of Defence","G6/G7","Ministry of Defence (excl. agencies)","2960","2840","62400","59540"
"In post","2022","Ministry of Defence","G6/G7","UK Hydrographic Office","70","70","57870","53720"
"In post","2022","Ministry of Defence","SCS","Defence Equipment and Support","110","110","102150","93640"
"In post","2022","Ministry of Defence","SCS","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","SCS","Ministry of Defence (excl. agencies)","350","340","90450","83630"
"In post","2022","Ministry of Defence","SCS","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","SEO/HEO","Defence Electronics and Components Agency","70","70","37830","34000"
"In post","2022","Ministry of Defence","SEO/HEO","Defence Equipment and Support","6480","6250","35430","34850"
"In post","2022","Ministry of Defence","SEO/HEO","Defence Science and Technology Laboratory","2230","2160","34570","38070"
"In post","2022","Ministry of Defence","SEO/HEO","Ministry of Defence (excl. agencies)","12020","11690","38450","37640"
"In post","2022","Ministry of Defence","SEO/HEO","UK Hydrographic Office","500","480","37830","34000"
"In post","2022","Ministry of Defence","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Unknown","Ministry of Defence (excl. agencies)","170","160","32540","27370"
"In post","2022","Ministry of Defence","Unknown","Royal Fleet Auxiliary","1760","1760","37450","34160"
"In post","2022","Ministry of Defence","Unknown","Submarine Delivery Agency","1950","1900","41060","39110"
"In post","2022","Ministry of Justice","AA/AO","Criminal Injuries Compensation Authority","120","110","21010","20970"
"In post","2022","Ministry of Justice","AA/AO","HM Courts and Tribunals Service","9800","8610","21360","20970"
"In post","2022","Ministry of Justice","AA/AO","HM Prison and Probation Service","28170","26640","26380","25700"
"In post","2022","Ministry of Justice","AA/AO","Legal Aid Agency","440","400","21040","20970"
"In post","2022","Ministry of Justice","AA/AO","Ministry of Justice (excl. agencies)","310","300","22060","21470"
"In post","2022","Ministry of Justice","AA/AO","Office of the Public Guardian","870","780","21010","20970"
"In post","2022","Ministry of Justice","EO","Criminal Injuries Compensation Authority","80","80","25360","25120"
"In post","2022","Ministry of Justice","EO","HM Courts and Tribunals Service","2680","2530","26280","25120"
"In post","2022","Ministry of Justice","EO","HM Prison and Probation Service","6490","6210","30950","31610"
"In post","2022","Ministry of Justice","EO","Legal Aid Agency","330","310","25780","25120"
"In post","2022","Ministry of Justice","EO","Ministry of Justice (excl. agencies)","790","770","27490","28310"
"In post","2022","Ministry of Justice","EO","Office of the Public Guardian","380","360","25200","25120"
"In post","2022","Ministry of Justice","G6/G7","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","G6/G7","HM Courts and Tribunals Service","710","690","57560","56800"
"In post","2022","Ministry of Justice","G6/G7","HM Prison and Probation Service","820","800","72290","69910"
"In post","2022","Ministry of Justice","G6/G7","Legal Aid Agency","90","90","60510","58120"
"In post","2022","Ministry of Justice","G6/G7","Ministry of Justice (excl. agencies)","1720","1680","59570","59000"
"In post","2022","Ministry of Justice","G6/G7","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","HM Courts and Tribunals Service","70","70","83680","77700"
"In post","2022","Ministry of Justice","SCS","HM Prison and Probation Service","80","80","96910","97570"
"In post","2022","Ministry of Justice","SCS","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Ministry of Justice (excl. agencies)","160","150","87350","81880"
"In post","2022","Ministry of Justice","SCS","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO/HEO","Criminal Injuries Compensation Authority","100","100","31630","30450"
"In post","2022","Ministry of Justice","SEO/HEO","HM Courts and Tribunals Service","2840","2690","36630","36050"
"In post","2022","Ministry of Justice","SEO/HEO","HM Prison and Probation Service","6940","6640","40680","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Legal Aid Agency","300","290","36650","36050"
"In post","2022","Ministry of Justice","SEO/HEO","Ministry of Justice (excl. agencies)","3160","3090","37980","36630"
"In post","2022","Ministry of Justice","SEO/HEO","Office of the Public Guardian","160","160","32480","30450"
"In post","2022","Ministry of Justice","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","HM Prison and Probation Service","19210","17790","30090","28200"
"In post","2022","Ministry of Justice","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","National Crime Agency","270","250","24040","24470"
"In post","2022","National Crime Agency","EO","National Crime Agency","2490","2430","34250","34140"
"In post","2022","National Crime Agency","G6/G7","National Crime Agency","380","380","65240","64410"
"In post","2022","National Crime Agency","SCS","National Crime Agency","30","30","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","National Crime Agency","2370","2320","44470","43710"
"In post","2022","Northern Ireland Office","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","Northern Ireland Office","50","50","56030","54850"
"In post","2022","Northern Ireland Office","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","Northern Ireland Office","90","90","37350","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Office for Standards in Education, Children's Services and Skills","200","180","21210","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Office for Standards in Education, Children's Services and Skills","200","190","26330","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Office for Standards in Education, Children's Services and Skills","630","610","72830","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Office for Standards in Education, Children's Services and Skills","770","740","43410","46360"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","Office of Gas and Electricity Markets","60","60","19980","19750"
"In post","2022","Office of Gas and Electricity Markets","EO","Office of Gas and Electricity Markets","350","340","26070","25750"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","Office of Gas and Electricity Markets","470","460","59090","57980"
"In post","2022","Office of Gas and Electricity Markets","SCS","Office of Gas and Electricity Markets","60","50","98060","91110"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","Office of Gas and Electricity Markets","420","410","36100","35000"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","Office of Qualifications and Examinations Regulation","110","110","53040","48680"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","Office of Qualifications and Examinations Regulation","130","130","35970","38000"
"In post","2022","Office of Rail and Road","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","Office of Rail and Road","190","190","61770","60200"
"In post","2022","Office of Rail and Road","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","Office of Rail and Road","100","90","39970","39800"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","EO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","50","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SCS","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","30","30","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","AA/AO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","EO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SCS","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Crown Office and Procurator Fiscal Service","790","720","22520","23230"
"In post","2022","Scottish Government","AA/AO","Disclosure Scotland","220","200","22650","23230"
"In post","2022","Scottish Government","AA/AO","Education Scotland","40","30","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Forestry and Land Scotland","460","440","25960","25940"
"In post","2022","Scottish Government","AA/AO","National Records of Scotland","150","130","23700","23230"
"In post","2022","Scottish Government","AA/AO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Registers of Scotland","370","350","24750","25050"
"In post","2022","Scottish Government","AA/AO","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Scottish Courts and Tribunals Service","1000","890","22440","22000"
"In post","2022","Scottish Government","AA/AO","Scottish Forestry","50","50","24770","24020"
"In post","2022","Scottish Government","AA/AO","Scottish Government (excl. agencies)","970","920","24560","24400"
"In post","2022","Scottish Government","AA/AO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Scottish Prison Service","1640","1560","24670","25420"
"In post","2022","Scottish Government","AA/AO","Scottish Public Pensions Agency","170","150","25400","25930"
"In post","2022","Scottish Government","AA/AO","Social Security Scotland","770","740","21950","21050"
"In post","2022","Scottish Government","AA/AO","Student Awards Agency for Scotland","100","90","22910","23230"
"In post","2022","Scottish Government","AA/AO","Transport Scotland","60","50","23790","23230"
"In post","2022","Scottish Government","EO","Accountant in Bankruptcy","40","30","[c]","[c]"
"In post","2022","Scottish Government","EO","Crown Office and Procurator Fiscal Service","380","370","28670","27940"
"In post","2022","Scottish Government","EO","Disclosure Scotland","60","60","30030","30040"
"In post","2022","Scottish Government","EO","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","EO","Food Standards Scotland","90","90","28850","30040"
"In post","2022","Scottish Government","EO","Forestry and Land Scotland","270","260","31900","31060"
"In post","2022","Scottish Government","EO","National Records of Scotland","70","70","29200","28990"
"In post","2022","Scottish Government","EO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","EO","Registers of Scotland","350","330","30700","30840"
"In post","2022","Scottish Government","EO","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","EO","Scottish Courts and Tribunals Service","490","460","29350","30450"
"In post","2022","Scottish Government","EO","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","EO","Scottish Forestry","50","50","31300","31060"
"In post","2022","Scottish Government","EO","Scottish Government (excl. agencies)","1220","1180","28980","28990"
"In post","2022","Scottish Government","EO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","EO","Scottish Prison Service","2100","1980","34270","35000"
"In post","2022","Scottish Government","EO","Scottish Public Pensions Agency","70","60","29110","30040"
"In post","2022","Scottish Government","EO","Social Security Scotland","850","820","27640","27230"
"In post","2022","Scottish Government","EO","Student Awards Agency for Scotland","60","60","29070","27940"
"In post","2022","Scottish Government","EO","Transport Scotland","40","40","[c]","[c]"
"In post","2022","Scottish Government","G6/G7","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","G6/G7","Crown Office and Procurator Fiscal Service","230","210","68510","69780"
