"Status","Year","Region_ITL3","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Nottingham","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Nottingham","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Nottingham","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Nottingham","Unknown","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver CS","2021","Nottingham","Unknown","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","Nottingham","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Nottingham","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Orkney Islands","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Orkney Islands","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Orkney Islands","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Ministry of Defence","50","50","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2021","Oxfordshire","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Unknown","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Unknown","Scottish Government","40","30","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Unknown","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2021","Peterborough","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","Ministry of Defence","50","50","27750","26670"
"Leaver CS","2021","Plymouth","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","Ministry of Defence","70","70","30240","27360"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Unknown","HM Revenue and Customs","120","90","[c]","[c]"
"Leaver CS","2021","Sefton","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Home Office","60","50","24840","21430"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Unknown","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Sheffield","Unknown","HM Revenue and Customs","170","140","[c]","[c]"
"Leaver CS","2021","Sheffield","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
