"Status","Year","Region_ITL2","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Kent","Black","Heterosexual / straight","170","170","30770","29290"
"In post","2022","Kent","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mixed","Heterosexual / straight","120","110","30560","29290"
"In post","2022","Kent","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Undeclared","Heterosexual / straight","70","60","29650","27380"
"In post","2022","Kent","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Undeclared","Undeclared","330","310","30250","27370"
"In post","2022","Kent","Undeclared","Unknown","80","70","33170","30930"
"In post","2022","Kent","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Unknown","Unknown","890","850","27850","26130"
"In post","2022","Kent","White","Heterosexual / straight","5470","5120","29880","28140"
"In post","2022","Kent","White","LGBO","320","310","31120","29290"
"In post","2022","Kent","White","Undeclared","480","440","30370","28200"
"In post","2022","Kent","White","Unknown","500","450","32340","30940"
"In post","2022","Lancashire","Asian","Heterosexual / straight","830","760","26280","22600"
"In post","2022","Lancashire","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Asian","Undeclared","50","40","24570","21260"
"In post","2022","Lancashire","Asian","Unknown","140","120","25500","21260"
"In post","2022","Lancashire","Black","Heterosexual / straight","50","50","28470","27570"
"In post","2022","Lancashire","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mixed","Heterosexual / straight","100","90","28750","27120"
"In post","2022","Lancashire","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Undeclared","Heterosexual / straight","60","50","30050","27570"
"In post","2022","Lancashire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Undeclared","Undeclared","300","270","31160","27570"
"In post","2022","Lancashire","Undeclared","Unknown","170","140","28780","27570"
"In post","2022","Lancashire","Unknown","Heterosexual / straight","100","90","28780","26750"
"In post","2022","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Lancashire","Unknown","Unknown","1360","1270","27750","25000"
"In post","2022","Lancashire","White","Heterosexual / straight","8850","8110","30040","27570"
"In post","2022","Lancashire","White","LGBO","500","480","28290","27130"
"In post","2022","Lancashire","White","Undeclared","710","630","28970","27570"
"In post","2022","Lancashire","White","Unknown","1420","1250","28260","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","Heterosexual / straight","830","750","26260","24880"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","Undeclared","60","60","25270","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Asian","Unknown","130","110","25810","24810"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","Heterosexual / straight","170","160","27690","25470"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Heterosexual / straight","80","80","28730","25210"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Heterosexual / straight","50","50","27960","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Undeclared","170","150","29160","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","60","60","29960","27030"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","630","580","25430","23170"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","Heterosexual / straight","3130","2890","29200","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","LGBO","210","200","28130","26820"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","Undeclared","300","280","29930","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","White","Unknown","300","260","29440","27570"
"In post","2022","Lincolnshire","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Undeclared","100","90","31190","28670"
"In post","2022","Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Unknown","150","140","28370","26350"
"In post","2022","Lincolnshire","White","Heterosexual / straight","2210","2080","28810","26810"
"In post","2022","Lincolnshire","White","LGBO","90","80","27480","27120"
"In post","2022","Lincolnshire","White","Undeclared","180","170","28800","26780"
"In post","2022","Lincolnshire","White","Unknown","140","130","27780","27570"
"In post","2022","Merseyside","Asian","Heterosexual / straight","200","190","31670","26590"
"In post","2022","Merseyside","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Asian","Unknown","30","30","[c]","[c]"
"In post","2022","Merseyside","Black","Heterosexual / straight","140","130","28700","26160"
"In post","2022","Merseyside","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Mixed","Heterosexual / straight","240","220","29350","26270"
"In post","2022","Merseyside","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Other ethnicity","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Merseyside","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Heterosexual / straight","90","80","27970","25310"
"In post","2022","Merseyside","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Undeclared","430","400","32030","27570"
"In post","2022","Merseyside","Undeclared","Unknown","130","110","28000","27000"
"In post","2022","Merseyside","Unknown","Heterosexual / straight","140","130","31890","28200"
"In post","2022","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Undeclared","70","60","30780","28920"
"In post","2022","Merseyside","Unknown","Unknown","2650","2490","27630","24880"
"In post","2022","Merseyside","White","Heterosexual / straight","13720","12690","30020","26820"
"In post","2022","Merseyside","White","LGBO","750","730","29260","26590"
"In post","2022","Merseyside","White","Undeclared","950","850","29000","26670"
"In post","2022","Merseyside","White","Unknown","1550","1340","28300","26830"
"In post","2022","North Eastern Scotland","Asian","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Undeclared","50","40","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Unknown","410","380","32210","29900"
"In post","2022","North Eastern Scotland","White","Heterosexual / straight","1070","1010","37910","31540"
"In post","2022","North Eastern Scotland","White","LGBO","70","70","33130","30040"
"In post","2022","North Eastern Scotland","White","Undeclared","80","70","37410","30950"
"In post","2022","North Eastern Scotland","White","Unknown","140","130","32860","30030"
"In post","2022","North Yorkshire","Asian","Heterosexual / straight","60","60","32990","29180"
"In post","2022","North Yorkshire","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Mixed","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","North Yorkshire","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Undeclared","160","150","33860","30810"
"In post","2022","North Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Unknown","510","490","30570","26380"
"In post","2022","North Yorkshire","White","Heterosexual / straight","3100","2940","33140","29850"
"In post","2022","North Yorkshire","White","LGBO","200","200","31720","28800"
"In post","2022","North Yorkshire","White","Undeclared","250","230","31110","27970"
"In post","2022","North Yorkshire","White","Unknown","150","140","33240","27570"
"In post","2022","Northern Ireland","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Undeclared","70","70","31420","28260"
"In post","2022","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Unknown","760","730","27460","24880"
"In post","2022","Northern Ireland","White","Heterosexual / straight","2820","2680","30230","26820"
"In post","2022","Northern Ireland","White","LGBO","120","110","28400","26590"
"In post","2022","Northern Ireland","White","Undeclared","150","140","28690","26700"
"In post","2022","Northern Ireland","White","Unknown","220","190","29190","26820"
"In post","2022","Northumberland, and Tyne and Wear","Asian","Heterosexual / straight","380","360","30440","27570"
"In post","2022","Northumberland, and Tyne and Wear","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Asian","Unknown","40","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Black","Heterosexual / straight","120","110","28510","26820"
"In post","2022","Northumberland, and Tyne and Wear","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Mixed","Heterosexual / straight","120","120","29370","27570"
"In post","2022","Northumberland, and Tyne and Wear","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Heterosexual / straight","90","80","29190","26820"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Undeclared","520","480","33000","27570"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Unknown","180","160","28480","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","180","150","29760","26590"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Undeclared","60","50","31090","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Unknown","3360","3100","28160","25560"
"In post","2022","Northumberland, and Tyne and Wear","White","Heterosexual / straight","14230","12940","30820","27570"
"In post","2022","Northumberland, and Tyne and Wear","White","LGBO","870","840","29970","27570"
"In post","2022","Northumberland, and Tyne and Wear","White","Undeclared","890","790","29210","26780"
"In post","2022","Northumberland, and Tyne and Wear","White","Unknown","2060","1720","27760","22080"
"In post","2022","Outer London - East and North East","Asian","Heterosexual / straight","650","600","30260","31060"
"In post","2022","Outer London - East and North East","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Asian","Undeclared","50","40","28350","30470"
"In post","2022","Outer London - East and North East","Asian","Unknown","120","100","29200","30330"
"In post","2022","Outer London - East and North East","Black","Heterosexual / straight","640","610","31660","31060"
"In post","2022","Outer London - East and North East","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Black","Unknown","70","60","30250","31060"
"In post","2022","Outer London - East and North East","Mixed","Heterosexual / straight","90","80","31070","31060"
"In post","2022","Outer London - East and North East","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Other ethnicity","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Outer London - East and North East","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Heterosexual / straight","50","50","32400","31060"
"In post","2022","Outer London - East and North East","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Undeclared","100","90","31290","31060"
"In post","2022","Outer London - East and North East","Undeclared","Unknown","70","60","30140","31060"
"In post","2022","Outer London - East and North East","Unknown","Heterosexual / straight","60","50","32920","31060"
"In post","2022","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Unknown","430","410","30230","30700"
"In post","2022","Outer London - East and North East","White","Heterosexual / straight","1190","1120","32790","31060"
"In post","2022","Outer London - East and North East","White","LGBO","100","90","32640","31060"
"In post","2022","Outer London - East and North East","White","Undeclared","130","110","32110","31060"
"In post","2022","Outer London - East and North East","White","Unknown","190","170","31590","31060"
"In post","2022","Outer London - South","Asian","Heterosexual / straight","1600","1510","35950","31060"
"In post","2022","Outer London - South","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Asian","Undeclared","160","140","32550","29370"
"In post","2022","Outer London - South","Asian","Unknown","110","100","35550","33440"
"In post","2022","Outer London - South","Black","Heterosexual / straight","1530","1470","33960","31060"
"In post","2022","Outer London - South","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Black","Undeclared","90","80","33510","30560"
"In post","2022","Outer London - South","Black","Unknown","90","80","33680","31810"
"In post","2022","Outer London - South","Mixed","Heterosexual / straight","350","330","37640","33900"
"In post","2022","Outer London - South","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Mixed","Undeclared","30","30","[c]","[c]"
"In post","2022","Outer London - South","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Other ethnicity","Heterosexual / straight","90","80","34600","31020"
"In post","2022","Outer London - South","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Undeclared","Heterosexual / straight","140","130","35960","31880"
"In post","2022","Outer London - South","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Undeclared","Undeclared","410","390","40620","36620"
"In post","2022","Outer London - South","Undeclared","Unknown","70","60","37600","33440"
"In post","2022","Outer London - South","Unknown","Heterosexual / straight","60","60","42930","36580"
"In post","2022","Outer London - South","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Unknown","1560","1520","38260","34260"
"In post","2022","Outer London - South","White","Heterosexual / straight","4410","4180","42110","37820"
"In post","2022","Outer London - South","White","LGBO","270","260","41970","37290"
"In post","2022","Outer London - South","White","Undeclared","450","420","41590","37610"
"In post","2022","Outer London - South","White","Unknown","260","240","39350","35050"
"In post","2022","Outer London - West and North West","Asian","Heterosexual / straight","2160","2000","31810","29890"
"In post","2022","Outer London - West and North West","Asian","LGBO","50","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Asian","Undeclared","210","180","30620","29080"
"In post","2022","Outer London - West and North West","Asian","Unknown","200","180","36270","31060"
"In post","2022","Outer London - West and North West","Black","Heterosexual / straight","770","730","31600","31060"
"In post","2022","Outer London - West and North West","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Black","Undeclared","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Black","Unknown","70","60","34460","31060"
"In post","2022","Outer London - West and North West","Mixed","Heterosexual / straight","230","220","32420","31060"
"In post","2022","Outer London - West and North West","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Other ethnicity","Heterosexual / straight","100","100","33420","31060"
"In post","2022","Outer London - West and North West","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Undeclared","Heterosexual / straight","120","110","31690","30410"
"In post","2022","Outer London - West and North West","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Undeclared","Undeclared","340","310","36260","31060"
"In post","2022","Outer London - West and North West","Undeclared","Unknown","110","90","37770","31880"
"In post","2022","Outer London - West and North West","Unknown","Heterosexual / straight","70","70","36140","31060"
"In post","2022","Outer London - West and North West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","Unknown","820","800","31200","29460"
"In post","2022","Outer London - West and North West","White","Heterosexual / straight","2810","2630","35220","31880"
"In post","2022","Outer London - West and North West","White","LGBO","220","210","34030","31060"
"In post","2022","Outer London - West and North West","White","Undeclared","340","320","35650","31520"
"In post","2022","Outer London - West and North West","White","Unknown","330","300","42290","35740"
"In post","2022","Overseas","Asian","Heterosexual / straight","150","140","44240","38300"
"In post","2022","Overseas","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","Heterosexual / straight","70","70","43910","38540"
"In post","2022","Overseas","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","Heterosexual / straight","90","90","49430","49370"
"In post","2022","Overseas","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
