"Status","Year","Region_ITL2","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Undeclared","100","100","33330","32770"
"In post","2021","Cheshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Unknown","370","360","29720","27570"
"In post","2021","Cheshire","White","Heterosexual / straight","2540","2410","31860","28850"
"In post","2021","Cheshire","White","LGBO","170","170","30760","27570"
"In post","2021","Cheshire","White","Undeclared","200","180","30280","27680"
"In post","2021","Cheshire","White","Unknown","290","250","29520","27570"
"In post","2021","Cornwall and Isles of Scilly","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Undeclared","50","50","28560","26260"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","150","140","26910","22640"
"In post","2021","Cornwall and Isles of Scilly","White","Heterosexual / straight","1080","990","26730","26670"
"In post","2021","Cornwall and Isles of Scilly","White","LGBO","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Undeclared","100","90","26810","27570"
"In post","2021","Cornwall and Isles of Scilly","White","Unknown","140","120","25260","26750"
"In post","2021","Cumbria","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Undeclared","70","60","33410","30190"
"In post","2021","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","310","290","25670","21050"
"In post","2021","Cumbria","White","Heterosexual / straight","1260","1150","28740","26010"
"In post","2021","Cumbria","White","LGBO","70","60","28140","25790"
"In post","2021","Cumbria","White","Undeclared","100","90","28420","25190"
"In post","2021","Cumbria","White","Unknown","280","230","25710","21550"
"In post","2021","Derbyshire and Nottinghamshire","Asian","Heterosexual / straight","520","480","30150","27570"
"In post","2021","Derbyshire and Nottinghamshire","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Asian","Unknown","90","80","28470","27130"
"In post","2021","Derbyshire and Nottinghamshire","Black","Heterosexual / straight","250","240","26840","25560"
"In post","2021","Derbyshire and Nottinghamshire","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","Unknown","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","Heterosexual / straight","160","150","30240","27570"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Heterosexual / straight","60","60","27450","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Undeclared","330","300","32420","30200"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Unknown","100","90","31130","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","110","100","31010","27380"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","70","70","33080","30950"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","1610","1530","28160","25560"
"In post","2021","Derbyshire and Nottinghamshire","White","Heterosexual / straight","6730","6240","32000","27570"
"In post","2021","Derbyshire and Nottinghamshire","White","LGBO","420","410","31080","27570"
"In post","2021","Derbyshire and Nottinghamshire","White","Undeclared","650","590","30860","27570"
"In post","2021","Derbyshire and Nottinghamshire","White","Unknown","950","840","29930","27570"
"In post","2021","Devon","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Mixed","Heterosexual / straight","50","50","28240","25380"
"In post","2021","Devon","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Mixed","Unknown","30","30","[c]","[c]"
"In post","2021","Devon","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Devon","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Undeclared","220","200","30290","27570"
"In post","2021","Devon","Undeclared","Unknown","160","140","35560","33860"
"In post","2021","Devon","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Unknown","1040","960","29260","26120"
"In post","2021","Devon","White","Heterosexual / straight","4690","4300","29540","27340"
"In post","2021","Devon","White","LGBO","240","230","27170","26440"
"In post","2021","Devon","White","Undeclared","430","390","31020","27570"
"In post","2021","Devon","White","Unknown","1910","1760","37030","35030"
"In post","2021","Dorset and Somerset","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Undeclared","200","190","31670","29740"
"In post","2021","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","460","430","29530","26740"
"In post","2021","Dorset and Somerset","White","Heterosexual / straight","3440","3210","29590","27570"
"In post","2021","Dorset and Somerset","White","LGBO","150","150","28310","27570"
"In post","2021","Dorset and Somerset","White","Undeclared","330","300","29610","27570"
"In post","2021","Dorset and Somerset","White","Unknown","400","340","30060","27570"
"In post","2021","East Anglia","Asian","Heterosexual / straight","320","270","26620","23660"
"In post","2021","East Anglia","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Black","Heterosexual / straight","100","90","31760","27570"
"In post","2021","East Anglia","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Mixed","Heterosexual / straight","150","140","28470","27570"
"In post","2021","East Anglia","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Heterosexual / straight","60","60","27670","27570"
"In post","2021","East Anglia","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Undeclared","410","390","31120","29810"
"In post","2021","East Anglia","Undeclared","Unknown","90","80","33650","27570"
"In post","2021","East Anglia","Unknown","Heterosexual / straight","100","90","30740","27570"
"In post","2021","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Undeclared","50","50","28600","28130"
"In post","2021","East Anglia","Unknown","Unknown","940","900","28780","26270"
"In post","2021","East Anglia","White","Heterosexual / straight","7880","7370","30300","27570"
"In post","2021","East Anglia","White","LGBO","360","350","28380","27150"
"In post","2021","East Anglia","White","Undeclared","710","650","30620","27570"
"In post","2021","East Anglia","White","Unknown","1120","990","30590","28130"
"In post","2021","East Wales","Asian","Heterosexual / straight","280","270","31000","25560"
"In post","2021","East Wales","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Asian","Unknown","30","30","[c]","[c]"
"In post","2021","East Wales","Black","Heterosexual / straight","130","130","29500","27160"
"In post","2021","East Wales","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Chinese","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","East Wales","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Mixed","Heterosexual / straight","220","210","32760","28850"
"In post","2021","East Wales","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other ethnicity","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","East Wales","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Heterosexual / straight","100","90","32310","30280"
"In post","2021","East Wales","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Undeclared","430","400","35650","31180"
"In post","2021","East Wales","Undeclared","Unknown","90","80","29160","27570"
"In post","2021","East Wales","Unknown","Heterosexual / straight","140","130","29800","26800"
"In post","2021","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Undeclared","60","50","31030","28130"
"In post","2021","East Wales","Unknown","Unknown","2840","2700","28950","25560"
"In post","2021","East Wales","White","Heterosexual / straight","12290","11510","33690","28850"
"In post","2021","East Wales","White","LGBO","810","790","31940","27570"
"In post","2021","East Wales","White","Undeclared","1220","1130","33040","28750"
"In post","2021","East Wales","White","Unknown","1500","1320","30430","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Mixed","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Mixed","LGBO","[c]","[c]","[c]","[c]"
