"Status","Year","Responsibility_level","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","No function","60","60","20970","21050"
"New entrant CS","2021","AA/AO","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Security","50","50","23700","20800"
"New entrant CS","2021","AA/AO","North Yorkshire","Unknown","60","60","20540","20920"
"New entrant CS","2021","AA/AO","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland","No function","170","160","20150","20140"
"New entrant CS","2021","AA/AO","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Debt","310","300","20140","20140"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","No function","250","240","19990","20140"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Unknown","810","810","21010","21010"
"New entrant CS","2021","AA/AO","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - East and North East","No function","170","170","25760","28720"
"New entrant CS","2021","AA/AO","Outer London - East and North East","Unknown","140","140","25130","25110"
"New entrant CS","2021","AA/AO","Outer London - South","Debt","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","No function","150","140","22700","21980"
"New entrant CS","2021","AA/AO","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Unknown","100","90","24860","25110"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","No function","200","190","23970","22700"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Unknown","120","120","25040","25110"
"New entrant CS","2021","AA/AO","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","No function","430","410","20940","20600"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Shropshire and Staffordshire","Unknown","60","60","20780","21010"
"New entrant CS","2021","AA/AO","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","South Yorkshire","No function","130","130","21510","20600"
"New entrant CS","2021","AA/AO","South Yorkshire","Unknown","340","340","21120","21010"
"New entrant CS","2021","AA/AO","Southern Scotland","Debt","110","110","20140","20140"
"New entrant CS","2021","AA/AO","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Southern Scotland","No function","110","110","20280","20140"
"New entrant CS","2021","AA/AO","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Southern Scotland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","No function","330","320","24430","24370"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Surrey, East and West Sussex","Unknown","200","200","21340","21010"
"New entrant CS","2021","AA/AO","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Tees Valley and Durham","No function","250","240","21910","22350"
"New entrant CS","2021","AA/AO","Tees Valley and Durham","Property","60","60","20880","20880"
"New entrant CS","2021","AA/AO","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Tees Valley and Durham","Unknown","190","190","21010","21010"
"New entrant CS","2021","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Unknown","70","70","21690","21010"
"New entrant CS","2021","AA/AO","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Central Scotland","No function","180","180","20140","20760"
"New entrant CS","2021","AA/AO","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Central Scotland","Security","60","60","22670","23540"
"New entrant CS","2021","AA/AO","West Central Scotland","Unknown","440","420","20570","20060"
"New entrant CS","2021","AA/AO","West Midlands","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Midlands","Debt","100","90","20140","20140"
"New entrant CS","2021","AA/AO","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Midlands","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Midlands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Midlands","No function","340","330","20380","20140"
"New entrant CS","2021","AA/AO","West Midlands","Unknown","190","190","20970","21010"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","No function","370","330","20260","21050"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Wales and The Valleys","Unknown","240","230","20950","21010"
"New entrant CS","2021","AA/AO","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","Debt","60","50","20140","20140"
"New entrant CS","2021","AA/AO","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","No function","490","480","20460","20140"
"New entrant CS","2021","AA/AO","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Yorkshire","Unknown","280","270","21020","21010"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Bedfordshire and Hertfordshire","Unknown","330","320","28620","29290"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","No function","30","30","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","360","360","28280","27570"
"New entrant CS","2021","EO","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cheshire","No function","140","140","29760","28840"
"New entrant CS","2021","EO","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cheshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cheshire","Unknown","180","170","27570","27570"
"New entrant CS","2021","EO","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cornwall and Isles of Scilly","Unknown","90","90","27610","27570"
"New entrant CS","2021","EO","Cumbria","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Communications","110","110","25430","25560"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","No function","80","80","25450","24620"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derbyshire and Nottinghamshire","Unknown","290","280","27480","27570"
"New entrant CS","2021","EO","Devon","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Digital, Data & Technology","60","50","26740","27130"
"New entrant CS","2021","EO","Devon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","No function","30","30","[c]","[c]"
"New entrant CS","2021","EO","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Devon","Unknown","170","160","27510","27570"
"New entrant CS","2021","EO","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Dorset and Somerset","Unknown","140","140","27610","27570"
"New entrant CS","2021","EO","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","No function","50","50","24150","24620"
"New entrant CS","2021","EO","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Anglia","Unknown","410","400","27520","27570"
"New entrant CS","2021","EO","East Wales","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","EO","East Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Wales","Digital, Data & Technology","60","60","25010","23320"
"New entrant CS","2021","EO","East Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Wales","No function","140","140","24340","23320"
"New entrant CS","2021","EO","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Wales","Unknown","200","190","27240","27570"
"New entrant CS","2021","EO","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Yorkshire and Northern Lincolnshire","Unknown","140","140","27040","27570"
"New entrant CS","2021","EO","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","No function","40","40","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Eastern Scotland","Unknown","320","310","27130","27570"
"New entrant CS","2021","EO","Essex","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","No function","30","30","[c]","[c]"
"New entrant CS","2021","EO","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Essex","Unknown","330","320","29080","29290"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","60","60","22270","21400"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","No function","170","170","26270","24920"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","220","210","22650","23000"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","460","440","27490","27570"
"New entrant CS","2021","EO","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Communications","140","140","25540","25560"
"New entrant CS","2021","EO","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","No function","120","120","24360","24250"
"New entrant CS","2021","EO","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Greater Manchester","Unknown","670","660","27300","27570"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","No function","90","90","25580","24240"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hampshire and Isle of Wight","Unknown","400","390","27420","27570"
"New entrant CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Unknown","110","100","27560","27570"
"New entrant CS","2021","EO","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
