"Status","Year","Region_ITL2","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Outer London - South","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Female","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Male","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Female","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","SEO/HEO","320","320","31870","32000"
"Leaver Dept.","2021","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","SEO/HEO","250","250","31770","32000"
"Leaver Dept.","2021","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","AA/AO","70","70","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","EO","60","50","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","AA/AO","90","90","20250","19930"
"Leaver Dept.","2021","West Midlands","Female","EO","70","70","25360","25190"
"Leaver Dept.","2021","West Midlands","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","AA/AO","70","70","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","EO","60","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","AA/AO","50","30","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","G6/G7","70","60","56410","53270"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","SEO/HEO","90","80","36700","38200"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","G6/G7","60","50","60270","55590"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","SEO/HEO","60","60","38370","39400"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Female","AA/AO","70","70","20590","20970"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Female","EO","90","80","25640","26130"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Female","SEO/HEO","120","110","34660","34170"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Male","AA/AO","40","30","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Male","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Male","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Female","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Female","AA/AO","60","50","21490","21820"
"Leaver Dept.","2022","East Anglia","Female","EO","60","60","25830","25260"
"Leaver Dept.","2022","East Anglia","Female","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Female","SEO/HEO","110","100","35590","36060"
"Leaver Dept.","2022","East Anglia","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Male","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Male","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Female","AA/AO","60","60","[c]","[c]"
"Leaver Dept.","2022","East Wales","Female","EO","100","90","26380","27300"
"Leaver Dept.","2022","East Wales","Female","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Female","SEO/HEO","100","100","33850","32540"
"Leaver Dept.","2022","East Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Male","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Male","EO","70","60","26530","26970"
"Leaver Dept.","2022","East Wales","Male","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Male","SEO/HEO","100","100","34920","33300"
"Leaver Dept.","2022","East Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Female","AA/AO","130","120","21530","21260"
"Leaver Dept.","2022","Eastern Scotland","Female","EO","100","100","27580","27570"
"Leaver Dept.","2022","Eastern Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Male","AA/AO","90","90","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Male","EO","60","60","27720","27570"
"Leaver Dept.","2022","Eastern Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Female","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2022","Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","AA/AO","170","160","20800","19940"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","EO","210","200","24980","24400"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","G6/G7","190","170","55100","52270"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","SCS","[c]","[c]","[c]","[c]"
