"Status","Year","Region_ITL3","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","65+","Outer London - East and North East","40","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","20-29","West Midlands","1800","1760","25440","24240"
"In post","2021","Birmingham","30-39","West Midlands","2740","2590","29950","27570"
"In post","2021","Birmingham","40-49","West Midlands","2700","2510","33770","28130"
"In post","2021","Birmingham","50-59","West Midlands","3250","3040","33410","27570"
"In post","2021","Birmingham","60-64","West Midlands","870","710","31080","27570"
"In post","2021","Birmingham","65+","West Midlands","210","160","29880","27570"
"In post","2021","Birmingham","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","16-19","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Lancashire","60","60","25470","27570"
"In post","2021","Blackburn with Darwen","30-39","Lancashire","110","100","25550","27570"
"In post","2021","Blackburn with Darwen","40-49","Lancashire","150","140","27430","27570"
"In post","2021","Blackburn with Darwen","50-59","Lancashire","130","120","27680","27570"
"In post","2021","Blackburn with Darwen","60-64","Lancashire","40","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","16-19","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","20-29","Lancashire","580","570","24450","21010"
"In post","2021","Blackpool","30-39","Lancashire","700","650","27520","27570"
"In post","2021","Blackpool","40-49","Lancashire","1360","1250","29920","27570"
"In post","2021","Blackpool","50-59","Lancashire","1920","1760","30940","27570"
"In post","2021","Blackpool","60-64","Lancashire","430","350","28080","27570"
"In post","2021","Blackpool","65+","Lancashire","140","100","25570","21010"
"In post","2021","Blackpool","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Dorset and Somerset","50","50","23520","22920"
"In post","2021","Bournemouth and Poole","30-39","Dorset and Somerset","100","90","26320","27570"
"In post","2021","Bournemouth and Poole","40-49","Dorset and Somerset","160","140","27690","27570"
"In post","2021","Bournemouth and Poole","50-59","Dorset and Somerset","270","250","27720","27370"
"In post","2021","Bournemouth and Poole","60-64","Dorset and Somerset","90","80","26240","26670"
"In post","2021","Bournemouth and Poole","65+","Dorset and Somerset","40","30","[c]","[c]"
"In post","2021","Bradford","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","20-29","West Yorkshire","480","470","23630","21010"
"In post","2021","Bradford","30-39","West Yorkshire","600","550","26780","25560"
"In post","2021","Bradford","40-49","West Yorkshire","680","600","27800","25560"
"In post","2021","Bradford","50-59","West Yorkshire","970","870","29100","26990"
"In post","2021","Bradford","60-64","West Yorkshire","290","210","26370","25560"
"In post","2021","Bradford","65+","West Yorkshire","60","40","26800","27260"
"In post","2021","Breckland and South Norfolk","16-19","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","East Anglia","110","110","24310","23970"
"In post","2021","Breckland and South Norfolk","30-39","East Anglia","120","120","28560","26810"
"In post","2021","Breckland and South Norfolk","40-49","East Anglia","100","100","30040","27570"
"In post","2021","Breckland and South Norfolk","50-59","East Anglia","140","130","30740","27570"
"In post","2021","Breckland and South Norfolk","60-64","East Anglia","50","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","65+","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Brent","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Brent","20-29","Outer London - West and North West","110","110","29580","31060"
"In post","2021","Brent","30-39","Outer London - West and North West","90","90","29950","31060"
"In post","2021","Brent","40-49","Outer London - West and North West","110","100","31710","31060"
"In post","2021","Brent","50-59","Outer London - West and North West","210","190","33610","31060"
"In post","2021","Brent","60-64","Outer London - West and North West","50","40","31470","30100"
"In post","2021","Brent","65+","Outer London - West and North West","30","20","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","20-29","West Wales and The Valleys","80","80","24300","21010"
"In post","2021","Bridgend and Neath Port Talbot","30-39","West Wales and The Valleys","140","120","25910","27570"
"In post","2021","Bridgend and Neath Port Talbot","40-49","West Wales and The Valleys","170","150","28290","27570"
"In post","2021","Bridgend and Neath Port Talbot","50-59","West Wales and The Valleys","220","200","28130","27570"
"In post","2021","Bridgend and Neath Port Talbot","60-64","West Wales and The Valleys","90","60","26920","23130"
"In post","2021","Bridgend and Neath Port Talbot","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","20-29","Surrey, East and West Sussex","80","80","25080","27050"
"In post","2021","Brighton and Hove","30-39","Surrey, East and West Sussex","100","90","28370","27570"
"In post","2021","Brighton and Hove","40-49","Surrey, East and West Sussex","150","140","33100","27570"
"In post","2021","Brighton and Hove","50-59","Surrey, East and West Sussex","220","200","33410","27570"
"In post","2021","Brighton and Hove","60-64","Surrey, East and West Sussex","80","70","28520","26260"
"In post","2021","Brighton and Hove","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","1110","1090","27920","25860"
"In post","2021","Bristol, City of","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","1570","1480","35190","31810"
"In post","2021","Bristol, City of","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","1610","1490","38700","34340"
"In post","2021","Bristol, City of","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","1720","1610","38290","32300"
"In post","2021","Bristol, City of","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","410","330","36940","29730"
"In post","2021","Bristol, City of","65+","Gloucestershire, Wiltshire and Bath/Bristol area","180","130","40570","29720"
"In post","2021","Bromley","20-29","Outer London - South","60","60","27720","31060"
"In post","2021","Bromley","30-39","Outer London - South","60","50","28020","31060"
"In post","2021","Bromley","40-49","Outer London - South","90","80","29830","31060"
"In post","2021","Bromley","50-59","Outer London - South","190","180","29980","31060"
"In post","2021","Bromley","60-64","Outer London - South","50","40","[c]","[c]"
"In post","2021","Bromley","65+","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","20-29","Berkshire, Buckinghamshire and Oxfordshire","270","260","27890","27850"
"In post","2021","Buckinghamshire CC","30-39","Berkshire, Buckinghamshire and Oxfordshire","330","320","31870","30400"
"In post","2021","Buckinghamshire CC","40-49","Berkshire, Buckinghamshire and Oxfordshire","350","340","34130","32990"
"In post","2021","Buckinghamshire CC","50-59","Berkshire, Buckinghamshire and Oxfordshire","520","500","33970","31200"
"In post","2021","Buckinghamshire CC","60-64","Berkshire, Buckinghamshire and Oxfordshire","150","130","31170","28670"
"In post","2021","Buckinghamshire CC","65+","Berkshire, Buckinghamshire and Oxfordshire","60","50","28410","23430"
"In post","2021","Buckinghamshire CC","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","30-39","Highlands and Islands","40","30","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","40-49","Highlands and Islands","40","40","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","50-59","Highlands and Islands","80","70","31740","29120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","60-64","Highlands and Islands","30","30","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","20-29","West Yorkshire","110","100","25710","27570"
"In post","2021","Calderdale and Kirklees","30-39","West Yorkshire","210","180","26860","27570"
"In post","2021","Calderdale and Kirklees","40-49","West Yorkshire","260","220","26830","27570"
"In post","2021","Calderdale and Kirklees","50-59","West Yorkshire","360","330","28010","27570"
"In post","2021","Calderdale and Kirklees","60-64","West Yorkshire","100","80","26060","27570"
"In post","2021","Calderdale and Kirklees","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","16-19","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","20-29","East Anglia","450","440","27160","26910"
"In post","2021","Cambridgeshire CC","30-39","East Anglia","680","650","32710","31220"
"In post","2021","Cambridgeshire CC","40-49","East Anglia","780","740","35740","33100"
"In post","2021","Cambridgeshire CC","50-59","East Anglia","1050","1010","37130","32820"
"In post","2021","Cambridgeshire CC","60-64","East Anglia","300","260","32520","31130"
"In post","2021","Cambridgeshire CC","65+","East Anglia","110","90","31990","27570"
"In post","2021","Camden and City of London","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","20-29","Inner London - West","570","570","31910","29570"
"In post","2021","Camden and City of London","30-39","Inner London - West","730","710","39170","35200"
"In post","2021","Camden and City of London","40-49","Inner London - West","800","760","42820","36160"
"In post","2021","Camden and City of London","50-59","Inner London - West","1100","1060","38740","35200"
"In post","2021","Camden and City of London","60-64","Inner London - West","320","280","36420","31520"
"In post","2021","Camden and City of London","65+","Inner London - West","110","90","33440","29570"
"In post","2021","Cardiff and Vale of Glamorgan","16-19","East Wales","40","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","20-29","East Wales","1980","1950","25680","25210"
"In post","2021","Cardiff and Vale of Glamorgan","30-39","East Wales","2930","2780","31920","28850"
"In post","2021","Cardiff and Vale of Glamorgan","40-49","East Wales","2740","2570","36960","31810"
"In post","2021","Cardiff and Vale of Glamorgan","50-59","East Wales","3220","3010","35080","28850"
"In post","2021","Cardiff and Vale of Glamorgan","60-64","East Wales","880","700","32890","27570"
"In post","2021","Cardiff and Vale of Glamorgan","65+","East Wales","290","220","33010","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","50-59","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Causeway Coast and Glens","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","20-29","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","30-39","Bedfordshire and Hertfordshire","60","60","30120","26780"
"In post","2021","Central Bedfordshire","40-49","Bedfordshire and Hertfordshire","90","80","31570","28370"
"In post","2021","Central Bedfordshire","50-59","Bedfordshire and Hertfordshire","170","160","31190","27680"
"In post","2021","Central Bedfordshire","60-64","Bedfordshire and Hertfordshire","70","60","28210","26780"
"In post","2021","Central Bedfordshire","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","20-29","Hampshire and Isle of Wight","640","630","29100","28650"
"In post","2021","Central Hampshire","30-39","Hampshire and Isle of Wight","800","770","36720","35410"
"In post","2021","Central Hampshire","40-49","Hampshire and Isle of Wight","960","920","38440","37320"
"In post","2021","Central Hampshire","50-59","Hampshire and Isle of Wight","1240","1210","37830","34290"
"In post","2021","Central Hampshire","60-64","Hampshire and Isle of Wight","400","370","36870","35170"
"In post","2021","Central Hampshire","65+","Hampshire and Isle of Wight","150","130","34340","33300"
"In post","2021","Central Valleys","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","20-29","West Wales and The Valleys","150","150","25880","25550"
"In post","2021","Central Valleys","30-39","West Wales and The Valleys","330","310","32160","28850"
"In post","2021","Central Valleys","40-49","West Wales and The Valleys","480","450","35960","31780"
"In post","2021","Central Valleys","50-59","West Wales and The Valleys","570","530","36870","28850"
"In post","2021","Central Valleys","60-64","West Wales and The Valleys","140","110","35170","28750"
"In post","2021","Central Valleys","65+","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Cheshire East","16-19","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","20-29","Cheshire","110","110","24900","24920"
"In post","2021","Cheshire East","30-39","Cheshire","150","140","29380","27570"
"In post","2021","Cheshire East","40-49","Cheshire","170","160","32800","27570"
"In post","2021","Cheshire East","50-59","Cheshire","240","220","32000","27570"
"In post","2021","Cheshire East","60-64","Cheshire","60","50","27140","26320"
"In post","2021","Cheshire East","65+","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","16-19","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","20-29","Cheshire","70","70","23080","21010"
"In post","2021","Cheshire West and Chester","30-39","Cheshire","70","70","26820","27570"
"In post","2021","Cheshire West and Chester","40-49","Cheshire","90","90","26790","27570"
"In post","2021","Cheshire West and Chester","50-59","Cheshire","170","150","26850","27570"
"In post","2021","Cheshire West and Chester","60-64","Cheshire","40","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","65+","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","16-19","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","20-29","Lancashire","210","200","25010","24620"
"In post","2021","Chorley and West Lancashire","30-39","Lancashire","320","310","29320","27380"
"In post","2021","Chorley and West Lancashire","40-49","Lancashire","300","280","31730","31650"
"In post","2021","Chorley and West Lancashire","50-59","Lancashire","380","350","31230","31650"
"In post","2021","Chorley and West Lancashire","60-64","Lancashire","100","70","29570","29540"
"In post","2021","Chorley and West Lancashire","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","16-19","Eastern Scotland","80","80","21190","21150"
"In post","2021","City of Edinburgh","20-29","Eastern Scotland","2190","2160","27680","26160"
"In post","2021","City of Edinburgh","30-39","Eastern Scotland","3060","2960","36860","33620"
"In post","2021","City of Edinburgh","40-49","Eastern Scotland","3070","2910","41910","37530"
"In post","2021","City of Edinburgh","50-59","Eastern Scotland","3330","3190","40860","35110"
"In post","2021","City of Edinburgh","60-64","Eastern Scotland","820","690","36570","31810"
"In post","2021","City of Edinburgh","65+","Eastern Scotland","250","210","35040","29190"
"In post","2021","Clackmannanshire and Fife","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","20-29","Eastern Scotland","120","120","26400","26450"
"In post","2021","Clackmannanshire and Fife","30-39","Eastern Scotland","210","200","29600","27570"
"In post","2021","Clackmannanshire and Fife","40-49","Eastern Scotland","270","250","30840","27570"
"In post","2021","Clackmannanshire and Fife","50-59","Eastern Scotland","560","530","30480","27570"
"In post","2021","Clackmannanshire and Fife","60-64","Eastern Scotland","160","120","30470","27570"
"In post","2021","Clackmannanshire and Fife","65+","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","20-29","West Wales and The Valleys","50","50","24670","23830"
"In post","2021","Conwy and Denbighshire","30-39","West Wales and The Valleys","110","100","31860","29530"
"In post","2021","Conwy and Denbighshire","40-49","West Wales and The Valleys","180","180","36850","37170"
"In post","2021","Conwy and Denbighshire","50-59","West Wales and The Valleys","240","230","37730","37410"
"In post","2021","Conwy and Denbighshire","60-64","West Wales and The Valleys","70","60","35360","33300"
"In post","2021","Conwy and Denbighshire","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Cornwall and Isles of Scilly","120","120","23510","21010"
"In post","2021","Cornwall and Isles of Scilly","30-39","Cornwall and Isles of Scilly","240","220","25820","25100"
"In post","2021","Cornwall and Isles of Scilly","40-49","Cornwall and Isles of Scilly","370","340","27920","27570"
"In post","2021","Cornwall and Isles of Scilly","50-59","Cornwall and Isles of Scilly","650","600","26910","26670"
"In post","2021","Cornwall and Isles of Scilly","60-64","Cornwall and Isles of Scilly","210","180","26290","26430"
"In post","2021","Cornwall and Isles of Scilly","65+","Cornwall and Isles of Scilly","60","40","25240","22080"
"In post","2021","Coventry","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","20-29","West Midlands","410","410","29510","29250"
"In post","2021","Coventry","30-39","West Midlands","510","480","36090","32690"
"In post","2021","Coventry","40-49","West Midlands","670","640","41450","37680"
"In post","2021","Coventry","50-59","West Midlands","640","610","37840","33840"
"In post","2021","Coventry","60-64","West Midlands","140","120","37030","31810"
"In post","2021","Coventry","65+","West Midlands","50","40","[c]","[c]"
"In post","2021","Croydon","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","20-29","Outer London - South","1240","1240","32560","29570"
"In post","2021","Croydon","30-39","Outer London - South","1780","1700","38800","35200"
"In post","2021","Croydon","40-49","Outer London - South","2330","2210","40970","36160"
"In post","2021","Croydon","50-59","Outer London - South","3170","3040","39680","35200"
"In post","2021","Croydon","60-64","Outer London - South","770","680","36180","30860"
"In post","2021","Croydon","65+","Outer London - South","320","260","31820","29080"
"In post","2021","Darlington","20-29","Tees Valley and Durham","110","110","29480","29250"
"In post","2021","Darlington","30-39","Tees Valley and Durham","190","180","34750","30730"
"In post","2021","Darlington","40-49","Tees Valley and Durham","280","260","37590","36500"
"In post","2021","Darlington","50-59","Tees Valley and Durham","340","330","37570","36500"
"In post","2021","Darlington","60-64","Tees Valley and Durham","50","40","[c]","[c]"
"In post","2021","Darlington","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Derby","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derby","20-29","Derbyshire and Nottinghamshire","130","120","24700","25680"
"In post","2021","Derby","30-39","Derbyshire and Nottinghamshire","200","170","25640","23840"
"In post","2021","Derby","40-49","Derbyshire and Nottinghamshire","260","230","27350","26780"
"In post","2021","Derby","50-59","Derbyshire and Nottinghamshire","320","290","27030","21590"
"In post","2021","Derby","60-64","Derbyshire and Nottinghamshire","90","70","26780","21010"
"In post","2021","Derby","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
