"Status","Year","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Central Valleys","Wales","50","40","[c]","[c]"
"Leaver CS","2021","Cheshire East","North West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","North West (England)","90","80","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Scotland","590","540","38200","32930"
"Leaver CS","2021","Clackmannanshire and Fife","Scotland","80","70","29410","27570"
"Leaver CS","2021","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","South West (England)","90","80","27030","24670"
"Leaver CS","2021","Coventry","West Midlands (England)","200","180","38400","30200"
"Leaver CS","2021","Croydon","London","370","330","36490","29810"
"Leaver CS","2021","Darlington","North East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Derby","East Midlands (England)","60","50","23820","21010"
"Leaver CS","2021","Derry City and Strabane","Northern Ireland","40","30","[c]","[c]"
"Leaver CS","2021","Devon CC","South West (England)","430","380","24210","21010"
"Leaver CS","2021","Dorset CC","South West (England)","160","150","29190","27030"
"Leaver CS","2021","Dudley","West Midlands (England)","120","90","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","North East (England)","290","240","25290","21430"
"Leaver CS","2021","Ealing","London","110","90","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Scotland","50","40","26450","22230"
"Leaver CS","2021","East Cumbria","North West (England)","50","50","[c]","[c]"
"Leaver CS","2021","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","120","110","32450","30660"
"Leaver CS","2021","East Kent","South East (England)","160","140","26660","25110"
"Leaver CS","2021","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","North West (England)","50","40","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Yorkshire and The Humber","160","140","29650","27570"
"Leaver CS","2021","East Surrey","South East (England)","80","70","[c]","[c]"
"Leaver CS","2021","East Sussex CC","South East (England)","110","90","26190","21010"
"Leaver CS","2021","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","East of England","90","80","31450","28330"
"Leaver CS","2021","Essex Thames Gateway","East of England","60","50","[c]","[c]"
"Leaver CS","2021","Falkirk","Scotland","70","60","28360","24570"
"Leaver CS","2021","Flintshire and Wrexham","Wales","330","290","27360","21700"
"Leaver CS","2021","Glasgow City","Scotland","450","390","30520","25870"
"Leaver CS","2021","Gloucestershire","South West (England)","100","90","30190","27130"
"Leaver CS","2021","Greater Manchester North East","North West (England)","90","80","26370","27570"
"Leaver CS","2021","Greater Manchester North West","North West (England)","110","100","23600","21010"
"Leaver CS","2021","Greater Manchester South East","North West (England)","90","80","25950","21010"
"Leaver CS","2021","Greater Manchester South West","North West (England)","230","190","24480","21010"
"Leaver CS","2021","Gwent Valleys","Wales","40","40","[c]","[c]"
"Leaver CS","2021","Gwynedd","Wales","50","40","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","London","100","90","29490","29440"
"Leaver CS","2021","Haringey and Islington","London","100","100","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","London","130","110","31300","29730"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","North East (England)","250","200","[c]","[c]"
"Leaver CS","2021","Heart of Essex","East of England","70","70","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","East of England","260","230","32230","29290"
"Leaver CS","2021","Hounslow and Richmond upon Thames","London","140","130","29390","28040"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","60","50","29730","23490"
"Leaver CS","2021","Isle of Anglesey","Wales","40","40","[c]","[c]"
"Leaver CS","2021","Isle of Wight","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","London","70","70","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","South East (England)","100","90","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Yorkshire and The Humber","190","160","27320","26950"
"Leaver CS","2021","Lambeth","London","260","240","44460","39270"
"Leaver CS","2021","Lancaster and Wyre","North West (England)","60","60","[c]","[c]"
"Leaver CS","2021","Leeds","Yorkshire and The Humber","620","510","31310","27570"
"Leaver CS","2021","Leicester","East Midlands (England)","180","160","26090","22350"
"Leaver CS","2021","Leicestershire CC and Rutland","East Midlands (England)","170","160","27790","26500"
"Leaver CS","2021","Lewisham and Southwark","London","110","90","33780","31060"
"Leaver CS","2021","Lincolnshire","East Midlands (England)","330","300","29040","28000"
"Leaver CS","2021","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","North West (England)","370","310","26350","23090"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","East of England","120","100","[c]","[c]"
"Leaver CS","2021","Manchester","North West (England)","440","400","34910","27570"
"Leaver CS","2021","Medway","South East (England)","120","110","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","London","40","30","[c]","[c]"
"Leaver CS","2021","Mid Kent","South East (England)","140","120","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","North West (England)","250","210","26920","22350"
"Leaver CS","2021","Milton Keynes","South East (England)","170","140","34230","30630"
"Leaver CS","2021","Monmouthshire and Newport","Wales","240","210","31140","25450"
"Leaver CS","2021","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","Yorkshire and The Humber","110","90","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","East of England","40","40","[c]","[c]"
"Leaver CS","2021","North Hampshire","South East (England)","70","60","30080","26670"
"Leaver CS","2021","North Lanarkshire","Scotland","110","80","25690","26890"
"Leaver CS","2021","North Northamptonshire","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","North Nottinghamshire","East Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","North Yorkshire CC","Yorkshire and The Humber","120","100","30930","26220"
"Leaver CS","2021","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Norwich and East Norfolk","East of England","130","110","27300","21130"
"Leaver CS","2021","Nottingham","East Midlands (England)","380","340","27620","24000"
"Leaver CS","2021","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","130","110","42070","38290"
"Leaver CS","2021","Oxfordshire","South East (England)","220","200","28740","22880"
"Leaver CS","2021","Perth and Kinross and Stirling","Scotland","80","80","31410","30160"
"Leaver CS","2021","Peterborough","East of England","200","160","25430","21430"
"Leaver CS","2021","Plymouth","South West (England)","160","140","29190","27130"
"Leaver CS","2021","Portsmouth","South East (England)","200","180","30830","27570"
"Leaver CS","2021","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","London","40","40","[c]","[c]"
"Leaver CS","2021","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","North West (England)","270","210","31900","27570"
"Leaver CS","2021","Sheffield","Yorkshire and The Humber","440","370","30160","25000"
"Leaver CS","2021","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","West Midlands (England)","80","70","32370","29550"
"Leaver CS","2021","Solihull","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","Somerset","South West (England)","140","130","30410","27590"
"Leaver CS","2021","South and West Derbyshire","East Midlands (England)","60","40","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","South East (England)","260","210","26570","23050"
"Leaver CS","2021","South Lanarkshire","Scotland","160","130","34400","29650"
"Leaver CS","2021","South Nottinghamshire","East Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","South Teesside","North East (England)","40","30","[c]","[c]"
"Leaver CS","2021","South West Wales","Wales","60","50","28790","26500"
"Leaver CS","2021","Southampton","South East (England)","80","70","35580","31040"
"Leaver CS","2021","Southend-on-Sea","East of England","80","70","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","West Midlands (England)","260","240","26970","25970"
"Leaver CS","2021","Stoke-on-Trent","West Midlands (England)","80","70","23350","19930"
"Leaver CS","2021","Suffolk","East of England","340","310","28430","26220"
"Leaver CS","2021","Sunderland","North East (England)","240","170","24250","23010"
"Leaver CS","2021","Swansea","Wales","470","380","24250","21590"
"Leaver CS","2021","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","West Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2021","Thurrock","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","London","460","430","46180","40150"
"Leaver CS","2021","Tyneside","North East (England)","810","670","26830","21010"
"Leaver CS","2021","Unknown","Unknown","690","680","40470","32000"
"Leaver CS","2021","Wakefield","Yorkshire and The Humber","100","90","[c]","[c]"
"Leaver CS","2021","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","London","80","80","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","120","100","28910","26780"
"Leaver CS","2021","Warwickshire","West Midlands (England)","70","60","23630","21890"
"Leaver CS","2021","West Cumbria","North West (England)","70","60","28540","25190"
"Leaver CS","2021","West Essex","East of England","40","30","[c]","[c]"
"Leaver CS","2021","West Kent","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","West Lothian","Scotland","210","170","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","East Midlands (England)","260","230","23380","20100"
"Leaver CS","2021","West Surrey","South East (England)","180","170","29860","24520"
"Leaver CS","2021","West Sussex (North East)","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","South East (England)","100","90","[c]","[c]"
"Leaver CS","2021","Westminster","London","2500","2190","45000","38700"
"Leaver CS","2021","Wiltshire","South West (England)","420","400","33170","28650"
"Leaver CS","2021","Wirral","North West (England)","80","70","25450","22350"
"Leaver CS","2021","Wolverhampton","West Midlands (England)","170","130","[c]","[c]"
"Leaver CS","2021","Worcestershire","West Midlands (England)","170","160","24890","21760"
"Leaver CS","2021","York","Yorkshire and The Humber","140","130","36550","28370"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","160","150","32590","27570"
"Leaver CS","2022","Angus and Dundee City","Scotland","250","210","26470","21260"
"Leaver CS","2022","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","London","60","50","29730","31060"
"Leaver CS","2022","Barnet","London","210","190","36020","31730"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","310","270","25920","21350"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","1070","1000","35930","33000"
"Leaver CS","2022","Bedford","East of England","150","150","31380","27570"
"Leaver CS","2022","Belfast","Northern Ireland","190","160","28320","24530"
"Leaver CS","2022","Berkshire","South East (England)","310","290","32370","29290"
"Leaver CS","2022","Bexley and Greenwich","London","210","200","30970","31060"
"Leaver CS","2022","Birmingham","West Midlands (England)","1030","930","33930","27570"
"Leaver CS","2022","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","North West (England)","420","370","26240","21260"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","South West (England)","80","70","26990","27570"
"Leaver CS","2022","Bradford","Yorkshire and The Humber","290","250","25020","27160"
"Leaver CS","2022","Breckland and South Norfolk","East of England","110","100","[c]","[c]"
"Leaver CS","2022","Brent","London","90","80","30050","31060"
"Leaver CS","2022","Bridgend and Neath Port Talbot","Wales","50","40","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","South East (England)","80","70","26930","25120"
"Leaver CS","2022","Bristol, City of","South West (England)","580","520","32120","27550"
"Leaver CS","2022","Bromley","London","70","60","28880","31060"
"Leaver CS","2022","Buckinghamshire","South East (England)","200","190","31690","27570"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Yorkshire and The Humber","150","130","26440","27000"
"Leaver CS","2022","Cambridgeshire CC","East of England","460","410","37580","31400"
"Leaver CS","2022","Camden and City of London","London","190","180","35460","28670"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Wales","810","710","34340","27570"
"Leaver CS","2022","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","East of England","50","50","[c]","[c]"
"Leaver CS","2022","Central Hampshire","South East (England)","350","330","34270","30240"
"Leaver CS","2022","Central Valleys","Wales","120","100","28770","27570"
"Leaver CS","2022","Cheshire East","North West (England)","120","110","27130","26300"
"Leaver CS","2022","Cheshire West and Chester","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","North West (England)","140","120","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scotland","910","840","38440","33690"
"Leaver CS","2022","Clackmannanshire and Fife","Scotland","150","130","29000","27570"
"Leaver CS","2022","Conwy and Denbighshire","Wales","50","50","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","170","150","26340","21260"
"Leaver CS","2022","Coventry","West Midlands (England)","190","170","37930","33000"
"Leaver CS","2022","Croydon","London","620","570","36270","31020"
"Leaver CS","2022","Darlington","North East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Derby","East Midlands (England)","120","110","25770","21260"
"Leaver CS","2022","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","South West (England)","490","440","29500","26640"
"Leaver CS","2022","Dorset","South West (England)","220","210","29540","26930"
"Leaver CS","2022","Dudley","West Midlands (England)","90","70","24400","21260"
"Leaver CS","2022","Dumfries and Galloway","Scotland","50","40","31970","28980"
"Leaver CS","2022","Durham","North East (England)","450","380","25950","22010"
"Leaver CS","2022","Ealing","London","60","50","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Scotland","80","70","25680","25650"
"Leaver CS","2022","East Cumbria","North West (England)","80","70","29320","22730"
"Leaver CS","2022","East Derbyshire","East Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","200","190","31850","27570"
"Leaver CS","2022","East Kent","South East (England)","260","220","28200","25310"
"Leaver CS","2022","East Lancashire","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","North West (England)","80","60","27630","26120"
"Leaver CS","2022","East Riding of Yorkshire","Yorkshire and The Humber","210","190","29140","26930"
"Leaver CS","2022","East Surrey","South East (England)","150","130","42940","39200"
"Leaver CS","2022","East Sussex CC","South East (England)","230","210","24340","21260"
"Leaver CS","2022","Enfield","London","40","30","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","East of England","130","120","31000","29290"
"Leaver CS","2022","Essex Thames Gateway","East of England","110","90","27310","26130"
"Leaver CS","2022","Falkirk","Scotland","130","110","26140","21640"
"Leaver CS","2022","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Wales","310","290","28820","21260"
"Leaver CS","2022","Glasgow City","Scotland","720","640","31100","26900"
"Leaver CS","2022","Gloucestershire CC","South West (England)","140","110","31890","27570"
"Leaver CS","2022","Greater Manchester North East","North West (England)","100","90","28900","27570"
"Leaver CS","2022","Greater Manchester North West","North West (England)","170","150","24020","21260"
"Leaver CS","2022","Greater Manchester South East","North West (England)","130","110","24870","21260"
"Leaver CS","2022","Greater Manchester South West","North West (England)","510","450","30730","27230"
"Leaver CS","2022","Gwent Valleys","Wales","60","50","[c]","[c]"
"Leaver CS","2022","Gwynedd","Wales","60","50","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","London","360","330","33240","31060"
"Leaver CS","2022","Haringey and Islington","London","210","190","28150","30130"
"Leaver CS","2022","Harrow and Hillingdon","London","250","200","31430","31060"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","North East (England)","130","110","27090","26120"
"Leaver CS","2022","Heart of Essex","East of England","180","170","34650","29290"
"Leaver CS","2022","Herefordshire, County of","West Midlands (England)","60","60","30330","27570"
"Leaver CS","2022","Hertfordshire CC","East of England","320","300","34200","29290"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","300","280","30400","28670"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","70","60","31180","27570"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","110","100","28020","26840"
"Leaver CS","2022","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","South East (England)","100","90","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","130","130","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","South East (England)","190","180","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Yorkshire and The Humber","160","140","26350","25870"
"Leaver CS","2022","Lambeth","London","870","810","43050","37810"
"Leaver CS","2022","Lancaster and Wyre","North West (England)","100","90","25740","21260"
"Leaver CS","2022","Leeds","Yorkshire and The Humber","1310","1080","32230","27570"
"Leaver CS","2022","Leicester","East Midlands (England)","380","330","25310","21260"
"Leaver CS","2022","Leicestershire CC and Rutland","East Midlands (England)","290","270","33380","26780"
"Leaver CS","2022","Lewisham and Southwark","London","340","320","43980","38910"
"Leaver CS","2022","Lincolnshire CC","East Midlands (England)","290","270","28520","26930"
"Leaver CS","2022","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","North West (England)","720","610","28190","24890"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","East of England","80","70","25360","26240"
"Leaver CS","2022","Manchester","North West (England)","700","640","34330","27570"
"Leaver CS","2022","Medway","South East (England)","160","150","30940","29290"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","London","90","80","30340","31060"
"Leaver CS","2022","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","South East (England)","130","120","39310","29290"
"Leaver CS","2022","Mid Lancashire","North West (England)","410","350","26370","21600"
"Leaver CS","2022","Milton Keynes","South East (England)","290","270","33610","27570"
"Leaver CS","2022","Monmouthshire and Newport","Wales","400","360","30410","25220"
"Leaver CS","2022","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Yorkshire and The Humber","60","50","26830","26760"
"Leaver CS","2022","North and West Norfolk","East of England","90","80","27590","24960"
"Leaver CS","2022","North Hampshire","South East (England)","90","80","28170","26670"
"Leaver CS","2022","North Lanarkshire","Scotland","230","180","26800","23780"
"Leaver CS","2022","North Northamptonshire","East Midlands (England)","70","60","26010","21260"
"Leaver CS","2022","North Nottinghamshire","East Midlands (England)","100","90","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Yorkshire and The Humber","210","190","30830","27570"
"Leaver CS","2022","Northumberland","North East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","East of England","220","200","28550","27570"
"Leaver CS","2022","Nottingham","East Midlands (England)","560","500","28720","25480"
"Leaver CS","2022","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","140","130","48290","44910"
"Leaver CS","2022","Oxfordshire CC","South East (England)","500","470","27170","21580"
"Leaver CS","2022","Perth and Kinross, and Stirling","Scotland","110","100","30420","27570"
"Leaver CS","2022","Peterborough","East of England","130","110","28270","26950"
"Leaver CS","2022","Plymouth","South West (England)","250","220","30830","27130"
"Leaver CS","2022","Portsmouth","South East (England)","370","330","31900","27570"
"Leaver CS","2022","Powys","Wales","40","30","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","London","110","100","28690","31060"
"Leaver CS","2022","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Sefton","North West (England)","380","320","30040","27570"
"Leaver CS","2022","Sheffield","Yorkshire and The Humber","440","390","31850","27570"
"Leaver CS","2022","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","West Midlands (England)","110","100","30290","27570"
"Leaver CS","2022","Solihull","West Midlands (England)","60","50","28550","27570"
"Leaver CS","2022","Somerset CC","South West (England)","230","200","30790","27570"
"Leaver CS","2022","South and West Derbyshire","East Midlands (England)","130","110","33290","27570"
"Leaver CS","2022","South Ayrshire","Scotland","40","30","[c]","[c]"
"Leaver CS","2022","South Hampshire","South East (England)","470","380","26960","23210"
"Leaver CS","2022","South Lanarkshire","Scotland","330","270","33150","27570"
"Leaver CS","2022","South Nottinghamshire","East Midlands (England)","110","100","29570","26700"
"Leaver CS","2022","South Teesside","North East (England)","80","70","27100","25120"
"Leaver CS","2022","South West Wales","Wales","120","100","29150","22000"
"Leaver CS","2022","Southampton","South East (England)","150","130","33340","27570"
"Leaver CS","2022","Southend-on-Sea","East of England","110","90","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","West Midlands (England)","390","370","31350","27570"
"Leaver CS","2022","Stoke-on-Trent","West Midlands (England)","140","120","23360","20970"
"Leaver CS","2022","Suffolk CC","East of England","460","420","27630","24880"
"Leaver CS","2022","Sunderland","North East (England)","360","280","25740","27570"
"Leaver CS","2022","Swansea","Wales","180","150","29960","26120"
"Leaver CS","2022","Swindon","South West (England)","80","70","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","West Midlands (England)","140","120","29920","27570"
"Leaver CS","2022","Thurrock","East of England","40","30","[c]","[c]"
"Leaver CS","2022","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","London","830","800","48540","41750"
"Leaver CS","2022","Tyneside","North East (England)","1440","1250","28530","21260"
"Leaver CS","2022","Unknown","Unknown","1230","1010","31440","26780"
"Leaver CS","2022","Wakefield","Yorkshire and The Humber","170","140","29720","27570"
"Leaver CS","2022","Walsall","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Wandsworth","London","130","130","[c]","[c]"
"Leaver CS","2022","Warrington","North West (England)","180","160","35970","31970"
"Leaver CS","2022","Warwickshire CC","West Midlands (England)","150","140","24690","23280"
"Leaver CS","2022","West Cumbria","North West (England)","120","100","30180","27340"
"Leaver CS","2022","West Essex","East of England","60","50","29080","29200"
"Leaver CS","2022","West Kent","South East (England)","60","50","33750","29320"
"Leaver CS","2022","West Lothian","Scotland","80","70","31560","24860"
"Leaver CS","2022","West Northamptonshire","East Midlands (England)","190","170","25600","22770"
"Leaver CS","2022","West Surrey","South East (England)","270","240","32960","29290"
"Leaver CS","2022","West Sussex (North East)","South East (England)","100","90","29670","27570"
"Leaver CS","2022","West Sussex (South West)","South East (England)","110","100","28010","27570"
"Leaver CS","2022","Westminster","London","4480","3790","45210","40210"
"Leaver CS","2022","Wiltshire","South West (England)","760","720","32970","29230"
"Leaver CS","2022","Wirral","North West (England)","170","150","26130","21260"
"Leaver CS","2022","Wolverhampton","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","West Midlands (England)","250","230","27520","26420"
"Leaver CS","2022","York","Yorkshire and The Humber","210","190","32870","26670"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","430","420","35230","32430"
"Leaver Dept.","2021","Bedford","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Northern Ireland","40","40","[c]","[c]"
"Leaver Dept.","2021","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","West Midlands (England)","280","270","27800","22570"
"Leaver Dept.","2021","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","South West (England)","150","150","35050","30210"
"Leaver Dept.","2021","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","London","120","120","32820","27760"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Wales","240","230","32800","27570"
"Leaver Dept.","2021","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
