"Status","Year","Sex","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Bradford","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","Department for Work and Pensions","580","480","25670","27570"
"In post","2022","Female","Bradford","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","HM Revenue and Customs","790","650","25470","22080"
"In post","2022","Female","Bradford","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","Ministry of Justice","290","260","26520","24090"
"In post","2022","Female","Bradford","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bradford","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","Ministry of Justice","160","150","27780","24690"
"In post","2022","Female","Breckland and South Norfolk","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Breckland and South Norfolk","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brent","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brent","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brent","Department for Work and Pensions","170","160","30300","31060"
"In post","2022","Female","Brent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brent","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brent","HM Revenue and Customs","70","60","35610","30620"
"In post","2022","Female","Brent","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brent","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brent","Ministry of Justice","150","130","30160","27060"
"In post","2022","Female","Bridgend and Neath Port Talbot","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Department for Work and Pensions","320","270","26140","27570"
"In post","2022","Female","Bridgend and Neath Port Talbot","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Ministry of Justice","170","150","25910","21960"
"In post","2022","Female","Bridgend and Neath Port Talbot","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bridgend and Neath Port Talbot","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Attorney General's Departments","90","80","39880","30110"
"In post","2022","Female","Brighton and Hove","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Department for Work and Pensions","160","140","27920","27570"
"In post","2022","Female","Brighton and Hove","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Ministry of Justice","210","180","30680","25120"
"In post","2022","Female","Brighton and Hove","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Brighton and Hove","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bristol, City of","Attorney General's Departments","110","100","40970","48080"
"In post","2022","Female","Bristol, City of","Cabinet Office","80","70","46450","49700"
"In post","2022","Female","Bristol, City of","Department for Business, Energy and Industrial Strategy","50","50","38330","34390"
"In post","2022","Female","Bristol, City of","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bristol, City of","Department for Education","200","190","42290","36780"
"In post","2022","Female","Bristol, City of","Department for Environment, Food and Rural Affairs","590","550","37780","35900"
"In post","2022","Female","Bristol, City of","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bristol, City of","Department for Levelling Up, Housing and Communities","280","260","33030","29050"
"In post","2022","Female","Bristol, City of","Department for Transport","210","190","33770","30730"
"In post","2022","Female","Bristol, City of","Department for Work and Pensions","560","460","26500","27570"
"In post","2022","Female","Bristol, City of","Department of Health and Social Care","220","190","36320","32230"
"In post","2022","Female","Bristol, City of","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bristol, City of","HM Revenue and Customs","710","660","36810","33370"
"In post","2022","Female","Bristol, City of","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bristol, City of","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bristol, City of","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bristol, City of","Ministry of Justice","530","480","27110","24210"
"In post","2022","Female","Bristol, City of","Office for Standards in Education, Children's Services and Skills","120","110","35640","32010"
"In post","2022","Female","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Department for Work and Pensions","200","180","31090","31060"
"In post","2022","Female","Bromley","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Ministry of Justice","190","170","30660","27420"
"In post","2022","Female","Bromley","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bromley","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Department for Work and Pensions","130","110","28020","27570"
"In post","2022","Female","Buckinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Ministry of Defence","470","440","33190","28840"
"In post","2022","Female","Buckinghamshire","Ministry of Justice","360","330","30420","28140"
"In post","2022","Female","Buckinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Buckinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Scottish Government","50","50","28560","26590"
"In post","2022","Female","Calderdale and Kirklees","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Department for Work and Pensions","480","400","26980","27570"
"In post","2022","Female","Calderdale and Kirklees","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Ministry of Justice","190","160","28240","24800"
"In post","2022","Female","Calderdale and Kirklees","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Calderdale and Kirklees","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Department for Work and Pensions","130","120","28580","27570"
"In post","2022","Female","Cambridgeshire CC","Department of Health and Social Care","150","140","38240","32310"
"In post","2022","Female","Cambridgeshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cambridgeshire CC","Ministry of Defence","570","550","32540","33000"
"In post","2022","Female","Cambridgeshire CC","Ministry of Justice","620","580","28470","26310"
"In post","2022","Female","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Camden and City of London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Camden and City of London","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Camden and City of London","Chancellor's other departments","80","70","61890","64100"
"In post","2022","Female","Camden and City of London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Camden and City of London","Department for Work and Pensions","70","70","31260","31060"
"In post","2022","Female","Camden and City of London","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Camden and City of London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Camden and City of London","HM Treasury","60","50","49270","45000"
"In post","2022","Female","Camden and City of London","Home Office","160","140","35160","33290"
"In post","2022","Female","Camden and City of London","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Female","Camden and City of London","Ministry of Justice","630","590","30120","24310"
"In post","2022","Female","Camden and City of London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Female","Camden and City of London","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Attorney General's Departments","150","140","37400","32370"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","760","670","29840","24730"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","60","60","27130","21300"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department for Work and Pensions","300","270","29260","27570"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Estyn","50","40","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","HM Revenue and Customs","2240","2020","29770","26820"
"In post","2022","Female","Cardiff and Vale of Glamorgan","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Home Office","210","200","29530","26160"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Ministry of Defence","100","90","24720","21830"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Ministry of Justice","700","650","30110","25120"
"In post","2022","Female","Cardiff and Vale of Glamorgan","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Welsh Government","1720","1590","43480","38160"
"In post","2022","Female","Causeway Coast and Glens","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Causeway Coast and Glens","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Causeway Coast and Glens","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","Ministry of Defence","150","140","28430","26510"
"In post","2022","Female","Central Bedfordshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Department for Work and Pensions","80","70","27500","27570"
"In post","2022","Female","Central Hampshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Ministry of Defence","1570","1490","35140","33300"
"In post","2022","Female","Central Hampshire","Ministry of Justice","200","190","28620","27540"
"In post","2022","Female","Central Hampshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Hampshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Department for Work and Pensions","940","820","26240","27570"
"In post","2022","Female","Central Valleys","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Ministry of Justice","160","150","28640","25120"
"In post","2022","Female","Central Valleys","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Valleys","Welsh Government","570","540","39520","38160"
"In post","2022","Female","Cheshire East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","Department for Environment, Food and Rural Affairs","130","120","31670","25880"
"In post","2022","Female","Cheshire East","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","Department for Work and Pensions","120","110","30030","27570"
"In post","2022","Female","Cheshire East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire East","Ministry of Defence","200","180","27640","22170"
"In post","2022","Female","Cheshire East","Ministry of Justice","270","250","29630","26610"
"In post","2022","Female","Cheshire East","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Department for Work and Pensions","150","130","26220","27570"
"In post","2022","Female","Cheshire West and Chester","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Ministry of Justice","150","130","27510","25120"
"In post","2022","Female","Cheshire West and Chester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cheshire West and Chester","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Department for Work and Pensions","80","70","27650","27570"
"In post","2022","Female","Chorley and West Lancashire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Ministry of Justice","580","540","28610","26100"
"In post","2022","Female","Chorley and West Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Chorley and West Lancashire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Department for Business, Energy and Industrial Strategy","80","70","28690","24500"
"In post","2022","Female","City of Edinburgh","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Department for Work and Pensions","190","170","29450","27570"
"In post","2022","Female","City of Edinburgh","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","HM Revenue and Customs","1110","1020","29840","26820"
"In post","2022","Female","City of Edinburgh","Home Office","80","70","27570","26290"
"In post","2022","Female","City of Edinburgh","Ministry of Defence","110","110","29740","26000"
"In post","2022","Female","City of Edinburgh","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Female","City of Edinburgh","Office of the Secretary of State for Scotland","50","50","47770","49860"
"In post","2022","Female","City of Edinburgh","Scottish Government","5510","5190","41160","36130"
"In post","2022","Female","City of Edinburgh","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Department for Work and Pensions","230","200","26240","27570"
"In post","2022","Female","Clackmannanshire and Fife","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Ministry of Defence","130","130","29970","26670"
"In post","2022","Female","Clackmannanshire and Fife","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Female","Clackmannanshire and Fife","Scottish Government","290","260","30190","26900"
"In post","2022","Female","Conwy and Denbighshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Conwy and Denbighshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Conwy and Denbighshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Female","Conwy and Denbighshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
