"Status","Year","Function_of_post","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Property","Plymouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Borders","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Sefton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Sheffield","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Sheffield","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Shropshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Southampton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Staffordshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Stoke-on-Trent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Suffolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Swansea","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Swansea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Swindon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tower Hamlets","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tower Hamlets","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tower Hamlets","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tower Hamlets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tyneside","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tyneside","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Surrey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Sussex (South West)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Westminster","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wiltshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wirral","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","York","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Aberdeen City and Aberdeenshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Antrim and Newtownabbey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ards and North Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Barnsley, Doncaster and Rotherham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Belfast","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2021","Security","Birmingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Breckland and South Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Caithness and Sutherland and Ross and Cromarty","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Camden and City of London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cardiff and Vale of Glamorgan","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Causeway Coast and Glens","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Central Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Clackmannanshire and Fife","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Croydon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Derby","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Devon CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Dorset CC","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Dorset CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Durham CC","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Ayrshire and North Ayrshire mainland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence","50","50","[c]","[c]"
"Leaver CS","2021","Security","East Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Riding of Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Sussex CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Greater Manchester South East","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Herefordshire, County of","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hounslow and Richmond upon Thames","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Lancaster and Wyre","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Lisburn and Castlereagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Liverpool","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Medway","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Milton Keynes","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Milton Keynes","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Monmouthshire and Newport","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Monmouthshire and Newport","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Newry, Mourne and Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North and West Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Yorkshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Perth and Kinross and Stirling","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Portsmouth","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Sefton","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Shropshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","South Ayrshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","South West Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Suffolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Swansea","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Swindon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wandsworth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Westminster","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Westminster","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Westminster","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wiltshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","York","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","York","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Aberdeen City and Aberdeenshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Aberdeen City and Aberdeenshire","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Aberdeen City and Aberdeenshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Aberdeen City and Aberdeenshire","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Angus and Dundee City","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Angus and Dundee City","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Angus and Dundee City","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Angus and Dundee City","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Antrim and Newtownabbey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ards and North Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Armagh City, Banbridge and Craigavon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Barking & Dagenham and Havering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Barnet","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Barnet","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","70","50","24360","25490"
"Leaver CS","2021","Unknown","Barnsley, Doncaster and Rotherham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Barnsley, Doncaster and Rotherham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedford","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedford","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedford","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Belfast","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Belfast","HM Revenue and Customs","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Belfast","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bexley and Greenwich","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bexley and Greenwich","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bexley and Greenwich","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Birmingham","Department for Work and Pensions","70","60","26450","27570"
"Leaver CS","2021","Unknown","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Birmingham","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Birmingham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Birmingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Blackburn with Darwen","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Blackpool","Department for Work and Pensions","250","220","26090","21010"
"Leaver CS","2021","Unknown","Bournemouth and Poole","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bournemouth and Poole","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bournemouth and Poole","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bradford","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Bradford","HM Revenue and Customs","140","120","[c]","[c]"
"Leaver CS","2021","Unknown","Breckland and South Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Brent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bridgend and Neath Port Talbot","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Brighton and Hove","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bristol, City of","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bristol, City of","Department for Work and Pensions","60","50","25530","27570"
"Leaver CS","2021","Unknown","Bristol, City of","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Bristol, City of","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bristol, City of","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bromley","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Buckinghamshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Buckinghamshire CC","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Caithness and Sutherland and Ross and Cromarty","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Calderdale and Kirklees","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Cambridgeshire CC","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cambridgeshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Camden and City of London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Camden and City of London","HM Revenue and Customs","240","210","[c]","[c]"
"Leaver CS","2021","Unknown","Camden and City of London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Camden and City of London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Camden and City of London","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cardiff and Vale of Glamorgan","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Cardiff and Vale of Glamorgan","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cardiff and Vale of Glamorgan","HM Revenue and Customs","270","220","[c]","[c]"
"Leaver CS","2021","Unknown","Cardiff and Vale of Glamorgan","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cardiff and Vale of Glamorgan","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cardiff and Vale of Glamorgan","Welsh Government","70","60","46330","37410"
"Leaver CS","2021","Unknown","Central Bedfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Central Bedfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Central Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Central Hampshire","Ministry of Defence","50","50","28040","26100"
"Leaver CS","2021","Unknown","Central Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Central Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire West and Chester","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire West and Chester","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chorley and West Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","City of Edinburgh","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","City of Edinburgh","HM Revenue and Customs","140","120","[c]","[c]"
"Leaver CS","2021","Unknown","City of Edinburgh","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","City of Edinburgh","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","City of Edinburgh","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","City of Edinburgh","Scottish Government","240","220","42080","35110"
"Leaver CS","2021","Unknown","Clackmannanshire and Fife","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Clackmannanshire and Fife","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Conwy and Denbighshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Conwy and Denbighshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Conwy and Denbighshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Conwy and Denbighshire","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Coventry","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Coventry","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Coventry","HM Revenue and Customs","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","Croydon","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Croydon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Croydon","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Croydon","Home Office","220","190","36770","29080"
"Leaver CS","2021","Unknown","Darlington","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Darlington","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derby","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Derry City and Strabane","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Devon CC","Department for Business, Energy and Industrial Strategy","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Devon CC","Department for Work and Pensions","60","50","23750","21010"
"Leaver CS","2021","Unknown","Devon CC","HM Revenue and Customs","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","Devon CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon CC","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dudley","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Dudley","HM Revenue and Customs","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","Dudley","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dumfries and Galloway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dumfries and Galloway","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Durham CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Durham CC","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Durham CC","Home Office","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Ealing","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ealing","HM Revenue and Customs","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","East Ayrshire and North Ayrshire mainland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Ayrshire and North Ayrshire mainland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Kent","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","East Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
