"Status","Year","Function_of_post","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Security","Peterborough","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South Teesside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Staffordshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Suffolk CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Warwickshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Westminster","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Westminster","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Westminster","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wiltshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","York","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Aberdeen City and Aberdeenshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Aberdeen City and Aberdeenshire","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Angus and Dundee City","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Angus and Dundee City","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Angus and Dundee City","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Angus and Dundee City","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barking & Dagenham and Havering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barnet","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barnet","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barnsley, Doncaster and Rotherham","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bedford","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Belfast","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Belfast","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Belfast","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bexley and Greenwich","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bexley and Greenwich","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Birmingham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Birmingham","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Birmingham","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Blackpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bradford","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bradford","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bristol, City of","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bristol, City of","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bristol, City of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bristol, City of","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Buckinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Calderdale and Kirklees","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Camden and City of London","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Camden and City of London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cardiff and Vale of Glamorgan","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cardiff and Vale of Glamorgan","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cardiff and Vale of Glamorgan","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cardiff and Vale of Glamorgan","Welsh Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Central Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Central Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire East","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire East","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","City of Edinburgh","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","City of Edinburgh","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","City of Edinburgh","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","City of Edinburgh","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","City of Edinburgh","Scottish Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Clackmannanshire and Fife","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Conwy and Denbighshire","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cornwall and Isles of Scilly","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Coventry","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Croydon","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Croydon","Home Office","170","170","41210","35200"
"Leaver Dept.","2022","Unknown","Darlington","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Devon CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Devon CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Dorset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Dudley","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Dumfries and Galloway","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Durham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Durham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Durham","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Durham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ealing","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Kent","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Merseyside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Merseyside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Surrey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Essex Thames Gateway","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Falkirk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Flintshire and Wrexham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Glasgow City","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Glasgow City","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Glasgow City","Home Office","60","60","26500","24890"
"Leaver Dept.","2022","Unknown","Glasgow City","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Glasgow City","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester North East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester North West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South West","HM Revenue and Customs","90","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South West","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gwent Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gwent Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hackney and Newham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hackney and Newham","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hackney and Newham","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Harrow and Hillingdon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Harrow and Hillingdon","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hartlepool and Stockton-on-Tees","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hertfordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hertfordshire CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hertfordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hounslow and Richmond upon Thames","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Kingston upon Hull, City of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lambeth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lambeth","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lancaster and Wyre","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leeds","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leeds","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leeds","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leeds","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leeds","Home Office","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leeds","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leicester","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leicester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leicestershire CC and Rutland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lewisham and Southwark","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lincolnshire CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lincolnshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lisburn and Castlereagh","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lisburn and Castlereagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Liverpool","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Liverpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Liverpool","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Liverpool","Home Office","180","170","25870","24890"
"Leaver Dept.","2022","Unknown","Liverpool","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Luton","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Manchester","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Manchester","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Manchester","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medway","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mid Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mid Lancashire","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Milton Keynes","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Milton Keynes","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Milton Keynes","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Monmouthshire and Newport","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Monmouthshire and Newport","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Monmouthshire and Newport","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North Lanarkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North Lanarkshire","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","North Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North Yorkshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northumberland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Norwich and East Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Nottingham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Nottingham","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Oxfordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Perth and Kinross, and Stirling","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Peterborough","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Plymouth","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Portsmouth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Portsmouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Portsmouth","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Redbridge and Waltham Forest","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Sandwell","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Borders","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Sefton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Sefton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Sefton","Home Office","60","50","25990","24890"
"Leaver Dept.","2022","Unknown","Sheffield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Sheffield","Home Office","60","60","34040","25270"
"Leaver Dept.","2022","Unknown","Shropshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Solihull","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Somerset CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Somerset CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South and West Derbyshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Lanarkshire","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Lanarkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Teesside","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Southend-on-Sea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Southend-on-Sea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Staffordshire CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Stoke-on-Trent","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Suffolk CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Suffolk CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Suffolk CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Suffolk CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Suffolk CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Sunderland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Sunderland","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Swansea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Swansea","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Telford and Wrekin","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Thurrock","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tower Hamlets","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tyneside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tyneside","HM Revenue and Customs","150","140","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tyneside","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wakefield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wandsworth","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Warrington","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Warwickshire CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Essex","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Surrey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Sussex (North East)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Sussex (South West)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Westminster","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Westminster","Department for Work and Pensions","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Westminster","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Westminster","Foreign, Commonwealth and Development Office","280","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Westminster","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Westminster","Home Office","410","410","47820","41970"
"Leaver Dept.","2022","Unknown","Westminster","Ministry of Defence","60","60","45370","44180"
"Leaver Dept.","2022","Unknown","Wiltshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wiltshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wirral","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wolverhampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Worcestershire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","York","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Berkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Birmingham","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Birmingham","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Bristol, City of","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Bristol, City of","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Bristol, City of","Office for Standards in Education","[c]","[c]","[c]","[c]"
