"Status","Year","Region_ITL3","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Home Office (incl. agencies)","EO","30","30","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Ministry of Defence (excl. agencies)","AA/AO","90","90","37390","41570"
"In post","2021","Aberdeen City and Aberdeenshire","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Courts and Tribunals Service","AA/AO","50","40","21540","22820"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Government (excl. agencies)","AA/AO","50","50","22960","22500"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Government (excl. agencies)","EO","120","110","29030","29190"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Government (excl. agencies)","G6/G7","40","40","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Government (excl. agencies)","SEO/HEO","150","140","38930","37140"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Prison Service","AA/AO","140","130","23230","22430"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Prison Service","EO","120","120","32450","33650"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Scottish Prison Service","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Crown Office and Procurator Fiscal Service","AA/AO","30","30","[c]","[c]"
"In post","2021","Angus and Dundee City","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Crown Office and Procurator Fiscal Service","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Department for Work and Pensions (excl. agencies)","AA/AO","590","540","20930","21010"
"In post","2021","Angus and Dundee City","Department for Work and Pensions (excl. agencies)","EO","320","290","27490","27570"
"In post","2021","Angus and Dundee City","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Department for Work and Pensions (excl. agencies)","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","HM Revenue and Customs (excl. agencies)","AA/AO","210","200","20600","20140"
"In post","2021","Angus and Dundee City","HM Revenue and Customs (excl. agencies)","EO","50","40","[c]","[c]"
"In post","2021","Angus and Dundee City","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","HM Revenue and Customs (excl. agencies)","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Angus and Dundee City","Ministry of Defence (excl. agencies)","AA/AO","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Office of the Scottish Charity Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Courts and Tribunals Service","AA/AO","50","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Social Security Scotland","AA/AO","150","150","22060","22230"
"In post","2021","Angus and Dundee City","Social Security Scotland","EO","60","60","27440","27150"
"In post","2021","Angus and Dundee City","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Social Security Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Social Security Scotland","SEO/HEO","70","70","35450","33620"
"In post","2021","Antrim and Newtownabbey","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","AA/AO","150","150","20680","20310"
"In post","2021","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Ministry of Defence (excl. agencies)","AA/AO","150","150","20920","20310"
"In post","2021","Ards and North Down","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions (excl. agencies)","AA/AO","60","50","24610","25110"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions (excl. agencies)","EO","360","330","31050","31060"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Courts and Tribunals Service","AA/AO","60","50","22000","22450"
"In post","2021","Barking & Dagenham and Havering","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Prison and Probation Service","Unknown","50","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Department for Work and Pensions (excl. agencies)","AA/AO","50","40","[c]","[c]"
"In post","2021","Barnet","Department for Work and Pensions (excl. agencies)","EO","230","210","31140","31060"
"In post","2021","Barnet","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","HM Courts and Tribunals Service","AA/AO","30","30","[c]","[c]"
"In post","2021","Barnet","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","HM Prison and Probation Service","Unknown","50","40","[c]","[c]"
"In post","2021","Barnet","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Home Office (incl. agencies)","G6/G7","30","30","[c]","[c]"
"In post","2021","Barnet","Home Office (incl. agencies)","SEO/HEO","90","90","42080","42070"
"In post","2021","Barnet","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Public Health England","AA/AO","180","150","23860","23530"
"In post","2021","Barnet","Public Health England","EO","160","150","28520","27520"
"In post","2021","Barnet","Public Health England","G6/G7","280","270","59250","55130"
"In post","2021","Barnet","Public Health England","SCS","40","40","[c]","[c]"
"In post","2021","Barnet","Public Health England","SEO/HEO","450","430","38440","39700"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions (excl. agencies)","AA/AO","600","500","20790","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions (excl. agencies)","EO","660","560","27480","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions (excl. agencies)","SEO/HEO","100","90","33060","32250"
"In post","2021","Barnsley, Doncaster and Rotherham","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Courts and Tribunals Service","AA/AO","60","50","19370","19830"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Prison and Probation Service","AA/AO","800","760","25100","24450"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Prison and Probation Service","EO","210","200","31530","32040"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Prison and Probation Service","SEO/HEO","170","160","40480","38160"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Prison and Probation Service","Unknown","210","190","29510","30210"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Public Health England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Public Health England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","EO","1610","1540","22690","22000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","G6/G7","1520","1480","56930","55260"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","SCS","110","110","103820","94470"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","SEO/HEO","4870","4710","35840","35630"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions (excl. agencies)","AA/AO","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions (excl. agencies)","EO","270","240","27530","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","AA/AO","50","50","19040","18880"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","AA/AO","330","300","25400","24440"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","EO","70","70","31310","33520"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","SEO/HEO","110","100","40850","38160"
