"Status","Year","Profession_of_post","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Internal Audit","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Heterosexual / straight","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2022","International Trade","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","Department for International Trade","50","50","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Department of Health and Social Care","210","190","34760","30760"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department of Health and Social Care","70","60","36340","31080"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Attorney General's Departments","230","210","55430","55000"
"Leaver CS","2022","Legal","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Attorney General's Departments","80","70","60220","55610"
"Leaver CS","2022","Legal","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Heterosexual / straight","Department of Health and Social Care","100","80","89330","95140"
"Leaver CS","2022","Medicine","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Heterosexual / straight","Ministry of Defence","180","160","41960","39030"
"Leaver CS","2022","Medicine","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
