"Status","Year","Sexual_orientation","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Asian","Merseyside","130","120","33470","27260"
"In post","2021","Heterosexual / straight","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Asian","North Yorkshire","60","60","31880","28370"
"In post","2021","Heterosexual / straight","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Asian","Northumberland and Tyne and Wear","220","210","28410","25560"
"In post","2021","Heterosexual / straight","Asian","Outer London - East and North East","520","480","29960","31060"
"In post","2021","Heterosexual / straight","Asian","Outer London - South","1460","1360","34400","30110"
"In post","2021","Heterosexual / straight","Asian","Outer London - West and North West","2130","1970","31010","29090"
"In post","2021","Heterosexual / straight","Asian","Overseas","130","130","45910","41090"
"In post","2021","Heterosexual / straight","Asian","Shropshire and Staffordshire","250","240","32790","27570"
"In post","2021","Heterosexual / straight","Asian","South Yorkshire","360","340","28100","25000"
"In post","2021","Heterosexual / straight","Asian","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Asian","Surrey, East and West Sussex","270","250","29720","27880"
"In post","2021","Heterosexual / straight","Asian","Tees Valley and Durham","90","80","27220","24880"
"In post","2021","Heterosexual / straight","Asian","Unknown","130","120","30270","27570"
"In post","2021","Heterosexual / straight","Asian","West Central Scotland","190","180","29090","25560"
"In post","2021","Heterosexual / straight","Asian","West Midlands","2830","2660","27570","25710"
"In post","2021","Heterosexual / straight","Asian","West Wales and The Valleys","80","80","28430","21590"
"In post","2021","Heterosexual / straight","Asian","West Yorkshire","1390","1290","28210","27570"
"In post","2021","Heterosexual / straight","Black","Bedfordshire and Hertfordshire","190","180","31120","29290"
"In post","2021","Heterosexual / straight","Black","Berkshire, Buckinghamshire and Oxfordshire","240","240","30570","29120"
"In post","2021","Heterosexual / straight","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Derbyshire and Nottinghamshire","250","240","26840","25560"
"In post","2021","Heterosexual / straight","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","East Anglia","100","90","31760","27570"
"In post","2021","Heterosexual / straight","Black","East Wales","130","130","29500","27160"
"In post","2021","Heterosexual / straight","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Eastern Scotland","70","70","32090","27990"
"In post","2021","Heterosexual / straight","Black","Essex","210","200","29390","29290"
"In post","2021","Heterosexual / straight","Black","Gloucestershire, Wiltshire and Bath/Bristol area","450","440","32790","31370"
"In post","2021","Heterosexual / straight","Black","Greater Manchester","430","420","28770","27570"
"In post","2021","Heterosexual / straight","Black","Hampshire and Isle of Wight","150","140","28710","26670"
"In post","2021","Heterosexual / straight","Black","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Inner London - East","1880","1820","33410","31060"
"In post","2021","Heterosexual / straight","Black","Inner London - West","3660","3580","37130","33570"
"In post","2021","Heterosexual / straight","Black","Kent","160","160","31300","29290"
"In post","2021","Heterosexual / straight","Black","Lancashire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Leicestershire, Rutland and Northamptonshire","150","140","26540","24720"
"In post","2021","Heterosexual / straight","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Merseyside","90","90","28510","25040"
"In post","2021","Heterosexual / straight","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Northumberland and Tyne and Wear","100","90","26970","24910"
"In post","2021","Heterosexual / straight","Black","Outer London - East and North East","520","510","30800","31060"
"In post","2021","Heterosexual / straight","Black","Outer London - South","1400","1340","33160","30440"
"In post","2021","Heterosexual / straight","Black","Outer London - West and North West","740","710","31000","31060"
"In post","2021","Heterosexual / straight","Black","Overseas","60","60","42250","37500"
"In post","2021","Heterosexual / straight","Black","Shropshire and Staffordshire","90","90","28800","27570"
"In post","2021","Heterosexual / straight","Black","South Yorkshire","130","120","27350","25000"
"In post","2021","Heterosexual / straight","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Surrey, East and West Sussex","190","180","30830","28960"
"In post","2021","Heterosexual / straight","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Unknown","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Central Scotland","90","80","28430","27570"
"In post","2021","Heterosexual / straight","Black","West Midlands","820","780","28650","27370"
"In post","2021","Heterosexual / straight","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Yorkshire","280","260","28810","27570"
"In post","2021","Heterosexual / straight","Chinese","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Wales","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Greater Manchester","60","60","30020","25560"
"In post","2021","Heterosexual / straight","Chinese","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Inner London - East","80","80","44320","41860"
"In post","2021","Heterosexual / straight","Chinese","Inner London - West","270","260","45000","40990"
"In post","2021","Heterosexual / straight","Chinese","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Merseyside","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Outer London - South","60","50","38700","35920"
"In post","2021","Heterosexual / straight","Chinese","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","West Midlands","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Bedfordshire and Hertfordshire","110","110","31420","29290"
"In post","2021","Heterosexual / straight","Mixed","Berkshire, Buckinghamshire and Oxfordshire","130","130","31830","29290"
"In post","2021","Heterosexual / straight","Mixed","Cheshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Derbyshire and Nottinghamshire","160","150","30240","27570"
"In post","2021","Heterosexual / straight","Mixed","Devon","50","50","28240","25380"
"In post","2021","Heterosexual / straight","Mixed","Dorset and Somerset","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","East Anglia","150","140","28470","27570"
"In post","2021","Heterosexual / straight","Mixed","East Wales","220","210","32760","28850"
"In post","2021","Heterosexual / straight","Mixed","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Eastern Scotland","80","80","39410","33270"
"In post","2021","Heterosexual / straight","Mixed","Essex","80","70","31970","29290"
"In post","2021","Heterosexual / straight","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","370","360","34110","30040"
"In post","2021","Heterosexual / straight","Mixed","Greater Manchester","240","230","30160","27480"
"In post","2021","Heterosexual / straight","Mixed","Hampshire and Isle of Wight","150","140","32540","28650"
"In post","2021","Heterosexual / straight","Mixed","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Inner London - East","450","440","37930","32880"
"In post","2021","Heterosexual / straight","Mixed","Inner London - West","1590","1560","44310","40030"
"In post","2021","Heterosexual / straight","Mixed","Kent","100","90","30810","29290"
"In post","2021","Heterosexual / straight","Mixed","Lancashire","90","80","29350","27380"
"In post","2021","Heterosexual / straight","Mixed","Leicestershire, Rutland and Northamptonshire","70","60","28740","27130"
"In post","2021","Heterosexual / straight","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Merseyside","200","190","28860","25040"
"In post","2021","Heterosexual / straight","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","North Yorkshire","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Northumberland and Tyne and Wear","100","90","29080","27230"
"In post","2021","Heterosexual / straight","Mixed","Outer London - East and North East","90","90","30250","31060"
"In post","2021","Heterosexual / straight","Mixed","Outer London - South","300","280","35260","31060"
"In post","2021","Heterosexual / straight","Mixed","Outer London - West and North West","210","200","31620","31060"
"In post","2021","Heterosexual / straight","Mixed","Overseas","80","80","49220","51220"
"In post","2021","Heterosexual / straight","Mixed","Shropshire and Staffordshire","90","90","30530","27350"
"In post","2021","Heterosexual / straight","Mixed","South Yorkshire","110","100","31240","27570"
"In post","2021","Heterosexual / straight","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Surrey, East and West Sussex","140","130","31000","29290"
"In post","2021","Heterosexual / straight","Mixed","Tees Valley and Durham","70","60","27200","25790"
"In post","2021","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","West Central Scotland","80","80","30860","27000"
"In post","2021","Heterosexual / straight","Mixed","West Midlands","280","260","27980","26560"
"In post","2021","Heterosexual / straight","Mixed","West Wales and The Valleys","80","70","27500","24470"
"In post","2021","Heterosexual / straight","Mixed","West Yorkshire","210","190","31650","27570"
"In post","2021","Heterosexual / straight","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","East Anglia","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","East Wales","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","32790","28650"
"In post","2021","Heterosexual / straight","Other ethnicity","Greater Manchester","50","50","31210","27570"
"In post","2021","Heterosexual / straight","Other ethnicity","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Inner London - East","170","160","40740","34320"
"In post","2021","Heterosexual / straight","Other ethnicity","Inner London - West","530","510","43410","37640"
"In post","2021","Heterosexual / straight","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Merseyside","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Outer London - East and North East","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Outer London - South","80","70","35320","30530"
"In post","2021","Heterosexual / straight","Other ethnicity","Outer London - West and North West","90","90","32860","31060"
"In post","2021","Heterosexual / straight","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Surrey, East and West Sussex","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","West Midlands","100","90","29110","26120"
"In post","2021","Heterosexual / straight","Other ethnicity","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Other ethnicity","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","70","70","32730","29290"
"In post","2021","Heterosexual / straight","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Derbyshire and Nottinghamshire","60","60","27450","27570"
"In post","2021","Heterosexual / straight","Undeclared","Devon","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","East Anglia","60","60","27670","27570"
"In post","2021","Heterosexual / straight","Undeclared","East Wales","100","90","32310","30280"
"In post","2021","Heterosexual / straight","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Eastern Scotland","110","100","34840","33650"
"In post","2021","Heterosexual / straight","Undeclared","Essex","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","35210","33090"
"In post","2021","Heterosexual / straight","Undeclared","Greater Manchester","90","90","29430","27570"
"In post","2021","Heterosexual / straight","Undeclared","Hampshire and Isle of Wight","80","70","32520","27570"
"In post","2021","Heterosexual / straight","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Inner London - East","180","160","35820","31060"
"In post","2021","Heterosexual / straight","Undeclared","Inner London - West","420","410","44120","39000"
"In post","2021","Heterosexual / straight","Undeclared","Kent","70","60","29390","27380"
"In post","2021","Heterosexual / straight","Undeclared","Lancashire","60","50","28580","27570"
"In post","2021","Heterosexual / straight","Undeclared","Leicestershire, Rutland and Northamptonshire","50","50","26270","26910"
"In post","2021","Heterosexual / straight","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Merseyside","90","80","28390","25040"
"In post","2021","Heterosexual / straight","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Northumberland and Tyne and Wear","80","70","27370","25560"
"In post","2021","Heterosexual / straight","Undeclared","Outer London - East and North East","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Outer London - South","130","120","35090","31180"
"In post","2021","Heterosexual / straight","Undeclared","Outer London - West and North West","120","110","30950","29490"
"In post","2021","Heterosexual / straight","Undeclared","Overseas","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","South Yorkshire","70","60","30350","27570"
"In post","2021","Heterosexual / straight","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Surrey, East and West Sussex","60","60","31080","27960"
"In post","2021","Heterosexual / straight","Undeclared","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","West Central Scotland","110","100","31520","30930"
"In post","2021","Heterosexual / straight","Undeclared","West Midlands","150","140","27330","26560"
"In post","2021","Heterosexual / straight","Undeclared","West Wales and The Valleys","110","100","26520","25650"
"In post","2021","Heterosexual / straight","Undeclared","West Yorkshire","100","90","28840","26300"
"In post","2021","Heterosexual / straight","Unknown","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Berkshire, Buckinghamshire and Oxfordshire","60","60","32770","31190"
"In post","2021","Heterosexual / straight","Unknown","Cheshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Derbyshire and Nottinghamshire","110","100","31010","27380"
"In post","2021","Heterosexual / straight","Unknown","Devon","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Dorset and Somerset","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","East Anglia","100","90","30740","27570"
"In post","2021","Heterosexual / straight","Unknown","East Wales","140","130","29800","26800"
"In post","2021","Heterosexual / straight","Unknown","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Eastern Scotland","100","90","32670","27570"
"In post","2021","Heterosexual / straight","Unknown","Essex","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","34500","31020"
"In post","2021","Heterosexual / straight","Unknown","Greater Manchester","110","100","32020","30870"
"In post","2021","Heterosexual / straight","Unknown","Hampshire and Isle of Wight","80","70","27640","25400"
"In post","2021","Heterosexual / straight","Unknown","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Inner London - East","140","130","45260","36720"
"In post","2021","Heterosexual / straight","Unknown","Inner London - West","420","410","46740","40950"
"In post","2021","Heterosexual / straight","Unknown","Kent","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Lancashire","100","90","26910","26060"
"In post","2021","Heterosexual / straight","Unknown","Leicestershire, Rutland and Northamptonshire","50","50","27440","26800"
"In post","2021","Heterosexual / straight","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Merseyside","150","140","31120","27570"
"In post","2021","Heterosexual / straight","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Northumberland and Tyne and Wear","180","150","27820","21950"
"In post","2021","Heterosexual / straight","Unknown","Outer London - East and North East","60","50","31400","31060"
"In post","2021","Heterosexual / straight","Unknown","Outer London - South","60","50","42440","35050"
"In post","2021","Heterosexual / straight","Unknown","Outer London - West and North West","70","70","32540","31060"
"In post","2021","Heterosexual / straight","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Shropshire and Staffordshire","60","60","30320","26810"
"In post","2021","Heterosexual / straight","Unknown","South Yorkshire","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Southern Scotland","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Surrey, East and West Sussex","70","70","31180","29810"
"In post","2021","Heterosexual / straight","Unknown","Tees Valley and Durham","60","50","26350","25400"
"In post","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","West Central Scotland","100","90","29600","26160"
"In post","2021","Heterosexual / straight","Unknown","West Midlands","150","130","31360","27570"
"In post","2021","Heterosexual / straight","Unknown","West Wales and The Valleys","120","110","29010","21590"
"In post","2021","Heterosexual / straight","Unknown","West Yorkshire","130","120","29870","27570"
"In post","2021","Heterosexual / straight","White","Bedfordshire and Hertfordshire","2360","2220","33000","29670"
