"Status","Year","Disability","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","East Merseyside","North West (England)","170","150","27140","27570"
"In post","2021","Declared disabled","East Riding of Yorkshire","Yorkshire and The Humber","170","160","28010","26930"
"In post","2021","Declared disabled","East Surrey","South East (England)","90","80","31710","31060"
"In post","2021","Declared disabled","East Sussex CC","South East (England)","280","240","25640","26120"
"In post","2021","Declared disabled","Enfield","London","60","50","31500","31060"
"In post","2021","Declared disabled","Essex Haven Gateway","East of England","140","130","32570","29290"
"In post","2021","Declared disabled","Essex Thames Gateway","East of England","180","160","27370","29050"
"In post","2021","Declared disabled","Falkirk","Scotland","180","160","27740","27570"
"In post","2021","Declared disabled","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","Wales","220","190","27590","26780"
"In post","2021","Declared disabled","Glasgow City","Scotland","1180","1080","28920","26160"
"In post","2021","Declared disabled","Gloucestershire","South West (England)","160","140","27410","27570"
"In post","2021","Declared disabled","Greater Manchester North East","North West (England)","170","160","27520","27570"
"In post","2021","Declared disabled","Greater Manchester North West","North West (England)","290","250","24570","21590"
"In post","2021","Declared disabled","Greater Manchester South East","North West (England)","180","170","25630","21630"
"In post","2021","Declared disabled","Greater Manchester South West","North West (England)","560","520","29720","27570"
"In post","2021","Declared disabled","Gwent Valleys","Wales","170","150","26090","27570"
"In post","2021","Declared disabled","Gwynedd","Wales","90","80","23900","21010"
"In post","2021","Declared disabled","Hackney and Newham","London","440","400","32960","31060"
"In post","2021","Declared disabled","Haringey and Islington","London","180","170","32360","31060"
"In post","2021","Declared disabled","Harrow and Hillingdon","London","360","310","31360","30410"
"In post","2021","Declared disabled","Hartlepool and Stockton-on-Tees","North East (England)","230","200","26900","27570"
"In post","2021","Declared disabled","Heart of Essex","East of England","120","110","31730","29290"
"In post","2021","Declared disabled","Herefordshire, County of","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Hertfordshire","East of England","280","260","32730","30000"
"In post","2021","Declared disabled","Hounslow and Richmond upon Thames","London","260","240","31750","31060"
"In post","2021","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","110","90","28810","27570"
"In post","2021","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","110","100","28640","27570"
"In post","2021","Declared disabled","Isle of Anglesey","Wales","30","30","[c]","[c]"
"In post","2021","Declared disabled","Isle of Wight","South East (England)","120","110","27360","26680"
"In post","2021","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","London","80","80","31750","31060"
"In post","2021","Declared disabled","Kent Thames Gateway","South East (England)","180","170","29790","29290"
"In post","2021","Declared disabled","Kingston upon Hull, City of","Yorkshire and The Humber","250","210","26740","27130"
"In post","2021","Declared disabled","Lambeth","London","270","250","36890","32090"
"In post","2021","Declared disabled","Lancaster and Wyre","North West (England)","120","110","27690","26780"
"In post","2021","Declared disabled","Leeds","Yorkshire and The Humber","1100","1020","31970","27570"
"In post","2021","Declared disabled","Leicester","East Midlands (England)","300","270","25450","22350"
"In post","2021","Declared disabled","Leicestershire CC and Rutland","East Midlands (England)","200","180","28540","26850"
"In post","2021","Declared disabled","Lewisham and Southwark","London","170","160","32700","31060"
"In post","2021","Declared disabled","Lincolnshire","East Midlands (England)","390","360","28200","27570"
"In post","2021","Declared disabled","Lisburn and Castlereagh","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Declared disabled","Liverpool","North West (England)","1080","970","28590","25560"
"In post","2021","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Luton","East of England","80","70","26210","27370"
"In post","2021","Declared disabled","Manchester","North West (England)","950","880","32190","28130"
"In post","2021","Declared disabled","Medway","South East (England)","160","150","31190","29290"
"In post","2021","Declared disabled","Merton, Kingston upon Thames and Sutton","London","70","60","30370","31060"
"In post","2021","Declared disabled","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mid Kent","South East (England)","110","100","29540","29290"
"In post","2021","Declared disabled","Mid Lancashire","North West (England)","770","680","26510","24920"
"In post","2021","Declared disabled","Milton Keynes","South East (England)","210","200","30500","27570"
"In post","2021","Declared disabled","Monmouthshire and Newport","Wales","440","410","32240","29540"
"In post","2021","Declared disabled","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North and North East Lincolnshire","Yorkshire and The Humber","90","80","25980","27570"
"In post","2021","Declared disabled","North and West Norfolk","East of England","110","100","28630","27570"
"In post","2021","Declared disabled","North Hampshire","South East (England)","120","110","28910","27570"
"In post","2021","Declared disabled","North Lanarkshire","Scotland","280","230","25410","21440"
"In post","2021","Declared disabled","North Northamptonshire","East Midlands (England)","90","80","25410","27570"
"In post","2021","Declared disabled","North Nottinghamshire","East Midlands (England)","140","130","28400","27570"
"In post","2021","Declared disabled","North Yorkshire CC","Yorkshire and The Humber","180","170","28620","27570"
"In post","2021","Declared disabled","Northumberland","North East (England)","50","50","28210","27570"
"In post","2021","Declared disabled","Norwich and East Norfolk","East of England","230","200","28290","27570"
"In post","2021","Declared disabled","Nottingham","East Midlands (England)","910","840","30340","27570"
"In post","2021","Declared disabled","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","220","220","48160","45750"
"In post","2021","Declared disabled","Oxfordshire","South East (England)","280","260","31790","29530"
"In post","2021","Declared disabled","Perth and Kinross and Stirling","Scotland","130","120","31310","30930"
"In post","2021","Declared disabled","Peterborough","East of England","210","190","27580","25310"
"In post","2021","Declared disabled","Plymouth","South West (England)","320","290","28680","27570"
"In post","2021","Declared disabled","Portsmouth","South East (England)","430","390","28780","27320"
"In post","2021","Declared disabled","Powys","Wales","50","40","[c]","[c]"
"In post","2021","Declared disabled","Redbridge and Waltham Forest","London","150","130","28740","30330"
"In post","2021","Declared disabled","Sandwell","West Midlands (England)","60","60","27790","27570"
"In post","2021","Declared disabled","Scottish Borders","Scotland","40","40","[c]","[c]"
"In post","2021","Declared disabled","Sefton","North West (England)","640","570","28400","25560"
"In post","2021","Declared disabled","Sheffield","Yorkshire and The Humber","820","730","31700","27570"
"In post","2021","Declared disabled","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire CC","West Midlands (England)","140","130","28800","27570"
"In post","2021","Declared disabled","Solihull","West Midlands (England)","120","110","28180","27570"
"In post","2021","Declared disabled","Somerset","South West (England)","240","210","29600","27570"
"In post","2021","Declared disabled","South and West Derbyshire","East Midlands (England)","150","130","31600","27570"
"In post","2021","Declared disabled","South Ayrshire","Scotland","30","30","[c]","[c]"
"In post","2021","Declared disabled","South Hampshire","South East (England)","430","360","29830","27570"
"In post","2021","Declared disabled","South Lanarkshire","Scotland","320","280","29820","26120"
"In post","2021","Declared disabled","South Nottinghamshire","East Midlands (England)","110","100","30910","27570"
"In post","2021","Declared disabled","South Teesside","North East (England)","220","190","26110","27570"
"In post","2021","Declared disabled","South West Wales","Wales","160","150","27980","27570"
"In post","2021","Declared disabled","Southampton","South East (England)","150","130","28970","27570"
"In post","2021","Declared disabled","Southend-on-Sea","East of England","170","160","30820","29290"
"In post","2021","Declared disabled","Staffordshire CC","West Midlands (England)","470","440","30100","27570"
"In post","2021","Declared disabled","Stoke-on-Trent","West Midlands (England)","220","200","25200","21170"
"In post","2021","Declared disabled","Suffolk","East of England","410","380","27970","27570"
"In post","2021","Declared disabled","Sunderland","North East (England)","530","440","25210","21440"
"In post","2021","Declared disabled","Swansea","Wales","950","800","24940","21590"
"In post","2021","Declared disabled","Swindon","South West (England)","70","70","29790","27570"
"In post","2021","Declared disabled","Telford and Wrekin","West Midlands (England)","240","220","31740","27570"
"In post","2021","Declared disabled","Thurrock","East of England","30","30","[c]","[c]"
"In post","2021","Declared disabled","Torbay","South West (England)","60","50","25770","27570"
"In post","2021","Declared disabled","Tower Hamlets","London","520","500","45780","40600"
"In post","2021","Declared disabled","Tyneside","North East (England)","1740","1540","27290","25560"
"In post","2021","Declared disabled","Unknown","Unknown","190","180","31390","27570"
"In post","2021","Declared disabled","Wakefield","Yorkshire and The Humber","170","160","31280","27570"
"In post","2021","Declared disabled","Walsall","West Midlands (England)","90","70","25140","27570"
"In post","2021","Declared disabled","Wandsworth","London","100","100","31720","31880"
"In post","2021","Declared disabled","Warrington","North West (England)","230","210","29820","27570"
"In post","2021","Declared disabled","Warwickshire","West Midlands (England)","170","150","26090","24660"
"In post","2021","Declared disabled","West Cumbria","North West (England)","140","120","27570","25230"
"In post","2021","Declared disabled","West Essex","East of England","70","60","29780","27850"
"In post","2021","Declared disabled","West Kent","South East (England)","60","60","33370","29290"
"In post","2021","Declared disabled","West Lothian","Scotland","50","40","[c]","[c]"
"In post","2021","Declared disabled","West Northamptonshire","East Midlands (England)","140","130","25290","22920"
"In post","2021","Declared disabled","West Surrey","South East (England)","230","210","31160","29290"
"In post","2021","Declared disabled","West Sussex (North East)","South East (England)","90","80","31020","27700"
"In post","2021","Declared disabled","West Sussex (South West)","South East (England)","160","140","29470","27570"
"In post","2021","Declared disabled","Westminster","London","4700","4560","45830","40650"
"In post","2021","Declared disabled","Wiltshire","South West (England)","750","710","34530","33240"
"In post","2021","Declared disabled","Wirral","North West (England)","380","330","25160","22350"
"In post","2021","Declared disabled","Wolverhampton","West Midlands (England)","150","130","25280","27570"
"In post","2021","Declared disabled","Worcestershire","West Midlands (England)","240","220","28780","27570"
"In post","2021","Declared disabled","York","Yorkshire and The Humber","280","260","35070","30610"
"In post","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","Scotland","1050","990","38600","31060"
"In post","2021","Declared non-disabled","Angus and Dundee City","Scotland","1170","1070","26700","23120"
"In post","2021","Declared non-disabled","Antrim and Newtownabbey","Northern Ireland","130","130","25420","20310"
"In post","2021","Declared non-disabled","Ards and North Down","Northern Ireland","140","130","27100","21590"
"In post","2021","Declared non-disabled","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Barking & Dagenham and Havering","London","440","400","30540","31060"
"In post","2021","Declared non-disabled","Barnet","London","1090","1030","36960","32330"
"In post","2021","Declared non-disabled","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","2140","1890","27150","27370"
"In post","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","9550","9170","37790","34210"
"In post","2021","Declared non-disabled","Bedford","East of England","570","540","30750","28610"
"In post","2021","Declared non-disabled","Belfast","Northern Ireland","1650","1540","29760","25560"
"In post","2021","Declared non-disabled","Berkshire","South East (England)","1870","1780","34490","30110"
"In post","2021","Declared non-disabled","Bexley and Greenwich","London","1150","1090","32200","31060"
"In post","2021","Declared non-disabled","Birmingham","West Midlands (England)","7400","6860","31560","27570"
"In post","2021","Declared non-disabled","Blackburn with Darwen","North West (England)","370","330","26840","27570"
"In post","2021","Declared non-disabled","Blackpool","North West (England)","3930","3600","29310","27570"
"In post","2021","Declared non-disabled","Bournemouth and Poole","South West (England)","520","470","27060","27570"
"In post","2021","Declared non-disabled","Bradford","Yorkshire and The Humber","2020","1790","27920","25560"
"In post","2021","Declared non-disabled","Breckland and South Norfolk","East of England","390","370","28390","26750"
"In post","2021","Declared non-disabled","Brent","London","440","410","31350","31060"
"In post","2021","Declared non-disabled","Bridgend and Neath Port Talbot","Wales","510","450","26590","27570"
"In post","2021","Declared non-disabled","Brighton and Hove","South East (England)","460","410","31130","27570"
"In post","2021","Declared non-disabled","Bristol, City of","South West (England)","4500","4190","36590","31810"
"In post","2021","Declared non-disabled","Bromley","London","340","310","29090","31060"
"In post","2021","Declared non-disabled","Buckinghamshire CC","South East (England)","1150","1100","32190","29530"
"In post","2021","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","Scotland","160","150","29480","27570"
"In post","2021","Declared non-disabled","Calderdale and Kirklees","Yorkshire and The Humber","740","650","27290","27570"
"In post","2021","Declared non-disabled","Cambridgeshire CC","East of England","2210","2110","34110","31220"
"In post","2021","Declared non-disabled","Camden and City of London","London","2270","2170","38500","32520"
"In post","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","Wales","8230","7710","34390","28850"
"In post","2021","Declared non-disabled","Causeway Coast and Glens","Northern Ireland","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Central Bedfordshire","East of England","320","300","29870","27570"
"In post","2021","Declared non-disabled","Central Hampshire","South East (England)","2810","2700","36070","33300"
"In post","2021","Declared non-disabled","Central Valleys","Wales","1370","1270","35080","28850"
"In post","2021","Declared non-disabled","Cheshire East","North West (England)","540","500","30380","27570"
"In post","2021","Declared non-disabled","Cheshire West and Chester","North West (England)","330","310","25960","26470"
"In post","2021","Declared non-disabled","Chorley and West Lancashire","North West (England)","820","760","29910","27570"
"In post","2021","Declared non-disabled","City of Edinburgh","Scotland","6370","6090","39590","34190"
"In post","2021","Declared non-disabled","Clackmannanshire and Fife","Scotland","680","620","29450","27570"
"In post","2021","Declared non-disabled","Conwy and Denbighshire","Wales","550","510","35610","33300"
"In post","2021","Declared non-disabled","Cornwall and Isles of Scilly","South West (England)","1180","1080","26500","26670"
"In post","2021","Declared non-disabled","Coventry","West Midlands (England)","1750","1660","37320","33030"
"In post","2021","Declared non-disabled","Croydon","London","6920","6560","38780","35070"
"In post","2021","Declared non-disabled","Darlington","North East (England)","700","660","35870","32300"
"In post","2021","Declared non-disabled","Derby","East Midlands (England)","740","650","26750","23840"
"In post","2021","Declared non-disabled","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Devon CC","South West (England)","4360","4010","32710","27870"
"In post","2021","Declared non-disabled","Dorset CC","South West (England)","1410","1320","29080","27130"
"In post","2021","Declared non-disabled","Dudley","West Midlands (England)","860","730","25130","26120"
"In post","2021","Declared non-disabled","Dumfries and Galloway","Scotland","320","290","29530","27570"
"In post","2021","Declared non-disabled","Durham CC","North East (England)","3780","3380","27370","25560"
"In post","2021","Declared non-disabled","Ealing","London","360","340","31330","31060"
"In post","2021","Declared non-disabled","East Ayrshire and North Ayrshire mainland","Scotland","710","640","26830","26600"
"In post","2021","Declared non-disabled","East Cumbria","North West (England)","740","670","27140","24920"
"In post","2021","Declared non-disabled","East Derbyshire","East Midlands (England)","290","240","27060","27570"
"In post","2021","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","1410","1330","30330","27570"
"In post","2021","Declared non-disabled","East Kent","South East (England)","3110","2860","28100","26670"
"In post","2021","Declared non-disabled","East Lancashire","North West (England)","350","310","25910","27570"
"In post","2021","Declared non-disabled","East Lothian and Midlothian","Scotland","70","70","28190","27570"
"In post","2021","Declared non-disabled","East Merseyside","North West (England)","770","690","27550","27570"
"In post","2021","Declared non-disabled","East Riding of Yorkshire","Yorkshire and The Humber","1310","1240","28680","26810"
"In post","2021","Declared non-disabled","East Surrey","South East (England)","620","590","34330","33590"
"In post","2021","Declared non-disabled","East Sussex CC","South East (England)","1470","1320","26980","27570"
"In post","2021","Declared non-disabled","Enfield","London","270","250","30110","31060"
"In post","2021","Declared non-disabled","Essex Haven Gateway","East of England","820","780","31930","29290"
"In post","2021","Declared non-disabled","Essex Thames Gateway","East of England","680","610","27920","29050"
"In post","2021","Declared non-disabled","Falkirk","Scotland","1010","870","26050","22220"
"In post","2021","Declared non-disabled","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","Wales","1520","1430","27880","26120"
"In post","2021","Declared non-disabled","Glasgow City","Scotland","7240","6740","31690","27570"
"In post","2021","Declared non-disabled","Gloucestershire","South West (England)","950","850","29610","27570"
"In post","2021","Declared non-disabled","Greater Manchester North East","North West (England)","840","780","27650","27570"
"In post","2021","Declared non-disabled","Greater Manchester North West","North West (England)","1470","1320","25400","24440"
"In post","2021","Declared non-disabled","Greater Manchester South East","North West (England)","1030","940","25550","22080"
"In post","2021","Declared non-disabled","Greater Manchester South West","North West (England)","3700","3490","31370","27570"
"In post","2021","Declared non-disabled","Gwent Valleys","Wales","830","760","28980","27570"
"In post","2021","Declared non-disabled","Gwynedd","Wales","590","540","25250","21050"
"In post","2021","Declared non-disabled","Hackney and Newham","London","2050","1900","34530","31060"
"In post","2021","Declared non-disabled","Haringey and Islington","London","920","870","31590","31060"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","London","2620","2360","31250","29380"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","North East (England)","1070","970","27070","27380"
"In post","2021","Declared non-disabled","Heart of Essex","East of England","760","710","32610","29310"
"In post","2021","Declared non-disabled","Herefordshire, County of","West Midlands (England)","290","280","27450","26670"
"In post","2021","Declared non-disabled","Hertfordshire","East of England","1840","1720","34560","30750"
"In post","2021","Declared non-disabled","Hounslow and Richmond upon Thames","London","1990","1880","32570","31060"
"In post","2021","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","600","550","29250","27570"
"In post","2021","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","770","730","29150","27570"
"In post","2021","Declared non-disabled","Isle of Anglesey","Wales","170","160","28310","26670"
"In post","2021","Declared non-disabled","Isle of Wight","South East (England)","540","500","26760","25830"
"In post","2021","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","London","600","580","32700","31060"
"In post","2021","Declared non-disabled","Kent Thames Gateway","South East (England)","1010","960","30520","30400"
"In post","2021","Declared non-disabled","Kingston upon Hull, City of","Yorkshire and The Humber","1400","1260","28170","27350"
"In post","2021","Declared non-disabled","Lambeth","London","2460","2310","43690","38890"
"In post","2021","Declared non-disabled","Lancaster and Wyre","North West (England)","720","670","29190","26780"
"In post","2021","Declared non-disabled","Leeds","Yorkshire and The Humber","7190","6710","33550","29650"
"In post","2021","Declared non-disabled","Leicester","East Midlands (England)","1750","1570","27460","27130"
"In post","2021","Declared non-disabled","Leicestershire CC and Rutland","East Midlands (England)","1380","1290","29250","26810"
"In post","2021","Declared non-disabled","Lewisham and Southwark","London","980","940","33200","31060"
"In post","2021","Declared non-disabled","Lincolnshire","East Midlands (England)","1970","1860","28080","26750"
"In post","2021","Declared non-disabled","Lisburn and Castlereagh","Northern Ireland","280","260","27700","24890"
"In post","2021","Declared non-disabled","Liverpool","North West (England)","7230","6680","28680","25040"
"In post","2021","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","250","240","28970","27570"
"In post","2021","Declared non-disabled","Luton","East of England","410","350","26540","27190"
"In post","2021","Declared non-disabled","Manchester","North West (England)","6070","5760","34540","30200"
"In post","2021","Declared non-disabled","Medway","South East (England)","920","880","30780","29370"
"In post","2021","Declared non-disabled","Merton, Kingston upon Thames and Sutton","London","450","420","30850","31060"
"In post","2021","Declared non-disabled","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mid Kent","South East (England)","640","600","30150","29290"
"In post","2021","Declared non-disabled","Mid Lancashire","North West (England)","3600","3230","28100","25560"
"In post","2021","Declared non-disabled","Milton Keynes","South East (England)","1620","1550","33330","29040"
"In post","2021","Declared non-disabled","Monmouthshire and Newport","Wales","3340","3080","35040","30170"
"In post","2021","Declared non-disabled","Na h-Eileanan Siar","Scotland","140","130","26010","22230"
"In post","2021","Declared non-disabled","Newry, Mourne and Down","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","North and North East Lincolnshire","Yorkshire and The Humber","630","550","25970","26750"
"In post","2021","Declared non-disabled","North and West Norfolk","East of England","700","650","27930","27260"
"In post","2021","Declared non-disabled","North Hampshire","South East (England)","720","680","32610","27570"
"In post","2021","Declared non-disabled","North Lanarkshire","Scotland","1680","1460","25950","21440"
"In post","2021","Declared non-disabled","North Northamptonshire","East Midlands (England)","350","310","25790","27570"
"In post","2021","Declared non-disabled","North Nottinghamshire","East Midlands (England)","660","620","29540","27570"
"In post","2021","Declared non-disabled","North Yorkshire CC","Yorkshire and The Humber","1380","1310","29670","27570"
"In post","2021","Declared non-disabled","Northumberland","North East (England)","300","260","28390","27570"
"In post","2021","Declared non-disabled","Norwich and East Norfolk","East of England","1250","1120","28800","27570"
"In post","2021","Declared non-disabled","Nottingham","East Midlands (England)","4970","4630","32880","28130"
"In post","2021","Declared non-disabled","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Overseas","2570","2560","49430","47490"
"In post","2021","Declared non-disabled","Oxfordshire","South East (England)","1760","1660","30950","28050"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Scotland","470","440","30480","27570"
"In post","2021","Declared non-disabled","Peterborough","East of England","1210","1080","28060","25580"
"In post","2021","Declared non-disabled","Plymouth","South West (England)","1990","1840","32100","27570"
"In post","2021","Declared non-disabled","Portsmouth","South East (England)","2560","2390","31190","27570"
"In post","2021","Declared non-disabled","Powys","Wales","420","390","29240","27570"
"In post","2021","Declared non-disabled","Redbridge and Waltham Forest","London","760","690","29290","31060"
"In post","2021","Declared non-disabled","Sandwell","West Midlands (England)","340","310","27180","27570"
"In post","2021","Declared non-disabled","Scottish Borders","Scotland","270","250","30400","27570"
"In post","2021","Declared non-disabled","Sefton","North West (England)","3980","3630","29980","27280"
"In post","2021","Declared non-disabled","Sheffield","Yorkshire and The Humber","5130","4720","33370","29360"
"In post","2021","Declared non-disabled","Shetland Islands","Scotland","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","West Midlands (England)","840","800","29010","27570"
"In post","2021","Declared non-disabled","Solihull","West Midlands (England)","870","800","28790","26160"
"In post","2021","Declared non-disabled","Somerset","South West (England)","1610","1500","30700","27570"
"In post","2021","Declared non-disabled","South and West Derbyshire","East Midlands (England)","850","770","33350","27570"
"In post","2021","Declared non-disabled","South Ayrshire","Scotland","210","190","28660","27570"
"In post","2021","Declared non-disabled","South Hampshire","South East (England)","2230","1960","30920","27570"
"In post","2021","Declared non-disabled","South Lanarkshire","Scotland","1980","1770","31810","27570"
"In post","2021","Declared non-disabled","South Nottinghamshire","East Midlands (England)","550","510","30780","27570"
"In post","2021","Declared non-disabled","South Teesside","North East (England)","800","720","26740","25670"
"In post","2021","Declared non-disabled","South West Wales","Wales","1140","1050","30910","27570"
"In post","2021","Declared non-disabled","Southampton","South East (England)","920","840","33640","27570"
