"Status","Year","Region_ITL2","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Lincolnshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Ministry of Defence","110","110","27620","21170"
"In post","2021","Lincolnshire","Unknown","Ministry of Justice","60","60","23270","21500"
"In post","2021","Lincolnshire","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Department for Work and Pensions","830","710","26980","27570"
"In post","2021","Merseyside","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","HM Revenue and Customs","490","440","29620","25560"
"In post","2021","Merseyside","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Home Office","510","460","25810","24890"
"In post","2021","Merseyside","Declared disabled","Ministry of Defence","60","50","25280","22080"
"In post","2021","Merseyside","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Ministry of Justice","250","220","27160","23840"
"In post","2021","Merseyside","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Attorney General's Departments","240","230","38500","30930"
"In post","2021","Merseyside","Declared non-disabled","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Charity Commission","160","150","32980","29160"
"In post","2021","Merseyside","Declared non-disabled","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Department for Transport","90","90","31570","26780"
"In post","2021","Merseyside","Declared non-disabled","Department for Work and Pensions","3420","3020","28770","27570"
"In post","2021","Merseyside","Declared non-disabled","Department of Health and Social Care","70","60","41340","37470"
"In post","2021","Merseyside","Declared non-disabled","HM Land Registry","260","220","31610","27130"
"In post","2021","Merseyside","Declared non-disabled","HM Revenue and Customs","2820","2590","31050","27650"
"In post","2021","Merseyside","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Home Office","4720","4340","26040","24890"
"In post","2021","Merseyside","Declared non-disabled","Ministry of Defence","230","220","27320","22080"
"In post","2021","Merseyside","Declared non-disabled","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Ministry of Justice","1200","1100","27990","24920"
"In post","2021","Merseyside","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Other Cabinet Office Agencies","110","110","40100","35290"
"In post","2021","Merseyside","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Department for Work and Pensions","190","170","31560","27570"
"In post","2021","Merseyside","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","HM Revenue and Customs","220","200","31250","28130"
"In post","2021","Merseyside","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Home Office","180","160","27190","25040"
"In post","2021","Merseyside","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Ministry of Justice","200","180","28400","27380"
"In post","2021","Merseyside","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Attorney General's Departments","80","80","34080","29280"
"In post","2021","Merseyside","Unknown","Cabinet Office","80","80","50490","49700"
"In post","2021","Merseyside","Unknown","Charity Commission","130","120","32520","29160"
"In post","2021","Merseyside","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Department for Work and Pensions","130","120","27180","27570"
"In post","2021","Merseyside","Unknown","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Merseyside","Unknown","HM Land Registry","180","170","26500","22350"
"In post","2021","Merseyside","Unknown","HM Revenue and Customs","1610","1460","25860","21440"
"In post","2021","Merseyside","Unknown","Home Office","180","170","25910","21430"
"In post","2021","Merseyside","Unknown","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Merseyside","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Ministry of Justice","120","120","23030","22850"
"In post","2021","Merseyside","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Other Cabinet Office Agencies","260","260","37280","34800"
"In post","2021","North Eastern Scotland","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Department for Work and Pensions","50","50","30950","27570"
"In post","2021","North Eastern Scotland","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Scottish Government","60","50","35350","33640"
"In post","2021","North Eastern Scotland","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Department for Business, Energy and Industrial Strategy","110","100","47410","41420"
"In post","2021","North Eastern Scotland","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Department for Transport","60","50","32710","27230"
"In post","2021","North Eastern Scotland","Declared non-disabled","Department for Work and Pensions","290","260","42330","27570"
"In post","2021","North Eastern Scotland","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Home Office","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Ministry of Defence","60","60","38510","44070"
"In post","2021","North Eastern Scotland","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Scottish Government","480","460","35970","32140"
"In post","2021","North Eastern Scotland","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Scottish Government","570","530","31280","29190"
"In post","2021","North Yorkshire","Declared disabled","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Cabinet Office","30","30","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Department for Environment, Food and Rural Affairs","90","90","33240","30580"
"In post","2021","North Yorkshire","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Department for Work and Pensions","90","80","28830","27570"
"In post","2021","North Yorkshire","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Ministry of Defence","110","100","27180","21830"
"In post","2021","North Yorkshire","Declared disabled","Ministry of Justice","60","50","30360","28200"
"In post","2021","North Yorkshire","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Attorney General's Departments","230","210","48770","54770"
"In post","2021","North Yorkshire","Declared non-disabled","Cabinet Office","200","190","30750","30600"
"In post","2021","North Yorkshire","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Department for Environment, Food and Rural Affairs","710","690","34990","30230"
"In post","2021","North Yorkshire","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Department for Work and Pensions","450","410","30150","27570"
"In post","2021","North Yorkshire","Declared non-disabled","Department of Health and Social Care","70","60","44990","37480"
"In post","2021","North Yorkshire","Declared non-disabled","Food Standards Agency","170","160","38710","35730"
"In post","2021","North Yorkshire","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Ministry of Defence","1050","1010","29070","26670"
"In post","2021","North Yorkshire","Declared non-disabled","Ministry of Justice","280","250","29130","25600"
"In post","2021","North Yorkshire","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Office for Standards in Education","110","110","65060","70500"
"In post","2021","North Yorkshire","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Food Standards Agency","80","80","36190","37350"
"In post","2021","North Yorkshire","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Ministry of Defence","120","110","28530","26350"
"In post","2021","North Yorkshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Attorney General's Departments","50","50","39050","30130"
"In post","2021","North Yorkshire","Unknown","Cabinet Office","190","180","27950","23850"
"In post","2021","North Yorkshire","Unknown","Department for Environment, Food and Rural Affairs","80","80","35750","31330"
"In post","2021","North Yorkshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Ministry of Defence","220","210","29470","26670"
"In post","2021","North Yorkshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","HM Revenue and Customs","180","170","28210","25560"
"In post","2021","Northern Ireland","Declared disabled","Home Office","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Ministry of Defence","80","80","24140","21770"
"In post","2021","Northern Ireland","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Food Standards Agency","50","40","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","HM Revenue and Customs","1110","1030","30410","28130"
"In post","2021","Northern Ireland","Declared non-disabled","Home Office","420","380","25070","24890"
"In post","2021","Northern Ireland","Declared non-disabled","Ministry of Defence","610","590","24550","20790"
"In post","2021","Northern Ireland","Declared non-disabled","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Northern Ireland Office","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","HM Revenue and Customs","90","80","28210","25560"
"In post","2021","Northern Ireland","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","Ministry of Defence","60","60","23360","21290"
"In post","2021","Northern Ireland","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","HM Revenue and Customs","620","580","25240","21440"
"In post","2021","Northern Ireland","Unknown","Home Office","50","50","25590","24880"
"In post","2021","Northern Ireland","Unknown","Ministry of Defence","170","170","23830","20310"
"In post","2021","Northern Ireland","Unknown","National Crime Agency","70","70","40360","40210"
"In post","2021","Northern Ireland","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Cabinet Office","60","50","28220","23850"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department for Work and Pensions","1070","920","26170","27570"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","HM Revenue and Customs","850","730","26840","21440"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Ministry of Justice","180","170","25990","22900"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Attorney General's Departments","160","150","39560","34050"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Cabinet Office","260","240","28550","24570"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department for Business, Energy and Industrial Strategy","80","70","31260","26920"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department for Education","60","60","39730","36960"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department for Environment, Food and Rural Affairs","440","410","31700","26620"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department for Transport","230","200","27620","26700"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department for Work and Pensions","5660","5020","28100","27570"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Department of Health and Social Care","90","80","44540","38020"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","HM Revenue and Customs","5810","5180","29310","25560"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Home Office","200","190","27770","25400"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Ministry of Defence","130","130","24850","21230"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Ministry of Housing, Communities and Local Government","50","50","40230","36340"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Ministry of Justice","750","680","26360","22920"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Department for Work and Pensions","300","280","29190","27570"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","HM Revenue and Customs","450","400","29010","25560"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Ministry of Justice","80","70","25590","21170"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Attorney General's Departments","50","50","35080","30130"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Cabinet Office","60","50","30180","28000"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Department for Business, Energy and Industrial Strategy","100","100","30390","30950"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Department for Transport","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Department for Work and Pensions","260","250","29600","27570"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","HM Revenue and Customs","3370","2970","25640","21440"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Ministry of Justice","50","50","21620","18890"
"In post","2021","Northumberland and Tyne and Wear","Unknown","National Crime Agency","70","70","34430","34140"
"In post","2021","Outer London - East and North East","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared disabled","Department for Work and Pensions","290","260","30220","31060"
"In post","2021","Outer London - East and North East","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared disabled","Ministry of Justice","160","150","30240","27730"
"In post","2021","Outer London - East and North East","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared non-disabled","Department for Transport","80","70","32790","30780"
"In post","2021","Outer London - East and North East","Declared non-disabled","Department for Work and Pensions","1480","1360","30180","31060"
"In post","2021","Outer London - East and North East","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Declared non-disabled","Ministry of Defence","60","60","33380","33950"
"In post","2021","Outer London - East and North East","Declared non-disabled","Ministry of Justice","980","920","31410","31590"
"In post","2021","Outer London - East and North East","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Undeclared","Department for Work and Pensions","80","80","29890","31060"
"In post","2021","Outer London - East and North East","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Undeclared","Ministry of Justice","190","180","32060","33180"
"In post","2021","Outer London - East and North East","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
