"Status","Year","Profession_of_post","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Medicine","Wales","Ministry of Defence","60","50","38870","32920"
"In post","2021","Medicine","Wales","Welsh Government","160","150","45940","43760"
"In post","2021","Medicine","West Midlands (England)","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2021","Medicine","West Midlands (England)","Ministry of Defence","130","120","46100","37890"
"In post","2021","Medicine","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Yorkshire and The Humber","Ministry of Defence","140","130","42210","35300"
"In post","2021","Operational Delivery","East Midlands (England)","Attorney General's Departments","190","180","25840","23470"
"In post","2021","Operational Delivery","East Midlands (England)","Department for Business, Energy and Industrial Strategy","150","140","29850","29190"
"In post","2021","Operational Delivery","East Midlands (England)","Department for Education","50","50","41790","37100"
"In post","2021","Operational Delivery","East Midlands (England)","Department for Environment, Food and Rural Affairs","110","110","27140","25830"
"In post","2021","Operational Delivery","East Midlands (England)","Department for Transport","310","290","28560","26780"
"In post","2021","Operational Delivery","East Midlands (England)","Department for Work and Pensions","130","110","40740","31660"
"In post","2021","Operational Delivery","East Midlands (England)","Department of Health and Social Care","80","80","33520","28590"
"In post","2021","Operational Delivery","East Midlands (England)","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Operational Delivery","East Midlands (England)","HM Land Registry","690","630","28260","27130"
"In post","2021","Operational Delivery","East Midlands (England)","HM Revenue and Customs","1400","1260","27300","25560"
"In post","2021","Operational Delivery","East Midlands (England)","Home Office","170","160","27270","25410"
"In post","2021","Operational Delivery","East Midlands (England)","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Operational Delivery","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","East Midlands (England)","Ministry of Justice","6560","6090","26370","24000"
"In post","2021","Operational Delivery","East Midlands (England)","National Crime Agency","110","110","37760","36410"
"In post","2021","Operational Delivery","East Midlands (England)","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Operational Delivery","East of England","Attorney General's Departments","230","210","27200","25820"
"In post","2021","Operational Delivery","East of England","Department for Business, Energy and Industrial Strategy","150","140","29890","26410"
"In post","2021","Operational Delivery","East of England","Department for Education","50","40","[c]","[c]"
"In post","2021","Operational Delivery","East of England","Department for Environment, Food and Rural Affairs","220","210","29800","28030"
"In post","2021","Operational Delivery","East of England","Department for Transport","360","340","29620","26780"
"In post","2021","Operational Delivery","East of England","Department for Work and Pensions","130","120","44120","44820"
"In post","2021","Operational Delivery","East of England","Department of Health and Social Care","270","250","38940","33100"
"In post","2021","Operational Delivery","East of England","Food Standards Agency","60","60","27660","26750"
"In post","2021","Operational Delivery","East of England","HM Land Registry","240","220","29040","27130"
"In post","2021","Operational Delivery","East of England","HM Revenue and Customs","490","440","26630","25560"
"In post","2021","Operational Delivery","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","East of England","Home Office","1760","1590","25950","25190"
"In post","2021","Operational Delivery","East of England","Ministry of Defence","70","70","25250","22080"
"In post","2021","Operational Delivery","East of England","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"In post","2021","Operational Delivery","East of England","Ministry of Justice","5970","5580","27840","27120"
"In post","2021","Operational Delivery","East of England","National Crime Agency","130","130","38120","37520"
"In post","2021","Operational Delivery","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Attorney General's Departments","790","740","29530","27440"
"In post","2021","Operational Delivery","London","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Department for Business, Energy and Industrial Strategy","740","720","43140","40050"
"In post","2021","Operational Delivery","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Department for Education","400","390","47590","42030"
"In post","2021","Operational Delivery","London","Department for Environment, Food and Rural Affairs","150","150","37420","32560"
"In post","2021","Operational Delivery","London","Department for International Trade","100","100","37130","32120"
"In post","2021","Operational Delivery","London","Department for Transport","420","400","33180","30780"
"In post","2021","Operational Delivery","London","Department for Work and Pensions","130","130","46770","44610"
"In post","2021","Operational Delivery","London","Department of Health and Social Care","1700","1570","43700","40070"
"In post","2021","Operational Delivery","London","Food Standards Agency","130","130","38070","32830"
"In post","2021","Operational Delivery","London","Foreign, Commonwealth and Development Office","210","200","38190","33680"
"In post","2021","Operational Delivery","London","HM Land Registry","200","190","33880","30600"
"In post","2021","Operational Delivery","London","HM Revenue and Customs","1770","1630","32890","29570"
"In post","2021","Operational Delivery","London","HM Treasury","190","190","37660","30030"
"In post","2021","Operational Delivery","London","Home Office","6490","5980","32870","29080"
"In post","2021","Operational Delivery","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Ministry of Housing, Communities and Local Government","170","170","38890","33210"
"In post","2021","Operational Delivery","London","Ministry of Justice","10200","9780","31490","28860"
"In post","2021","Operational Delivery","London","National Crime Agency","1360","1330","43030","40170"
"In post","2021","Operational Delivery","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","Operational Delivery","London","Office of Rail and Road","70","70","56260","55900"
"In post","2021","Operational Delivery","London","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Operational Delivery","London","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","The National Archives","170","160","29320","28040"
"In post","2021","Operational Delivery","London","UK Export Finance","240","240","53470","47150"
"In post","2021","Operational Delivery","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","United Kingdom Statistics Authority","80","80","38800","32540"
"In post","2021","Operational Delivery","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North East (England)","Attorney General's Departments","170","150","25580","23470"
"In post","2021","Operational Delivery","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North East (England)","Department for Business, Energy and Industrial Strategy","170","160","29230","26390"
"In post","2021","Operational Delivery","North East (England)","Department for Education","140","140","39810","36780"
"In post","2021","Operational Delivery","North East (England)","Department for Environment, Food and Rural Affairs","290","270","26190","24920"
"In post","2021","Operational Delivery","North East (England)","Department for Transport","280","260","26990","26580"
"In post","2021","Operational Delivery","North East (England)","Department for Work and Pensions","70","70","42270","43830"
"In post","2021","Operational Delivery","North East (England)","Department of Health and Social Care","80","80","39500","36690"
"In post","2021","Operational Delivery","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North East (England)","HM Land Registry","660","600","27280","27130"
"In post","2021","Operational Delivery","North East (England)","HM Revenue and Customs","6500","5470","23780","21440"
"In post","2021","Operational Delivery","North East (England)","Home Office","1140","990","24480","21430"
"In post","2021","Operational Delivery","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North East (England)","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Operational Delivery","North East (England)","Ministry of Justice","4030","3710","27300","25400"
"In post","2021","Operational Delivery","North East (England)","National Crime Agency","100","100","35520","36410"
"In post","2021","Operational Delivery","North East (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North West (England)","Attorney General's Departments","470","430","26750","25820"
"In post","2021","Operational Delivery","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North West (England)","Charity Commission","40","40","[c]","[c]"
"In post","2021","Operational Delivery","North West (England)","Department for Business, Energy and Industrial Strategy","310","290","28850","25190"
"In post","2021","Operational Delivery","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North West (England)","Department for Education","160","160","38570","36500"
"In post","2021","Operational Delivery","North West (England)","Department for Environment, Food and Rural Affairs","1050","950","24710","21050"
"In post","2021","Operational Delivery","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North West (England)","Department for Transport","430","400","28810","26780"
"In post","2021","Operational Delivery","North West (England)","Department for Work and Pensions","530","500","39330","31710"
"In post","2021","Operational Delivery","North West (England)","Department of Health and Social Care","250","230","31960","23850"
"In post","2021","Operational Delivery","North West (England)","Food Standards Agency","50","40","[c]","[c]"
"In post","2021","Operational Delivery","North West (England)","HM Land Registry","790","710","27940","27130"
"In post","2021","Operational Delivery","North West (England)","HM Revenue and Customs","5890","5260","25850","21440"
"In post","2021","Operational Delivery","North West (England)","Home Office","5840","5360","25370","24890"
"In post","2021","Operational Delivery","North West (England)","Ministry of Defence","130","120","24400","21920"
"In post","2021","Operational Delivery","North West (England)","Ministry of Housing, Communities and Local Government","60","50","37990","34560"
"In post","2021","Operational Delivery","North West (England)","Ministry of Justice","8700","8030","27240","24920"
"In post","2021","Operational Delivery","North West (England)","National Crime Agency","1140","1120","35820","34700"
"In post","2021","Operational Delivery","North West (England)","Office for Standards in Education","170","160","28320","21160"
"In post","2021","Operational Delivery","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","North West (England)","Other Cabinet Office Agencies","100","100","44830","46920"
"In post","2021","Operational Delivery","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Northern Ireland","Department for Transport","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Northern Ireland","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Northern Ireland","HM Revenue and Customs","1020","920","25020","21440"
"In post","2021","Operational Delivery","Northern Ireland","Home Office","480","430","24980","24880"
"In post","2021","Operational Delivery","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Northern Ireland","National Crime Agency","90","90","39600","39200"
"In post","2021","Operational Delivery","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Home Office","110","100","28140","27370"
"In post","2021","Operational Delivery","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","National Crime Agency","130","130","66710","64460"
"In post","2021","Operational Delivery","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Scotland","Department for Business, Energy and Industrial Strategy","220","210","27880","24330"
"In post","2021","Operational Delivery","Scotland","Department for Environment, Food and Rural Affairs","80","80","26940","25190"
"In post","2021","Operational Delivery","Scotland","Department for Transport","440","410","31800","27680"
"In post","2021","Operational Delivery","Scotland","Department for Work and Pensions","220","210","59800","53290"
"In post","2021","Operational Delivery","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Scotland","Foreign, Commonwealth and Development Office","190","180","32340","26120"
"In post","2021","Operational Delivery","Scotland","HM Revenue and Customs","4320","3820","24190","21440"
"In post","2021","Operational Delivery","Scotland","Home Office","860","790","26480","24890"
"In post","2021","Operational Delivery","Scotland","Ministry of Defence","50","50","29330","26670"
"In post","2021","Operational Delivery","Scotland","Ministry of Justice","520","480","23910","21180"
"In post","2021","Operational Delivery","Scotland","National Crime Agency","50","50","37410","36410"
"In post","2021","Operational Delivery","Scotland","Office of Gas and Electricity Markets","120","120","30900","25150"
"In post","2021","Operational Delivery","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Scotland","Scottish Government","7210","6710","29400","29350"
"In post","2021","Operational Delivery","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South East (England)","Attorney General's Departments","330","310","27580","26970"
"In post","2021","Operational Delivery","South East (England)","Department for Business, Energy and Industrial Strategy","160","150","30900","27720"
"In post","2021","Operational Delivery","South East (England)","Department for Environment, Food and Rural Affairs","440","420","30810","27960"
"In post","2021","Operational Delivery","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South East (England)","Department for Transport","790","750","31860","27810"
"In post","2021","Operational Delivery","South East (England)","Department for Work and Pensions","90","80","41880","41480"
"In post","2021","Operational Delivery","South East (England)","Department of Health and Social Care","210","180","37300","31400"
"In post","2021","Operational Delivery","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South East (England)","Foreign, Commonwealth and Development Office","220","210","28370","24750"
"In post","2021","Operational Delivery","South East (England)","HM Revenue and Customs","1060","910","25070","21440"
"In post","2021","Operational Delivery","South East (England)","Home Office","3370","3050","27570","26010"
"In post","2021","Operational Delivery","South East (England)","Ministry of Defence","250","240","34580","32520"
"In post","2021","Operational Delivery","South East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South East (England)","Ministry of Justice","8890","8370","29020","29120"
"In post","2021","Operational Delivery","South East (England)","National Crime Agency","420","400","39490","39570"
"In post","2021","Operational Delivery","South East (England)","United Kingdom Statistics Authority","1710","1290","24350","19520"
"In post","2021","Operational Delivery","South West (England)","Attorney General's Departments","130","120","26250","25480"
"In post","2021","Operational Delivery","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South West (England)","Department for Business, Energy and Industrial Strategy","320","310","34710","34390"
"In post","2021","Operational Delivery","South West (England)","Department for Education","90","90","41120","36780"
"In post","2021","Operational Delivery","South West (England)","Department for Environment, Food and Rural Affairs","540","500","26400","24920"
"In post","2021","Operational Delivery","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South West (England)","Department for Transport","460","440","29630","26780"
"In post","2021","Operational Delivery","South West (England)","Department for Work and Pensions","80","70","44850","46110"
"In post","2021","Operational Delivery","South West (England)","Department of Health and Social Care","450","410","36500","30020"
"In post","2021","Operational Delivery","South West (England)","Food Standards Agency","50","50","[c]","[c]"
"In post","2021","Operational Delivery","South West (England)","HM Land Registry","890","780","28040","27130"
"In post","2021","Operational Delivery","South West (England)","HM Revenue and Customs","630","570","25740","21440"
"In post","2021","Operational Delivery","South West (England)","Home Office","360","340","27390","25310"
"In post","2021","Operational Delivery","South West (England)","Ministry of Defence","1040","980","34060","33290"
"In post","2021","Operational Delivery","South West (England)","Ministry of Housing, Communities and Local Government","370","340","31660","26050"
"In post","2021","Operational Delivery","South West (England)","Ministry of Justice","4650","4280","27100","24800"
"In post","2021","Operational Delivery","South West (England)","National Crime Agency","340","330","36290","36380"
"In post","2021","Operational Delivery","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","South West (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","National Crime Agency","100","90","44710","43850"
"In post","2021","Operational Delivery","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","Attorney General's Departments","150","140","27630","25480"
"In post","2021","Operational Delivery","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","Department for Business, Energy and Industrial Strategy","1310","1200","26250","23320"
"In post","2021","Operational Delivery","Wales","Department for Environment, Food and Rural Affairs","250","230","24940","21050"
"In post","2021","Operational Delivery","Wales","Department for Transport","4910","4230","22340","21590"
"In post","2021","Operational Delivery","Wales","Department for Work and Pensions","100","90","40810","43830"
"In post","2021","Operational Delivery","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","Food Standards Agency","60","60","31530","28620"
"In post","2021","Operational Delivery","Wales","HM Land Registry","670","600","28140","27130"
"In post","2021","Operational Delivery","Wales","HM Revenue and Customs","1950","1740","25460","21440"
"In post","2021","Operational Delivery","Wales","Home Office","550","500","26460","24890"
"In post","2021","Operational Delivery","Wales","Ministry of Defence","60","60","30400","27780"
"In post","2021","Operational Delivery","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","Ministry of Justice","3640","3400","27050","24440"
"In post","2021","Operational Delivery","Wales","National Crime Agency","60","60","37280","36410"
"In post","2021","Operational Delivery","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","United Kingdom Statistics Authority","1200","1120","28890","25990"
"In post","2021","Operational Delivery","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales","Welsh Government","1630","1530","36720","28850"
"In post","2021","Operational Delivery","West Midlands (England)","Attorney General's Departments","260","240","25590","25480"
"In post","2021","Operational Delivery","West Midlands (England)","Department for Business, Energy and Industrial Strategy","420","390","28680","24570"
"In post","2021","Operational Delivery","West Midlands (England)","Department for Education","460","450","40150","36780"
"In post","2021","Operational Delivery","West Midlands (England)","Department for Environment, Food and Rural Affairs","330","300","25810","24920"
"In post","2021","Operational Delivery","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Midlands (England)","Department for Transport","380","360","28040","26780"
"In post","2021","Operational Delivery","West Midlands (England)","Department for Work and Pensions","80","80","43770","46320"
"In post","2021","Operational Delivery","West Midlands (England)","Department of Health and Social Care","190","170","34620","28590"
"In post","2021","Operational Delivery","West Midlands (England)","Food Standards Agency","70","70","30870","26750"
"In post","2021","Operational Delivery","West Midlands (England)","HM Land Registry","530","480","27770","27130"
"In post","2021","Operational Delivery","West Midlands (England)","HM Revenue and Customs","1370","1240","26810","25560"
"In post","2021","Operational Delivery","West Midlands (England)","Home Office","890","830","27240","25310"
"In post","2021","Operational Delivery","West Midlands (England)","Ministry of Defence","50","50","[c]","[c]"
"In post","2021","Operational Delivery","West Midlands (England)","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Operational Delivery","West Midlands (England)","Ministry of Justice","7930","7410","26120","22920"
"In post","2021","Operational Delivery","West Midlands (England)","National Crime Agency","460","450","37440","36630"
"In post","2021","Operational Delivery","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Midlands (England)","Office of Qualifications and Examinations Regulation","90","80","44940","38000"
"In post","2021","Operational Delivery","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Attorney General's Departments","350","310","26160","23470"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","150","150","29490","26380"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Department for Education","260","240","38070","36500"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","370","350","26910","25190"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Department for Transport","490","460","29040","26780"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Department for Work and Pensions","180","170","40720","41480"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Department of Health and Social Care","200","170","35870","31370"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Food Standards Agency","110","110","32260","28800"
"In post","2021","Operational Delivery","Yorkshire and The Humber","HM Land Registry","310","280","27880","27130"
"In post","2021","Operational Delivery","Yorkshire and The Humber","HM Revenue and Customs","1890","1680","26390","25560"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Home Office","2990","2760","26100","24890"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Ministry of Justice","7450","6860","27520","25790"
"In post","2021","Operational Delivery","Yorkshire and The Humber","National Crime Agency","240","230","37020","36410"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Foreign, Commonwealth and Development Office","70","60","57940","58370"
"In post","2021","Operational Research","London","HM Revenue and Customs","50","50","[c]","[c]"
"In post","2021","Operational Research","London","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Home Office","70","70","48070","42710"
"In post","2021","Operational Research","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Ministry of Justice","100","90","48210","41930"
"In post","2021","Operational Research","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North West (England)","HM Revenue and Customs","90","80","42560","38630"
"In post","2021","Operational Research","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South East (England)","Ministry of Defence","450","430","41970","46080"
"In post","2021","Operational Research","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","Ministry of Defence","90","80","44900","46080"
"In post","2021","Operational Research","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","Ministry of Defence","750","720","23330","20920"
"In post","2021","Other","East Midlands (England)","Office for Standards in Education","50","40","[c]","[c]"
"In post","2021","Other","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","Home Office","50","30","28260","26430"
"In post","2021","Other","East of England","Ministry of Defence","1090","1050","24090","21130"
"In post","2021","Other","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
