"Status","Year","Sex","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South East (England)","AA/AO","690","590","21030","21010"
"Leaver CS","2021","Female","South East (England)","EO","280","240","27080","27570"
"Leaver CS","2021","Female","South East (England)","G6/G7","50","50","57590","55110"
"Leaver CS","2021","Female","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South East (England)","SEO/HEO","210","180","36150","35300"
"Leaver CS","2021","Female","South East (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","AA/AO","440","380","20370","20920"
"Leaver CS","2021","Female","South West (England)","EO","270","230","25680","26670"
"Leaver CS","2021","Female","South West (England)","G6/G7","70","60","58250","56500"
"Leaver CS","2021","Female","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","SEO/HEO","280","240","35010","33630"
"Leaver CS","2021","Female","South West (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","220","220","[c]","[c]"
"Leaver CS","2021","Female","Wales","AA/AO","590","460","20490","21010"
"Leaver CS","2021","Female","Wales","EO","190","160","26860","27570"
"Leaver CS","2021","Female","Wales","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Female","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales","SEO/HEO","150","140","36480","36560"
"Leaver CS","2021","Female","Wales","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","AA/AO","530","440","20170","20270"
"Leaver CS","2021","Female","West Midlands (England)","EO","250","200","26700","27570"
"Leaver CS","2021","Female","West Midlands (England)","G6/G7","60","50","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","SEO/HEO","180","150","37140","36390"
"Leaver CS","2021","Female","West Midlands (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","AA/AO","610","500","20470","21010"
"Leaver CS","2021","Female","Yorkshire and The Humber","EO","330","240","26710","27570"
"Leaver CS","2021","Female","Yorkshire and The Humber","G6/G7","80","70","59220","56530"
"Leaver CS","2021","Female","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","SEO/HEO","220","190","36090","34290"
"Leaver CS","2021","Female","Yorkshire and The Humber","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","AA/AO","360","340","20820","20420"
"Leaver CS","2021","Male","East Midlands (England)","EO","200","180","27910","27570"
"Leaver CS","2021","Male","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","SEO/HEO","110","100","35500","34510"
"Leaver CS","2021","Male","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East of England","AA/AO","410","390","22560","21430"
"Leaver CS","2021","Male","East of England","EO","160","140","27650","27570"
"Leaver CS","2021","Male","East of England","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Male","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East of England","SEO/HEO","180","160","39450","37600"
"Leaver CS","2021","Male","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","London","AA/AO","570","540","23180","22890"
"Leaver CS","2021","Male","London","EO","500","450","28980","29390"
"Leaver CS","2021","Male","London","G6/G7","560","510","61010","58450"
"Leaver CS","2021","Male","London","SCS","140","120","104620","96490"
"Leaver CS","2021","Male","London","SEO/HEO","710","650","37890","37410"
"Leaver CS","2021","Male","London","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","AA/AO","390","340","20630","21010"
"Leaver CS","2021","Male","North East (England)","EO","130","110","26580","27130"
"Leaver CS","2021","Male","North East (England)","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","SEO/HEO","110","90","36930","35890"
"Leaver CS","2021","Male","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","AA/AO","590","530","20640","21010"
"Leaver CS","2021","Male","North West (England)","EO","310","280","26200","26890"
"Leaver CS","2021","Male","North West (England)","G6/G7","70","70","61010","57640"
"Leaver CS","2021","Male","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","SEO/HEO","190","170","36910","35310"
"Leaver CS","2021","Male","North West (England)","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland","AA/AO","450","410","23230","21010"
"Leaver CS","2021","Male","Scotland","EO","300","270","29380","28140"
"Leaver CS","2021","Male","Scotland","G6/G7","90","80","64020","61010"
"Leaver CS","2021","Male","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland","SEO/HEO","280","250","39930","39270"
"Leaver CS","2021","Male","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South East (England)","AA/AO","680","620","22150","20920"
"Leaver CS","2021","Male","South East (England)","EO","310","290","28130","27570"
"Leaver CS","2021","Male","South East (England)","G6/G7","90","80","60010","57490"
"Leaver CS","2021","Male","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South East (England)","SEO/HEO","270","250","36930","36460"
"Leaver CS","2021","Male","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West (England)","AA/AO","420","390","20890","20470"
"Leaver CS","2021","Male","South West (England)","EO","270","250","25820","26670"
"Leaver CS","2021","Male","South West (England)","G6/G7","150","130","57880","55040"
"Leaver CS","2021","Male","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West (England)","SEO/HEO","450","420","36830","36480"
"Leaver CS","2021","Male","South West (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","260","250","35470","32400"
"Leaver CS","2021","Male","Wales","AA/AO","470","430","20420","21010"
"Leaver CS","2021","Male","Wales","EO","210","190","28010","27570"
"Leaver CS","2021","Male","Wales","G6/G7","80","70","61100","59350"
"Leaver CS","2021","Male","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales","SEO/HEO","160","150","37450","37410"
"Leaver CS","2021","Male","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","AA/AO","390","360","20850","20650"
"Leaver CS","2021","Male","West Midlands (England)","EO","170","150","26410","26490"
"Leaver CS","2021","Male","West Midlands (England)","G6/G7","70","60","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","SEO/HEO","140","130","37480","36780"
"Leaver CS","2021","Male","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","AA/AO","480","450","21730","21010"
"Leaver CS","2021","Male","Yorkshire and The Humber","EO","230","200","26920","26930"
"Leaver CS","2021","Male","Yorkshire and The Humber","G6/G7","110","90","59940","57870"
"Leaver CS","2021","Male","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","SEO/HEO","190","170","37180","36480"
"Leaver CS","2021","Male","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","AA/AO","650","560","20610","20970"
"Leaver CS","2022","Female","East Midlands (England)","EO","340","290","27240","27570"
"Leaver CS","2022","Female","East Midlands (England)","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","SEO/HEO","160","140","38290","38000"
"Leaver CS","2022","Female","East Midlands (England)","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Female","East of England","AA/AO","570","500","21530","21260"
"Leaver CS","2022","Female","East of England","EO","390","340","28010","27570"
"Leaver CS","2022","Female","East of England","G6/G7","80","70","60080","56110"
"Leaver CS","2022","Female","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East of England","SEO/HEO","200","180","37260","37000"
"Leaver CS","2022","Female","East of England","Unknown","140","120","[c]","[c]"
"Leaver CS","2022","Female","London","AA/AO","990","870","23090","23720"
"Leaver CS","2022","Female","London","EO","1330","1190","29270","30330"
"Leaver CS","2022","Female","London","G6/G7","1040","900","59210","56340"
"Leaver CS","2022","Female","London","SCS","190","160","96830","92340"
"Leaver CS","2022","Female","London","SEO/HEO","1540","1370","37400","36910"
"Leaver CS","2022","Female","London","Unknown","240","200","[c]","[c]"
"Leaver CS","2022","Female","North East (England)","AA/AO","920","730","21110","21260"
"Leaver CS","2022","Female","North East (England)","EO","290","230","26970","27570"
"Leaver CS","2022","Female","North East (England)","G6/G7","80","70","56390","54700"
"Leaver CS","2022","Female","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North East (England)","SEO/HEO","190","160","35840","34290"
"Leaver CS","2022","Female","North East (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Female","North West (England)","AA/AO","1230","1030","20930","21260"
"Leaver CS","2022","Female","North West (England)","EO","700","580","26820","27570"
"Leaver CS","2022","Female","North West (England)","G6/G7","150","130","58120","54550"
"Leaver CS","2022","Female","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North West (England)","SEO/HEO","320","280","36630","35760"
"Leaver CS","2022","Female","North West (England)","Unknown","140","120","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scotland","AA/AO","1000","830","22250","21260"
"Leaver CS","2022","Female","Scotland","EO","470","400","28010","27570"
"Leaver CS","2022","Female","Scotland","G6/G7","90","80","63340","62170"
"Leaver CS","2022","Female","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scotland","SEO/HEO","320","280","38970","37520"
"Leaver CS","2022","Female","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South East (England)","AA/AO","1040","890","21390","21170"
"Leaver CS","2022","Female","South East (England)","EO","620","540","27500","27570"
"Leaver CS","2022","Female","South East (England)","G6/G7","100","80","61270","58700"
"Leaver CS","2022","Female","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South East (England)","SEO/HEO","330","300","36470","35970"
"Leaver CS","2022","Female","South East (England)","Unknown","170","150","[c]","[c]"
"Leaver CS","2022","Female","South West (England)","AA/AO","650","570","20810","21010"
"Leaver CS","2022","Female","South West (England)","EO","480","400","25960","27130"
"Leaver CS","2022","Female","South West (England)","G6/G7","140","120","58020","55080"
"Leaver CS","2022","Female","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South West (England)","SEO/HEO","470","420","35860","36050"
"Leaver CS","2022","Female","South West (England)","Unknown","150","130","[c]","[c]"
"Leaver CS","2022","Female","Unknown","AA/AO","240","180","20660","21590"
"Leaver CS","2022","Female","Unknown","EO","70","50","27450","27570"
"Leaver CS","2022","Female","Unknown","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","SEO/HEO","70","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","210","170","[c]","[c]"
"Leaver CS","2022","Female","Wales","AA/AO","590","490","20990","21260"
"Leaver CS","2022","Female","Wales","EO","240","190","26880","27570"
"Leaver CS","2022","Female","Wales","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Female","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wales","SEO/HEO","170","150","36870","36840"
"Leaver CS","2022","Female","Wales","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Female","West Midlands (England)","AA/AO","640","550","20680","20970"
"Leaver CS","2022","Female","West Midlands (England)","EO","440","380","26980","27570"
"Leaver CS","2022","Female","West Midlands (England)","G6/G7","100","90","58990","55100"
"Leaver CS","2022","Female","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands (England)","SEO/HEO","210","190","36530","35310"
"Leaver CS","2022","Female","West Midlands (England)","Unknown","100","80","[c]","[c]"
"Leaver CS","2022","Female","Yorkshire and The Humber","AA/AO","760","650","20980","21260"
"Leaver CS","2022","Female","Yorkshire and The Humber","EO","530","440","26850","27570"
"Leaver CS","2022","Female","Yorkshire and The Humber","G6/G7","130","90","58710","55610"
"Leaver CS","2022","Female","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Yorkshire and The Humber","SEO/HEO","310","250","35500","34290"
"Leaver CS","2022","Female","Yorkshire and The Humber","Unknown","120","100","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","AA/AO","510","480","21080","21250"
"Leaver CS","2022","Male","East Midlands (England)","EO","250","230","27360","27570"
"Leaver CS","2022","Male","East Midlands (England)","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","SEO/HEO","150","140","37790","36550"
"Leaver CS","2022","Male","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","East of England","AA/AO","590","560","22540","21260"
"Leaver CS","2022","Male","East of England","EO","350","320","28360","27570"
"Leaver CS","2022","Male","East of England","G6/G7","80","70","62890","57230"
"Leaver CS","2022","Male","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East of England","SEO/HEO","230","210","37870","36110"
"Leaver CS","2022","Male","East of England","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","London","AA/AO","780","730","23490","23720"
"Leaver CS","2022","Male","London","EO","870","790","29780","30780"
"Leaver CS","2022","Male","London","G6/G7","1040","940","60970","59160"
"Leaver CS","2022","Male","London","SCS","240","210","98870","93000"
"Leaver CS","2022","Male","London","SEO/HEO","1290","1150","38390","37850"
"Leaver CS","2022","Male","London","Unknown","90","70","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","AA/AO","610","560","21120","21260"
"Leaver CS","2022","Male","North East (England)","EO","200","180","26760","27570"
"Leaver CS","2022","Male","North East (England)","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","SEO/HEO","140","120","36490","36370"
"Leaver CS","2022","Male","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North West (England)","AA/AO","1020","940","21140","21260"
"Leaver CS","2022","Male","North West (England)","EO","480","440","27050","27570"
"Leaver CS","2022","Male","North West (England)","G6/G7","150","140","62960","60480"
"Leaver CS","2022","Male","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North West (England)","SEO/HEO","340","310","37140","36620"
"Leaver CS","2022","Male","North West (England)","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","AA/AO","80","70","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","EO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scotland","AA/AO","810","750","24000","21640"
"Leaver CS","2022","Male","Scotland","EO","470","430","29650","27570"
"Leaver CS","2022","Male","Scotland","G6/G7","160","150","63850","62170"
"Leaver CS","2022","Male","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scotland","SEO/HEO","380","340","40060","39170"
"Leaver CS","2022","Male","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South East (England)","AA/AO","1150","1070","22600","20990"
"Leaver CS","2022","Male","South East (England)","EO","530","490","28020","27570"
"Leaver CS","2022","Male","South East (England)","G6/G7","140","140","58550","56370"
"Leaver CS","2022","Male","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South East (England)","SEO/HEO","410","380","38440","37260"
"Leaver CS","2022","Male","South East (England)","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Male","South West (England)","AA/AO","610","590","22230","21010"
"Leaver CS","2022","Male","South West (England)","EO","460","430","25680","26670"
"Leaver CS","2022","Male","South West (England)","G6/G7","210","200","57550","55740"
"Leaver CS","2022","Male","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South West (England)","SEO/HEO","750","720","36840","36460"
"Leaver CS","2022","Male","South West (England)","Unknown","120","110","38720","39250"
"Leaver CS","2022","Male","Unknown","AA/AO","140","130","21050","21840"
"Leaver CS","2022","Male","Unknown","EO","60","60","27230","27530"
"Leaver CS","2022","Male","Unknown","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","SEO/HEO","80","60","38000","35420"
"Leaver CS","2022","Male","Unknown","Unknown","280","250","36490","33570"
"Leaver CS","2022","Male","Wales","AA/AO","470","440","20900","21010"
"Leaver CS","2022","Male","Wales","EO","250","220","27030","27470"
"Leaver CS","2022","Male","Wales","G6/G7","90","80","60620","60790"
"Leaver CS","2022","Male","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wales","SEO/HEO","220","210","36830","36590"
"Leaver CS","2022","Male","Wales","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","West Midlands (England)","AA/AO","550","530","21810","21050"
"Leaver CS","2022","Male","West Midlands (England)","EO","320","300","27200","27570"
"Leaver CS","2022","Male","West Midlands (England)","G6/G7","90","90","58460","55610"
"Leaver CS","2022","Male","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Midlands (England)","SEO/HEO","210","200","38630","36780"
"Leaver CS","2022","Male","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Yorkshire and The Humber","AA/AO","740","690","22040","21260"
"Leaver CS","2022","Male","Yorkshire and The Humber","EO","400","370","27200","27570"
"Leaver CS","2022","Male","Yorkshire and The Humber","G6/G7","130","110","59810","58850"
"Leaver CS","2022","Male","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Yorkshire and The Humber","SEO/HEO","290","240","36650","36460"
"Leaver CS","2022","Male","Yorkshire and The Humber","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","AA/AO","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","EO","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","London","AA/AO","140","130","23560","23520"
"Leaver Dept.","2021","Female","London","EO","470","440","28500","28000"
"Leaver Dept.","2021","Female","London","G6/G7","860","780","57730","55650"
"Leaver Dept.","2021","Female","London","SCS","170","150","86720","77970"
"Leaver Dept.","2021","Female","London","SEO/HEO","1240","1130","36760","35560"
"Leaver Dept.","2021","Female","London","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","AA/AO","190","170","20890","21010"
"Leaver Dept.","2021","Female","North East (England)","EO","110","100","26290","27570"
"Leaver Dept.","2021","Female","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","AA/AO","210","200","20880","21010"
"Leaver Dept.","2021","Female","North West (England)","EO","170","150","25860","25770"
"Leaver Dept.","2021","Female","North West (England)","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","SEO/HEO","140","140","33740","32010"
"Leaver Dept.","2021","Female","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","AA/AO","140","130","20730","20920"
"Leaver Dept.","2021","Female","Scotland","EO","110","100","26600","27570"
"Leaver Dept.","2021","Female","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","SEO/HEO","80","70","35270","34290"
"Leaver Dept.","2021","Female","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","AA/AO","70","60","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","EO","60","50","27740","27570"
"Leaver Dept.","2021","Female","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","SEO/HEO","80","80","33870","32540"
"Leaver Dept.","2021","Female","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South West (England)","AA/AO","60","50","20430","20920"
"Leaver Dept.","2021","Female","South West (England)","EO","90","90","24720","25620"
"Leaver Dept.","2021","Female","South West (England)","G6/G7","70","60","54350","53750"
"Leaver Dept.","2021","Female","South West (England)","SCS","[c]","[c]","[c]","[c]"
