"Status","Year","Region_ITL2","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Ministry of Defence","210","190","42090","40040"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Ministry of Justice","30","20","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Ministry of Defence","140","120","37810","36380"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","16-19","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Department for Work and Pensions","120","120","24470","21260"
"Leaver CS","2022","Greater Manchester","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Ministry of Justice","100","90","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Department for Work and Pensions","70","70","29540","27570"
"Leaver CS","2022","Greater Manchester","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","HM Revenue and Customs","60","50","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Department for Work and Pensions","70","60","29310","27570"
"Leaver CS","2022","Greater Manchester","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2022","Greater Manchester","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Department for Work and Pensions","100","90","31180","27570"
"Leaver CS","2022","Greater Manchester","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Department for Work and Pensions","50","40","30500","27570"
"Leaver CS","2022","Greater Manchester","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Greater Manchester","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Department for Work and Pensions","70","50","25410","21260"
"Leaver CS","2022","Greater Manchester","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Ministry of Justice","40","20","[c]","[c]"
"Leaver CS","2022","Greater Manchester","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Ministry of Defence","80","80","26020","26350"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","UK Statistics Authority","60","60","23640","23050"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","Ministry of Defence","60","60","32550","29230"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","UK Statistics Authority","40","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Ministry of Defence","50","50","36450","33300"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","UK Statistics Authority","40","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","Ministry of Defence","100","100","36650","33300"
