"Status","Year","Region_ITL3","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ards and North Down","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","White","180","170","26300","20920"
"In post","2021","Ards and North Down","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Asian","110","100","30560","31060"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Black","80","80","31110","31060"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","White","170","150","30240","31060"
"In post","2021","Barking & Dagenham and Havering","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","White","40","30","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","Asian","310","290","36260","31880"
"In post","2021","Barnet","Heterosexual / straight","Black","170","170","33300","31060"
"In post","2021","Barnet","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","Mixed","60","50","34180","31060"
"In post","2021","Barnet","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","White","520","480","40630","35460"
"In post","2021","Barnet","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","White","50","50","[c]","[c]"
"In post","2021","Barnet","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Undeclared","50","50","44780","33120"
"In post","2021","Barnet","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","White","50","50","42160","35260"
"In post","2021","Barnet","Unknown","Asian","60","60","47130","37380"
"In post","2021","Barnet","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Barnet","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Barnet","Unknown","White","140","130","51020","44950"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","White","1930","1720","27280","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","White","120","120","28360","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Undeclared","50","50","26490","26780"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","White","170","150","29130","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","220","210","24540","22890"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","White","330","280","26490","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Asian","320","310","35480","33200"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Black","260","250","34060","33270"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Mixed","180","170","34950","32040"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Other ethnicity","50","50","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","White","9430","9050","38120","34800"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","White","390","380","32510","29000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Undeclared","700","680","40880","40000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","White","740","690","39400","37720"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","830","800","34530","30420"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","White","250","230","37530","33980"
"In post","2021","Bedford","Heterosexual / straight","Asian","70","60","27640","27570"
"In post","2021","Bedford","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","White","450","430","31150","29530"
"In post","2021","Bedford","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","White","30","30","[c]","[c]"
"In post","2021","Bedford","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","White","40","40","[c]","[c]"
"In post","2021","Bedford","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","90","90","27300","25830"
"In post","2021","Bedford","Unknown","White","40","30","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","White","1750","1630","30100","26550"
"In post","2021","Belfast","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","White","80","70","26580","25560"
"In post","2021","Belfast","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Undeclared","50","50","29770","27400"
"In post","2021","Belfast","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","White","100","90","28200","25560"
"In post","2021","Belfast","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Unknown","570","540","25770","21440"
"In post","2021","Belfast","Unknown","White","190","170","28040","25560"
"In post","2021","Berkshire","Heterosexual / straight","Asian","240","220","30510","29290"
"In post","2021","Berkshire","Heterosexual / straight","Black","80","80","32840","29290"
"In post","2021","Berkshire","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Mixed","40","40","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","White","1540","1480","35270","31980"
"In post","2021","Berkshire","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","White","80","70","33250","29290"
"In post","2021","Berkshire","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Undeclared","120","110","36010","35160"
"In post","2021","Berkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","White","120","120","35410","32390"
"In post","2021","Berkshire","Unknown","Asian","40","30","[c]","[c]"
"In post","2021","Berkshire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Unknown","420","400","32730","29290"
"In post","2021","Berkshire","Unknown","White","140","120","38400","35120"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Asian","90","80","30910","31060"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Black","220","220","31030","31060"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Mixed","50","50","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Unknown","30","30","[c]","[c]"
