"Status","Year","Function_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","East Wales","50-59","1960","1810","30900","26200"
"In post","2021","No function","East Wales","60-64","560","430","28390","24250"
"In post","2021","No function","East Wales","65+","190","130","28020","22490"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","20-29","450","440","24070","24120"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","30-39","490","460","27250","26300"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","40-49","500","470","29830","28220"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","50-59","810","750","30310","31650"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","60-64","190","150","30340","28200"
"In post","2021","No function","East Yorkshire and Northern Lincolnshire","65+","50","30","[c]","[c]"
"In post","2021","No function","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Eastern Scotland","20-29","780","770","25000","24130"
"In post","2021","No function","Eastern Scotland","30-39","1120","1080","29830","30080"
"In post","2021","No function","Eastern Scotland","40-49","960","920","31230","30080"
"In post","2021","No function","Eastern Scotland","50-59","1440","1360","33370","33650"
"In post","2021","No function","Eastern Scotland","60-64","390","280","31240","30080"
"In post","2021","No function","Eastern Scotland","65+","100","70","29760","27680"
"In post","2021","No function","Essex","20-29","220","220","26390","25560"
"In post","2021","No function","Essex","30-39","250","240","29550","30210"
"In post","2021","No function","Essex","40-49","320","300","31420","29090"
"In post","2021","No function","Essex","50-59","430","390","31600","28130"
"In post","2021","No function","Essex","60-64","120","100","29760","26780"
"In post","2021","No function","Essex","65+","60","40","24760","23750"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","30","30","[c]","[c]"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","1720","1690","26770","25590"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","1910","1800","34600","32280"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","1890","1770","38560","36500"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","1930","1810","38900","34800"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","480","390","39090","32860"
"In post","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","65+","220","160","42670","37170"
"In post","2021","No function","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Greater Manchester","20-29","1460","1430","24890","22850"
"In post","2021","No function","Greater Manchester","30-39","1760","1680","29260","25790"
"In post","2021","No function","Greater Manchester","40-49","1610","1510","31470","26920"
"In post","2021","No function","Greater Manchester","50-59","2130","2010","31320","26780"
"In post","2021","No function","Greater Manchester","60-64","530","420","28900","24690"
"In post","2021","No function","Greater Manchester","65+","150","110","29050","25560"
"In post","2021","No function","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Hampshire and Isle of Wight","20-29","810","780","26450","26480"
"In post","2021","No function","Hampshire and Isle of Wight","30-39","960","880","31150","28970"
"In post","2021","No function","Hampshire and Isle of Wight","40-49","1080","980","33220","29540"
"In post","2021","No function","Hampshire and Isle of Wight","50-59","1790","1570","30750","25960"
"In post","2021","No function","Hampshire and Isle of Wight","60-64","670","520","28240","22470"
"In post","2021","No function","Hampshire and Isle of Wight","65+","340","230","26520","20880"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","20-29","330","330","23460","23180"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","30-39","390","370","27250","25400"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","40-49","430","410","31250","30720"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","50-59","540","520","30180","31250"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","60-64","120","100","26860","23840"
"In post","2021","No function","Herefordshire, Worcestershire and Warwickshire","65+","50","40","25930","23410"
"In post","2021","No function","Highlands and Islands","20-29","40","40","[c]","[c]"
"In post","2021","No function","Highlands and Islands","30-39","50","50","29590","29040"
"In post","2021","No function","Highlands and Islands","40-49","70","60","31070","31470"
"In post","2021","No function","Highlands and Islands","50-59","90","90","31730","33110"
"In post","2021","No function","Highlands and Islands","60-64","30","30","[c]","[c]"
"In post","2021","No function","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inner London - East","20-29","1350","1330","31800","32000"
"In post","2021","No function","Inner London - East","30-39","1730","1650","40170","36800"
"In post","2021","No function","Inner London - East","40-49","1580","1490","43950","39840"
"In post","2021","No function","Inner London - East","50-59","1950","1870","44280","38280"
"In post","2021","No function","Inner London - East","60-64","480","430","43340","36890"
"In post","2021","No function","Inner London - East","65+","230","190","40490","32740"
"In post","2021","No function","Inner London - West","16-19","40","40","[c]","[c]"
"In post","2021","No function","Inner London - West","20-29","9320","9290","37200","33570"
"In post","2021","No function","Inner London - West","30-39","7290","7120","49140","52850"
"In post","2021","No function","Inner London - West","40-49","5170","4950","52760","53380"
"In post","2021","No function","Inner London - West","50-59","4800","4690","47510","40960"
"In post","2021","No function","Inner London - West","60-64","1030","950","42590","35810"
"In post","2021","No function","Inner London - West","65+","330","300","40080","30300"
"In post","2021","No function","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Kent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Kent","20-29","660","650","28070","29120"
"In post","2021","No function","Kent","30-39","810","780","30600","30880"
"In post","2021","No function","Kent","40-49","690","660","32600","31650"
"In post","2021","No function","Kent","50-59","960","920","32660","31650"
"In post","2021","No function","Kent","60-64","270","230","28010","26680"
"In post","2021","No function","Kent","65+","110","90","28420","26710"
"In post","2021","No function","Lancashire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Lancashire","20-29","650","620","23430","22850"
"In post","2021","No function","Lancashire","30-39","930","860","26070","24440"
"In post","2021","No function","Lancashire","40-49","1160","1070","28800","26580"
"In post","2021","No function","Lancashire","50-59","1470","1340","29310","27130"
"In post","2021","No function","Lancashire","60-64","410","310","27640","26290"
"In post","2021","No function","Lancashire","65+","120","80","26110","25400"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","20-29","550","540","23710","22920"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","30-39","780","720","26450","24920"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","40-49","830","760","28210","25560"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","50-59","980","910","28050","26700"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","60-64","310","260","25500","21550"
"In post","2021","No function","Leicestershire, Rutland and Northamptonshire","65+","80","60","24650","21710"
"In post","2021","No function","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Lincolnshire","20-29","170","170","25430","25380"
"In post","2021","No function","Lincolnshire","30-39","220","210","28190","26810"
"In post","2021","No function","Lincolnshire","40-49","210","210","28920","26630"
"In post","2021","No function","Lincolnshire","50-59","330","300","30420","28230"
"In post","2021","No function","Lincolnshire","60-64","90","80","28010","26500"
"In post","2021","No function","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","No function","Merseyside","16-19","30","30","[c]","[c]"
"In post","2021","No function","Merseyside","20-29","810","790","24170","22350"
"In post","2021","No function","Merseyside","30-39","1300","1220","28350","25560"
"In post","2021","No function","Merseyside","40-49","1440","1330","30380","25560"
"In post","2021","No function","Merseyside","50-59","1880","1710","30690","26860"
"In post","2021","No function","Merseyside","60-64","600","460","28220","23840"
"In post","2021","No function","Merseyside","65+","190","140","26950","21440"
"In post","2021","No function","North Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","North Eastern Scotland","20-29","100","90","25200","24450"
"In post","2021","No function","North Eastern Scotland","30-39","140","140","34450","31660"
"In post","2021","No function","North Eastern Scotland","40-49","160","160","47560","34660"
"In post","2021","No function","North Eastern Scotland","50-59","220","210","44960","33650"
"In post","2021","No function","North Eastern Scotland","60-64","40","30","[c]","[c]"
"In post","2021","No function","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","No function","North Yorkshire","20-29","220","220","27130","26370"
"In post","2021","No function","North Yorkshire","30-39","310","290","34330","31660"
"In post","2021","No function","North Yorkshire","40-49","350","330","39930","36970"
"In post","2021","No function","North Yorkshire","50-59","410","390","40250","35900"
"In post","2021","No function","North Yorkshire","60-64","110","90","37930","30500"
"In post","2021","No function","North Yorkshire","65+","30","30","[c]","[c]"
"In post","2021","No function","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Northern Ireland","20-29","290","280","23020","20140"
"In post","2021","No function","Northern Ireland","30-39","480","460","28450","25560"
"In post","2021","No function","Northern Ireland","40-49","420","390","29710","25560"
"In post","2021","No function","Northern Ireland","50-59","430","400","32270","28130"
"In post","2021","No function","Northern Ireland","60-64","100","80","28870","28130"
"In post","2021","No function","Northern Ireland","65+","30","20","[c]","[c]"
"In post","2021","No function","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Northumberland and Tyne and Wear","16-19","30","30","[c]","[c]"
"In post","2021","No function","Northumberland and Tyne and Wear","20-29","750","720","23500","20140"
"In post","2021","No function","Northumberland and Tyne and Wear","30-39","1460","1330","26480","22920"
"In post","2021","No function","Northumberland and Tyne and Wear","40-49","1840","1630","26530","21440"
"In post","2021","No function","Northumberland and Tyne and Wear","50-59","2320","1950","25830","21440"
"In post","2021","No function","Northumberland and Tyne and Wear","60-64","930","680","24060","21440"
"In post","2021","No function","Northumberland and Tyne and Wear","65+","210","140","23040","21440"
"In post","2021","No function","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Outer London - East and North East","20-29","310","310","28600","28720"
"In post","2021","No function","Outer London - East and North East","30-39","400","390","31410","31590"
"In post","2021","No function","Outer London - East and North East","40-49","310","300","31860","31590"
"In post","2021","No function","Outer London - East and North East","50-59","450","430","31340","30780"
"In post","2021","No function","Outer London - East and North East","60-64","130","110","30390","27350"
"In post","2021","No function","Outer London - East and North East","65+","50","40","[c]","[c]"
"In post","2021","No function","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Outer London - South","20-29","460","460","30090","28960"
"In post","2021","No function","Outer London - South","30-39","480","460","35340","32940"
"In post","2021","No function","Outer London - South","40-49","480","450","36320","32520"
"In post","2021","No function","Outer London - South","50-59","850","810","36960","35310"
"In post","2021","No function","Outer London - South","60-64","220","190","36990","36160"
"In post","2021","No function","Outer London - South","65+","110","80","30530","30600"
"In post","2021","No function","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Outer London - West and North West","20-29","620","600","29850","29570"
"In post","2021","No function","Outer London - West and North West","30-39","670","640","35200","33590"
"In post","2021","No function","Outer London - West and North West","40-49","640","610","39300","35180"
"In post","2021","No function","Outer London - West and North West","50-59","710","680","37140","32560"
"In post","2021","No function","Outer London - West and North West","60-64","250","220","36780","29740"
"In post","2021","No function","Outer London - West and North West","65+","110","90","33430","25460"
"In post","2021","No function","Overseas","20-29","190","190","36800","34220"
"In post","2021","No function","Overseas","30-39","500","500","47700","50770"
"In post","2021","No function","Overseas","40-49","570","570","55340","56300"
"In post","2021","No function","Overseas","50-59","460","460","60410","58850"
"In post","2021","No function","Overseas","60-64","70","70","68880","67380"
"In post","2021","No function","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","No function","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","Shropshire and Staffordshire","20-29","760","740","23850","22920"
"In post","2021","No function","Shropshire and Staffordshire","30-39","840","790","26860","25790"
"In post","2021","No function","Shropshire and Staffordshire","40-49","790","730","29150","26880"
"In post","2021","No function","Shropshire and Staffordshire","50-59","1210","1140","29430","27380"
"In post","2021","No function","Shropshire and Staffordshire","60-64","320","260","27470","25400"
"In post","2021","No function","Shropshire and Staffordshire","65+","90","60","26800","21990"
"In post","2021","No function","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","No function","South Yorkshire","20-29","510","510","26470","25350"
