"Status","Year","Sex","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","SEO/HEO","West Midlands","140","130","39130","36870"
"Leaver CS","2022","Male","SEO/HEO","West Wales and The Valleys","60","50","38210","36590"
"Leaver CS","2022","Male","SEO/HEO","West Yorkshire","150","120","36810","36820"
"Leaver CS","2022","Male","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","38860","39000"
"Leaver CS","2022","Male","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Inner London - West","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","280","250","36490","33570"
"Leaver CS","2022","Male","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","East Wales","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Eastern Scotland","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Greater Manchester","80","70","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Inner London - West","80","70","23450","23500"
"Leaver Dept.","2021","Female","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Lancashire","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Merseyside","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Northumberland and Tyne and Wear","130","120","20830","21010"
"Leaver Dept.","2021","Female","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Tees Valley and Durham","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","West Central Scotland","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","West Midlands","90","90","20250","19930"
"Leaver Dept.","2021","Female","AA/AO","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","West Yorkshire","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","East Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Eastern Scotland","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","24350","25050"
"Leaver Dept.","2021","Female","EO","Greater Manchester","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Inner London - West","350","320","28180","27690"
"Leaver Dept.","2021","Female","EO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Merseyside","70","60","25600","25060"
"Leaver Dept.","2021","Female","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Northumberland and Tyne and Wear","80","80","26380","27570"
"Leaver Dept.","2021","Female","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Outer London - South","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","West Central Scotland","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","EO","West Midlands","70","70","25360","25190"
"Leaver Dept.","2021","Female","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","West Yorkshire","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","54460","54540"
"Leaver Dept.","2021","Female","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Inner London - East","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Inner London - West","780","700","57400","55100"
"Leaver Dept.","2021","Female","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Inner London - West","160","140","86360","77760"
"Leaver Dept.","2021","Female","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","East Wales","70","60","34400","32540"
"Leaver Dept.","2021","Female","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","33130","32940"
"Leaver Dept.","2021","Female","SEO/HEO","Greater Manchester","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Inner London - East","90","90","38750","37060"
"Leaver Dept.","2021","Female","SEO/HEO","Inner London - West","1090","990","36530","35200"
"Leaver Dept.","2021","Female","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Merseyside","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","North Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Northumberland and Tyne and Wear","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Outer London - South","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","South Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Unknown","320","320","31870","32000"
"Leaver Dept.","2021","Female","SEO/HEO","West Central Scotland","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","West Midlands","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","West Yorkshire","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Inner London - West","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","East Wales","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Eastern Scotland","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Greater Manchester","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Inner London - West","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Lancashire","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Merseyside","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Northumberland and Tyne and Wear","60","60","[c]","[c]"
