"Status","Year","Profession_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Devon","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","East Wales","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Eastern Scotland","100","90","25450","23730"
"Leaver CS","2021","Unknown","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Greater Manchester","80","80","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Inner London - East","90","80","30870","27400"
"Leaver CS","2021","Unknown","20-29","Inner London - West","290","220","29260","27760"
"Leaver CS","2021","Unknown","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Lancashire","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Merseyside","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Northumberland and Tyne and Wear","130","120","22350","21010"
"Leaver CS","2021","Unknown","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Outer London - South","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Outer London - West and North West","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","South Yorkshire","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Unknown","170","160","28250","28000"
"Leaver CS","2021","Unknown","20-29","West Central Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","West Midlands","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","West Yorkshire","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","East Wales","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Eastern Scotland","140","120","32430","29140"
"Leaver CS","2021","Unknown","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Greater Manchester","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Inner London - East","70","70","38110","31060"
"Leaver CS","2021","Unknown","30-39","Inner London - West","140","110","48110","51270"
"Leaver CS","2021","Unknown","30-39","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Lancashire","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Merseyside","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Northumberland and Tyne and Wear","100","90","23380","21010"
"Leaver CS","2021","Unknown","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Unknown","100","100","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","West Central Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","West Midlands","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","West Yorkshire","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Devon","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","East Anglia","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","East Wales","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Eastern Scotland","110","100","35770","27870"
"Leaver CS","2021","Unknown","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Greater Manchester","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Inner London - East","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Inner London - West","110","90","62590","57690"
"Leaver CS","2021","Unknown","40-49","Kent","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Lancashire","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Merseyside","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Northumberland and Tyne and Wear","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","South Yorkshire","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Tees Valley and Durham","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","West Central Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","West Midlands","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","West Yorkshire","70","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Bedfordshire and Hertfordshire","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Berkshire, Buckinghamshire and Oxfordshire","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Derbyshire and Nottinghamshire","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Devon","90","90","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","East Anglia","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","East Wales","210","180","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","East Yorkshire and Northern Lincolnshire","130","120","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Eastern Scotland","170","150","41120","35110"
"Leaver CS","2021","Unknown","50-59","Essex","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Greater Manchester","130","110","28620","26120"
"Leaver CS","2021","Unknown","50-59","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Inner London - East","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Inner London - West","240","210","63470","56630"
"Leaver CS","2021","Unknown","50-59","Kent","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Lancashire","120","110","27380","26120"
"Leaver CS","2021","Unknown","50-59","Leicestershire, Rutland and Northamptonshire","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Lincolnshire","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Merseyside","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","North Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Northumberland and Tyne and Wear","170","150","26610","21010"
"Leaver CS","2021","Unknown","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Outer London - South","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Outer London - West and North West","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","South Yorkshire","120","100","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Southern Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Tees Valley and Durham","110","90","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Unknown","100","100","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","West Central Scotland","70","60","33500","27570"
"Leaver CS","2021","Unknown","50-59","West Midlands","210","180","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","West Wales and The Valleys","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","West Yorkshire","160","130","32900","27570"
"Leaver CS","2021","Unknown","60-64","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Devon","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Anglia","60","40","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Wales","110","80","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Eastern Scotland","160","140","42420","33950"
"Leaver CS","2021","Unknown","60-64","Essex","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Greater Manchester","110","90","26070","26890"
"Leaver CS","2021","Unknown","60-64","Hampshire and Isle of Wight","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
