"Status","Year","Region_ITL2","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Mixed","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Undeclared","70","70","33060","32590"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Unknown","250","240","31910","30320"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","White","1270","1220","32630","31250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Asian","160","140","30730","27630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Black","80","80","31450","29600"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Mixed","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Undeclared","120","110","35890","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Unknown","210","200","34280","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","White","1470","1400","35700","33220"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Asian","150","140","32260","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Black","100","90","30940","28200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Mixed","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Undeclared","190","180","35330","32520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Unknown","240","230","33510","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","White","2200","2110","35100","32610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Asian","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Undeclared","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Unknown","60","60","31520","27710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","White","690","610","33070","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Unknown","30","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","White","270","230","31820","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","20-29","Unknown","110","110","25090","24440"
"In post","2021","Cheshire","20-29","White","470","460","27470","27570"
"In post","2021","Cheshire","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","30-39","Unknown","100","100","29920","27570"
"In post","2021","Cheshire","30-39","White","670","650","31380","30640"
"In post","2021","Cheshire","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","40-49","Undeclared","40","30","[c]","[c]"
"In post","2021","Cheshire","40-49","Unknown","90","80","32330","30640"
"In post","2021","Cheshire","40-49","White","730","690","33660","31650"
"In post","2021","Cheshire","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","50-59","Undeclared","40","40","[c]","[c]"
"In post","2021","Cheshire","50-59","Unknown","90","80","32460","31110"
"In post","2021","Cheshire","50-59","White","1030","960","32590","28840"
"In post","2021","Cheshire","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","60-64","White","240","200","29320","27570"
"In post","2021","Cheshire","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","65+","White","60","40","28380","27570"
"In post","2021","Cornwall and Isles of Scilly","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","White","100","100","23560","21010"
"In post","2021","Cornwall and Isles of Scilly","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","Unknown","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","White","180","160","25940","26590"
"In post","2021","Cornwall and Isles of Scilly","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","Unknown","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","White","310","280","27290","27570"
"In post","2021","Cornwall and Isles of Scilly","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Undeclared","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Unknown","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","White","560","520","27030","26750"
"In post","2021","Cornwall and Isles of Scilly","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","White","170","140","26120","26590"
"In post","2021","Cornwall and Isles of Scilly","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","White","50","40","[c]","[c]"
"In post","2021","Cumbria","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Unknown","80","80","22060","21050"
"In post","2021","Cumbria","20-29","White","130","130","24350","23690"
"In post","2021","Cumbria","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Unknown","70","70","25120","21050"
"In post","2021","Cumbria","30-39","White","270","240","27950","25190"
"In post","2021","Cumbria","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Unknown","80","80","28220","24920"
"In post","2021","Cumbria","40-49","White","530","470","28690","25880"
"In post","2021","Cumbria","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Undeclared","40","40","[c]","[c]"
"In post","2021","Cumbria","50-59","Unknown","60","60","28930","23540"
"In post","2021","Cumbria","50-59","White","580","540","29070","26300"
"In post","2021","Cumbria","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","White","150","130","27050","25150"
"In post","2021","Cumbria","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","White","50","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Asian","120","110","27000","25560"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Black","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Mixed","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Undeclared","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Unknown","550","530","24980","25560"
"In post","2021","Derbyshire and Nottinghamshire","20-29","White","1080","1060","26330","25560"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Asian","170","160","28790","27570"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Black","70","60","25760","25830"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Mixed","80","70","29630","27570"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Undeclared","70","70","29810","27570"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Unknown","430","410","27800","25560"
"In post","2021","Derbyshire and Nottinghamshire","30-39","White","1640","1540","30810","27570"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Asian","180","160","30860","27570"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Black","80","70","26790","25560"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Mixed","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
