"Status","Year","Region_ITL1","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Wales","Policy","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Welsh Government (excl. agencies)","70","70","35920","35180"
"New entrant CS","2022","Wales","Policy","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Social Research","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Social Research","UK Statistics Authority","100","100","33500","30710"
"New entrant CS","2022","Wales","Social Research","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Statistics","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Statistics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Statistics","UK Statistics Authority","70","60","33540","30710"
"New entrant CS","2022","Wales","Statistics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Tax","HM Revenue and Customs (excl. agencies)","140","140","26740","26590"
"New entrant CS","2022","Wales","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for Work and Pensions (excl. agencies)","60","60","24160","21260"
"New entrant CS","2022","Wales","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","HM Revenue and Customs (excl. agencies)","80","70","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Veterinarian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Corporate Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Counter Fraud","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Economics","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
