"Status","Year","Sex","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Crown Prosecution Service","120","110","41450","39260"
"In post","2021","Female","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Defence Equipment and Support","60","60","33240","29640"
"In post","2021","Female","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","100","90","45920","40650"
"In post","2021","Female","Mixed","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Female","Mixed","Department for Education (excl. agencies)","100","100","42470","40510"
"In post","2021","Female","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","40510","36520"
"In post","2021","Female","Mixed","Department for International Trade","50","50","44740","39680"
"In post","2021","Female","Mixed","Department for Transport (excl. agencies)","60","60","39050","35060"
"In post","2021","Female","Mixed","Department for Work and Pensions (excl. agencies)","1050","960","27830","27570"
"In post","2021","Female","Mixed","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","140","140","44550","38600"
"In post","2021","Female","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Government Legal Department","60","60","54780","51940"
"In post","2021","Female","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","HM Courts and Tribunals Service","210","180","24580","22080"
"In post","2021","Female","Mixed","HM Land Registry","50","40","[c]","[c]"
"In post","2021","Female","Mixed","HM Prison and Probation Service","590","560","31420","29920"
"In post","2021","Female","Mixed","HM Revenue and Customs (excl. agencies)","370","350","31990","28130"
"In post","2021","Female","Mixed","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Female","Mixed","Home Office (incl. agencies)","430","390","33510","28850"
"In post","2021","Female","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Medicines and Healthcare Products Regulatory Agency","70","70","39020","36820"
"In post","2021","Female","Mixed","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Ministry of Defence (excl. agencies)","190","190","34230","33000"
"In post","2021","Female","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Female","Mixed","Ministry of Justice (excl. agencies)","100","100","40500","36800"
"In post","2021","Female","Mixed","National Crime Agency","50","50","38160","36200"
"In post","2021","Female","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Public Health England","110","100","38290","32490"
"In post","2021","Female","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Scottish Government (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Female","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","United Kingdom Statistics Authority","50","50","30010","29540"
"In post","2021","Female","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Welsh Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Department for Education (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Female","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Department for Work and Pensions (excl. agencies)","270","240","28550","27570"
"In post","2021","Female","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Female","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Government Legal Department","50","40","[c]","[c]"
"In post","2021","Female","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","HM Courts and Tribunals Service","70","60","26660","23500"
"In post","2021","Female","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","HM Prison and Probation Service","110","100","30960","27730"
"In post","2021","Female","Other ethnicity","HM Revenue and Customs (excl. agencies)","110","100","34090","29570"
"In post","2021","Female","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Home Office (incl. agencies)","110","100","32580","28920"
"In post","2021","Female","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
