"Status","Year","Sexual_orientation","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education and Skills Funding Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","AA/AO","80","70","19310","18880"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","AA/AO","210","200","23360","22850"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","Unknown","80","80","22920","22920"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","AA/AO","100","90","20220","20140"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","EO","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Met Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","AA/AO","60","60","22020","20920"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","EO","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","EO","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","EO","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2021","LGBO","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Serious Fraud Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Teaching Regulation Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
