"Status","Year","Region_ITL3","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, County of","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, County of","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, County of","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, County of","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Anglesey","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Anglesey","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Anglesey","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Anglesey","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Anglesey","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Anglesey","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Female","Public Health England","1060","960","45780","40070"
"Leaver Dept.","2022","Lambeth","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
