"Status","Year","Sex","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Digital, Data and Technology","Tyneside","640","600","40900","37040"
"In post","2022","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","Warrington","60","60","41580","37390"
"In post","2022","Female","Digital, Data and Technology","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","West Sussex (South West)","60","50","39850","34980"
"In post","2022","Female","Digital, Data and Technology","Westminster","790","770","48360","45050"
"In post","2022","Female","Digital, Data and Technology","Wiltshire","230","220","36850","33300"
"In post","2022","Female","Digital, Data and Technology","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","York","50","50","39860","38220"
"In post","2022","Female","Economics","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Monmouthshire and Newport","50","50","[c]","[c]"
"In post","2022","Female","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Tower Hamlets","70","70","56770","55860"
"In post","2022","Female","Economics","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Westminster","510","490","47240","43950"
"In post","2022","Female","Economics","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","York","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","480","450","39530","34470"
"In post","2022","Female","Finance","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Birmingham","90","80","41480","37300"
"In post","2022","Female","Finance","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Blackpool","190","170","34930","32080"
"In post","2022","Female","Finance","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Bristol, City of","90","80","39930","36520"
"In post","2022","Female","Finance","Buckinghamshire","130","130","37350","35000"
"In post","2022","Female","Finance","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Cambridgeshire CC","70","60","35330","33300"
"In post","2022","Female","Finance","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Cardiff and Vale of Glamorgan","190","170","39540","36240"
"In post","2022","Female","Finance","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Central Hampshire","250","240","35410","33300"
"In post","2022","Female","Finance","Central Valleys","40","30","[c]","[c]"
"In post","2022","Female","Finance","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","City of Edinburgh","90","90","36660","33190"
"In post","2022","Female","Finance","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Coventry","160","150","38150","36500"
"In post","2022","Female","Finance","Croydon","120","110","46580","42150"
"In post","2022","Female","Finance","Darlington","70","60","39900","36500"
"In post","2022","Female","Finance","Devon CC","40","40","[c]","[c]"
"In post","2022","Female","Finance","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","East Merseyside","50","40","24200","21260"
"In post","2022","Female","Finance","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Glasgow City","50","40","[c]","[c]"
"In post","2022","Female","Finance","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Hackney and Newham","80","70","45300","40910"
"In post","2022","Female","Finance","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Hertfordshire CC","70","70","45100","42200"
"In post","2022","Female","Finance","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Lancaster and Wyre","50","40","[c]","[c]"
"In post","2022","Female","Finance","Leeds","320","300","39190","36500"
"In post","2022","Female","Finance","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Lincolnshire CC","70","70","28020","26670"
"In post","2022","Female","Finance","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Liverpool","100","90","34570","30830"
"In post","2022","Female","Finance","Manchester","180","170","39590","36500"
"In post","2022","Female","Finance","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Mid Lancashire","30","30","[c]","[c]"
"In post","2022","Female","Finance","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Monmouthshire and Newport","50","40","[c]","[c]"
"In post","2022","Female","Finance","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","North Hampshire","40","40","[c]","[c]"
"In post","2022","Female","Finance","North Lanarkshire","60","50","28380","21250"
"In post","2022","Female","Finance","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","North Yorkshire CC","50","50","32260","31400"
"In post","2022","Female","Finance","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Nottingham","80","70","37530","33370"
"In post","2022","Female","Finance","Overseas","50","50","[c]","[c]"
"In post","2022","Female","Finance","Oxfordshire CC","90","90","36340","33300"
"In post","2022","Female","Finance","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Plymouth","50","40","[c]","[c]"
"In post","2022","Female","Finance","Portsmouth","120","110","37050","33300"
"In post","2022","Female","Finance","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Sheffield","180","160","38660","35310"
"In post","2022","Female","Finance","Shropshire","40","40","[c]","[c]"
"In post","2022","Female","Finance","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","South Lanarkshire","40","40","[c]","[c]"
"In post","2022","Female","Finance","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Staffordshire CC","110","100","38380","33300"
"In post","2022","Female","Finance","Suffolk CC","50","40","[c]","[c]"
"In post","2022","Female","Finance","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Swansea","130","120","33610","31000"
"In post","2022","Female","Finance","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Telford and Wrekin","50","50","[c]","[c]"
"In post","2022","Female","Finance","Tower Hamlets","140","140","45780","41750"
"In post","2022","Female","Finance","Tyneside","190","180","39250","35420"
"In post","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","West Sussex (South West)","80","80","36320","33370"
"In post","2022","Female","Finance","Westminster","1010","980","48150","44450"
"In post","2022","Female","Finance","Wiltshire","300","280","33490","33000"
"In post","2022","Female","Finance","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","York","50","50","36200","36210"
"In post","2022","Female","Geography","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Somerset CC","140","130","30410","29290"
"In post","2022","Female","Geography","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","320","290","33800","29600"
"In post","2022","Female","Human Resources","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Birmingham","90","90","39310","37000"
"In post","2022","Female","Human Resources","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Blackpool","70","70","38270","35310"
"In post","2022","Female","Human Resources","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Bristol, City of","120","110","40740","38250"
"In post","2022","Female","Human Resources","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Buckinghamshire","40","30","[c]","[c]"
"In post","2022","Female","Human Resources","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Cambridgeshire CC","50","50","35230","33150"
"In post","2022","Female","Human Resources","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Cardiff and Vale of Glamorgan","220","210","36830","33190"
"In post","2022","Female","Human Resources","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Central Hampshire","50","50","36220","33300"
"In post","2022","Female","Human Resources","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Cheshire East","120","110","26370","21380"
"In post","2022","Female","Human Resources","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","City of Edinburgh","120","110","36140","33540"
"In post","2022","Female","Human Resources","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Coventry","40","40","[c]","[c]"
"In post","2022","Female","Human Resources","Croydon","240","230","46340","41970"
"In post","2022","Female","Human Resources","Darlington","30","30","[c]","[c]"
"In post","2022","Female","Human Resources","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Devon CC","90","80","35980","32810"
"In post","2022","Female","Human Resources","Dorset","40","40","[c]","[c]"
"In post","2022","Female","Human Resources","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Kent","30","30","[c]","[c]"
"In post","2022","Female","Human Resources","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Glasgow City","310","280","25270","21830"
"In post","2022","Female","Human Resources","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Greater Manchester South West","90","80","40790","38690"
"In post","2022","Female","Human Resources","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Hackney and Newham","60","50","50970","45000"
"In post","2022","Female","Human Resources","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Hertfordshire CC","40","40","[c]","[c]"
"In post","2022","Female","Human Resources","Hounslow and Richmond upon Thames","40","30","[c]","[c]"
"In post","2022","Female","Human Resources","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Lambeth","110","110","41490","37790"
"In post","2022","Female","Human Resources","Lancaster and Wyre","140","120","25860","26350"
"In post","2022","Female","Human Resources","Leeds","260","240","40500","36700"
"In post","2022","Female","Human Resources","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Lincolnshire CC","30","30","[c]","[c]"
"In post","2022","Female","Human Resources","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Liverpool","140","130","36510","30820"
"In post","2022","Female","Human Resources","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Manchester","130","120","40520","37300"
"In post","2022","Female","Human Resources","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Milton Keynes","40","40","[c]","[c]"
"In post","2022","Female","Human Resources","Monmouthshire and Newport","180","160","36320","31700"
"In post","2022","Female","Human Resources","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Nottingham","210","200","39450","36500"
"In post","2022","Female","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Female","Human Resources","Portsmouth","60","60","31930","26670"
"In post","2022","Female","Human Resources","Powys","[c]","[c]","[c]","[c]"
