"Status","Year","Region_ITL1","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Yorkshire and The Humber","AA/AO","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","AA/AO","Undeclared","410","360","22640","21030"
"In post","2021","Yorkshire and The Humber","AA/AO","Unknown","1960","1850","21710","20920"
"In post","2021","Yorkshire and The Humber","AA/AO","White","8140","7250","22740","21130"
"In post","2021","Yorkshire and The Humber","EO","Asian","840","780","26480","27570"
"In post","2021","Yorkshire and The Humber","EO","Black","180","170","26740","27570"
"In post","2021","Yorkshire and The Humber","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","EO","Mixed","160","150","26900","27570"
"In post","2021","Yorkshire and The Humber","EO","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","EO","Undeclared","440","400","27160","27570"
"In post","2021","Yorkshire and The Humber","EO","Unknown","1170","1120","26370","25610"
"In post","2021","Yorkshire and The Humber","EO","White","7670","6980","27310","27570"
"In post","2021","Yorkshire and The Humber","G6/G7","Asian","120","120","54330","52580"
"In post","2021","Yorkshire and The Humber","G6/G7","Black","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","G6/G7","Mixed","60","60","55600","52150"
"In post","2021","Yorkshire and The Humber","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","G6/G7","Undeclared","130","120","55750","52580"
"In post","2021","Yorkshire and The Humber","G6/G7","Unknown","520","500","55810","52580"
"In post","2021","Yorkshire and The Humber","G6/G7","White","2970","2830","56540","53190"
"In post","2021","Yorkshire and The Humber","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SCS","Unknown","60","60","81390","74000"
"In post","2021","Yorkshire and The Humber","SCS","White","190","180","86800","78310"
"In post","2021","Yorkshire and The Humber","SEO/HEO","Asian","490","480","34070","31870"
"In post","2021","Yorkshire and The Humber","SEO/HEO","Black","110","110","34590","33860"
"In post","2021","Yorkshire and The Humber","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SEO/HEO","Mixed","110","100","34930","33300"
"In post","2021","Yorkshire and The Humber","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","SEO/HEO","Undeclared","400","380","35870","35180"
"In post","2021","Yorkshire and The Humber","SEO/HEO","Unknown","1040","1000","33540","31990"
"In post","2021","Yorkshire and The Humber","SEO/HEO","White","6770","6410","35530","34290"
"In post","2021","Yorkshire and The Humber","Unknown","Asian","60","50","29350","28200"
"In post","2021","Yorkshire and The Humber","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","Unknown","90","80","26370","22920"
"In post","2021","Yorkshire and The Humber","Unknown","White","1100","1000","29930","30210"
"In post","2022","East Midlands (England)","AA/AO","Asian","770","670","21580","21250"
"In post","2022","East Midlands (England)","AA/AO","Black","220","200","22360","21260"
"In post","2022","East Midlands (England)","AA/AO","Mixed","150","140","22520","21260"
"In post","2022","East Midlands (England)","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","AA/AO","Undeclared","280","250","22500","21260"
"In post","2022","East Midlands (England)","AA/AO","Unknown","1140","1060","22250","21250"
"In post","2022","East Midlands (England)","AA/AO","White","5390","4920","22820","21260"
"In post","2022","East Midlands (England)","EO","Asian","610","570","27110","27570"
"In post","2022","East Midlands (England)","EO","Black","200","190","27080","27570"
"In post","2022","East Midlands (England)","EO","Mixed","120","110","27180","27570"
"In post","2022","East Midlands (England)","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","EO","Undeclared","260","230","27680","27570"
"In post","2022","East Midlands (England)","EO","Unknown","690","660","26820","26820"
"In post","2022","East Midlands (England)","EO","White","4410","4040","27510","27570"
"In post","2022","East Midlands (England)","G6/G7","Asian","100","90","57200","55210"
"In post","2022","East Midlands (England)","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","G6/G7","Undeclared","70","70","59120","55410"
"In post","2022","East Midlands (England)","G6/G7","Unknown","150","140","57420","55210"
"In post","2022","East Midlands (England)","G6/G7","White","1330","1270","58200","55210"
"In post","2022","East Midlands (England)","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS","White","70","70","88390","83370"
"In post","2022","East Midlands (England)","SEO/HEO","Asian","390","370","35250","33370"
"In post","2022","East Midlands (England)","SEO/HEO","Black","110","100","36710","35610"
"In post","2022","East Midlands (England)","SEO/HEO","Mixed","80","80","36530","35900"
"In post","2022","East Midlands (England)","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SEO/HEO","Undeclared","290","280","36200","34200"
"In post","2022","East Midlands (England)","SEO/HEO","Unknown","580","560","35160","33370"
"In post","2022","East Midlands (England)","SEO/HEO","White","3940","3750","36740","34650"
"In post","2022","East Midlands (England)","Unknown","Asian","80","70","29300","28200"
"In post","2022","East Midlands (England)","Unknown","Black","70","60","27830","26650"
"In post","2022","East Midlands (England)","Unknown","Mixed","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Unknown","300","260","28380","26310"
"In post","2022","East Midlands (England)","Unknown","White","1020","940","30090","28200"
"In post","2022","East of England","AA/AO","Asian","370","320","23050","21680"
"In post","2022","East of England","AA/AO","Black","160","150","24150","23720"
"In post","2022","East of England","AA/AO","Mixed","130","120","24620","23140"
"In post","2022","East of England","AA/AO","Other ethnicity","40","30","[c]","[c]"
"In post","2022","East of England","AA/AO","Undeclared","260","240","24330","22100"
"In post","2022","East of England","AA/AO","Unknown","920","870","23920","21910"
"In post","2022","East of England","AA/AO","White","5540","5090","24030","21860"
"In post","2022","East of England","EO","Asian","450","420","28130","27570"
"In post","2022","East of England","EO","Black","270","260","28820","29290"
"In post","2022","East of England","EO","Mixed","140","130","28340","27570"
"In post","2022","East of England","EO","Other ethnicity","40","40","[c]","[c]"
"In post","2022","East of England","EO","Undeclared","370","330","28400","27570"
"In post","2022","East of England","EO","Unknown","510","470","28000","26820"
"In post","2022","East of England","EO","White","5180","4760","28360","27570"
"In post","2022","East of England","G6/G7","Asian","70","70","61320","59410"
"In post","2022","East of England","G6/G7","Black","30","30","[c]","[c]"
"In post","2022","East of England","G6/G7","Mixed","30","30","[c]","[c]"
"In post","2022","East of England","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G6/G7","Undeclared","60","60","57380","55210"
"In post","2022","East of England","G6/G7","Unknown","130","120","60330","59370"
"In post","2022","East of England","G6/G7","White","1130","1080","59070","55410"
"In post","2022","East of England","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","White","100","90","95210","93000"
"In post","2022","East of England","SEO/HEO","Asian","220","210","38250","37000"
"In post","2022","East of England","SEO/HEO","Black","110","110","36940","36410"
"In post","2022","East of England","SEO/HEO","Mixed","90","80","36890","36330"
"In post","2022","East of England","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SEO/HEO","Undeclared","330","320","36940","35310"
"In post","2022","East of England","SEO/HEO","Unknown","350","330","37060","36050"
"In post","2022","East of England","SEO/HEO","White","4090","3900","36990","35900"
"In post","2022","East of England","Unknown","Asian","50","50","26920","24800"
"In post","2022","East of England","Unknown","Black","60","60","29290","26310"
"In post","2022","East of England","Unknown","Mixed","50","50","29860","30210"
"In post","2022","East of England","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Undeclared","40","30","[c]","[c]"
"In post","2022","East of England","Unknown","Unknown","380","340","26620","24800"
"In post","2022","East of England","Unknown","White","1150","1060","29530","28200"
"In post","2022","London","AA/AO","Asian","2350","2090","25150","25110"
"In post","2022","London","AA/AO","Black","2210","2060","26200","25110"
"In post","2022","London","AA/AO","Mixed","410","380","26200","25110"
"In post","2022","London","AA/AO","Other ethnicity","180","170","26200","25110"
"In post","2022","London","AA/AO","Undeclared","540","490","25300","25110"
"In post","2022","London","AA/AO","Unknown","1890","1810","26550","25330"
"In post","2022","London","AA/AO","White","4300","4000","26360","25110"
"In post","2022","London","EO","Asian","4590","4280","29980","30500"
"In post","2022","London","EO","Black","3540","3400","30340","31060"
"In post","2022","London","EO","Mixed","760","730","29950","30500"
"In post","2022","London","EO","Other ethnicity","350","330","30010","30510"
"In post","2022","London","EO","Undeclared","1140","1060","30590","30780"
"In post","2022","London","EO","Unknown","2770","2690","29790","29970"
"In post","2022","London","EO","White","7980","7600","30370","30330"
"In post","2022","London","G6/G7","Asian","2550","2490","59910","58010"
"In post","2022","London","G6/G7","Black","1090","1080","58880","57430"
"In post","2022","London","G6/G7","Mixed","920","900","59160","57460"
"In post","2022","London","G6/G7","Other ethnicity","300","290","60950","58730"
"In post","2022","London","G6/G7","Undeclared","1140","1110","61980","61090"
"In post","2022","London","G6/G7","Unknown","4640","4540","60500","58590"
"In post","2022","London","G6/G7","White","18680","17990","60940","59290"
"In post","2022","London","SCS","Asian","230","230","90640","82870"
"In post","2022","London","SCS","Black","70","70","88830","79510"
"In post","2022","London","SCS","Mixed","100","100","85320","79390"
"In post","2022","London","SCS","Other ethnicity","30","30","[c]","[c]"
"In post","2022","London","SCS","Undeclared","120","110","87320","79930"
"In post","2022","London","SCS","Unknown","620","610","96480","89000"
"In post","2022","London","SCS","White","3310","3190","90600","82240"
"In post","2022","London","SEO/HEO","Asian","4890","4780","38650","37930"
"In post","2022","London","SEO/HEO","Black","2930","2890","38580","37930"
"In post","2022","London","SEO/HEO","Mixed","1270","1240","38320","37790"
"In post","2022","London","SEO/HEO","Other ethnicity","390","380","38860","38160"
"In post","2022","London","SEO/HEO","Undeclared","1390","1350","39910","39600"
"In post","2022","London","SEO/HEO","Unknown","6450","6360","36830","36650"
"In post","2022","London","SEO/HEO","White","18270","17810","39400","39320"
"In post","2022","London","Unknown","Asian","190","180","32880","32090"
"In post","2022","London","Unknown","Black","660","650","33460","32090"
"In post","2022","London","Unknown","Mixed","130","130","33860","33700"
"In post","2022","London","Unknown","Other ethnicity","50","50","33990","34100"
"In post","2022","London","Unknown","Undeclared","100","100","35720","33700"
"In post","2022","London","Unknown","Unknown","410","370","32820","29810"
"In post","2022","London","Unknown","White","900","850","36720","34100"
"In post","2022","North East (England)","AA/AO","Asian","220","190","21450","21260"
"In post","2022","North East (England)","AA/AO","Black","70","60","21360","21260"
"In post","2022","North East (England)","AA/AO","Mixed","100","90","22440","21260"
"In post","2022","North East (England)","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","AA/AO","Undeclared","400","340","21650","21260"
"In post","2022","North East (England)","AA/AO","Unknown","2200","1950","21860","21260"
"In post","2022","North East (England)","AA/AO","White","10190","8720","22120","21260"
"In post","2022","North East (England)","EO","Asian","160","150","26710","26820"
"In post","2022","North East (England)","EO","Black","40","40","[c]","[c]"
"In post","2022","North East (England)","EO","Mixed","60","50","27330","27570"
"In post","2022","North East (England)","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","EO","Undeclared","250","230","27080","27570"
"In post","2022","North East (England)","EO","Unknown","1070","1020","26570","26820"
"In post","2022","North East (England)","EO","White","6840","6190","27220","27570"
"In post","2022","North East (England)","G6/G7","Asian","60","50","55480","55000"
"In post","2022","North East (England)","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G6/G7","Undeclared","120","120","57110","55210"
"In post","2022","North East (England)","G6/G7","Unknown","270","260","57950","55210"
"In post","2022","North East (England)","G6/G7","White","2230","2170","56210","55210"
"In post","2022","North East (England)","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","White","110","110","87080","78680"
"In post","2022","North East (England)","SEO/HEO","Asian","140","140","36390","34500"
"In post","2022","North East (England)","SEO/HEO","Black","40","40","[c]","[c]"
"In post","2022","North East (England)","SEO/HEO","Mixed","70","60","34170","33310"
"In post","2022","North East (England)","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SEO/HEO","Undeclared","270","260","36500","34590"
"In post","2022","North East (England)","SEO/HEO","Unknown","910","880","34900","33370"
"In post","2022","North East (England)","SEO/HEO","White","6010","5720","35660","33670"
"In post","2022","North East (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Unknown","140","130","28490","28090"
"In post","2022","North East (England)","Unknown","White","980","930","29760","28200"
"In post","2022","North West (England)","AA/AO","Asian","1160","1020","21280","21260"
"In post","2022","North West (England)","AA/AO","Black","270","250","21510","21250"
"In post","2022","North West (England)","AA/AO","Mixed","280","260","21860","21260"
"In post","2022","North West (England)","AA/AO","Other ethnicity","50","40","[c]","[c]"
"In post","2022","North West (England)","AA/AO","Undeclared","650","570","21680","21260"
"In post","2022","North West (England)","AA/AO","Unknown","3270","3020","21880","21260"
"In post","2022","North West (England)","AA/AO","White","15250","13580","22040","21260"
"In post","2022","North West (England)","EO","Asian","1020","970","26860","27570"
"In post","2022","North West (England)","EO","Black","300","290","26940","27570"
"In post","2022","North West (England)","EO","Mixed","260","250","26750","26820"
"In post","2022","North West (England)","EO","Other ethnicity","60","60","27040","27570"
"In post","2022","North West (England)","EO","Undeclared","680","620","27420","27570"
"In post","2022","North West (England)","EO","Unknown","2220","2130","26840","26820"
"In post","2022","North West (England)","EO","White","14530","13370","27190","27570"
"In post","2022","North West (England)","G6/G7","Asian","200","200","55890","55160"
"In post","2022","North West (England)","G6/G7","Black","70","70","54140","51970"
"In post","2022","North West (England)","G6/G7","Mixed","80","80","56870","55210"
"In post","2022","North West (England)","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","G6/G7","Undeclared","230","220","57140","55210"
"In post","2022","North West (England)","G6/G7","Unknown","600","580","58680","55210"
"In post","2022","North West (England)","G6/G7","White","4390","4250","57080","55210"
"In post","2022","North West (England)","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS","Unknown","40","40","[c]","[c]"
"In post","2022","North West (England)","SCS","White","230","220","87330","80000"
"In post","2022","North West (England)","SEO/HEO","Asian","740","720","35120","33370"
"In post","2022","North West (England)","SEO/HEO","Black","250","240","34970","33370"
"In post","2022","North West (England)","SEO/HEO","Mixed","190","180","35420","33370"
"In post","2022","North West (England)","SEO/HEO","Other ethnicity","50","50","36780","36160"
"In post","2022","North West (England)","SEO/HEO","Undeclared","600","570","36970","35310"
"In post","2022","North West (England)","SEO/HEO","Unknown","1720","1680","34920","33370"
"In post","2022","North West (England)","SEO/HEO","White","11610","11090","35880","34290"
"In post","2022","North West (England)","Unknown","Asian","100","90","28860","24800"
"In post","2022","North West (England)","Unknown","Black","50","50","29440","24090"
"In post","2022","North West (England)","Unknown","Mixed","70","70","29210","28200"
"In post","2022","North West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","Undeclared","70","60","32520","33670"
"In post","2022","North West (England)","Unknown","Unknown","710","640","27560","24850"
"In post","2022","North West (England)","Unknown","White","2270","2140","30870","28200"
"In post","2022","Northern Ireland","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Unknown","360","340","21230","21250"
"In post","2022","Northern Ireland","AA/AO","White","1240","1150","21310","21250"
"In post","2022","Northern Ireland","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Unknown","230","220","26280","26590"
"In post","2022","Northern Ireland","EO","White","840","790","27110","26820"
"In post","2022","Northern Ireland","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","White","260","250","57530","55210"
"In post","2022","Northern Ireland","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Unknown","180","180","35360","33370"
"In post","2022","Northern Ireland","SEO/HEO","White","960","930","35900","33370"
"In post","2022","Northern Ireland","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","White","40","40","[c]","[c]"
"In post","2022","Overseas","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","White","190","190","27690","26930"
"In post","2022","Overseas","G6/G7","Asian","40","40","[c]","[c]"
"In post","2022","Overseas","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","G6/G7","Mixed","40","40","[c]","[c]"
"In post","2022","Overseas","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","G6/G7","Undeclared","80","80","58630","56300"
"In post","2022","Overseas","G6/G7","Unknown","210","210","58310","56110"
"In post","2022","Overseas","G6/G7","White","900","890","60110","58030"
"In post","2022","Overseas","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","White","230","230","86220","77510"
"In post","2022","Overseas","SEO/HEO","Asian","60","60","38320","34770"
"In post","2022","Overseas","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SEO/HEO","Mixed","40","40","[c]","[c]"
"In post","2022","Overseas","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SEO/HEO","Undeclared","100","90","37750","36270"
"In post","2022","Overseas","SEO/HEO","Unknown","250","250","41880","41600"
"In post","2022","Overseas","SEO/HEO","White","1030","1030","38950","34770"
"In post","2022","Overseas","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","White","140","140","[c]","[c]"
"In post","2022","Scotland","AA/AO","Asian","250","220","22090","21260"
"In post","2022","Scotland","AA/AO","Black","120","110","21580","21250"
"In post","2022","Scotland","AA/AO","Mixed","80","80","22480","21260"
"In post","2022","Scotland","AA/AO","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Scotland","AA/AO","Undeclared","480","430","23290","21260"
"In post","2022","Scotland","AA/AO","Unknown","4570","4240","23030","21680"
"In post","2022","Scotland","AA/AO","White","11340","10260","22730","21260"
"In post","2022","Scotland","EO","Asian","190","180","27290","27230"
"In post","2022","Scotland","EO","Black","90","90","27940","27570"
"In post","2022","Scotland","EO","Mixed","90","80","27510","27230"
"In post","2022","Scotland","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","EO","Undeclared","540","490","30570","28920"
"In post","2022","Scotland","EO","Unknown","3000","2830","30030","29550"
"In post","2022","Scotland","EO","White","10450","9660","28270","27570"
"In post","2022","Scotland","G6/G7","Asian","70","70","60220","60190"
"In post","2022","Scotland","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","G6/G7","Mixed","50","40","[c]","[c]"
"In post","2022","Scotland","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","G6/G7","Undeclared","150","140","62960","62170"
"In post","2022","Scotland","G6/G7","Unknown","830","810","60070","57190"
"In post","2022","Scotland","G6/G7","White","4290","4120","61880","62170"
"In post","2022","Scotland","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","SCS","Unknown","60","60","92160","83230"
"In post","2022","Scotland","SCS","White","300","300","87020","83230"
"In post","2022","Scotland","SEO/HEO","Asian","220","220","39860","36130"
"In post","2022","Scotland","SEO/HEO","Black","80","70","40010","36000"
"In post","2022","Scotland","SEO/HEO","Mixed","100","100","38380","36130"
"In post","2022","Scotland","SEO/HEO","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Scotland","SEO/HEO","Undeclared","410","380","39800","38220"
"In post","2022","Scotland","SEO/HEO","Unknown","2300","2190","37880","36360"
"In post","2022","Scotland","SEO/HEO","White","10740","10290","38600","36680"
"In post","2022","Scotland","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
