"Status","Year","Sexual_orientation","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","40-49","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Department for Work and Pensions (excl. agencies)","130","130","26480","27570"
"New entrant CS","2021","LGBO","50-59","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
