"Status","Year","Parent_department","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Government","East Ayrshire and North Ayrshire mainland","Crown Office and Procurator Fiscal Service","90","80","33070","28990"
"In post","2022","Scottish Government","East Ayrshire and North Ayrshire mainland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Ayrshire and North Ayrshire mainland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Ayrshire and North Ayrshire mainland","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Ayrshire and North Ayrshire mainland","Scottish Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","Scottish Government","East Ayrshire and North Ayrshire mainland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Ayrshire and North Ayrshire mainland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Crown Office and Procurator Fiscal Service","80","70","27330","23230"
"In post","2022","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Prison Service","340","330","32190","35000"
"In post","2022","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Lothian and Midlothian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Lothian and Midlothian","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Lothian and Midlothian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Lothian and Midlothian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Lothian and Midlothian","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Falkirk","Crown Office and Procurator Fiscal Service","60","60","36560","30040"
"In post","2022","Scottish Government","Falkirk","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Falkirk","Scottish Courts and Tribunals Service","120","110","27330","25430"
"In post","2022","Scottish Government","Falkirk","Scottish Government (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Scottish Government","Falkirk","Scottish Prison Service","520","480","32560","35000"
"In post","2022","Scottish Government","Falkirk","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Flintshire and Wrexham","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Glasgow City","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Glasgow City","Crown Office and Procurator Fiscal Service","650","610","37220","31540"
"In post","2022","Scottish Government","Glasgow City","Disclosure Scotland","360","330","29150","23230"
"In post","2022","Scottish Government","Glasgow City","Education Scotland","200","190","57470","62170"
"In post","2022","Scottish Government","Glasgow City","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Glasgow City","Registers of Scotland","190","180","33520","30840"
"In post","2022","Scottish Government","Glasgow City","Scottish Courts and Tribunals Service","220","200","26050","23780"
"In post","2022","Scottish Government","Glasgow City","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Glasgow City","Scottish Government (excl. agencies)","1680","1630","44370","40810"
"In post","2022","Scottish Government","Glasgow City","Scottish Housing Regulator","50","50","53610","54340"
"In post","2022","Scottish Government","Glasgow City","Scottish Prison Service","640","590","32100","35000"
"In post","2022","Scottish Government","Glasgow City","Social Security Scotland","1370","1330","32670","27940"
"In post","2022","Scottish Government","Glasgow City","Transport Scotland","410","400","45250","43000"
"In post","2022","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Crown Office and Procurator Fiscal Service","130","120","38730","30950"
"In post","2022","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Scottish Courts and Tribunals Service","90","70","27470","23780"
"In post","2022","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Scottish Prison Service","200","180","31800","34100"
"In post","2022","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Crown Office and Procurator Fiscal Service","70","70","35070","28640"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Forestry and Land Scotland","180","180","32970","31060"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Courts and Tribunals Service","50","50","29240","27080"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Government (excl. agencies)","90","90","34640","30790"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Prison Service","120","110","32320","35000"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lancaster and Wyre","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lincolnshire CC","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lisburn and Castlereagh","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Forestry and Land Scotland","170","160","29730","28170"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scottish Government (excl. agencies)","70","60","30410","30040"
"In post","2022","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Mid Lancashire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Na h-Eileanan Siar","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Na h-Eileanan Siar","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Na h-Eileanan Siar","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Na h-Eileanan Siar","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","North Lanarkshire","Crown Office and Procurator Fiscal Service","100","100","39450","34600"
"In post","2022","Scottish Government","North Lanarkshire","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","North Lanarkshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","North Lanarkshire","Scottish Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2022","Scottish Government","North Lanarkshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","North Lanarkshire","Scottish Prison Service","380","350","31920","35000"
"In post","2022","Scottish Government","North Lanarkshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Orkney Islands","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Orkney Islands","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Orkney Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Orkney Islands","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Forestry and Land Scotland","130","120","32160","31060"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Scottish Courts and Tribunals Service","90","80","27810","23780"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Scottish Government (excl. agencies)","120","110","36370","30040"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Scottish Prison Service","690","650","31940","35000"
"In post","2022","Scottish Government","Perth and Kinross, and Stirling","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Scottish Borders","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Scottish Borders","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Scottish Borders","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Scottish Borders","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Scottish Borders","Scottish Government (excl. agencies)","60","50","34870","30040"
"In post","2022","Scottish Government","Scottish Borders","Scottish Public Pensions Agency","310","280","30290","25930"
"In post","2022","Scottish Government","Scottish Borders","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Shetland Islands","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Shetland Islands","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Shetland Islands","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Shetland Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Shetland Islands","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Ayrshire","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Ayrshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Ayrshire","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Ayrshire","Scottish Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2022","Scottish Government","South Ayrshire","Scottish Government (excl. agencies)","60","50","34110","30040"
"In post","2022","Scottish Government","South Ayrshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Ayrshire","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Lanarkshire","Crown Office and Procurator Fiscal Service","170","160","38880","31540"
"In post","2022","Scottish Government","South Lanarkshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Lanarkshire","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Lanarkshire","Scottish Courts and Tribunals Service","250","240","26190","23780"
"In post","2022","Scottish Government","South Lanarkshire","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Lanarkshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","South Lanarkshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","West Lothian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","West Lothian","Education Scotland","70","60","50970","49860"
"In post","2022","Scottish Government","West Lothian","Forestry and Land Scotland","60","60","32120","28980"
"In post","2022","Scottish Government","West Lothian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","West Lothian","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","West Lothian","Scottish Government (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Scottish Government","West Lothian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","West Lothian","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","The National Archives","570","550","35690","33260"
"In post","2022","The National Archives","Lincolnshire CC","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Warwickshire CC","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Wirral","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Armagh City, Banbridge and Craigavon","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Birmingham","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Bradford","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Breckland and South Norfolk","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Bridgend and Neath Port Talbot","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Central Bedfordshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Glasgow City","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Gloucestershire CC","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Leeds","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Leicestershire CC and Rutland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","North Yorkshire CC","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","South and West Derbyshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","South Lanarkshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Tyneside","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Walsall","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Warrington","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","West Kent","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","West Surrey","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Westminster","UK Export Finance","470","470","53170","49000"
"In post","2022","UK Export Finance","Worcestershire CC","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","York","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Bournemouth, Christchurch and Poole","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","City of Edinburgh","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Darlington","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Monmouthshire and Newport","UK Statistics Authority","3010","2860","35760","31700"
"In post","2022","UK Statistics Authority","South Hampshire","UK Statistics Authority","2490","2040","29780","24250"
"In post","2022","UK Statistics Authority","South Lanarkshire","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Westminster","UK Statistics Authority","340","330","45480","39840"
"In post","2022","UK Supreme Court","Westminster","UK Supreme Court","50","50","38660","31960"
"In post","2022","Water Services Regulation Authority","Birmingham","Water Services Regulation Authority","180","170","49710","43270"
"In post","2022","Water Services Regulation Authority","Camden and City of London","Water Services Regulation Authority","80","80","65430","63240"
"In post","2022","Welsh Government","Bath and North East Somerset, North Somerset and South Gloucestershire","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Birmingham","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Blackburn with Darwen","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Bridgend and Neath Port Talbot","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Calderdale and Kirklees","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Calderdale and Kirklees","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Cardiff and Vale of Glamorgan","Welsh Government (excl. agencies)","3040","2870","44290","38160"
"In post","2022","Welsh Government","Cardiff and Vale of Glamorgan","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Central Valleys","Welsh Government (excl. agencies)","840","800","41580","38160"
"In post","2022","Welsh Government","Central Valleys","Welsh Revenue Authority","60","60","42820","38160"
"In post","2022","Welsh Government","Cheshire West and Chester","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Conwy and Denbighshire","Welsh Government (excl. agencies)","420","400","39970","38160"
"In post","2022","Welsh Government","Conwy and Denbighshire","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Croydon","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Flintshire and Wrexham","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Gloucestershire CC","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Gwent Valleys","Welsh Government (excl. agencies)","230","220","38690","38160"
"In post","2022","Welsh Government","Gwynedd","Welsh Government (excl. agencies)","110","100","31970","29430"
"In post","2022","Welsh Government","Isle of Anglesey","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Manchester","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Merton, Kingston upon Thames and Sutton","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Monmouthshire and Newport","Welsh Government (excl. agencies)","70","60","37370","40100"
"In post","2022","Welsh Government","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Oxfordshire CC","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Powys","Welsh Government (excl. agencies)","200","180","36210","29430"
"In post","2022","Welsh Government","Shropshire","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Somerset CC","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","South West Wales","Welsh Government (excl. agencies)","600","570","36910","38160"
"In post","2022","Welsh Government","Swansea","Welsh Government (excl. agencies)","290","280","42070","40100"
"In post","2022","Welsh Government","Westminster","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Berkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Bexley and Greenwich","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Birmingham","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Brighton and Hove","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Bristol, City of","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Bristol, City of","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Cambridgeshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Camden and City of London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Croydon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Croydon","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Devon CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East Derbyshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Flintshire and Wrexham","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Heart of Essex","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Hertfordshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Kingston upon Hull, City of","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Leeds","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Leeds","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Leicester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Lewisham and Southwark","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Lincolnshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Liverpool","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Manchester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Mid Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Mid Lancashire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Nottingham","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Portsmouth","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Redbridge and Waltham Forest","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Sheffield","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South Hampshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South Teesside","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Stoke-on-Trent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Swansea","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Tyneside","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Wakefield","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","West Surrey","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Westminster","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Westminster","Crown Prosecution Service","60","60","48320","54890"
"Leaver CS","2021","Attorney General's Departments","Westminster","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Westminster","Government Legal Department","100","100","55710","52900"
"Leaver CS","2021","Attorney General's Departments","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Wiltshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","York","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","York","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Berkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Bristol, City of","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Buckinghamshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Camden and City of London","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Central Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","City of Edinburgh","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Dorset CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Greater Manchester South East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Greater Manchester South West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Lancaster and Wyre","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Leeds","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
