"Status","Year","Region_ITL2","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Crown Prosecution Service","120","100","38990","30110"
"In post","2021","Bedfordshire and Hertfordshire","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Department for Work and Pensions (excl. agencies)","750","660","28760","29290"
"In post","2021","Bedfordshire and Hertfordshire","Female","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Health and Safety Executive","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","HM Courts and Tribunals Service","260","220","23720","21300"
"In post","2021","Bedfordshire and Hertfordshire","Female","HM Prison and Probation Service","550","510","28420","27850"
"In post","2021","Bedfordshire and Hertfordshire","Female","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Home Office (incl. agencies)","110","100","28400","26070"
"In post","2021","Bedfordshire and Hertfordshire","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Medicines and Healthcare Products Regulatory Agency","180","170","43800","41010"
"In post","2021","Bedfordshire and Hertfordshire","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Ministry of Defence (excl. agencies)","350","340","35490","30750"
"In post","2021","Bedfordshire and Hertfordshire","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Female","National Crime Agency","50","50","35870","35910"
"In post","2021","Bedfordshire and Hertfordshire","Female","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Crown Prosecution Service","60","60","49620","51120"
"In post","2021","Bedfordshire and Hertfordshire","Male","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Department for Work and Pensions (excl. agencies)","360","350","28850","29290"
"In post","2021","Bedfordshire and Hertfordshire","Male","Driver and Vehicle Standards Agency","90","90","30390","30580"
"In post","2021","Bedfordshire and Hertfordshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","HM Courts and Tribunals Service","60","60","24090","21310"
"In post","2021","Bedfordshire and Hertfordshire","Male","HM Prison and Probation Service","460","450","31400","30400"
"In post","2021","Bedfordshire and Hertfordshire","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Home Office (incl. agencies)","170","150","28950","27370"
"In post","2021","Bedfordshire and Hertfordshire","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Medicines and Healthcare Products Regulatory Agency","140","140","44390","40850"
"In post","2021","Bedfordshire and Hertfordshire","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Ministry of Defence (excl. agencies)","390","380","36340","35620"
"In post","2021","Bedfordshire and Hertfordshire","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Male","National Crime Agency","60","60","41860","41070"
"In post","2021","Bedfordshire and Hertfordshire","Male","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Cabinet Office (excl. agencies)","60","60","33420","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Crown Prosecution Service","100","90","41740","36240"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Defence Equipment and Support","50","50","30910","28530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","90","90","39820","36750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Department for Work and Pensions (excl. agencies)","800","710","28410","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","FCDO Services","260","240","37330","31390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Foreign, Commonwealth and Development Office (excl. agencies)","170","160","29130","26250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","HM Courts and Tribunals Service","230","200","25220","22080"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","HM Prison and Probation Service","1100","1020","29180","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","HM Revenue and Customs (excl. agencies)","200","180","32360","29570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Ministry of Defence (excl. agencies)","1170","1110","31270","28000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","National Crime Agency","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Public Health England","230","200","41930","38580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Rural Payments Agency","90","80","28200","24920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Cabinet Office (excl. agencies)","60","60","37790","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Defence Equipment and Support","80","80","39180","37260"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","100","100","41620","37410"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Department for International Trade","70","70","46270","51710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Department for Work and Pensions (excl. agencies)","350","340","27970","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Driver and Vehicle Standards Agency","70","70","27870","26780"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","FCDO Services","510","500","39490","37070"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Foreign, Commonwealth and Development Office (excl. agencies)","110","100","35450","27260"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","HM Courts and Tribunals Service","90","90","23140","21300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","HM Prison and Probation Service","1190","1160","32160","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","HM Revenue and Customs (excl. agencies)","250","240","30320","28130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Ministry of Defence (excl. agencies)","1490","1480","33600","31200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","National Crime Agency","60","60","40710","39820"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Public Health England","130","130","48640","41890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Rural Payments Agency","90","90","32630","29690"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","90","90","41430","37410"
"In post","2021","Cheshire","Female","Department for Work and Pensions (excl. agencies)","630","550","25490","27570"
"In post","2021","Cheshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","HM Courts and Tribunals Service","90","80","24460","20100"
"In post","2021","Cheshire","Female","HM Prison and Probation Service","580","540","28480","26300"
"In post","2021","Cheshire","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Cheshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Female","National Crime Agency","580","560","34720","32770"
"In post","2021","Cheshire","Female","Rural Payments Agency","60","60","24880","24920"
"In post","2021","Cheshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","44950","48370"
"In post","2021","Cheshire","Male","Department for Work and Pensions (excl. agencies)","310","300","25470","27570"
"In post","2021","Cheshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Cheshire","Male","HM Prison and Probation Service","510","490","29930","28540"
"In post","2021","Cheshire","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Cheshire","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Male","National Crime Agency","610","610","37800","36410"
"In post","2021","Cheshire","Male","Rural Payments Agency","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Department for Work and Pensions (excl. agencies)","570","490","25360","27570"
"In post","2021","Cornwall and Isles of Scilly","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","HM Courts and Tribunals Service","50","40","21980","20100"
"In post","2021","Cornwall and Isles of Scilly","Female","HM Prison and Probation Service","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Ministry of Defence (excl. agencies)","160","150","26310","21130"
"In post","2021","Cornwall and Isles of Scilly","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Department for Work and Pensions (excl. agencies)","260","240","25760","27570"
"In post","2021","Cornwall and Isles of Scilly","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Ministry of Defence (excl. agencies)","300","290","24550","21950"
"In post","2021","Cornwall and Isles of Scilly","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Animal and Plant Health Agency","100","90","25540","21050"
"In post","2021","Cumbria","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Crown Prosecution Service","30","20","[c]","[c]"
"In post","2021","Cumbria","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Cumbria","Female","Department for Work and Pensions (excl. agencies)","200","170","26760","27570"
"In post","2021","Cumbria","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","HM Courts and Tribunals Service","80","60","23330","20410"
"In post","2021","Cumbria","Female","HM Prison and Probation Service","180","170","27660","25790"
"In post","2021","Cumbria","Female","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Cumbria","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Rural Payments Agency","500","420","24670","21050"
"In post","2021","Cumbria","Female","Submarine Delivery Agency","40","30","[c]","[c]"
"In post","2021","Cumbria","Male","Animal and Plant Health Agency","60","50","25810","21050"
"In post","2021","Cumbria","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Defence Equipment and Support","70","70","24130","21610"
"In post","2021","Cumbria","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Cumbria","Male","Department for Work and Pensions (excl. agencies)","60","60","26120","27570"
"In post","2021","Cumbria","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","HM Prison and Probation Service","120","120","29770","28220"
"In post","2021","Cumbria","Male","Ministry of Defence (excl. agencies)","110","100","29820","26350"
"In post","2021","Cumbria","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Rural Payments Agency","270","260","25370","21050"
"In post","2021","Cumbria","Male","Submarine Delivery Agency","120","120","43810","41920"
"In post","2021","Derbyshire and Nottinghamshire","Female","Advisory, Conciliation and Arbitration Service","60","60","29660","30950"
"In post","2021","Derbyshire and Nottinghamshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Crown Prosecution Service","180","160","36980","28430"
"In post","2021","Derbyshire and Nottinghamshire","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Department for Education (excl. agencies)","140","120","40000","36780"
"In post","2021","Derbyshire and Nottinghamshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Department for Work and Pensions (excl. agencies)","1540","1320","26000","27570"
"In post","2021","Derbyshire and Nottinghamshire","Female","Driver and Vehicle Standards Agency","170","160","34000","32180"
"In post","2021","Derbyshire and Nottinghamshire","Female","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Health and Safety Executive","180","160","38920","33340"
"In post","2021","Derbyshire and Nottinghamshire","Female","HM Courts and Tribunals Service","290","250","22520","19830"
"In post","2021","Derbyshire and Nottinghamshire","Female","HM Land Registry","370","330","31520","27130"
"In post","2021","Derbyshire and Nottinghamshire","Female","HM Prison and Probation Service","1220","1120","28550","26300"
"In post","2021","Derbyshire and Nottinghamshire","Female","HM Revenue and Customs (excl. agencies)","1670","1530","32270","31810"
"In post","2021","Derbyshire and Nottinghamshire","Female","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Legal Aid Agency","110","90","22610","19970"
"In post","2021","Derbyshire and Nottinghamshire","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Ministry of Defence (excl. agencies)","90","80","26460","22080"
"In post","2021","Derbyshire and Nottinghamshire","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Ministry of Justice (excl. agencies)","50","50","39630","36000"
"In post","2021","Derbyshire and Nottinghamshire","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Office for Standards in Education, Children's Services and Skills","120","110","42850","39850"
"In post","2021","Derbyshire and Nottinghamshire","Female","Office of the Public Guardian","250","220","21310","20150"
"In post","2021","Derbyshire and Nottinghamshire","Female","Public Health England","130","120","40480","36330"
"In post","2021","Derbyshire and Nottinghamshire","Female","Rural Payments Agency","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Valuation Office Agency","80","60","31510","27530"
"In post","2021","Derbyshire and Nottinghamshire","Male","Advisory, Conciliation and Arbitration Service","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Crown Prosecution Service","90","90","38360","34480"
"In post","2021","Derbyshire and Nottinghamshire","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Department for Education (excl. agencies)","80","80","44820","40700"
"In post","2021","Derbyshire and Nottinghamshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Department for Work and Pensions (excl. agencies)","750","710","26170","27570"
"In post","2021","Derbyshire and Nottinghamshire","Male","Driver and Vehicle Standards Agency","230","230","33110","30150"
"In post","2021","Derbyshire and Nottinghamshire","Male","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Health and Safety Executive","210","200","45270","43950"
"In post","2021","Derbyshire and Nottinghamshire","Male","HM Courts and Tribunals Service","110","110","25480","20100"
"In post","2021","Derbyshire and Nottinghamshire","Male","HM Land Registry","190","180","32850","27130"
"In post","2021","Derbyshire and Nottinghamshire","Male","HM Prison and Probation Service","1150","1090","29150","27380"
"In post","2021","Derbyshire and Nottinghamshire","Male","HM Revenue and Customs (excl. agencies)","1650","1600","33120","31810"
