"Status","Year","Region_ITL2","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Southern Scotland","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Female","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Male","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Cabinet Office (excl. agencies)","350","350","34110","32000"
"Leaver Dept.","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cabinet Office (excl. agencies)","280","280","35290","32000"
"Leaver Dept.","2021","Unknown","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","HM Revenue and Customs (excl. agencies)","60","60","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Driver and Vehicle Licensing Agency","60","50","26280","21590"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Department for Work and Pensions (excl. agencies)","50","50","34040","27570"
"Leaver Dept.","2021","West Yorkshire","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
