"Status","Year","Organisation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","UK Health Security Agency","Brent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Bridgend and Neath Port Talbot","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Brighton and Hove","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Bristol, City of","Department of Health and Social Care","270","250","38530","32230"
"In post","2022","UK Health Security Agency","Bromley","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Buckinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Calderdale and Kirklees","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Cambridgeshire CC","Department of Health and Social Care","190","170","39320","32310"
"In post","2022","UK Health Security Agency","Camden and City of London","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Cardiff and Vale of Glamorgan","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Central Bedfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Central Hampshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Cheshire East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Cheshire West and Chester","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Chorley and West Lancashire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","City of Edinburgh","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Clackmannanshire and Fife","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Conwy and Denbighshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Coventry","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Croydon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Darlington","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Derby","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Derry City and Strabane","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Devon CC","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","Dorset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Durham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Ealing","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Derbyshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Kent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Lothian and Midlothian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Merseyside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Riding of Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Surrey","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","East Sussex CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Enfield","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Essex Haven Gateway","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Essex Thames Gateway","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Flintshire and Wrexham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Glasgow City","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Gloucestershire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Greater Manchester North East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Greater Manchester South East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Greater Manchester South West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Gwent Valleys","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Hackney and Newham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Haringey and Islington","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Harrow and Hillingdon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Hartlepool and Stockton-on-Tees","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Heart of Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Herefordshire, County of","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Hertfordshire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Hounslow and Richmond upon Thames","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Isle of Wight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Kensington & Chelsea and Hammersmith & Fulham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Kent Thames Gateway","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Kingston upon Hull, City of","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Lambeth","Department of Health and Social Care","840","790","48660","40300"
"In post","2022","UK Health Security Agency","Lancaster and Wyre","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Leeds","Department of Health and Social Care","620","590","42220","36820"
"In post","2022","UK Health Security Agency","Leicester","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Leicestershire CC and Rutland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Lewisham and Southwark","Department of Health and Social Care","50","50","[c]","[c]"
"In post","2022","UK Health Security Agency","Lincolnshire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Liverpool","Department of Health and Social Care","70","70","44160","36330"
"In post","2022","UK Health Security Agency","Luton","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Manchester","Department of Health and Social Care","290","260","33810","26310"
"In post","2022","UK Health Security Agency","Medway","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Mid and East Antrim","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Mid Kent","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","Mid Lancashire","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2022","UK Health Security Agency","Milton Keynes","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Monmouthshire and Newport","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","North and West Norfolk","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","North Hampshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","North Northamptonshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","North Nottinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","North Yorkshire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Northumberland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Norwich and East Norfolk","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Nottingham","Department of Health and Social Care","150","140","39830","34170"
"In post","2022","UK Health Security Agency","Overseas","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Oxfordshire CC","Department of Health and Social Care","300","270","44210","40060"
"In post","2022","UK Health Security Agency","Peterborough","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Plymouth","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Portsmouth","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Powys","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Redbridge and Waltham Forest","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Scottish Borders","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Sefton","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Sheffield","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Shropshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Solihull","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Somerset CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","South and West Derbyshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","South Hampshire","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","South Lanarkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","South Nottinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Southampton","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Southend-on-Sea","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Staffordshire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Stoke-on-Trent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Suffolk CC","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","Sunderland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Swansea","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Telford and Wrekin","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Thurrock","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Tower Hamlets","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Tyneside","Department of Health and Social Care","80","80","44180","38740"
"In post","2022","UK Health Security Agency","Wakefield","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Walsall","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Wandsworth","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Warwickshire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","West Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","West Essex","Department of Health and Social Care","70","60","46920","36910"
"In post","2022","UK Health Security Agency","West Kent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","West Northamptonshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","West Surrey","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","West Sussex (North East)","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","West Sussex (South West)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Westminster","Department of Health and Social Care","700","690","50180","42500"
"In post","2022","UK Health Security Agency","Wiltshire","Department of Health and Social Care","730","690","37690","35610"
"In post","2022","UK Health Security Agency","Wirral","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Wolverhampton","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Worcestershire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","York","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Somerset CC","Ministry of Defence","900","860","35250","33290"
"In post","2022","UK Hydrographic Office","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Oxfordshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Swindon","Department for Business, Energy and Industrial Strategy","110","100","44510","49080"
"In post","2022","UK Space Agency","Westminster","Department for Business, Energy and Industrial Strategy","140","140","47040","40050"
"In post","2022","UK Statistics Authority","Bournemouth, Christchurch and Poole","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","City of Edinburgh","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Darlington","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Monmouthshire and Newport","UK Statistics Authority","3010","2860","35760","31700"
"In post","2022","UK Statistics Authority","South Hampshire","UK Statistics Authority","2490","2040","29780","24250"
"In post","2022","UK Statistics Authority","South Lanarkshire","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Westminster","UK Statistics Authority","340","330","45480","39840"
"In post","2022","UK Supreme Court","Westminster","UK Supreme Court","50","50","38660","31960"
"In post","2022","Valuation Office Agency","Aberdeen City and Aberdeenshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Barking & Dagenham and Havering","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Barnet","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Barnsley, Doncaster and Rotherham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Berkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Bexley and Greenwich","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Birmingham","HM Revenue and Customs","180","160","34300","31900"
"In post","2022","Valuation Office Agency","Bournemouth, Christchurch and Poole","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Brent","HM Revenue and Customs","150","140","37440","31130"
"In post","2022","Valuation Office Agency","Bridgend and Neath Port Talbot","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Bristol, City of","HM Revenue and Customs","120","110","37550","33380"
"In post","2022","Valuation Office Agency","Bromley","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Buckinghamshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Calderdale and Kirklees","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Cambridgeshire CC","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2022","Valuation Office Agency","Cardiff and Vale of Glamorgan","HM Revenue and Customs","120","120","34160","31660"
"In post","2022","Valuation Office Agency","Central Bedfordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Central Hampshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Cheshire East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Cheshire West and Chester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","City of Edinburgh","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Conwy and Denbighshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Croydon","HM Revenue and Customs","210","200","38470","34630"
"In post","2022","Valuation Office Agency","Darlington","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Derby","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Devon CC","HM Revenue and Customs","60","60","38320","34000"
"In post","2022","Valuation Office Agency","Dorset","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Durham","HM Revenue and Customs","390","380","25640","22010"
"In post","2022","Valuation Office Agency","East Cumbria","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","East Kent","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2022","Valuation Office Agency","East Riding of Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","East Sussex CC","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","Valuation Office Agency","Enfield","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Essex Haven Gateway","HM Revenue and Customs","70","70","34410","31450"
"In post","2022","Valuation Office Agency","Essex Thames Gateway","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Flintshire and Wrexham","HM Revenue and Customs","70","70","39970","36120"
"In post","2022","Valuation Office Agency","Glasgow City","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Gloucestershire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Haringey and Islington","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Harrow and Hillingdon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Hartlepool and Stockton-on-Tees","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Heart of Essex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Hertfordshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Kingston upon Hull, City of","HM Revenue and Customs","70","60","32410","27080"
"In post","2022","Valuation Office Agency","Lancaster and Wyre","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Leeds","HM Revenue and Customs","280","260","34390","31900"
"In post","2022","Valuation Office Agency","Leicestershire CC and Rutland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Lewisham and Southwark","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Lincolnshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Luton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Manchester","HM Revenue and Customs","160","150","38040","33370"
"In post","2022","Valuation Office Agency","Merton, Kingston upon Thames and Sutton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Mid Lancashire","HM Revenue and Customs","60","50","34570","31900"
"In post","2022","Valuation Office Agency","Monmouthshire and Newport","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","North Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","North Nottinghamshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","North Yorkshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Norwich and East Norfolk","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","Valuation Office Agency","Nottingham","HM Revenue and Customs","160","140","34330","31900"
"In post","2022","Valuation Office Agency","Oxfordshire CC","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2022","Valuation Office Agency","Peterborough","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Plymouth","HM Revenue and Customs","400","380","26250","22040"
"In post","2022","Valuation Office Agency","Redbridge and Waltham Forest","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Sefton","HM Revenue and Customs","130","130","33890","31900"
"In post","2022","Valuation Office Agency","Sheffield","HM Revenue and Customs","50","40","39290","38250"
"In post","2022","Valuation Office Agency","Shropshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Somerset CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","South and West Derbyshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","South Hampshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","South Nottinghamshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","South West Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Southampton","HM Revenue and Customs","90","80","36440","33370"
"In post","2022","Valuation Office Agency","Stoke-on-Trent","HM Revenue and Customs","70","70","35480","32890"
"In post","2022","Valuation Office Agency","Swansea","HM Revenue and Customs","60","50","39140","33370"
"In post","2022","Valuation Office Agency","Swindon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Tower Hamlets","HM Revenue and Customs","330","310","45710","39050"
"In post","2022","Valuation Office Agency","Tyneside","HM Revenue and Customs","200","180","35560","31900"
"In post","2022","Valuation Office Agency","Wandsworth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","West Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","West Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","West Surrey","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","West Sussex (South West)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Wiltshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Wirral","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Worcestershire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","York","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Bristol, City of","Department for Transport","120","110","33410","28980"
"In post","2022","Vehicle Certification Agency","Calderdale and Kirklees","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","East Surrey","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Leicestershire CC and Rutland","Department for Transport","70","70","36970","34290"
"In post","2022","Vehicle Certification Agency","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","West Surrey","Department for Environment, Food and Rural Affairs","170","170","40360","38750"
"In post","2022","Water Services Regulation Authority","Birmingham","Water Services Regulation Authority","180","170","49710","43270"
"In post","2022","Water Services Regulation Authority","Camden and City of London","Water Services Regulation Authority","80","80","65430","63240"
"In post","2022","Welsh Government (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Birmingham","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Blackburn with Darwen","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Bridgend and Neath Port Talbot","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Calderdale and Kirklees","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Cardiff and Vale of Glamorgan","Welsh Government","3040","2870","44290","38160"
"In post","2022","Welsh Government (excl. agencies)","Central Valleys","Welsh Government","840","800","41580","38160"
"In post","2022","Welsh Government (excl. agencies)","Cheshire West and Chester","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Conwy and Denbighshire","Welsh Government","420","400","39970","38160"
"In post","2022","Welsh Government (excl. agencies)","Croydon","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Flintshire and Wrexham","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Gloucestershire CC","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Gwent Valleys","Welsh Government","230","220","38690","38160"
"In post","2022","Welsh Government (excl. agencies)","Gwynedd","Welsh Government","110","100","31970","29430"
"In post","2022","Welsh Government (excl. agencies)","Isle of Anglesey","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Manchester","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Merton, Kingston upon Thames and Sutton","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Monmouthshire and Newport","Welsh Government","70","60","37370","40100"
"In post","2022","Welsh Government (excl. agencies)","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Oxfordshire CC","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Powys","Welsh Government","200","180","36210","29430"
"In post","2022","Welsh Government (excl. agencies)","Shropshire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Somerset CC","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","South West Wales","Welsh Government","600","570","36910","38160"
