"Status","Year","Organisation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Home Office","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Southern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Surrey, East and West Sussex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Surrey, East and West Sussex","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Home Office","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Tees Valley and Durham","Operational Delivery","60","40","23140","21680"
"Leaver CS","2022","Home Office","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Central Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Central Scotland","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Home Office","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Midlands","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","West Midlands","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Midlands","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Midlands","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","West Yorkshire","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Home Office","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Northumberland, and Tyne and Wear","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","North Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Outer London - East and North East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","West Central Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Medicine","40","40","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Other","70","60","51210","46460"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Devon","Digital, Data and Technology","50","50","30800","27810"
"Leaver CS","2022","Met Office","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","North Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Outer London - West and North West","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Shropshire and Staffordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Finance","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Other","200","200","23360","20970"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Security","100","90","31610","27680"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cheshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cheshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cumbria","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cumbria","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Devon","Security","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Other","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Dorset and Somerset","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Other","80","70","23000","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","Other","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Other","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","60","50","38440","35930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Geography","[c]","[c]","[c]","[c]"
