"Status","Year","Age","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","Heterosexual / straight","70","60","42160","31710"
"In post","2022","65+","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","Unknown","30","20","[c]","[c]"
"In post","2022","65+","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Heterosexual / straight","230","190","35530","33780"
"In post","2022","65+","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Undeclared","50","40","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","Unknown","80","60","46520","47010"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","60","60","35760","30790"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","1800","1310","26430","27570"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","LGBO","60","50","26180","27570"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Undeclared","290","210","25970","26120"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","590","420","26130","26120"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Heterosexual / straight","80","50","25350","21840"
"In post","2022","65+","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Undeclared","70","40","22570","20600"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Heterosexual / straight","150","110","28930","26780"
"In post","2022","65+","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Undeclared","100","70","27830","26780"
"In post","2022","65+","Driver and Vehicle Standards Agency","Unknown","40","30","[c]","[c]"
"In post","2022","65+","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","FCDO Services","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","65+","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","50","50","44300","34350"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Courts and Tribunals Service","Heterosexual / straight","500","400","23330","21190"
"In post","2022","65+","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Courts and Tribunals Service","Undeclared","80","60","23860","21410"
"In post","2022","65+","HM Courts and Tribunals Service","Unknown","70","50","23370","21650"
"In post","2022","65+","HM Land Registry","Heterosexual / straight","90","60","32700","31170"
"In post","2022","65+","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","Unknown","30","20","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Heterosexual / straight","930","710","29530","27380"
"In post","2022","65+","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Undeclared","120","90","32560","28200"
"In post","2022","65+","HM Prison and Probation Service","Unknown","340","230","28470","27380"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","810","580","31790","28920"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","Undeclared","160","110","31500","28920"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","Unknown","480","350","29740","25330"
"In post","2022","65+","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Heterosexual / straight","670","520","28570","25630"
"In post","2022","65+","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Undeclared","130","100","29460","28910"
"In post","2022","65+","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Met Office","Heterosexual / straight","30","20","[c]","[c]"
"In post","2022","65+","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Heterosexual / straight","1240","1120","29240","25000"
"In post","2022","65+","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Undeclared","200","180","30980","26930"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Unknown","100","80","26140","21830"
"In post","2022","65+","Ministry of Justice (excl. agencies)","Heterosexual / straight","70","60","39610","36610"
"In post","2022","65+","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","65+","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","Heterosexual / straight","30","20","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Rural Payments Agency","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","65+","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Courts and Tribunals Service","Unknown","50","40","25940","23780"
"In post","2022","65+","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government (excl. agencies)","Heterosexual / straight","60","50","40660","35240"
"In post","2022","65+","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government (excl. agencies)","Unknown","70","60","39680","35380"
"In post","2022","65+","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","Unknown","60","40","36180","35000"
"In post","2022","65+","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","Heterosexual / straight","90","60","43560","33480"
"In post","2022","65+","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","Unknown","40","30","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Heterosexual / straight","200","130","23920","20350"
"In post","2022","65+","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Unknown","50","30","[c]","[c]"
"In post","2022","65+","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
