"Status","Year","Responsibility_level","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Birmingham","West Midlands (England)","100","90","58200","55100"
"Leaver CS","2022","G6/G7","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Blackpool","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bournemouth, Christchurch and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bristol, City of","South West (England)","60","60","[c]","[c]"
"Leaver CS","2022","G6/G7","Buckinghamshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cambridgeshire CC","East of England","60","60","61060","56950"
"Leaver CS","2022","G6/G7","Camden and City of London","London","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Cardiff and Vale of Glamorgan","Wales","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Central Hampshire","South East (England)","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","City of Edinburgh","Scotland","110","100","64930","62170"
"Leaver CS","2022","G6/G7","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Coventry","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Croydon","London","80","80","64150","61960"
"Leaver CS","2022","G6/G7","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon CC","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Glasgow City","Scotland","70","60","61920","62170"
"Leaver CS","2022","G6/G7","Gloucestershire CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester South West","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hackney and Newham","London","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hertfordshire CC","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lambeth","London","180","170","58090","55130"
"Leaver CS","2022","G6/G7","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Leeds","Yorkshire and The Humber","150","100","56920","54920"
"Leaver CS","2022","G6/G7","Leicester","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lewisham and Southwark","London","100","90","58360","54760"
"Leaver CS","2022","G6/G7","Lincolnshire CC","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Liverpool","North West (England)","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Manchester","North West (England)","90","80","58430","55000"
"Leaver CS","2022","G6/G7","Medway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Mid Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Monmouthshire and Newport","Wales","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Nottingham","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Overseas","Overseas","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Oxfordshire CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Perth and Kinross, and Stirling","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Peterborough","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Sefton","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Sheffield","Yorkshire and The Humber","50","50","59540","58130"
"Leaver CS","2022","G6/G7","Shropshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Somerset CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Staffordshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Stoke-on-Trent","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Suffolk CC","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Sunderland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Swansea","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Tower Hamlets","London","270","260","61410","59410"
"Leaver CS","2022","G6/G7","Tyneside","North East (England)","110","90","56990","55610"
"Leaver CS","2022","G6/G7","Unknown","Unknown","80","60","62380","61000"
"Leaver CS","2022","G6/G7","Wakefield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Warwickshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Sussex (South West)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Westminster","London","1320","1130","59910","57460"
"Leaver CS","2022","G6/G7","Wiltshire","South West (England)","90","80","56860","54540"
"Leaver CS","2022","G6/G7","Wirral","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Worcestershire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","York","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Birmingham","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Blackpool","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Bristol, City of","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Buckinghamshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Cambridgeshire CC","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Cardiff and Vale of Glamorgan","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","City of Edinburgh","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Coventry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Devon CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Dorset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Glasgow City","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Gloucestershire CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Greater Manchester South West","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Lambeth","London","60","50","101520","97770"
"Leaver CS","2022","SCS","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Leeds","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Liverpool","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Manchester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Monmouthshire and Newport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Nottingham","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Oxfordshire CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Sheffield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Shropshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Staffordshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Suffolk CC","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Swansea","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Tower Hamlets","London","80","70","98450","91840"
"Leaver CS","2022","SCS","Tyneside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Warwickshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Sussex (South West)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Westminster","London","260","210","95400","87400"
"Leaver CS","2022","SCS","Wiltshire","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Worcestershire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","York","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Angus and Dundee City","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Barnet","London","60","60","36870","34530"
"Leaver CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","470","440","36340","36550"
"Leaver CS","2022","SEO/HEO","Bedford","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Belfast","Northern Ireland","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Berkshire","South East (England)","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Birmingham","West Midlands (England)","220","200","38500","36370"
"Leaver CS","2022","SEO/HEO","Blackpool","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bournemouth, Christchurch and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Brent","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bristol, City of","South West (England)","150","130","37720","36500"
"Leaver CS","2022","SEO/HEO","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Buckinghamshire","South East (England)","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cambridgeshire CC","East of England","110","100","37460","36340"
"Leaver CS","2022","SEO/HEO","Camden and City of London","London","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Wales","150","130","37960","37410"
"Leaver CS","2022","SEO/HEO","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Central Hampshire","South East (England)","100","90","35990","34770"
"Leaver CS","2022","SEO/HEO","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","City of Edinburgh","Scotland","260","240","40360","39660"
"Leaver CS","2022","SEO/HEO","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Coventry","West Midlands (England)","50","50","36140","36780"
"Leaver CS","2022","SEO/HEO","Croydon","London","190","180","39550","37750"
"Leaver CS","2022","SEO/HEO","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Devon CC","South West (England)","90","80","37110","36550"
"Leaver CS","2022","SEO/HEO","Dorset","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Durham","North East (England)","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Surrey","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Scotland","170","150","38070","36590"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South West","North West (England)","90","80","[c]","[c]"
