"Status","Year","Profession_of_post","Parent_department","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","The Insolvency Service","80","70","28780","23560"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","200","180","27360","24920"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Rural Payments Agency","170","150","24750","21300"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Driver and Vehicle Licensing Agency","320","260","21110","21840"
"Leaver CS","2022","Operational Delivery","Department for Transport","Driver and Vehicle Standards Agency","380","340","27260","26780"
"Leaver CS","2022","Operational Delivery","Department for Transport","Maritime and Coastguard Agency","100","90","32580","26780"
"Leaver CS","2022","Operational Delivery","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","6170","5390","26070","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Health and Safety Executive","150","130","39400","33350"
"Leaver CS","2022","Operational Delivery","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","70","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department of Health and Social Care","Public Health England","710","650","40620","37480"
"Leaver CS","2022","Operational Delivery","Department of Health and Social Care","UK Health Security Agency","520","480","39570","32790"
"Leaver CS","2022","Operational Delivery","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Food Standards Agency","Food Standards Agency","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","HM Land Registry","HM Land Registry","260","210","28500","27130"
"Leaver CS","2022","Operational Delivery","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","90","70","27460","22080"
"Leaver CS","2022","Operational Delivery","HM Revenue and Customs","Valuation Office Agency","130","120","21910","22010"
"Leaver CS","2022","Operational Delivery","HM Treasury","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","HM Treasury","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Home Office","Home Office","1400","1140","27680","25310"
"Leaver CS","2022","Operational Delivery","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Ministry of Defence","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Ministry of Defence","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Ministry of Defence","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Ministry of Justice","HM Courts and Tribunals Service","2050","1820","23960","20970"
"Leaver CS","2022","Operational Delivery","Ministry of Justice","HM Prison and Probation Service","6330","5880","32170","29600"
"Leaver CS","2022","Operational Delivery","Ministry of Justice","Legal Aid Agency","50","50","24070","20970"
"Leaver CS","2022","Operational Delivery","Ministry of Justice","Ministry of Justice (excl. agencies)","410","390","41890","37090"
"Leaver CS","2022","Operational Delivery","Ministry of Justice","Office of the Public Guardian","70","60","22810","20970"
"Leaver CS","2022","Operational Delivery","National Crime Agency","National Crime Agency","260","250","41320","39730"
"Leaver CS","2022","Operational Delivery","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Scottish Government","Crown Office and Procurator Fiscal Service","80","70","25640","23230"
"Leaver CS","2022","Operational Delivery","Scottish Government","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Scottish Government","Scottish Courts and Tribunals Service","130","110","26460","23780"
"Leaver CS","2022","Operational Delivery","Scottish Government","Scottish Prison Service","240","220","31590","35000"
"Leaver CS","2022","Operational Delivery","The National Archives","The National Archives","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","UK Statistics Authority","UK Statistics Authority","320","240","23900","20100"
"Leaver CS","2022","Operational Delivery","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Welsh Government","Welsh Government (excl. agencies)","80","70","37320","28850"
"Leaver CS","2022","Operational Research","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Attorney General's Departments","Government Legal Department","40","40","[c]","[c]"
"Leaver CS","2022","Other","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Cabinet Office","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Levelling Up, Housing and Communities","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","520","450","25810","24280"
"Leaver CS","2022","Other","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","70","60","51210","46460"
"Leaver CS","2022","Other","Foreign, Commonwealth and Development Office","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Home Office","Home Office","140","130","32490","26160"
"Leaver CS","2022","Other","Ministry of Defence","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Ministry of Defence","Defence Equipment and Support","300","280","27500","23630"
"Leaver CS","2022","Other","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Ministry of Defence","Ministry of Defence (excl. agencies)","1200","1120","25680","21380"
"Leaver CS","2022","Other","Ministry of Defence","Royal Fleet Auxiliary","240","240","36010","33270"
"Leaver CS","2022","Other","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","130","130","41230","34120"
"Leaver CS","2022","Other","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Scottish Government","Scottish Prison Service","70","60","32800","26900"
"Leaver CS","2022","Other","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Department for Levelling Up, Housing and Communities","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Department for Levelling Up, Housing and Communities","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Attorney General's Departments","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Cabinet Office","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","210","200","48840","52300"
"Leaver CS","2022","Policy","Department for Business, Energy and Industrial Strategy","UK Space Agency","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","100","100","41870","36000"
"Leaver CS","2022","Policy","Department for Education","Department for Education (excl. agencies)","150","150","41320","36500"
"Leaver CS","2022","Policy","Department for Education","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","260","250","[c]","[c]"
"Leaver CS","2022","Policy","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","70","70","41960","39600"
"Leaver CS","2022","Policy","Department for Transport","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Transport","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","180","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury","HM Treasury (excl. agencies)","110","110","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Home Office","Home Office","120","120","48250","41970"
"Leaver CS","2022","Policy","Ministry of Defence","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Ministry of Defence","Ministry of Defence (excl. agencies)","60","50","42420","40580"
"Leaver CS","2022","Policy","Ministry of Justice","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Scottish Government","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government","Welsh Government (excl. agencies)","60","50","48390","38160"
"Leaver CS","2022","Policy","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","60","50","37210","34290"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","Home Office","70","60","47570","41950"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Defence Equipment and Support","170","170","35990","32640"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Ministry of Defence (excl. agencies)","150","150","41750","40580"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Submarine Delivery Agency","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Valuation Office Agency","120","100","35860","30590"
"Leaver CS","2022","Property","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Ministry of Defence (excl. agencies)","180","170","31280","33000"
"Leaver CS","2022","Property","Ministry of Justice","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Justice","HM Prison and Probation Service","90","90","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Government","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","[c]","[c]","[c]","[c]"
