"Status","Year","Region_ITL1","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","South East (England)","East Sussex CC","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","East Sussex CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","East Sussex CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Isle of Wight","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Isle of Wight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Isle of Wight","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent Thames Gateway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent Thames Gateway","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent Thames Gateway","HM Prison and Probation Service","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent Thames Gateway","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","HM Prison and Probation Service","70","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","HM Revenue and Customs (excl. agencies)","90","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","FCDO Services","60","50","38500","33030"
"Leaver CS","2021","South East (England)","Milton Keynes","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","North Hampshire","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","HM Prison and Probation Service","90","80","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","Ministry of Defence (excl. agencies)","70","70","27010","20720"
"Leaver CS","2021","South East (England)","Oxfordshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Oxfordshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Portsmouth","Ministry of Defence (excl. agencies)","100","100","31270","28410"
"Leaver CS","2021","South East (England)","South Hampshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","South Hampshire","Ministry of Defence (excl. agencies)","60","60","32390","32550"
"Leaver CS","2021","South East (England)","South Hampshire","United Kingdom Statistics Authority","160","110","24090","19520"
"Leaver CS","2021","South East (England)","Southampton","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","Maritime and Coastguard Agency","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Southampton","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Kent","Defence Science and Technology Laboratory","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","West Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Kent","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Animal and Plant Health Agency","50","50","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","HM Prison and Probation Service","60","50","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (North East)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (North East)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (North East)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (North East)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (North East)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (North East)","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","330","310","37160","33000"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","40","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","70","60","39990","40580"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Submarine Delivery Agency","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Bournemouth and Poole","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bournemouth and Poole","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bournemouth and Poole","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bournemouth and Poole","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bournemouth and Poole","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bournemouth and Poole","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Department for Work and Pensions (excl. agencies)","60","50","25530","27570"
"Leaver CS","2021","South West (England)","Bristol, City of","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","HM Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Planning Inspectorate","50","50","40410","41020"
"Leaver CS","2021","South West (England)","Bristol, City of","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Department for Work and Pensions (excl. agencies)","60","50","23750","21010"
"Leaver CS","2021","South West (England)","Devon CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","HM Prison and Probation Service","110","90","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","HM Revenue and Customs (excl. agencies)","100","90","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Met Office","80","70","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset CC","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset CC","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset CC","HM Prison and Probation Service","80","80","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset CC","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","HM Land Registry","40","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","Ministry of Defence (excl. agencies)","70","60","27960","26670"
"Leaver CS","2021","South West (England)","Plymouth","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Plymouth","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Somerset","UK Hydrographic Office","50","50","35220","33290"
"Leaver CS","2021","South West (England)","Swindon","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Swindon","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Swindon","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Swindon","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Swindon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Swindon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Swindon","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Torbay","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Torbay","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Torbay","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Torbay","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","Defence Science and Technology Laboratory","110","110","32480","28650"
"Leaver CS","2021","South West (England)","Wiltshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","Ministry of Defence (excl. agencies)","160","150","34290","32710"
"Leaver CS","2021","South West (England)","Wiltshire","Public Health England","90","80","35370","29490"
"Leaver CS","2021","Unknown","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Cabinet Office (excl. agencies)","120","120","54570","38670"
"Leaver CS","2021","Unknown","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","330","320","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
