"Status","Year","Organisation","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Submarine Delivery Agency","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","40140","37370"
"In post","2021","Submarine Delivery Agency","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Heterosexual / straight","West Midlands","50","50","32280","29360"
"In post","2021","Teaching Regulation Agency","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Heterosexual / straight","Outer London - West and North West","220","210","36510","34220"
"In post","2021","The National Archives","LGBO","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","The National Archives","Undeclared","Outer London - West and North West","50","50","[c]","[c]"
"In post","2021","The National Archives","Unknown","Outer London - West and North West","240","230","35140","32560"
"In post","2021","Transport Scotland","Heterosexual / straight","Eastern Scotland","80","80","44740","39660"
"In post","2021","Transport Scotland","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Heterosexual / straight","West Central Scotland","250","240","45180","42190"
"In post","2021","Transport Scotland","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","West Central Scotland","110","110","42590","43040"
"In post","2021","UK Export Finance","Heterosexual / straight","Inner London - West","320","320","52510","47230"
"In post","2021","UK Export Finance","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Heterosexual / straight","Dorset and Somerset","550","530","34910","33290"
"In post","2021","UK Hydrographic Office","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Dorset and Somerset","70","70","34750","33290"
"In post","2021","UK Hydrographic Office","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Dorset and Somerset","190","180","34180","33290"
"In post","2021","UK Hydrographic Office","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Heterosexual / straight","East Wales","810","770","38800","38870"
"In post","2021","UK Intellectual Property Office","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","LGBO","East Wales","60","60","37000","30400"
"In post","2021","UK Intellectual Property Office","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","East Wales","80","70","41660","40640"
"In post","2021","UK Intellectual Property Office","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","East Wales","550","520","35270","28240"
"In post","2021","UK Intellectual Property Office","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","45290","49080"
"In post","2021","UK Space Agency","Heterosexual / straight","Inner London - West","70","70","48580","40220"
"In post","2021","UK Space Agency","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","Inner London - West","40","40","[c]","[c]"
"In post","2021","UK Space Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Heterosexual / straight","Inner London - West","50","50","[c]","[c]"
"In post","2021","UK Supreme Court","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Heterosexual / straight","East Wales","1590","1510","35730","34220"
"In post","2021","United Kingdom Statistics Authority","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Heterosexual / straight","Hampshire and Isle of Wight","1690","1380","28600","23520"
"In post","2021","United Kingdom Statistics Authority","Heterosexual / straight","Inner London - West","220","220","43560","32540"
"In post","2021","United Kingdom Statistics Authority","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","LGBO","East Wales","120","110","35270","36030"
"In post","2021","United Kingdom Statistics Authority","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","LGBO","Hampshire and Isle of Wight","80","70","28390","29540"
"In post","2021","United Kingdom Statistics Authority","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","East Wales","90","80","37470","32900"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Hampshire and Isle of Wight","90","70","26450","21020"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","East Wales","920","860","32010","29540"
"In post","2021","United Kingdom Statistics Authority","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Hampshire and Isle of Wight","570","470","29250","23520"
"In post","2021","United Kingdom Statistics Authority","Unknown","Inner London - West","110","110","42180","34050"
"In post","2021","United Kingdom Statistics Authority","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Derbyshire and Nottinghamshire","90","80","35440","32100"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Devon","250","230","27230","21180"
"In post","2021","Valuation Office Agency","Heterosexual / straight","East Anglia","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","East Wales","130","120","37090","33250"
"In post","2021","Valuation Office Agency","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Essex","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","39660","41340"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Greater Manchester","90","80","37550","32550"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Hampshire and Isle of Wight","60","50","35510","32100"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Inner London - East","190","190","45540","38430"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Lancashire","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Merseyside","70","60","34790","30000"
"In post","2021","Valuation Office Agency","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Northumberland and Tyne and Wear","120","110","34760","32100"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Outer London - South","110","100","38400","35360"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Outer London - West and North West","80","70","37330","34890"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","South Yorkshire","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","Tees Valley and Durham","120","110","26130","21100"
"In post","2021","Valuation Office Agency","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","West Midlands","110","100","34310","32100"
"In post","2021","Valuation Office Agency","Heterosexual / straight","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Heterosexual / straight","West Yorkshire","220","200","31270","26500"
"In post","2021","Valuation Office Agency","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Inner London - East","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Devon","130","120","25670","21100"
"In post","2021","Valuation Office Agency","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","East Wales","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Inner London - East","90","80","39990","36150"
"In post","2021","Valuation Office Agency","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Merseyside","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Northumberland and Tyne and Wear","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Outer London - South","60","60","34700","30000"
"In post","2021","Valuation Office Agency","Unknown","Outer London - West and North West","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Tees Valley and Durham","140","130","23170","21100"
"In post","2021","Valuation Office Agency","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","West Midlands","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","West Yorkshire","80","70","26900","21250"
"In post","2021","Vehicle Certification Agency","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","34280","28300"
"In post","2021","Vehicle Certification Agency","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","60","50","37040","34470"
"In post","2021","Vehicle Certification Agency","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Heterosexual / straight","Surrey, East and West Sussex","120","110","42240","38750"
"In post","2021","Veterinary Medicines Directorate","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Heterosexual / straight","West Midlands","70","70","54370","50620"
"In post","2021","Water Services Regulation Authority","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Inner London - West","50","40","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","West Midlands","100","90","48480","44000"
"In post","2021","Welsh Government (excl. agencies)","Heterosexual / straight","East Wales","2580","2430","42400","37410"
"In post","2021","Welsh Government (excl. agencies)","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Heterosexual / straight","West Wales and The Valleys","2080","1970","38660","37410"
"In post","2021","Welsh Government (excl. agencies)","LGBO","East Wales","130","120","41990","37410"
"In post","2021","Welsh Government (excl. agencies)","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","LGBO","West Wales and The Valleys","80","80","41180","37410"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","East Wales","380","360","44720","37410"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","West Wales and The Valleys","300","280","40060","37410"
"In post","2021","Welsh Government (excl. agencies)","Unknown","East Wales","90","80","41030","28850"
"In post","2021","Welsh Government (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Unknown","West Wales and The Valleys","60","50","35130","28850"
"In post","2021","Welsh Revenue Authority","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Unknown","West Wales and The Valleys","60","60","43080","38360"
"In post","2021","Wilton Park","Heterosexual / straight","Surrey, East and West Sussex","70","60","33640","28640"
"In post","2021","Wilton Park","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Heterosexual / straight","Southern Scotland","80","70","33740","30040"
"In post","2022","Accountant in Bankruptcy","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Unknown","Southern Scotland","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Derbyshire and Nottinghamshire","60","50","29720","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","East Anglia","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","East Wales","60","50","31590","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Greater Manchester","100","90","30940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
