"Status","Year","Region_ITL2","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Anglia","Peterborough","HM Land Registry","300","270","30840","27130"
"In post","2022","East Anglia","Peterborough","HM Prison and Probation Service","200","190","34130","30450"
"In post","2022","East Anglia","Peterborough","Home Office","510","450","24930","21680"
"In post","2022","East Anglia","Peterborough","Ministry of Defence (excl. agencies)","160","150","25770","21380"
"In post","2022","East Anglia","Peterborough","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Peterborough","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Peterborough","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Peterborough","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Peterborough","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Peterborough","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Animal and Plant Health Agency","50","40","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Centre for Environment, Fisheries and Aquaculture Science","480","450","34470","30220"
"In post","2022","East Anglia","Suffolk CC","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Crown Prosecution Service","40","30","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Department for Work and Pensions (excl. agencies)","600","530","26990","27570"
"In post","2022","East Anglia","Suffolk CC","Driver and Vehicle Standards Agency","60","60","29330","27930"
"In post","2022","East Anglia","Suffolk CC","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","HM Courts and Tribunals Service","170","140","24840","20970"
"In post","2022","East Anglia","Suffolk CC","HM Prison and Probation Service","1180","1110","30070","29430"
"In post","2022","East Anglia","Suffolk CC","HM Revenue and Customs (excl. agencies)","540","500","30910","28920"
"In post","2022","East Anglia","Suffolk CC","Home Office","260","250","26850","25350"
"In post","2022","East Anglia","Suffolk CC","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Ministry of Defence (excl. agencies)","700","670","26270","22330"
"In post","2022","East Anglia","Suffolk CC","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Suffolk CC","The Insolvency Service","60","50","27240","21130"
"In post","2022","East Anglia","Suffolk CC","UK Health Security Agency","30","30","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Advisory, Conciliation and Arbitration Service","80","70","30590","30950"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Animal and Plant Health Agency","90","90","28230","24920"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Companies House","1080","1000","31180","25460"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Crown Prosecution Service","230","210","40350","38180"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","34540","30360"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Department for Work and Pensions (excl. agencies)","410","380","28820","27570"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Estyn","70","60","49520","38160"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Food Standards Agency","60","50","41390","37350"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Health and Safety Executive","70","70","40650","41480"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","HM Courts and Tribunals Service","320","300","25970","20970"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","HM Prison and Probation Service","850","810","30960","27380"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","HM Revenue and Customs (excl. agencies)","4370","4080","30240","26820"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Home Office","390","370","29520","25690"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Legal Aid Agency","40","30","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Maritime and Coastguard Agency","40","30","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Ministry of Defence (excl. agencies)","260","250","26760","22750"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Ministry of Justice (excl. agencies)","60","60","44300","40220"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","The Insolvency Service","70","60","29010","26140"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Valuation Office Agency","120","120","34160","31660"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Welsh Government (excl. agencies)","3040","2870","44290","38160"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Crown Prosecution Service","80","70","40300","38180"
"In post","2022","East Wales","Flintshire and Wrexham","Defence Electronics and Components Agency","380","370","29870","29470"
"In post","2022","East Wales","Flintshire and Wrexham","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Department for Work and Pensions (excl. agencies)","660","590","24860","21260"
"In post","2022","East Wales","Flintshire and Wrexham","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","HM Courts and Tribunals Service","70","70","25540","20970"
"In post","2022","East Wales","Flintshire and Wrexham","HM Prison and Probation Service","810","790","27650","25700"
"In post","2022","East Wales","Flintshire and Wrexham","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Ministry of Defence (excl. agencies)","60","60","30580","26800"
"In post","2022","East Wales","Flintshire and Wrexham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","Valuation Office Agency","70","70","39970","36120"
"In post","2022","East Wales","Flintshire and Wrexham","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Crown Commercial Service","120","110","36050","31250"
"In post","2022","East Wales","Monmouthshire and Newport","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Department for Work and Pensions (excl. agencies)","340","300","26430","27570"
"In post","2022","East Wales","Monmouthshire and Newport","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","HM Courts and Tribunals Service","100","90","25200","20970"
"In post","2022","East Wales","Monmouthshire and Newport","HM Prison and Probation Service","400","370","30240","28550"
"In post","2022","East Wales","Monmouthshire and Newport","Home Office","180","150","27130","21680"
"In post","2022","East Wales","Monmouthshire and Newport","Intellectual Property Office","1660","1560","37990","31300"
"In post","2022","East Wales","Monmouthshire and Newport","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Ministry of Justice (excl. agencies)","70","70","34120","32170"
"In post","2022","East Wales","Monmouthshire and Newport","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","UK Statistics Authority","3010","2860","35760","31700"
"In post","2022","East Wales","Monmouthshire and Newport","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Monmouthshire and Newport","Welsh Government (excl. agencies)","70","60","37370","40100"
"In post","2022","East Wales","Powys","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Department for Work and Pensions (excl. agencies)","80","80","27600","27570"
"In post","2022","East Wales","Powys","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2022","East Wales","Powys","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Ministry of Defence (excl. agencies)","230","220","25200","21380"
"In post","2022","East Wales","Powys","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Powys","Welsh Government (excl. agencies)","200","180","36210","29430"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Department for Work and Pensions (excl. agencies)","100","90","28420","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","HM Prison and Probation Service","1210","1120","28380","26950"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Maritime and Coastguard Agency","70","70","38420","31780"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Ministry of Defence (excl. agencies)","470","450","27360","26670"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Crown Prosecution Service","80","70","39670","38270"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Department for Work and Pensions (excl. agencies)","590","500","25950","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HM Courts and Tribunals Service","90","80","24750","20970"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HM Land Registry","360","320","29250","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HM Prison and Probation Service","720","670","28870","27120"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Home Office","140","130","27260","25310"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Valuation Office Agency","70","60","32410","27080"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Department for Work and Pensions (excl. agencies)","490","430","25790","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","HM Prison and Probation Service","130","120","29970","28200"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Home Office","150","140","25870","24890"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Crown Office and Procurator Fiscal Service","100","100","36480","31540"
"In post","2022","Eastern Scotland","Angus and Dundee City","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Department for Work and Pensions (excl. agencies)","890","810","24140","21260"
"In post","2022","Eastern Scotland","Angus and Dundee City","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Education Scotland","30","30","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Office of the Scottish Charity Regulator","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Scottish Courts and Tribunals Service","70","60","24790","23780"
"In post","2022","Eastern Scotland","Angus and Dundee City","Scottish Government (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","Social Security Scotland","820","790","27670","27230"
"In post","2022","Eastern Scotland","City of Edinburgh","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Companies House","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Competition and Markets Authority","50","50","58200","55860"
"In post","2022","Eastern Scotland","City of Edinburgh","Crown Office and Procurator Fiscal Service","550","530","38660","31540"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Department for Work and Pensions (excl. agencies)","280","260","27540","27570"
"In post","2022","Eastern Scotland","City of Edinburgh","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Forestry and Land Scotland","160","150","40680","38580"
"In post","2022","Eastern Scotland","City of Edinburgh","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Health and Safety Executive","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","HM Revenue and Customs (excl. agencies)","2300","2180","30340","26820"
"In post","2022","Eastern Scotland","City of Edinburgh","Home Office","200","180","28290","25310"
"In post","2022","Eastern Scotland","City of Edinburgh","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Ministry of Defence (excl. agencies)","220","210","28250","22330"
"In post","2022","Eastern Scotland","City of Edinburgh","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","National Records of Scotland","440","420","36460","34040"
"In post","2022","Eastern Scotland","City of Edinburgh","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","80","80","48520","49860"
"In post","2022","Eastern Scotland","City of Edinburgh","Registers of Scotland","990","950","33990","30840"
"In post","2022","Eastern Scotland","City of Edinburgh","Revenue Scotland","80","80","39500","36130"
"In post","2022","Eastern Scotland","City of Edinburgh","Scottish Courts and Tribunals Service","630","610","33180","30450"
"In post","2022","Eastern Scotland","City of Edinburgh","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Scottish Forestry","70","60","43160","39520"
"In post","2022","Eastern Scotland","City of Edinburgh","Scottish Government (excl. agencies)","6060","5830","45200","40130"
"In post","2022","Eastern Scotland","City of Edinburgh","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Scottish Prison Service","790","740","36380","35000"
"In post","2022","Eastern Scotland","City of Edinburgh","Social Security Scotland","40","30","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Student Awards Agency for Scotland","230","220","31560","27230"
"In post","2022","Eastern Scotland","City of Edinburgh","The Insolvency Service","80","80","26700","21130"
"In post","2022","Eastern Scotland","City of Edinburgh","Transport Scotland","110","110","46090","40810"
"In post","2022","Eastern Scotland","City of Edinburgh","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","City of Edinburgh","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Crown Office and Procurator Fiscal Service","90","80","34180","30040"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Defence Equipment and Support","70","60","34900","33870"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","330","290","26630","27570"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
