"Status","Year","Sex","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","No function","470","440","27260","24440"
"In post","2021","Female","Lincolnshire","Project Delivery","120","120","32430","30400"
"In post","2021","Female","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Unknown","720","640","25390","22080"
"In post","2021","Female","Lisburn and Castlereagh","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Unknown","150","140","26110","22330"
"In post","2021","Female","Liverpool","Analysis","40","40","[c]","[c]"
"In post","2021","Female","Liverpool","Commercial","150","140","39480","34800"
"In post","2021","Female","Liverpool","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Liverpool","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Liverpool","Debt","170","150","23160","21440"
"In post","2021","Female","Liverpool","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Female","Liverpool","Finance","70","70","31740","26670"
"In post","2021","Female","Liverpool","Human Resources","110","100","31960","27580"
"In post","2021","Female","Liverpool","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Liverpool","Legal","230","210","35790","28430"
"In post","2021","Female","Liverpool","No function","1650","1490","28340","25400"
"In post","2021","Female","Liverpool","Project Delivery","270","250","38960","35000"
"In post","2021","Female","Liverpool","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Liverpool","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Liverpool","Unknown","3140","2760","25980","24890"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Property","40","30","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","90","80","28110","27570"
"In post","2021","Female","Luton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","No function","170","150","23490","22450"
"In post","2021","Female","Luton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","Unknown","160","140","27190","27570"
"In post","2021","Female","Manchester","Analysis","90","90","38260","33190"
"In post","2021","Female","Manchester","Commercial","80","80","44320","39850"
"In post","2021","Female","Manchester","Communications","70","70","32530","30320"
"In post","2021","Female","Manchester","Counter Fraud","160","140","31600","31810"
"In post","2021","Female","Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Manchester","Digital, Data & Technology","90","90","41950","38630"
"In post","2021","Female","Manchester","Finance","110","100","40130","38000"
"In post","2021","Female","Manchester","Human Resources","150","140","37420","32010"
"In post","2021","Female","Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Manchester","Legal","320","280","39580","34480"
"In post","2021","Female","Manchester","No function","2200","2040","31590","26550"
"In post","2021","Female","Manchester","Project Delivery","150","140","41440","38630"
"In post","2021","Female","Manchester","Property","100","90","37700","32110"
"In post","2021","Female","Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Manchester","Unknown","1180","1100","30290","27570"
"In post","2021","Female","Medway","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","No function","500","470","29240","27880"
"In post","2021","Female","Medway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medway","Unknown","220","200","28750","29290"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","No function","170","160","28210","26480"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Unknown","210","200","30750","31060"
"In post","2021","Female","Mid and East Antrim","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","No function","340","300","29500","25790"
"In post","2021","Female","Mid Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Unknown","140","130","29550","29290"
"In post","2021","Female","Mid Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Human Resources","30","30","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Legal","190","170","36420","31810"
"In post","2021","Female","Mid Lancashire","No function","1520","1310","26280","22350"
"In post","2021","Female","Mid Lancashire","Project Delivery","220","200","36340","33300"
"In post","2021","Female","Mid Lancashire","Property","30","30","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Lancashire","Unknown","1140","970","24070","21010"
"In post","2021","Female","Milton Keynes","Commercial","40","40","[c]","[c]"
"In post","2021","Female","Milton Keynes","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Milton Keynes","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Milton Keynes","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Milton Keynes","Human Resources","40","30","[c]","[c]"
"In post","2021","Female","Milton Keynes","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Milton Keynes","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Milton Keynes","No function","470","450","27780","25840"
"In post","2021","Female","Milton Keynes","Project Delivery","30","30","[c]","[c]"
"In post","2021","Female","Milton Keynes","Property","40","30","[c]","[c]"
"In post","2021","Female","Milton Keynes","Security","90","90","31130","29730"
"In post","2021","Female","Milton Keynes","Unknown","200","180","27250","27570"
"In post","2021","Female","Monmouthshire and Newport","Analysis","540","500","35080","32630"
"In post","2021","Female","Monmouthshire and Newport","Commercial","50","50","36410","33320"
"In post","2021","Female","Monmouthshire and Newport","Communications","40","40","[c]","[c]"
"In post","2021","Female","Monmouthshire and Newport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Monmouthshire and Newport","Digital, Data & Technology","220","210","40500","37240"
"In post","2021","Female","Monmouthshire and Newport","Finance","50","50","33260","29540"
"In post","2021","Female","Monmouthshire and Newport","Human Resources","180","160","34570","30170"
"In post","2021","Female","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Monmouthshire and Newport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Monmouthshire and Newport","No function","1360","1240","28600","23420"
"In post","2021","Female","Monmouthshire and Newport","Project Delivery","80","80","41560","39120"
"In post","2021","Female","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Monmouthshire and Newport","Unknown","500","430","26680","27570"
"In post","2021","Female","Na h-Eileanan Siar","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Na h-Eileanan Siar","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Na h-Eileanan Siar","Unknown","80","70","23610","21010"
"In post","2021","Female","Newry, Mourne and Down","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Newry, Mourne and Down","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","No function","110","100","26170","22920"
"In post","2021","Female","North and North East Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","Unknown","440","370","25310","27370"
"In post","2021","Female","North and West Norfolk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","No function","170","150","27210","25830"
"In post","2021","Female","North and West Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Unknown","170","150","24630","21830"
"In post","2021","Female","North Hampshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","No function","160","150","29730","24940"
"In post","2021","Female","North Hampshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","Female","North Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Unknown","310","280","28600","27570"
"In post","2021","Female","North Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Lanarkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Lanarkshire","Counter Fraud","130","120","30050","28130"
"In post","2021","Female","North Lanarkshire","Debt","290","230","22690","20640"
"In post","2021","Female","North Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Lanarkshire","Finance","360","280","22880","21440"
"In post","2021","Female","North Lanarkshire","Human Resources","120","110","27970","25560"
"In post","2021","Female","North Lanarkshire","Legal","60","50","42070","42090"
"In post","2021","Female","North Lanarkshire","No function","200","190","27300","25870"
"In post","2021","Female","North Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Lanarkshire","Unknown","560","460","23840","21010"
"In post","2021","Female","North Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Northamptonshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Northamptonshire","Unknown","330","280","24900","27570"
"In post","2021","Female","North Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","No function","310","290","28490","26300"
"In post","2021","Female","North Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Unknown","190","170","27960","27570"
"In post","2021","Female","North Yorkshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","No function","210","190","29430","26740"
"In post","2021","Female","North Yorkshire CC","Project Delivery","50","50","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Property","40","40","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Security","30","30","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Unknown","510","470","27880","26350"
"In post","2021","Female","Northumberland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","No function","40","40","[c]","[c]"
"In post","2021","Female","Northumberland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Unknown","170","150","27180","27570"
"In post","2021","Female","Norwich and East Norfolk","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Commercial","80","70","42280","38440"
"In post","2021","Female","Norwich and East Norfolk","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Human Resources","40","30","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Legal","60","50","32090","28430"
"In post","2021","Female","Norwich and East Norfolk","No function","350","320","26750","23750"
"In post","2021","Female","Norwich and East Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Unknown","360","290","25870","27570"
"In post","2021","Female","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Nottingham","Commercial","30","30","[c]","[c]"
"In post","2021","Female","Nottingham","Communications","230","220","30570","26520"
"In post","2021","Female","Nottingham","Counter Fraud","230","210","32000","31810"
"In post","2021","Female","Nottingham","Debt","130","110","21640","20140"
"In post","2021","Female","Nottingham","Digital, Data & Technology","70","70","42420","39970"
"In post","2021","Female","Nottingham","Finance","100","100","34580","31810"
"In post","2021","Female","Nottingham","Grants Management","40","30","[c]","[c]"
"In post","2021","Female","Nottingham","Human Resources","280","260","37360","33610"
"In post","2021","Female","Nottingham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Nottingham","Legal","250","220","35370","28430"
"In post","2021","Female","Nottingham","No function","2280","2070","29930","26580"
"In post","2021","Female","Nottingham","Project Delivery","140","130","41960","38630"
"In post","2021","Female","Nottingham","Property","150","130","35540","32100"
"In post","2021","Female","Nottingham","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Nottingham","Unknown","470","410","26100","27570"
"In post","2021","Female","Orkney Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Orkney Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Orkney Islands","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","No function","690","680","50960","52370"
"In post","2021","Female","Overseas","Project Delivery","300","300","56050","55620"
"In post","2021","Female","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Security","30","30","[c]","[c]"
"In post","2021","Female","Overseas","Unknown","400","400","42780","41600"
"In post","2021","Female","Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Finance","40","30","[c]","[c]"
"In post","2021","Female","Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","No function","700","620","32490","29920"
"In post","2021","Female","Oxfordshire","Project Delivery","110","110","35140","33300"
"In post","2021","Female","Oxfordshire","Property","40","40","[c]","[c]"
"In post","2021","Female","Oxfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Oxfordshire","Unknown","490","450","28790","26670"
"In post","2021","Female","Perth and Kinross and Stirling","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Legal","30","30","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","No function","250","240","30100","28410"
"In post","2021","Female","Perth and Kinross and Stirling","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Property","40","40","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Unknown","240","210","29110","27570"
"In post","2021","Female","Peterborough","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Commercial","30","30","[c]","[c]"
"In post","2021","Female","Peterborough","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","No function","300","270","28280","27130"
"In post","2021","Female","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Unknown","570","480","24400","21430"
"In post","2021","Female","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","Digital, Data & Technology","170","150","36870","38450"
"In post","2021","Female","Plymouth","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Plymouth","No function","410","350","27640","27130"
"In post","2021","Female","Plymouth","Project Delivery","80","80","34130","33300"
"In post","2021","Female","Plymouth","Property","220","190","24300","21100"
"In post","2021","Female","Plymouth","Security","50","50","[c]","[c]"
"In post","2021","Female","Plymouth","Unknown","440","380","28040","27570"
"In post","2021","Female","Portsmouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Portsmouth","Commercial","60","60","35500","33300"
"In post","2021","Female","Portsmouth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Portsmouth","Counter Fraud","60","60","31770","31810"
"In post","2021","Female","Portsmouth","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Portsmouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Portsmouth","Finance","80","70","36770","33300"
"In post","2021","Female","Portsmouth","Human Resources","60","50","31580","26670"
"In post","2021","Female","Portsmouth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Portsmouth","Legal","100","90","37360","31810"
"In post","2021","Female","Portsmouth","No function","630","520","25060","21440"
"In post","2021","Female","Portsmouth","Project Delivery","160","160","38580","38630"
"In post","2021","Female","Portsmouth","Property","40","40","[c]","[c]"
"In post","2021","Female","Portsmouth","Security","80","70","27780","26670"
"In post","2021","Female","Portsmouth","Unknown","630","560","27400","26670"
"In post","2021","Female","Powys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","Communications","[c]","[c]","[c]","[c]"
