"Status","Year","Sex","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Harrow and Hillingdon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Harrow and Hillingdon","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Female","Hartlepool and Stockton-on-Tees","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hartlepool and Stockton-on-Tees","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hartlepool and Stockton-on-Tees","No function","160","150","26360","25830"
"New entrant CS","2022","Female","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heart of Essex","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heart of Essex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heart of Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heart of Essex","No function","150","140","25400","24800"
"New entrant CS","2022","Female","Heart of Essex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, County of","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, County of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, County of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, County of","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","No function","200","190","29150","29290"
"New entrant CS","2022","Female","Hertfordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","No function","200","190","29860","31020"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","No function","30","30","[c]","[c]"
"New entrant CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","No function","30","30","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Female","Isle of Anglesey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Anglesey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Anglesey","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Anglesey","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Wight","No function","30","30","[c]","[c]"
"New entrant CS","2022","Female","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","No function","90","90","30250","30520"
"New entrant CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kent Thames Gateway","No function","120","110","26420","27170"
"New entrant CS","2022","Female","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kingston upon Hull, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kingston upon Hull, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kingston upon Hull, City of","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kingston upon Hull, City of","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kingston upon Hull, City of","No function","140","130","25120","23170"
"New entrant CS","2022","Female","Kingston upon Hull, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","No function","440","420","38190","32330"
"New entrant CS","2022","Female","Lambeth","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancaster and Wyre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancaster and Wyre","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancaster and Wyre","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancaster and Wyre","No function","40","40","[c]","[c]"
"New entrant CS","2022","Female","Lancaster and Wyre","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancaster and Wyre","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Commercial","40","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Communications","50","50","30450","26590"
"New entrant CS","2022","Female","Leeds","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Finance","90","80","29490","23690"
"New entrant CS","2022","Female","Leeds","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Human Resources","50","50","40920","36520"
"New entrant CS","2022","Female","Leeds","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Female","Leeds","No function","690","660","29010","27570"
"New entrant CS","2022","Female","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leeds","Unknown","100","90","28930","24880"
"New entrant CS","2022","Female","Leicester","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicester","No function","260","240","24050","22600"
"New entrant CS","2022","Female","Leicester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire CC and Rutland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire CC and Rutland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire CC and Rutland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire CC and Rutland","No function","150","150","24270","20970"
"New entrant CS","2022","Female","Leicestershire CC and Rutland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lewisham and Southwark","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lewisham and Southwark","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lewisham and Southwark","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lewisham and Southwark","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lewisham and Southwark","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lewisham and Southwark","No function","210","200","36490","31060"
"New entrant CS","2022","Female","Lewisham and Southwark","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","No function","180","170","26260","24430"
"New entrant CS","2022","Female","Lincolnshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire CC","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Debt","90","80","21430","21250"
"New entrant CS","2022","Female","Liverpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","No function","690","670","24780","21260"
"New entrant CS","2022","Female","Liverpool","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Liverpool","Unknown","160","150","26190","24880"
"New entrant CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Luton","No function","40","40","[c]","[c]"
"New entrant CS","2022","Female","Luton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Digital, Data & Technology","90","90","38010","35310"
"New entrant CS","2022","Female","Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","No function","410","400","28000","24870"
"New entrant CS","2022","Female","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Manchester","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Female","Medway","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","No function","130","120","26690","27560"
"New entrant CS","2022","Female","Medway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","No function","70","70","31120","31060"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid and East Antrim","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","No function","100","90","27720","24800"
"New entrant CS","2022","Female","Mid Kent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","No function","230","210","26070","23140"
"New entrant CS","2022","Female","Mid Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Ulster","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","No function","110","110","26910","27570"
"New entrant CS","2022","Female","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Analysis","160","150","31830","30710"
"New entrant CS","2022","Female","Monmouthshire and Newport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","No function","240","220","25170","21810"
"New entrant CS","2022","Female","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Na h-Eileanan Siar","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Na h-Eileanan Siar","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Newry, Mourne and Down","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","No function","50","50","28130","25480"
"New entrant CS","2022","Female","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","No function","30","30","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","No function","60","50","27840","24800"
"New entrant CS","2022","Female","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","No function","100","100","23350","21260"
"New entrant CS","2022","Female","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Debt","40","40","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","No function","30","30","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","No function","120","110","25880","24800"
"New entrant CS","2022","Female","North Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","No function","50","50","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","No function","40","40","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","No function","210","200","24100","23140"
"New entrant CS","2022","Female","Norwich and East Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Communications","110","100","26750","26590"
"New entrant CS","2022","Female","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Legal","40","40","[c]","[c]"
