"Status","Year","Profession_of_post","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Science and Engineering","Female","SEO/HEO","320","280","36990","38070"
"Leaver CS","2022","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Male","AA/AO","120","110","20580","20770"
"Leaver CS","2022","Science and Engineering","Male","EO","140","140","24460","25390"
"Leaver CS","2022","Science and Engineering","Male","G6/G7","150","130","58340","56340"
"Leaver CS","2022","Science and Engineering","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Male","SEO/HEO","390","370","36800","36460"
"Leaver CS","2022","Science and Engineering","Male","Unknown","50","50","36190","33500"
"Leaver CS","2022","Security","Female","AA/AO","80","80","26350","22630"
"Leaver CS","2022","Security","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","AA/AO","430","420","29100","25680"
"Leaver CS","2022","Security","Male","EO","60","50","37220","43920"
"Leaver CS","2022","Security","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","SEO/HEO","60","60","42030","37450"
"Leaver CS","2022","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","AA/AO","2260","1810","21780","21260"
"Leaver CS","2022","Unknown","Female","EO","1000","840","28020","27570"
"Leaver CS","2022","Unknown","Female","G6/G7","360","300","62030","61710"
"Leaver CS","2022","Unknown","Female","SCS","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Female","SEO/HEO","760","660","37290","36130"
"Leaver CS","2022","Unknown","Female","Unknown","310","210","[c]","[c]"
"Leaver CS","2022","Unknown","Male","AA/AO","1490","1360","22570","21260"
"Leaver CS","2022","Unknown","Male","EO","790","720","28160","27570"
"Leaver CS","2022","Unknown","Male","G6/G7","520","460","64450","61710"
"Leaver CS","2022","Unknown","Male","SCS","100","80","97190","92440"
"Leaver CS","2022","Unknown","Male","SEO/HEO","880","740","38330","36650"
"Leaver CS","2022","Unknown","Male","Unknown","130","80","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","SEO/HEO","60","60","35920","36720"
"Leaver Dept.","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","SEO/HEO","70","70","38600","38540"
"Leaver Dept.","2021","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","SEO/HEO","100","100","35200","34400"
"Leaver Dept.","2021","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","AA/AO","480","450","20710","20880"
"Leaver Dept.","2021","Operational Delivery","Female","EO","280","270","25390","24890"
"Leaver Dept.","2021","Operational Delivery","Female","G6/G7","70","70","55400","53660"
"Leaver Dept.","2021","Operational Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","SEO/HEO","260","250","34610","33250"
"Leaver Dept.","2021","Operational Delivery","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","AA/AO","340","330","20920","20880"
"Leaver Dept.","2021","Operational Delivery","Male","EO","210","210","25550","25020"
"Leaver Dept.","2021","Operational Delivery","Male","G6/G7","70","70","56930","53860"
"Leaver Dept.","2021","Operational Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","SEO/HEO","190","180","33980","33100"
"Leaver Dept.","2021","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","EO","60","60","25890","26680"
"Leaver Dept.","2021","Other","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","SEO/HEO","60","60","33460","32850"
"Leaver Dept.","2021","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","EO","110","110","27970","27420"
"Leaver Dept.","2021","Policy","Female","G6/G7","300","290","56230","54210"
"Leaver Dept.","2021","Policy","Female","SCS","60","50","82420","76510"
"Leaver Dept.","2021","Policy","Female","SEO/HEO","450","440","36420","35900"
"Leaver Dept.","2021","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","EO","80","80","27460","27550"
"Leaver Dept.","2021","Policy","Male","G6/G7","250","240","56000","53610"
"Leaver Dept.","2021","Policy","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","SEO/HEO","370","360","35940","34400"
"Leaver Dept.","2021","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","G6/G7","60","60","60280","57950"
"Leaver Dept.","2021","Project Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","SEO/HEO","110","110","34070","33300"
"Leaver Dept.","2021","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","G6/G7","50","50","56090","54930"
"Leaver Dept.","2021","Project Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","SEO/HEO","110","110","35160","34570"
"Leaver Dept.","2021","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","SCS","[c]","[c]","[c]","[c]"
