"Status","Year","Region_ITL1","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Wales","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","Department for Transport","70","70","22970","21590"
"Leaver Dept.","2021","Wales","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Department for Work and Pensions","80","80","26690","27570"
"Leaver Dept.","2021","Wales","Unknown","HM Revenue and Customs","110","110","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Ministry of Justice","170","160","21320","19930"
"Leaver Dept.","2021","West Midlands (England)","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Department for Work and Pensions","90","80","26150","27570"
"Leaver Dept.","2021","West Midlands (England)","Unknown","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
