"Status","Year","Region_ITL1","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","North East (England)","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Department for Work and Pensions","200","190","27100","27570"
"Leaver Dept.","2021","North East (England)","Unknown","HM Revenue and Customs","210","200","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Home Office","50","50","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Department for Work and Pensions","240","230","28950","27570"
"Leaver Dept.","2021","North West (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","HM Revenue and Customs","350","340","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Home Office","180","160","26800","24880"
"Leaver Dept.","2021","North West (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Department for Work and Pensions","150","140","25960","27570"
"Leaver Dept.","2021","Scotland","Unknown","HM Revenue and Customs","200","200","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Scottish Government","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","Ministry of Justice","100","90","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Department for Work and Pensions","60","50","28210","27570"
"Leaver Dept.","2021","South East (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Ministry of Justice","50","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Ministry of Defence","220","220","34870","32260"
"Leaver Dept.","2021","South West (England)","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Department for Work and Pensions","70","70","26780","27570"
"Leaver Dept.","2021","South West (England)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Ministry of Defence","150","150","34110","32710"
"Leaver Dept.","2021","South West (England)","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Cabinet Office","570","570","33550","32000"
"Leaver Dept.","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","ESTYN","[c]","[c]","[c]","[c]"
