"Status","Year","Region_ITL3","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnet","SEO/HEO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","SEO/HEO","Department of Health and Social Care","450","430","38440","39700"
"In post","2021","Barnet","SEO/HEO","Home Office","90","90","42080","42070"
"In post","2021","Barnet","SEO/HEO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Department for Work and Pensions","600","500","20790","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Ministry of Justice","860","800","24690","24120"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Department for Work and Pensions","660","560","27480","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Ministry of Justice","230","210","31040","31420"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Department for Work and Pensions","100","90","33060","32250"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Ministry of Justice","190","180","40190","38160"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Ministry of Justice","210","190","29510","30210"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Home Office","40","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Ministry of Defence","270","250","21670","20920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Ministry of Justice","380","340","24510","23330"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","National Crime Agency","40","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Department for Work and Pensions","270","240","27530","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Home Office","130","120","25890","25310"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Ministry of Defence","1890","1800","23340","23800"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Ministry of Justice","90","90","29790","31110"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","National Crime Agency","210","200","31420","32770"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Ministry of Defence","1840","1790","57240","55200"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Ministry of Defence","130","130","100620","93430"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Ministry of Defence","6020","5810","36370","36300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Ministry of Justice","140","120","40270","38160"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","National Crime Agency","150","150","41920","41640"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Ministry of Defence","1420","1390","42070","39860"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Ministry of Justice","110","100","31060","31420"
"In post","2021","Bedford","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Ministry of Justice","240","240","26710","27850"
"In post","2021","Bedford","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Department for Work and Pensions","140","130","28010","27570"
"In post","2021","Bedford","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Home Office","70","60","25720","25310"
"In post","2021","Bedford","EO","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Bedford","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Department for Work and Pensions","50","50","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Home Office","40","30","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Ministry of Justice","70","60","27390","23840"
"In post","2021","Belfast","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","HM Revenue and Customs","710","640","20450","20140"
"In post","2021","Belfast","AA/AO","Home Office","220","180","21260","21430"
"In post","2021","Belfast","AA/AO","Ministry of Defence","60","60","20430","20310"
"In post","2021","Belfast","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","HM Revenue and Customs","560","510","25960","25560"
"In post","2021","Belfast","EO","Home Office","180","170","25630","25310"
"In post","2021","Belfast","EO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Belfast","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","HM Revenue and Customs","160","150","54520","52580"
"In post","2021","Belfast","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Food Standards Agency","50","50","35280","37910"
"In post","2021","Belfast","SEO/HEO","HM Revenue and Customs","570","540","33510","31810"
"In post","2021","Belfast","SEO/HEO","Home Office","50","50","33230","30980"
"In post","2021","Belfast","SEO/HEO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","National Crime Agency","50","50","42640","43710"
"In post","2021","Belfast","SEO/HEO","Northern Ireland Office","40","40","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Department for Environment, Food and Rural Affairs","80","70","21100","21050"
"In post","2021","Berkshire","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Department for Work and Pensions","80","60","24110","24180"
"In post","2021","Berkshire","AA/AO","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Ministry of Defence","660","650","30000","27680"
"In post","2021","Berkshire","AA/AO","Ministry of Justice","70","60","21100","22080"
"In post","2021","Berkshire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Department for Environment, Food and Rural Affairs","60","60","25780","25450"
"In post","2021","Berkshire","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Department for Transport","30","30","[c]","[c]"
"In post","2021","Berkshire","EO","Department for Work and Pensions","340","320","29660","29290"
"In post","2021","Berkshire","EO","HM Revenue and Customs","100","90","28600","28130"
"In post","2021","Berkshire","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Ministry of Defence","130","130","37730","43770"
"In post","2021","Berkshire","EO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","National Crime Agency","70","70","36870","37560"
"In post","2021","Berkshire","G6/G7","Attorney General's Departments","60","50","59990","62120"
"In post","2021","Berkshire","G6/G7","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Department for Environment, Food and Rural Affairs","80","80","52820","49770"
"In post","2021","Berkshire","G6/G7","Department for International Trade","60","60","55130","51970"
"In post","2021","Berkshire","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","Berkshire","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
