"Status","Year","Age","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Unknown","250","210","26760","27570"
"Leaver CS","2021","50-59","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Operational Delivery","170","150","27960","21430"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Unknown","420","360","30990","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Operational Delivery","80","60","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Unknown","130","110","26490","26890"
"Leaver CS","2021","60-64","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Operational Delivery","70","60","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Unknown","150","120","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Operational Delivery","150","130","38460","30410"
"Leaver CS","2021","60-64","London","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Policy","50","40","[c]","[c]"
"Leaver CS","2021","60-64","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Unknown","260","210","43890","34870"
"Leaver CS","2021","60-64","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Operational Delivery","70","50","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Unknown","290","220","27680","26120"
"Leaver CS","2021","60-64","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Operational Delivery","120","100","29790","26780"
"Leaver CS","2021","60-64","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Unknown","320","250","26620","26890"
"Leaver CS","2021","60-64","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Operational Delivery","80","70","33540","31720"
"Leaver CS","2021","60-64","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Unknown","330","270","38110","29190"
"Leaver CS","2021","60-64","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Operational Delivery","130","100","27870","25640"
"Leaver CS","2021","60-64","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Other","50","50","26860","22150"
"Leaver CS","2021","60-64","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Unknown","160","130","32620","27980"
"Leaver CS","2021","60-64","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Operational Delivery","80","70","33970","33180"
"Leaver CS","2021","60-64","South West (England)","Other","70","60","32930","30640"
"Leaver CS","2021","60-64","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Unknown","100","70","26330","25860"
"Leaver CS","2021","60-64","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Other","40","40","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Operational Delivery","100","70","26640","21590"
"Leaver CS","2021","60-64","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Unknown","160","120","26170","26890"
"Leaver CS","2021","60-64","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Operational Delivery","90","70","28700","21770"
"Leaver CS","2021","60-64","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Unknown","190","150","26740","26120"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Operational Delivery","110","80","30330","21830"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Unknown","250","190","30120","27570"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Operational Delivery","80","60","22720","20100"
"Leaver CS","2021","65+","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Unknown","90","60","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Operational Delivery","100","70","27120","21800"
"Leaver CS","2021","65+","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Unknown","100","70","26600","27240"
"Leaver CS","2021","65+","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Operational Delivery","150","110","31190","25630"
"Leaver CS","2021","65+","London","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Unknown","200","140","34700","30310"
"Leaver CS","2021","65+","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Unknown","230","150","23960","21010"
"Leaver CS","2021","65+","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Medicine","[c]","[c]","[c]","[c]"
