"Status","Year","Age","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","No function","310","310","24710","24920"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Unknown","100","90","24280","21010"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","120","120","31260","30520"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","150","150","26680","25530"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","110","110","24710","21000"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","210","210","26550","24920"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","1900","1890","27710","27540"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","40","40","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","200","190","29090","27570"
"In post","2021","20-29","Bedford","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedford","No function","130","130","27540","29920"
"In post","2021","20-29","Bedford","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Belfast","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","No function","290","280","22930","20140"
"In post","2021","20-29","Belfast","Unknown","60","60","22840","21430"
"In post","2021","20-29","Berkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","No function","90","90","29420","27660"
"In post","2021","20-29","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Security","170","160","28150","26610"
"In post","2021","20-29","Berkshire","Unknown","80","80","28240","29290"
"In post","2021","20-29","Bexley and Greenwich","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bexley and Greenwich","No function","250","240","29550","30150"
"In post","2021","20-29","Bexley and Greenwich","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bexley and Greenwich","Unknown","80","80","30310","31060"
"In post","2021","20-29","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Birmingham","Communications","70","70","27610","25560"
"In post","2021","20-29","Birmingham","Counter Fraud","40","40","[c]","[c]"
"In post","2021","20-29","Birmingham","Debt","140","130","20770","20140"
"In post","2021","20-29","Birmingham","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","20-29","Birmingham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Birmingham","Legal","70","70","25030","23020"
"In post","2021","20-29","Birmingham","No function","1090","1070","24560","22570"
"In post","2021","20-29","Birmingham","Project Delivery","30","30","[c]","[c]"
"In post","2021","20-29","Birmingham","Property","30","30","[c]","[c]"
"In post","2021","20-29","Birmingham","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Birmingham","Unknown","240","230","26580","27570"
"In post","2021","20-29","Blackburn with Darwen","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackburn with Darwen","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackburn with Darwen","Unknown","40","40","[c]","[c]"
"In post","2021","20-29","Blackpool","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackpool","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackpool","Unknown","560","550","24390","21010"
"In post","2021","20-29","Bournemouth and Poole","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bournemouth and Poole","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bradford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bradford","Debt","80","80","20550","20140"
"In post","2021","20-29","Bradford","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","20-29","Bradford","Finance","50","50","22630","20140"
"In post","2021","20-29","Bradford","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bradford","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bradford","No function","150","140","21860","20140"
"In post","2021","20-29","Bradford","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bradford","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bradford","Unknown","130","130","24770","27570"
"In post","2021","20-29","Breckland and South Norfolk","No function","100","100","24180","23970"
"In post","2021","20-29","Breckland and South Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Breckland and South Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brent","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brent","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brent","Unknown","60","60","30570","31060"
"In post","2021","20-29","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Unknown","50","50","24170","21010"
"In post","2021","20-29","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brighton and Hove","Unknown","40","40","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Counter Fraud","60","60","31980","25560"
"In post","2021","20-29","Bristol, City of","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Digital, Data & Technology","50","50","31280","29360"
"In post","2021","20-29","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Legal","40","40","[c]","[c]"
"In post","2021","20-29","Bristol, City of","No function","720","710","27090","25390"
"In post","2021","20-29","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Property","40","40","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Unknown","110","110","25920","27570"
"In post","2021","20-29","Bromley","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bromley","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bromley","Unknown","40","40","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","No function","150","150","26680","27850"
"In post","2021","20-29","Buckinghamshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Unknown","50","50","[c]","[c]"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Calderdale and Kirklees","Unknown","70","70","26860","27570"
"In post","2021","20-29","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","No function","290","280","26600","27380"
"In post","2021","20-29","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Unknown","100","90","27440","26670"
"In post","2021","20-29","Camden and City of London","Analysis","70","70","37560","36160"
"In post","2021","20-29","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Counter Fraud","130","130","33710","29570"
"In post","2021","20-29","Camden and City of London","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","No function","230","230","27440","22680"
"In post","2021","20-29","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Camden and City of London","Unknown","70","70","31750","31060"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Communications","220","210","26870","25560"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Counter Fraud","40","40","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Debt","110","110","22850","20140"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Digital, Data & Technology","60","60","29960","30660"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","No function","870","850","24010","20600"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Property","30","30","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Unknown","570","570","27110","27570"
"In post","2021","20-29","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Bedfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Bedfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Analysis","80","80","30900","28650"
"In post","2021","20-29","Central Hampshire","Commercial","40","40","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","No function","290","290","29730","28650"
"In post","2021","20-29","Central Hampshire","Project Delivery","80","80","31360","33000"
"In post","2021","20-29","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Unknown","80","80","24810","21010"
"In post","2021","20-29","Central Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Valleys","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Valleys","Unknown","130","130","25830","25700"
"In post","2021","20-29","Cheshire East","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire East","No function","80","80","25100","24920"
"In post","2021","20-29","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
