"Status","Year","Sexual_orientation","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Gwynedd","Wales","490","450","25670","23830"
"In post","2021","Heterosexual / straight","Hackney and Newham","London","1780","1660","35280","31060"
"In post","2021","Heterosexual / straight","Haringey and Islington","London","880","840","31810","31060"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","London","2540","2300","30990","29080"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","North East (England)","1050","970","27410","27570"
"In post","2021","Heterosexual / straight","Heart of Essex","East of England","770","720","32020","29290"
"In post","2021","Heterosexual / straight","Herefordshire, County of","West Midlands (England)","320","300","27780","26670"
"In post","2021","Heterosexual / straight","Hertfordshire","East of England","1900","1790","34800","30880"
"In post","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","London","1870","1770","32390","31060"
"In post","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","620","560","30500","27570"
"In post","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","680","640","28580","27570"
"In post","2021","Heterosexual / straight","Isle of Anglesey","Wales","180","170","27470","26670"
"In post","2021","Heterosexual / straight","Isle of Wight","South East (England)","630","580","27190","26290"
"In post","2021","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","London","560","540","32620","31060"
"In post","2021","Heterosexual / straight","Kent Thames Gateway","South East (England)","1070","1020","30340","30400"
"In post","2021","Heterosexual / straight","Kingston upon Hull, City of","Yorkshire and The Humber","1340","1200","28090","27130"
"In post","2021","Heterosexual / straight","Lambeth","London","3000","2840","43460","39840"
"In post","2021","Heterosexual / straight","Lancaster and Wyre","North West (England)","770","710","28810","26670"
"In post","2021","Heterosexual / straight","Leeds","Yorkshire and The Humber","7030","6590","33560","29730"
"In post","2021","Heterosexual / straight","Leicester","East Midlands (England)","1620","1470","27340","25560"
"In post","2021","Heterosexual / straight","Leicestershire CC and Rutland","East Midlands (England)","1440","1350","29260","26810"
"In post","2021","Heterosexual / straight","Lewisham and Southwark","London","960","930","33120","31060"
"In post","2021","Heterosexual / straight","Lincolnshire","East Midlands (England)","2110","2000","27970","26670"
"In post","2021","Heterosexual / straight","Lisburn and Castlereagh","Northern Ireland","340","330","27420","24890"
"In post","2021","Heterosexual / straight","Liverpool","North West (England)","7490","6930","29010","25260"
"In post","2021","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","140","130","28840","27570"
"In post","2021","Heterosexual / straight","Luton","East of England","410","360","26310","26790"
"In post","2021","Heterosexual / straight","Manchester","North West (England)","5950","5650","34360","30200"
"In post","2021","Heterosexual / straight","Medway","South East (England)","980","940","31240","29810"
"In post","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","London","450","430","31650","31060"
"In post","2021","Heterosexual / straight","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mid Kent","South East (England)","630","590","29880","29290"
"In post","2021","Heterosexual / straight","Mid Lancashire","North West (England)","3560","3220","28330","25560"
"In post","2021","Heterosexual / straight","Milton Keynes","South East (England)","1540","1470","33140","28700"
"In post","2021","Heterosexual / straight","Monmouthshire and Newport","Wales","3420","3200","34370","30130"
"In post","2021","Heterosexual / straight","Na h-Eileanan Siar","Scotland","130","120","25920","22230"
"In post","2021","Heterosexual / straight","Newry, Mourne and Down","Northern Ireland","50","50","21360","20310"
"In post","2021","Heterosexual / straight","North and North East Lincolnshire","Yorkshire and The Humber","540","470","26180","26620"
"In post","2021","Heterosexual / straight","North and West Norfolk","East of England","730","680","27750","27150"
"In post","2021","Heterosexual / straight","North Hampshire","South East (England)","750","710","32110","27570"
"In post","2021","Heterosexual / straight","North Lanarkshire","Scotland","1620","1410","26670","25560"
"In post","2021","Heterosexual / straight","North Northamptonshire","East Midlands (England)","340","300","25840","27570"
"In post","2021","Heterosexual / straight","North Nottinghamshire","East Midlands (England)","690","650","29380","27570"
"In post","2021","Heterosexual / straight","North Yorkshire CC","Yorkshire and The Humber","1410","1340","29530","26850"
"In post","2021","Heterosexual / straight","Northumberland","North East (England)","290","260","28420","27570"
"In post","2021","Heterosexual / straight","Norwich and East Norfolk","East of England","1220","1120","29310","27570"
"In post","2021","Heterosexual / straight","Nottingham","East Midlands (England)","4950","4620","32760","28130"
"In post","2021","Heterosexual / straight","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Overseas","2500","2480","49920","50430"
"In post","2021","Heterosexual / straight","Oxfordshire","South East (England)","1890","1780","31390","28130"
"In post","2021","Heterosexual / straight","Perth and Kinross and Stirling","Scotland","570","540","31390","29190"
"In post","2021","Heterosexual / straight","Peterborough","East of England","1240","1120","28230","25310"
"In post","2021","Heterosexual / straight","Plymouth","South West (England)","2060","1920","31510","27570"
"In post","2021","Heterosexual / straight","Portsmouth","South East (England)","2680","2510","31120","27570"
"In post","2021","Heterosexual / straight","Powys","Wales","430","400","29150","27570"
"In post","2021","Heterosexual / straight","Redbridge and Waltham Forest","London","630","590","29400","31060"
"In post","2021","Heterosexual / straight","Sandwell","West Midlands (England)","290","270","27340","27570"
"In post","2021","Heterosexual / straight","Scottish Borders","Scotland","270","250","29930","27570"
"In post","2021","Heterosexual / straight","Sefton","North West (England)","3900","3580","30030","26700"
"In post","2021","Heterosexual / straight","Sheffield","Yorkshire and The Humber","5110","4710","33030","29360"
"In post","2021","Heterosexual / straight","Shetland Islands","Scotland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Shropshire CC","West Midlands (England)","870","830","29060","27570"
"In post","2021","Heterosexual / straight","Solihull","West Midlands (England)","880","810","28730","26160"
"In post","2021","Heterosexual / straight","Somerset","South West (England)","1640","1530","30830","27570"
"In post","2021","Heterosexual / straight","South and West Derbyshire","East Midlands (England)","770","710","32620","27570"
"In post","2021","Heterosexual / straight","South Ayrshire","Scotland","190","180","28290","27570"
"In post","2021","Heterosexual / straight","South Hampshire","South East (England)","2840","2470","29890","27570"
"In post","2021","Heterosexual / straight","South Lanarkshire","Scotland","1990","1790","32310","27570"
"In post","2021","Heterosexual / straight","South Nottinghamshire","East Midlands (England)","550","510","30800","27570"
"In post","2021","Heterosexual / straight","South Teesside","North East (England)","770","690","26540","25240"
"In post","2021","Heterosexual / straight","South West Wales","Wales","1070","1000","30570","27570"
"In post","2021","Heterosexual / straight","Southampton","South East (England)","900","830","33520","27570"
"In post","2021","Heterosexual / straight","Southend-on-Sea","East of England","740","670","32680","31080"
"In post","2021","Heterosexual / straight","Staffordshire CC","West Midlands (England)","2840","2690","30550","27570"
"In post","2021","Heterosexual / straight","Stoke-on-Trent","West Midlands (England)","890","800","25170","21170"
"In post","2021","Heterosexual / straight","Suffolk","East of England","2690","2530","28540","27570"
"In post","2021","Heterosexual / straight","Sunderland","North East (England)","2900","2460","25620","21440"
"In post","2021","Heterosexual / straight","Swansea","Wales","5670","5130","28010","22920"
"In post","2021","Heterosexual / straight","Swindon","South West (England)","320","300","31670","27570"
"In post","2021","Heterosexual / straight","Telford and Wrekin","West Midlands (England)","1240","1140","33640","28130"
"In post","2021","Heterosexual / straight","Thurrock","East of England","260","240","26510","25310"
"In post","2021","Heterosexual / straight","Torbay","South West (England)","210","180","26640","27570"
"In post","2021","Heterosexual / straight","Tower Hamlets","London","4260","4120","48400","42260"
"In post","2021","Heterosexual / straight","Tyneside","North East (England)","10090","9240","30130","27370"
"In post","2021","Heterosexual / straight","Unknown","Unknown","1000","950","33440","27570"
"In post","2021","Heterosexual / straight","Wakefield","Yorkshire and The Humber","1130","1040","30710","27680"
"In post","2021","Heterosexual / straight","Walsall","West Midlands (England)","370","320","25610","27570"
"In post","2021","Heterosexual / straight","Wandsworth","London","560","540","33010","33260"
"In post","2021","Heterosexual / straight","Warrington","North West (England)","1930","1850","32960","30640"
"In post","2021","Heterosexual / straight","Warwickshire","West Midlands (England)","960","890","27120","25040"
"In post","2021","Heterosexual / straight","West Cumbria","North West (England)","640","590","30070","27570"
"In post","2021","Heterosexual / straight","West Essex","East of England","550","490","30200","28590"
"In post","2021","Heterosexual / straight","West Kent","South East (England)","270","250","36020","31880"
"In post","2021","Heterosexual / straight","West Lothian","Scotland","300","280","33730","27570"
"In post","2021","Heterosexual / straight","West Northamptonshire","East Midlands (England)","740","680","26710","24440"
"In post","2021","Heterosexual / straight","West Surrey","South East (England)","1460","1370","32720","29290"
"In post","2021","Heterosexual / straight","West Sussex (North East)","South East (England)","880","780","30560","27570"
"In post","2021","Heterosexual / straight","West Sussex (South West)","South East (England)","760","690","30880","27570"
"In post","2021","Heterosexual / straight","Westminster","London","35890","34910","48500","44480"
"In post","2021","Heterosexual / straight","Wiltshire","South West (England)","5480","5260","35680","33300"
"In post","2021","Heterosexual / straight","Wirral","North West (England)","1260","1100","26870","27130"
"In post","2021","Heterosexual / straight","Wolverhampton","West Midlands (England)","550","480","25120","26090"
"In post","2021","Heterosexual / straight","Worcestershire","West Midlands (England)","1530","1450","28960","27150"
"In post","2021","Heterosexual / straight","York","Yorkshire and The Humber","1910","1820","37200","33300"
"In post","2021","LGBO","Aberdeen City and Aberdeenshire","Scotland","60","60","33630","28410"
"In post","2021","LGBO","Angus and Dundee City","Scotland","80","80","24450","21010"
"In post","2021","LGBO","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Barnet","London","70","70","41100","32650"
"In post","2021","LGBO","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","130","120","28440","27570"
"In post","2021","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","430","420","32930","29750"
"In post","2021","LGBO","Bedford","East of England","40","40","[c]","[c]"
"In post","2021","LGBO","Belfast","Northern Ireland","80","80","26730","25560"
"In post","2021","LGBO","Berkshire","South East (England)","100","90","33190","29290"
"In post","2021","LGBO","Bexley and Greenwich","London","60","60","32510","31590"
"In post","2021","LGBO","Birmingham","West Midlands (England)","360","350","31510","27570"
"In post","2021","LGBO","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Blackpool","North West (England)","190","180","26770","27570"
"In post","2021","LGBO","Bournemouth and Poole","South West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Bradford","Yorkshire and The Humber","90","80","26610","25560"
"In post","2021","LGBO","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Brighton and Hove","South East (England)","90","90","29420","27570"
"In post","2021","LGBO","Bristol, City of","South West (England)","300","290","34870","31510"
"In post","2021","LGBO","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Buckinghamshire CC","South East (England)","70","60","29740","27850"
"In post","2021","LGBO","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Calderdale and Kirklees","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","LGBO","Cambridgeshire CC","East of England","110","110","29190","27570"
"In post","2021","LGBO","Camden and City of London","London","130","120","38960","36160"
"In post","2021","LGBO","Cardiff and Vale of Glamorgan","Wales","560","540","31850","27570"
"In post","2021","LGBO","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Central Hampshire","South East (England)","130","130","32890","29680"
"In post","2021","LGBO","Central Valleys","Wales","60","50","35430","27570"
"In post","2021","LGBO","Cheshire East","North West (England)","50","40","[c]","[c]"
"In post","2021","LGBO","Cheshire West and Chester","North West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Chorley and West Lancashire","North West (England)","50","40","[c]","[c]"
"In post","2021","LGBO","City of Edinburgh","Scotland","570","560","36760","31810"
"In post","2021","LGBO","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","South West (England)","50","40","[c]","[c]"
"In post","2021","LGBO","Coventry","West Midlands (England)","90","80","34730","31000"
"In post","2021","LGBO","Croydon","London","260","250","40690","36160"
"In post","2021","LGBO","Darlington","North East (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Derby","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon CC","South West (England)","140","140","26120","25600"
"In post","2021","LGBO","Dorset CC","South West (England)","70","70","28300","27260"
"In post","2021","LGBO","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Durham CC","North East (England)","170","160","27810","25310"
"In post","2021","LGBO","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Cumbria","North West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","50","50","28700","26780"
"In post","2021","LGBO","East Kent","South East (England)","140","140","27470","26590"
"In post","2021","LGBO","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Riding of Yorkshire","Yorkshire and The Humber","60","50","27410","26300"
"In post","2021","LGBO","East Surrey","South East (England)","60","60","34470","33590"
"In post","2021","LGBO","East Sussex CC","South East (England)","110","100","26030","26690"
"In post","2021","LGBO","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex Haven Gateway","East of England","40","30","[c]","[c]"
"In post","2021","LGBO","Essex Thames Gateway","East of England","40","30","[c]","[c]"
"In post","2021","LGBO","Falkirk","Scotland","50","50","27740","26700"
"In post","2021","LGBO","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Flintshire and Wrexham","Wales","70","70","25590","24040"
"In post","2021","LGBO","Glasgow City","Scotland","500","490","31060","27570"
"In post","2021","LGBO","Gloucestershire","South West (England)","50","50","27740","27570"
"In post","2021","LGBO","Greater Manchester North East","North West (England)","50","50","[c]","[c]"
"In post","2021","LGBO","Greater Manchester North West","North West (England)","60","60","24710","22850"
"In post","2021","LGBO","Greater Manchester South East","North West (England)","60","60","24830","21580"
"In post","2021","LGBO","Greater Manchester South West","North West (England)","300","290","29580","25560"
"In post","2021","LGBO","Gwent Valleys","Wales","40","40","[c]","[c]"
"In post","2021","LGBO","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hackney and Newham","London","110","100","35530","31060"
"In post","2021","LGBO","Haringey and Islington","London","60","60","32780","31060"
"In post","2021","LGBO","Harrow and Hillingdon","London","60","60","29660","29080"
"In post","2021","LGBO","Hartlepool and Stockton-on-Tees","North East (England)","60","60","26850","27570"
"In post","2021","LGBO","Heart of Essex","East of England","50","50","[c]","[c]"
"In post","2021","LGBO","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hertfordshire","East of England","100","90","33500","30750"
"In post","2021","LGBO","Hounslow and Richmond upon Thames","London","120","120","32810","31460"
"In post","2021","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Isle of Wight","South East (England)","50","50","[c]","[c]"
"In post","2021","LGBO","Kensington & Chelsea and Hammersmith & Fulham","London","40","30","[c]","[c]"
"In post","2021","LGBO","Kent Thames Gateway","South East (England)","70","60","31240","30610"
"In post","2021","LGBO","Kingston upon Hull, City of","Yorkshire and The Humber","80","80","27040","26300"
"In post","2021","LGBO","Lambeth","London","220","220","40890","36200"
"In post","2021","LGBO","Lancaster and Wyre","North West (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Leeds","Yorkshire and The Humber","510","500","32250","28970"
"In post","2021","LGBO","Leicester","East Midlands (England)","90","80","28200","27570"
"In post","2021","LGBO","Leicestershire CC and Rutland","East Midlands (England)","70","60","28220","27380"
"In post","2021","LGBO","Lewisham and Southwark","London","70","70","32370","31060"
"In post","2021","LGBO","Lincolnshire","East Midlands (England)","80","80","27340","27570"
"In post","2021","LGBO","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Liverpool","North West (England)","360","340","28310","25040"
"In post","2021","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Luton","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Manchester","North West (England)","510","500","33130","29270"
"In post","2021","LGBO","Medway","South East (England)","70","70","31230","31130"
"In post","2021","LGBO","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mid Kent","South East (England)","50","40","[c]","[c]"
"In post","2021","LGBO","Mid Lancashire","North West (England)","170","150","27420","25560"
"In post","2021","LGBO","Milton Keynes","South East (England)","100","100","28950","27570"
"In post","2021","LGBO","Monmouthshire and Newport","Wales","220","220","33900","29540"
"In post","2021","LGBO","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Hampshire","South East (England)","30","30","[c]","[c]"
"In post","2021","LGBO","North Lanarkshire","Scotland","60","60","26450","21470"
"In post","2021","LGBO","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Nottinghamshire","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","LGBO","North Yorkshire CC","Yorkshire and The Humber","60","50","29930","27570"
"In post","2021","LGBO","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Norwich and East Norfolk","East of England","70","60","28400","26300"
"In post","2021","LGBO","Nottingham","East Midlands (England)","320","310","31210","27570"
"In post","2021","LGBO","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Overseas","170","170","51520","53000"
"In post","2021","LGBO","Oxfordshire","South East (England)","100","90","32070","31300"
"In post","2021","LGBO","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Peterborough","East of England","40","40","[c]","[c]"
"In post","2021","LGBO","Plymouth","South West (England)","90","90","29440","27570"
"In post","2021","LGBO","Portsmouth","South East (England)","110","100","28510","27570"
"In post","2021","LGBO","Powys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Redbridge and Waltham Forest","London","30","30","[c]","[c]"
"In post","2021","LGBO","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Sefton","North West (England)","150","150","29670","26370"
"In post","2021","LGBO","Sheffield","Yorkshire and The Humber","260","250","32830","29730"
"In post","2021","LGBO","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Somerset","South West (England)","60","60","28850","27570"
"In post","2021","LGBO","South and West Derbyshire","East Midlands (England)","50","50","29750","27880"
"In post","2021","LGBO","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
