"Status","Year","Parent_department","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Treasury","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","65+","Debt","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","65+","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","65+","No function","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","Unknown","50","50","23480","21680"
"In post","2022","Home Office","20-29","Unknown","5540","5460","29390","25040"
"In post","2022","Home Office","30-39","Unknown","8730","8290","32700","28650"
"In post","2022","Home Office","40-49","Unknown","9230","8690","34590","29080"
"In post","2022","Home Office","50-59","Unknown","9750","9140","33480","28810"
"In post","2022","Home Office","60-64","Unknown","2400","1970","30920","27370"
"In post","2022","Home Office","65+","Unknown","840","630","28850","25630"
"In post","2022","Ministry of Defence","16-19","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Project Delivery","110","110","18420","18030"
"In post","2022","Ministry of Defence","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","16-19","Unknown","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","20-29","Analysis","250","240","33220","29670"
"In post","2022","Ministry of Defence","20-29","Commercial","320","320","30070","27850"
"In post","2022","Ministry of Defence","20-29","Communications","90","90","33050","33000"
"In post","2022","Ministry of Defence","20-29","Digital, Data & Technology","390","390","28810","26670"
"In post","2022","Ministry of Defence","20-29","Finance","330","320","30030","26670"
"In post","2022","Ministry of Defence","20-29","Human Resources","250","240","27420","24370"
"In post","2022","Ministry of Defence","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","20-29","No function","920","920","28630","29230"
"In post","2022","Ministry of Defence","20-29","Project Delivery","2410","2390","29000","28010"
"In post","2022","Ministry of Defence","20-29","Property","170","170","26290","26350"
"In post","2022","Ministry of Defence","20-29","Security","1030","1020","27620","26610"
"In post","2022","Ministry of Defence","20-29","Unknown","1540","1520","29710","26670"
"In post","2022","Ministry of Defence","30-39","Analysis","220","210","41100","40580"
"In post","2022","Ministry of Defence","30-39","Commercial","440","430","37260","36500"
"In post","2022","Ministry of Defence","30-39","Communications","130","120","37450","35000"
"In post","2022","Ministry of Defence","30-39","Digital, Data & Technology","590","570","34280","33290"
"In post","2022","Ministry of Defence","30-39","Finance","410","380","38730","33380"
"In post","2022","Ministry of Defence","30-39","Human Resources","460","430","32450","26670"
"In post","2022","Ministry of Defence","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","30-39","No function","800","780","39010","38070"
"In post","2022","Ministry of Defence","30-39","Project Delivery","3130","3020","37690","37400"
"In post","2022","Ministry of Defence","30-39","Property","270","260","31540","33000"
"In post","2022","Ministry of Defence","30-39","Security","1360","1350","32150","31510"
"In post","2022","Ministry of Defence","30-39","Unknown","2970","2830","34550","32700"
"In post","2022","Ministry of Defence","40-49","Analysis","170","160","45840","47010"
"In post","2022","Ministry of Defence","40-49","Commercial","370","350","41360","40000"
"In post","2022","Ministry of Defence","40-49","Communications","140","130","37720","33300"
"In post","2022","Ministry of Defence","40-49","Digital, Data & Technology","740","720","36390","33300"
"In post","2022","Ministry of Defence","40-49","Finance","460","440","40600","35300"
"In post","2022","Ministry of Defence","40-49","Human Resources","480","450","36120","33000"
"In post","2022","Ministry of Defence","40-49","Internal Audit","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","40-49","No function","800","760","43230","47010"
"In post","2022","Ministry of Defence","40-49","Project Delivery","3020","2920","42760","40580"
"In post","2022","Ministry of Defence","40-49","Property","480","470","33300","33300"
"In post","2022","Ministry of Defence","40-49","Security","1390","1380","32450","33200"
"In post","2022","Ministry of Defence","40-49","Unknown","3880","3720","34370","29200"
"In post","2022","Ministry of Defence","50-59","Analysis","120","120","43770","45290"
"In post","2022","Ministry of Defence","50-59","Commercial","480","470","42440","40580"
"In post","2022","Ministry of Defence","50-59","Communications","190","190","36430","33300"
"In post","2022","Ministry of Defence","50-59","Digital, Data & Technology","1130","1110","35670","33300"
"In post","2022","Ministry of Defence","50-59","Finance","660","640","39760","33630"
"In post","2022","Ministry of Defence","50-59","Human Resources","760","720","32710","27720"
"In post","2022","Ministry of Defence","50-59","Internal Audit","70","70","40700","38030"
"In post","2022","Ministry of Defence","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","50-59","No function","870","850","43000","41730"
"In post","2022","Ministry of Defence","50-59","Project Delivery","4040","3950","43170","40980"
"In post","2022","Ministry of Defence","50-59","Property","960","940","32610","33300"
"In post","2022","Ministry of Defence","50-59","Security","2620","2590","31520","27420"
"In post","2022","Ministry of Defence","50-59","Unknown","7230","7040","31560","26670"
"In post","2022","Ministry of Defence","60-64","Analysis","40","30","[c]","[c]"
"In post","2022","Ministry of Defence","60-64","Commercial","100","90","40180","40580"
"In post","2022","Ministry of Defence","60-64","Communications","50","50","34650","33300"
"In post","2022","Ministry of Defence","60-64","Digital, Data & Technology","270","260","33740","33300"
"In post","2022","Ministry of Defence","60-64","Finance","170","150","41050","35480"
"In post","2022","Ministry of Defence","60-64","Human Resources","190","170","31510","26670"
"In post","2022","Ministry of Defence","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","60-64","No function","250","220","41200","38510"
"In post","2022","Ministry of Defence","60-64","Project Delivery","1150","1040","41050","40470"
"In post","2022","Ministry of Defence","60-64","Property","390","370","29780","27640"
"In post","2022","Ministry of Defence","60-64","Security","720","650","27320","21380"
"In post","2022","Ministry of Defence","60-64","Unknown","2640","2510","29500","26020"
"In post","2022","Ministry of Defence","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","65+","Digital, Data & Technology","90","90","32360","29200"
"In post","2022","Ministry of Defence","65+","Finance","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","65+","Human Resources","50","40","[c]","[c]"
"In post","2022","Ministry of Defence","65+","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","65+","No function","100","70","43830","40070"
"In post","2022","Ministry of Defence","65+","Project Delivery","340","290","39960","39140"
"In post","2022","Ministry of Defence","65+","Property","200","180","27100","22050"
"In post","2022","Ministry of Defence","65+","Security","230","200","26660","21830"
"In post","2022","Ministry of Defence","65+","Unknown","940","860","28710","23360"
"In post","2022","Ministry of Defence","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","16-19","No function","200","200","22970","23140"
"In post","2022","Ministry of Justice","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","20-29","Analysis","190","190","38980","34610"
"In post","2022","Ministry of Justice","20-29","Commercial","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","20-29","Communications","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","20-29","Digital, Data & Technology","160","160","37500","35320"
"In post","2022","Ministry of Justice","20-29","Finance","50","50","36630","34260"
"In post","2022","Ministry of Justice","20-29","Human Resources","110","110","33180","30450"
"In post","2022","Ministry of Justice","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","20-29","No function","14890","14670","25980","24730"
"In post","2022","Ministry of Justice","20-29","Project Delivery","70","70","35380","34260"
"In post","2022","Ministry of Justice","20-29","Property","40","30","[c]","[c]"
"In post","2022","Ministry of Justice","20-29","Security","120","120","31680","29940"
"In post","2022","Ministry of Justice","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","30-39","Analysis","170","160","50090","50430"
"In post","2022","Ministry of Justice","30-39","Commercial","60","60","33060","34260"
"In post","2022","Ministry of Justice","30-39","Communications","60","60","43820","41750"
"In post","2022","Ministry of Justice","30-39","Digital, Data & Technology","410","400","46850","43640"
"In post","2022","Ministry of Justice","30-39","Finance","130","130","39050","35630"
"In post","2022","Ministry of Justice","30-39","Human Resources","290","290","38730","34260"
"In post","2022","Ministry of Justice","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","30-39","No function","18620","17610","29050","27120"
"In post","2022","Ministry of Justice","30-39","Project Delivery","90","90","41070","41750"
"In post","2022","Ministry of Justice","30-39","Property","90","90","41040","40000"
"In post","2022","Ministry of Justice","30-39","Security","250","250","38620","36990"
"In post","2022","Ministry of Justice","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","40-49","Analysis","120","110","52010","50430"
"In post","2022","Ministry of Justice","40-49","Commercial","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","40-49","Communications","50","50","53230","53720"
"In post","2022","Ministry of Justice","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","40-49","Digital, Data & Technology","370","360","49070","50240"
"In post","2022","Ministry of Justice","40-49","Finance","220","210","44660","41750"
"In post","2022","Ministry of Justice","40-49","Human Resources","350","350","43010","39880"
"In post","2022","Ministry of Justice","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","40-49","No function","17320","16240","31640","28700"
"In post","2022","Ministry of Justice","40-49","Project Delivery","70","70","44430","41750"
"In post","2022","Ministry of Justice","40-49","Property","140","140","42860","38370"
"In post","2022","Ministry of Justice","40-49","Security","210","210","41590","38220"
"In post","2022","Ministry of Justice","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","50-59","Analysis","80","70","49930","45900"
"In post","2022","Ministry of Justice","50-59","Commercial","60","60","36850","36050"
"In post","2022","Ministry of Justice","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","50-59","Digital, Data & Technology","260","260","48060","47590"
"In post","2022","Ministry of Justice","50-59","Finance","230","220","44250","41100"
"In post","2022","Ministry of Justice","50-59","Human Resources","330","320","44200","41100"
"In post","2022","Ministry of Justice","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","50-59","No function","21300","20010","31280","28550"
"In post","2022","Ministry of Justice","50-59","Project Delivery","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","50-59","Property","220","220","45050","42890"
"In post","2022","Ministry of Justice","50-59","Security","220","220","43070","39670"
"In post","2022","Ministry of Justice","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","60-64","Digital, Data & Technology","60","60","44560","41750"
"In post","2022","Ministry of Justice","60-64","Finance","50","50","41880","41100"
"In post","2022","Ministry of Justice","60-64","Human Resources","80","60","41160","40230"
"In post","2022","Ministry of Justice","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","60-64","No function","6530","5360","28800","26310"
"In post","2022","Ministry of Justice","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","60-64","Property","60","50","42540","37830"
"In post","2022","Ministry of Justice","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","No function","2150","1620","27700","24310"
"In post","2022","Ministry of Justice","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","65+","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","National Crime Agency","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","No function","770","760","33780","32770"
"In post","2022","National Crime Agency","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","30-39","Digital, Data & Technology","60","60","41340","38540"
"In post","2022","National Crime Agency","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","30-39","Human Resources","40","30","[c]","[c]"
"In post","2022","National Crime Agency","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","30-39","No function","1160","1140","38010","36410"
"In post","2022","National Crime Agency","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","40-49","Digital, Data & Technology","80","80","44900","43480"
"In post","2022","National Crime Agency","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","40-49","Human Resources","50","40","[c]","[c]"
"In post","2022","National Crime Agency","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","40-49","No function","1130","1090","42500","40210"
"In post","2022","National Crime Agency","40-49","Project Delivery","40","40","[c]","[c]"
"In post","2022","National Crime Agency","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","50-59","Digital, Data & Technology","60","60","49040","46640"
"In post","2022","National Crime Agency","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","50-59","Human Resources","50","50","[c]","[c]"
"In post","2022","National Crime Agency","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","50-59","No function","1390","1370","43970","40700"
"In post","2022","National Crime Agency","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","No function","280","260","42040","40060"
"In post","2022","National Crime Agency","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","65+","No function","50","50","[c]","[c]"
"In post","2022","National Crime Agency","65+","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","20-29","No function","30","30","[c]","[c]"
"In post","2022","Northern Ireland Office","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","30-39","No function","40","40","[c]","[c]"
"In post","2022","Northern Ireland Office","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","40-49","No function","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","No function","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","60-64","No function","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","65+","No function","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","No function","80","80","27100","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Analysis","50","50","39750","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","No function","250","240","43940","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","No function","440","420","53910","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","No function","490","480","58350","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","No function","120","110","59220","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","No function","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","16-19","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Analysis","60","60","33010","30000"
"In post","2022","Office of Gas and Electricity Markets","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","No function","280","280","29380","26500"
"In post","2022","Office of Gas and Electricity Markets","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Analysis","70","60","45720","40540"
"In post","2022","Office of Gas and Electricity Markets","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Legal","30","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","No function","310","310","41820","37100"
"In post","2022","Office of Gas and Electricity Markets","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Property","[c]","[c]","[c]","[c]"
