"Status","Year","Region_ITL3","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","York","Male","White","880","860","35590","32160"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Female","White","50","50","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Male","White","60","50","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Female","White","40","30","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Female","White","50","40","[c]","[c]"
"Leaver CS","2021","Barnet","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Female","White","90","70","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Male","White","50","50","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","White","150","130","33070","29020"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","White","240","230","41140","40000"
"Leaver CS","2021","Bedford","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Female","White","50","40","[c]","[c]"
"Leaver CS","2021","Belfast","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Male","White","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Female","White","50","40","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire","Male","White","50","50","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Female","White","30","30","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Male","White","40","40","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","Asian","40","30","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Birmingham","Female","White","150","130","32820","27570"
"Leaver CS","2021","Birmingham","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Male","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Birmingham","Male","White","130","110","39110","31650"
"Leaver CS","2021","Blackburn with Darwen","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Blackpool","Female","White","130","100","26410","21010"
"Leaver CS","2021","Blackpool","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Male","White","70","60","28050","21010"
"Leaver CS","2021","Bournemouth and Poole","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Female","White","90","70","[c]","[c]"
"Leaver CS","2021","Bradford","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Male","White","30","30","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Male","White","30","30","[c]","[c]"
"Leaver CS","2021","Brent","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Male","Undeclared","[c]","[c]","[c]","[c]"
